iso,age,sex,educ,n_OECD,weighted_OECD_average,n_country,mean_country,adj_factor
404,20,2,2,1218,237.0561755,NA,134.53548,0.567525734
404,20,2,3,6076,273.8829346,NA,192.80596,0.703972156
404,20,2,4,3081,289.8873735,NA,211.80618,0.730649898
404,25,1,1,298,196.3601544,NA,66.507599,0.338702112
404,25,1,2,1051,232.0876741,NA,141.73263,0.610685727
404,25,1,3,3704,267.340451,NA,164.78773,0.616396544
404,25,1,4,3810,299.750268,NA,230.65908,0.769504166
404,25,2,1,323,196.5729388,NA,61.180239,0.31123429
404,25,2,2,1014,229.5671443,NA,134.79771,0.587182066
404,25,2,3,3260,262.9086568,NA,152.76376,0.581052605
404,25,2,4,5327,295.1491248,NA,202.45644,0.685946266
404,30,1,1,381,190.4162025,NA,60.454214,0.317484611
404,30,1,2,1077,231.7716408,NA,141.15053,0.609006907
404,30,1,3,3229,262.5670487,NA,154.93055,0.590060904
404,30,1,4,4128,297.7865421,NA,215.81624,0.724734699
404,30,2,1,447,196.9744142,NA,59.558892,0.302368672
404,30,2,2,1067,232.3697288,NA,117.58335,0.506018364
404,30,2,3,3070,262.1925507,NA,150.78594,0.575096202
404,30,2,4,5670,293.6764554,NA,204.69583,0.697011375
404,35,1,1,489,204.4650994,NA,55.403026,0.270965686
404,35,1,2,1142,230.151796,NA,145.11599,0.630522953
404,35,1,3,3339,264.5658611,NA,NA,1
404,35,1,4,4266,300.8865153,NA,211.07485,0.701509836
404,35,2,1,588,198.4153519,NA,103.71063,0.522694585
404,35,2,2,1173,227.5512671,NA,141.33737,0.621123195
404,35,2,3,3369,262.4081155,NA,205.54503,0.78330287
404,35,2,4,5600,291.8705203,NA,212.43758,0.727848704
404,40,1,1,549,193.7808056,NA,54.746672,0.282518549
404,40,1,2,1332,236.788219,NA,133.73004,0.564766442
404,40,1,3,3514,263.6327088,NA,NA,1
404,40,1,4,4112,297.2232884,NA,204.8169,0.689101117
404,40,2,1,619,197.9726431,NA,130.14448,0.657386182
404,40,2,2,1306,231.2318357,NA,116.00484,0.501681958
404,40,2,3,3596,264.0840893,NA,NA,1
404,40,2,4,5366,291.0038146,NA,212.12937,0.728957351
404,45,1,1,673,199.3911641,NA,70.976585,0.355966551
404,45,1,2,1420,232.6216891,NA,159.42975,0.685360641
404,45,1,3,3673,258.3136414,NA,74.787424,0.289521775
404,45,1,4,3938,293.4396454,NA,217.30565,0.740546321
404,45,2,1,759,190.7544588,NA,126.90607,0.665284947
404,45,2,2,1501,230.637305,NA,149.53997,0.6483772
404,45,2,3,3705,263.3588865,NA,168.80973,0.640987408
404,45,2,4,4861,287.3195095,NA,217.08201,0.755542185
404,50,1,1,756,195.1508127,NA,64.129641,0.328615803
404,50,1,2,1558,231.0716687,NA,133.35024,0.57709472
404,50,1,3,3383,258.7243826,NA,147.41862,0.569790209
404,50,1,4,3588,288.6698591,NA,211.54095,0.732812739
404,50,2,1,883,190.2751789,NA,115.97872,0.609531525
404,50,2,2,1788,233.0950911,NA,96.080994,0.412196557
404,50,2,3,3477,259.9978404,NA,NA,1
404,50,2,4,4274,282.3465856,NA,178.37785,0.631769106
404,55,1,1,962,191.9319996,NA,64.697076,0.337083322
404,55,1,2,1458,231.4855416,NA,149.92008,0.647643386
404,55,1,3,3237,257.7719857,NA,212.94995,0.826117506
404,55,1,4,3254,282.8529932,NA,227.74834,0.805182711
404,55,2,1,1290,192.0526432,NA,39.370535,0.204998663
404,55,2,2,1852,232.2918702,NA,50.926393,0.219234504
404,55,2,3,3282,254.6118979,NA,NA,1
404,55,2,4,3815,280.7795411,NA,142.62932,0.507976185
410,15,1,1,506,225.6939706,1,NA,1
410,15,1,2,4961,257.4081019,166,290.3,1.12778113
410,15,1,3,2367,275.7654018,104,293.9,1.065760962
410,15,2,1,454,222.4591628,1,NA,1
410,15,2,2,4722,259.2051287,200,291.23,1.1235503
410,15,2,3,2599,272.9901098,95,295.98,1.084215103
410,60,1,1,1396,195.1226007,73,216.51,1.109610057
410,60,1,2,1541,230.9579974,43,234.81,1.016678369
410,60,1,3,3519,254.2220849,84,260.51,1.024733945
410,60,1,4,3569,279.4827961,51,272.44,0.97480061
410,60,2,1,1851,189.7488059,173,210.53,1.109519499
410,60,2,2,2301,234.7829446,77,239.16,1.018642987
410,60,2,3,3757,255.7530047,72,255.41,0.998658844
410,60,2,4,3950,276.4556157,26,273.14,0.988006698
410,20,1,2,1565,231.0829519,6,227.05,0.982547601
410,20,1,3,6405,277.727866,158,299.71,1.079149904
410,20,1,4,2103,291.7478206,30,289.91,0.993700654
410,20,2,2,1218,237.0561755,3,212.13,0.894851187
410,20,2,3,6076,273.8829346,197,293.09,1.070128741
410,20,2,4,3081,289.8873735,102,294.48,1.015842796
410,25,1,1,298,196.3601544,1,NA,1
410,25,1,2,1051,232.0876741,6,239.07,1.030084863
410,25,1,3,3704,267.340451,120,290.21,1.085544664
410,25,1,4,3810,299.750268,192,298.01,0.994194274
410,25,2,1,323,196.5729388,1,NA,1
410,25,2,2,1014,229.5671443,1,NA,1
410,25,2,3,3260,262.9086568,59,271.31,1.031955369
410,25,2,4,5327,295.1491248,224,298.65,1.011861378
410,30,1,1,381,190.4162025,2,240.7,1.264073104
410,30,1,2,1077,231.7716408,5,255.06,1.100479762
410,30,1,3,3229,262.5670487,104,271.77,1.03504991
410,30,1,4,4128,297.7865421,200,299.16,1.004612223
410,30,2,1,447,196.9744142,1,NA,1
410,30,2,2,1067,232.3697288,9,251.23,1.081164923
410,30,2,3,3070,262.1925507,95,271.85,1.036833424
410,30,2,4,5670,293.6764554,240,295.32,1.005596447
410,35,1,1,489,204.4650994,1,NA,1
410,35,1,2,1142,230.151796,10,233.01,1.012418778
410,35,1,3,3339,264.5658611,112,271.05,1.0245086
410,35,1,4,4266,300.8865153,223,299.06,0.993929554
410,35,2,1,588,198.4153519,3,257.7,1.29879063
410,35,2,2,1173,227.5512671,3,263.97,1.160046276
410,35,2,3,3369,262.4081155,168,272.91,1.040021188
410,35,2,4,5600,291.8705203,230,292.65,1.002670635
410,40,1,1,549,193.7808056,3,217.51,1.122453791
410,40,1,2,1332,236.788219,15,229.01,0.967151157
410,40,1,3,3514,263.6327088,143,266.95,1.012583003
410,40,1,4,4112,297.2232884,180,289.04,0.97246754
410,40,2,1,619,197.9726431,14,239.59,1.210217716
410,40,2,2,1306,231.2318357,19,238.47,1.031302629
410,40,2,3,3596,264.0840893,219,260.48,0.986352494
410,40,2,4,5366,291.0038146,187,283.18,0.973114391
410,45,1,1,673,199.3911641,8,231.95,1.163291267
410,45,1,2,1420,232.6216891,35,232.49,0.999433891
410,45,1,3,3673,258.3136414,154,259.26,1.003663603
410,45,1,4,3938,293.4396454,150,283.36,0.965650022
410,45,2,1,759,190.7544588,20,225.68,1.183091611
410,45,2,2,1501,230.637305,62,238.46,1.033917735
410,45,2,3,3705,263.3588865,215,263.27,0.999662489
410,45,2,4,4861,287.3195095,126,276.77,0.963283003
410,50,1,1,756,195.1508127,35,221.85,1.136813098
410,50,1,2,1558,231.0716687,59,235.76,1.020289511
410,50,1,3,3383,258.7243826,162,253.99,0.981701058
410,50,1,4,3588,288.6698591,126,287.93,0.997437006
410,50,2,1,883,190.2751789,55,211.52,1.11165314
410,50,2,2,1788,233.0950911,101,240.63,1.032325472
410,50,2,3,3477,259.9978404,172,254.39,0.978431204
410,50,2,4,4274,282.3465856,63,272.7,0.96583424
410,55,1,1,962,191.9319996,71,225.38,1.174270056
410,55,1,2,1458,231.4855416,63,248.5,1.073501171
410,55,1,3,3237,257.7719857,111,260.46,1.010427876
410,55,1,4,3254,282.8529932,82,282.5,0.998752026
410,55,2,1,1290,192.0526432,102,218.3,1.136667511
410,55,2,2,1852,232.2918702,91,238.78,1.027930938
410,55,2,3,3282,254.6118979,97,255.47,1.003370236
410,55,2,4,3815,280.7795411,38,281.06,1.000998858
440,15,1,1,506,225.6939706,27,257.98,1.143052246
440,15,1,2,4961,257.4081019,76,279.29,1.085008583
440,15,1,3,2367,275.7654018,33,276.95,1.004295674
440,15,2,1,454,222.4591628,21,269.77,1.212672009
440,15,2,2,4722,259.2051287,74,276.25,1.065758233
440,15,2,3,2599,272.9901098,37,279.51,1.023883247
440,60,1,2,1541,230.9579974,12,254.54,1.102105157
440,60,1,3,3519,254.2220849,105,249.43,0.981150006
440,60,1,4,3569,279.4827961,112,262.32,0.938590867
440,60,2,1,1851,189.7488059,6,249.67,1.315792206
440,60,2,2,2301,234.7829446,31,244.53,1.041515177
440,60,2,3,3757,255.7530047,140,257.42,1.006517989
440,60,2,4,3950,276.4556157,287,261.71,0.946661906
440,20,1,1,275,205.7776175,2,230.58,1.12053003
440,20,1,2,1565,231.0829519,16,244.02,1.055984433
440,20,1,3,6405,277.727866,125,280.25,1.009081314
440,20,1,4,2103,291.7478206,48,281.12,0.963571894
440,20,2,1,192,194.605945,2,264.83,1.360852568
440,20,2,2,1218,237.0561755,7,264.68,1.116528601
440,20,2,3,6076,273.8829346,135,278.26,1.015981519
440,20,2,4,3081,289.8873735,78,296.02,1.021155204
440,25,1,1,298,196.3601544,2,242.84,1.236707115
440,25,1,2,1051,232.0876741,18,268.55,1.157105827
440,25,1,3,3704,267.340451,64,271.59,1.015895645
440,25,1,4,3810,299.750268,107,293.54,0.97928186
440,25,2,1,323,196.5729388,1,NA,1
440,25,2,2,1014,229.5671443,14,232.84,1.014256638
440,25,2,3,3260,262.9086568,77,270.59,1.029216775
440,25,2,4,5327,295.1491248,170,289.91,0.982249228
440,30,1,1,381,190.4162025,2,159.99,0.840212114
440,30,1,2,1077,231.7716408,21,246.19,1.062209333
440,30,1,3,3229,262.5670487,54,259.11,0.986833654
440,30,1,4,4128,297.7865421,100,285.66,0.959277736
440,30,2,1,447,196.9744142,2,224.72,1.140858831
440,30,2,2,1067,232.3697288,22,253.55,1.091149012
440,30,2,3,3070,262.1925507,59,249.62,0.952048406
440,30,2,4,5670,293.6764554,188,285.91,0.973554382
440,35,1,1,489,204.4650994,6,262.53,1.28398441
440,35,1,2,1142,230.151796,26,249.23,1.082894004
440,35,1,3,3339,264.5658611,83,250.64,0.947363348
440,35,1,4,4266,300.8865153,89,280.93,0.933674278
440,35,2,2,1173,227.5512671,28,240.61,1.057388091
440,35,2,3,3369,262.4081155,65,266.77,1.016622521
440,35,2,4,5600,291.8705203,149,281.8,0.965496617
440,40,1,2,1332,236.788219,9,262.07,1.10676959
440,40,1,3,3514,263.6327088,70,246.09,0.933457768
440,40,1,4,4112,297.2232884,108,278.64,0.937477011
440,40,2,1,619,197.9726431,1,NA,1
440,40,2,2,1306,231.2318357,17,238.77,1.032600028
440,40,2,3,3596,264.0840893,73,254.52,0.963783925
440,40,2,4,5366,291.0038146,216,274.97,0.944901703
440,45,1,2,1420,232.6216891,6,227.61,0.978455624
440,45,1,3,3673,258.3136414,97,252.99,0.979390785
440,45,1,4,3938,293.4396454,115,275.54,0.939000589
440,45,2,1,759,190.7544588,2,217.09,1.138059898
440,45,2,2,1501,230.637305,7,215.55,0.934584282
440,45,2,3,3705,263.3588865,86,257.96,0.979499889
440,45,2,4,4861,287.3195095,213,269.23,0.937040441
440,50,1,1,756,195.1508127,1,NA,1
440,50,1,2,1558,231.0716687,5,200.68,0.868475141
440,50,1,3,3383,258.7243826,113,234.11,0.904862532
440,50,1,4,3588,288.6698591,135,264.44,0.916063772
440,50,2,2,1788,233.0950911,8,231.9,0.994872946
440,50,2,3,3477,259.9978404,122,259.31,0.997354438
440,50,2,4,4274,282.3465856,287,267.67,0.948019256
440,55,1,2,1458,231.4855416,4,195.52,0.844631586
440,55,1,3,3237,257.7719857,97,252.01,0.977646967
440,55,1,4,3254,282.8529932,115,261.07,0.922988288
440,55,2,1,1290,192.0526432,1,NA,1
440,55,2,2,1852,232.2918702,12,220.8,0.950528315
440,55,2,3,3282,254.6118979,113,246.37,0.967629565
440,55,2,4,3815,280.7795411,294,261.45,0.931157587
484,15,1,1,506,225.6939706,38,186.86,0.827935277
484,15,1,2,4961,257.4081019,231,233.5,0.907119855
484,15,1,3,2367,275.7654018,85,248.12,0.899750289
484,15,2,1,454,222.4591628,34,182.6,0.82082481
484,15,2,2,4722,259.2051287,191,234.48,0.904611731
484,15,2,3,2599,272.9901098,75,242.79,0.88937288
484,60,1,1,1396,195.1226007,120,170.09,0.871708349
484,60,1,2,1541,230.9579974,32,204.79,0.886698024
484,60,1,3,3519,254.2220849,20,219.8,0.864598369
484,60,1,4,3569,279.4827961,18,239.91,0.858407041
484,60,2,1,1851,189.7488059,204,169.94,0.895605109
484,60,2,2,2301,234.7829446,37,215.32,0.917102392
484,60,2,3,3757,255.7530047,33,228.86,0.894847747
484,60,2,4,3950,276.4556157,29,233.5,0.844620209
484,20,1,1,275,205.7776175,50,192.99,0.937857102
484,20,1,2,1565,231.0829519,127,221.52,0.9586168
484,20,1,3,6405,277.727866,164,250.09,0.900485801
484,20,1,4,2103,291.7478206,31,271.96,0.932174916
484,20,2,1,192,194.605945,31,188.84,0.970371177
484,20,2,2,1218,237.0561755,148,224.59,0.947412568
484,20,2,3,6076,273.8829346,167,240.16,0.87687099
484,20,2,4,3081,289.8873735,39,259.68,0.895796174
484,25,1,1,298,196.3601544,52,186.39,0.949225165
484,25,1,2,1051,232.0876741,106,223.34,0.962308752
484,25,1,3,3704,267.340451,81,243.58,0.911122874
484,25,1,4,3810,299.750268,55,268.26,0.894944988
484,25,2,1,323,196.5729388,58,181.83,0.925000161
484,25,2,2,1014,229.5671443,150,225.09,0.980497452
484,25,2,3,3260,262.9086568,103,241.72,0.919406774
484,25,2,4,5327,295.1491248,68,259.77,0.880131358
484,30,1,1,381,190.4162025,68,183.75,0.964991412
484,30,1,2,1077,231.7716408,84,215.02,0.927723509
484,30,1,3,3229,262.5670487,103,241.56,0.919993583
484,30,1,4,4128,297.7865421,53,260.19,0.873746671
484,30,2,1,447,196.9744142,83,194.6,0.98794557
484,30,2,2,1067,232.3697288,169,223.91,0.963593671
484,30,2,3,3070,262.1925507,101,239.74,0.914366176
484,30,2,4,5670,293.6764554,67,257.46,0.876679064
484,35,1,1,489,204.4650994,86,194.13,0.94945299
484,35,1,2,1142,230.151796,133,219.74,0.954761178
484,35,1,3,3339,264.5658611,63,231.89,0.876492526
484,35,1,4,4266,300.8865153,56,265.37,0.881960429
484,35,2,1,588,198.4153519,107,191.58,0.965550287
484,35,2,2,1173,227.5512671,173,220.43,0.968704779
484,35,2,3,3369,262.4081155,89,234.42,0.893341273
484,35,2,4,5600,291.8705203,56,257.41,0.881932165
484,40,1,1,549,193.7808056,88,185.06,0.954996546
484,40,1,2,1332,236.788219,105,223.82,0.945232837
484,40,1,3,3514,263.6327088,59,227.54,0.863094724
484,40,1,4,4112,297.2232884,42,259.43,0.872845467
484,40,2,1,619,197.9726431,96,186.73,0.943211128
484,40,2,2,1306,231.2318357,114,224.49,0.970843826
484,40,2,3,3596,264.0840893,64,239.03,0.905128365
484,40,2,4,5366,291.0038146,56,258.62,0.888716872
484,45,1,1,673,199.3911641,91,181.83,0.911926067
484,45,1,2,1420,232.6216891,86,216.89,0.932372217
484,45,1,3,3673,258.3136414,47,239.29,0.926354484
484,45,1,4,3938,293.4396454,31,246.47,0.839934221
484,45,2,1,759,190.7544588,114,182.19,0.955102183
484,45,2,2,1501,230.637305,102,216.49,0.938659945
484,45,2,3,3705,263.3588865,60,234.16,0.889128911
484,45,2,4,4861,287.3195095,38,252.8,0.879856716
484,50,1,1,756,195.1508127,89,183.17,0.938607416
484,50,1,2,1558,231.0716687,80,212.05,0.917680654
484,50,1,3,3383,258.7243826,38,228.86,0.884570668
484,50,1,4,3588,288.6698591,34,248.04,0.859251467
484,50,2,1,883,190.2751789,129,172.1,0.904479507
484,50,2,2,1788,233.0950911,74,223.75,0.959908675
484,50,2,3,3477,259.9978404,41,230.66,0.887161215
484,50,2,4,4274,282.3465856,32,238.24,0.84378566
484,55,1,1,962,191.9319996,95,176.05,0.917251945
484,55,1,2,1458,231.4855416,49,211.47,0.913534377
484,55,1,3,3237,257.7719857,31,248.99,0.965931187
484,55,1,4,3254,282.8529932,28,245.43,0.867694548
484,55,2,1,1290,192.0526432,166,184.96,0.963069276
484,55,2,2,1852,232.2918702,62,210.17,0.90476692
484,55,2,3,3282,254.6118979,31,229.68,0.902078818
484,55,2,4,3815,280.7795411,33,230.7,0.821641061
51,15,1,1,506,225.6939706,NA,NA,1
51,15,1,2,4961,257.4081019,NA,265.75784,1.032437744
51,15,1,3,2367,275.7654018,NA,263.48273,0.955459707
51,15,2,1,454,222.4591628,NA,269.94982,1.213480337
51,15,2,2,4722,259.2051287,NA,256.49955,0.989562017
51,15,2,3,2599,272.9901098,NA,272.49083,0.99817107
51,60,1,1,1396,195.1226007,NA,NA,1
51,60,1,2,1541,230.9579974,NA,240.00408,1.039167653
51,60,1,3,3519,254.2220849,NA,250.49248,0.985329344
51,60,1,4,3569,279.4827961,NA,256.44884,0.917583635
51,60,2,1,1851,189.7488059,NA,NA,1
51,60,2,2,2301,234.7829446,NA,232.53433,0.990422581
51,60,2,3,3757,255.7530047,NA,236.74662,0.925684608
51,60,2,4,3950,276.4556157,NA,253.3383,0.916379649
51,20,1,1,275,205.7776175,NA,216.61718,1.052676101
51,20,1,2,1565,231.0829519,NA,252.27333,1.091700309
51,20,1,3,6405,277.727866,NA,252.04128,0.907511672
51,20,1,4,2103,291.7478206,NA,261.35301,0.895818209
51,20,2,1,192,194.605945,NA,NA,1
51,20,2,2,1218,237.0561755,NA,243.54476,1.027371506
51,20,2,3,6076,273.8829346,NA,261.37342,0.954325323
51,20,2,4,3081,289.8873735,NA,265.15368,0.914678266
51,25,1,1,298,196.3601544,NA,226.30785,1.152514117
51,25,1,2,1051,232.0876741,NA,243.45595,1.048982678
51,25,1,3,3704,267.340451,NA,250.57239,0.93727825
51,25,1,4,3810,299.750268,NA,269.99631,0.90073751
51,25,2,1,323,196.5729388,NA,157.09196,0.799153541
51,25,2,2,1014,229.5671443,NA,244.44257,1.064797712
51,25,2,3,3260,262.9086568,NA,250.48766,0.952755466
51,25,2,4,5327,295.1491248,NA,260.20589,0.881608205
51,30,1,1,381,190.4162025,NA,NA,1
51,30,1,2,1077,231.7716408,NA,239.37317,1.032797495
51,30,1,3,3229,262.5670487,NA,250.81682,0.955248655
51,30,1,4,4128,297.7865421,NA,253.21166,0.850312637
51,30,2,1,447,196.9744142,NA,NA,1
51,30,2,2,1067,232.3697288,NA,244.47173,1.052080799
51,30,2,3,3070,262.1925507,NA,250.13273,0.954003954
51,30,2,4,5670,293.6764554,NA,265.59308,0.904373078
51,35,1,1,489,204.4650994,NA,NA,1
51,35,1,2,1142,230.151796,NA,234.34826,1.018233462
51,35,1,3,3339,264.5658611,NA,252.26916,0.95352121
51,35,1,4,4266,300.8865153,NA,262.55232,0.872595835
51,35,2,1,588,198.4153519,NA,NA,1
51,35,2,2,1173,227.5512671,NA,225.25137,0.98989284
51,35,2,3,3369,262.4081155,NA,255.81854,0.974888065
51,35,2,4,5600,291.8705203,NA,266.62716,0.913511785
51,40,1,1,549,193.7808056,NA,NA,1
51,40,1,2,1332,236.788219,NA,261.7962,1.105613282
51,40,1,3,3514,263.6327088,NA,251.62124,0.954438625
51,40,1,4,4112,297.2232884,NA,262.43481,0.882955072
51,40,2,1,619,197.9726431,NA,NA,1
51,40,2,2,1306,231.2318357,NA,254.96958,1.102657769
51,40,2,3,3596,264.0840893,NA,248.40626,0.940633193
51,40,2,4,5366,291.0038146,NA,258.01026,0.886621573
51,45,1,1,673,199.3911641,NA,NA,1
51,45,1,2,1420,232.6216891,NA,NA,1
51,45,1,3,3673,258.3136414,NA,249.63952,0.966420196
51,45,1,4,3938,293.4396454,NA,254.56185,0.867510079
51,45,2,1,759,190.7544588,NA,228.02209,1.195369647
51,45,2,2,1501,230.637305,NA,222.28177,0.963771971
51,45,2,3,3705,263.3588865,NA,244.61751,0.928837121
51,45,2,4,4861,287.3195095,NA,260.35042,0.906135544
51,50,1,1,756,195.1508127,NA,NA,1
51,50,1,2,1558,231.0716687,NA,NA,1
51,50,1,3,3383,258.7243826,NA,247.99121,0.958515033
51,50,1,4,3588,288.6698591,NA,258.57978,0.895763003
51,50,2,1,883,190.2751789,NA,317.30807,1.667627233
51,50,2,2,1788,233.0950911,NA,238.45355,1.022988296
51,50,2,3,3477,259.9978404,NA,241.09846,0.927309471
51,50,2,4,4274,282.3465856,NA,258.92394,0.91704293
51,55,1,1,962,191.9319996,NA,NA,1
51,55,1,2,1458,231.4855416,NA,202.89724,0.876500703
51,55,1,3,3237,257.7719857,NA,241.58526,0.937205257
51,55,1,4,3254,282.8529932,NA,252.46285,0.892558524
51,55,2,1,1290,192.0526432,NA,217.58684,1.132954154
51,55,2,2,1852,232.2918702,NA,246.09688,1.059429587
51,55,2,3,3282,254.6118979,NA,241.63482,0.949031926
51,55,2,4,3815,280.7795411,NA,254.16189,0.905200888
528,15,1,1,506,225.6939706,78,286.5,1.26941805
528,15,1,2,4961,257.4081019,71,272.37,1.058125203
528,15,1,3,2367,275.7654018,60,303.35,1.100029221
528,15,2,1,454,222.4591628,83,290.6,1.306307172
528,15,2,2,4722,259.2051287,67,273.98,1.057000691
528,15,2,3,2599,272.9901098,68,302.34,1.10751265
528,60,1,1,1396,195.1226007,36,210.09,1.076707666
528,60,1,2,1541,230.9579974,102,254.33,1.101195901
528,60,1,3,3519,254.2220849,106,264.47,1.040310877
528,60,1,4,3569,279.4827961,118,295.33,1.056701894
528,60,2,1,1851,189.7488059,24,219.33,1.155896602
528,60,2,2,2301,234.7829446,128,242.15,1.031378154
528,60,2,3,3757,255.7530047,59,256.12,1.00143496
528,60,2,4,3950,276.4556157,68,278.8,1.008480147
528,20,1,1,275,205.7776175,7,261.91,1.272781769
528,20,1,2,1565,231.0829519,48,267.64,1.15819881
528,20,1,3,6405,277.727866,163,304.91,1.097873268
528,20,1,4,2103,291.7478206,28,334.43,1.146298195
528,20,2,1,192,194.605945,5,266.5,1.369434012
528,20,2,2,1218,237.0561755,29,270.87,1.142640555
528,20,2,3,6076,273.8829346,137,303.1,1.106677203
528,20,2,4,3081,289.8873735,44,315.67,1.08894015
528,25,1,1,298,196.3601544,10,221.62,1.128640384
528,25,1,2,1051,232.0876741,22,282.11,1.215532023
528,25,1,3,3704,267.340451,77,294.09,1.100057993
528,25,1,4,3810,299.750268,57,327.65,1.093076587
528,25,2,1,323,196.5729388,6,214.3,1.090180578
528,25,2,2,1014,229.5671443,22,266.36,1.160270564
528,25,2,3,3260,262.9086568,92,289.17,1.099887708
528,25,2,4,5327,295.1491248,96,323.22,1.095107432
528,30,1,1,381,190.4162025,6,216.36,1.136247847
528,30,1,2,1077,231.7716408,30,271.99,1.173525799
528,30,1,3,3229,262.5670487,75,293.8,1.118952288
528,30,1,4,4128,297.7865421,87,327,1.098102008
528,30,2,1,447,196.9744142,6,204.96,1.040541234
528,30,2,2,1067,232.3697288,24,257.93,1.109998283
528,30,2,3,3070,262.1925507,84,286.05,1.090992094
528,30,2,4,5670,293.6764554,95,315.48,1.074243421
528,35,1,1,489,204.4650994,9,228.39,1.117012148
528,35,1,2,1142,230.151796,30,264.7,1.150110512
528,35,1,3,3339,264.5658611,90,296.12,1.119267614
528,35,1,4,4266,300.8865153,95,322.68,1.072430912
528,35,2,1,588,198.4153519,8,215.76,1.087415857
528,35,2,2,1173,227.5512671,30,260.38,1.144269612
528,35,2,3,3369,262.4081155,107,285.67,1.088647733
528,35,2,4,5600,291.8705203,96,319.45,1.094492173
528,40,1,1,549,193.7808056,11,233.36,1.204247238
528,40,1,2,1332,236.788219,39,264.41,1.116651838
528,40,1,3,3514,263.6327088,107,295.02,1.119056893
528,40,1,4,4112,297.2232884,110,320.97,1.079895192
528,40,2,1,619,197.9726431,17,224.3,1.132984823
528,40,2,2,1306,231.2318357,63,261.4,1.130467175
528,40,2,3,3596,264.0840893,113,292.96,1.109343622
528,40,2,4,5366,291.0038146,103,310.92,1.068439602
528,45,1,1,673,199.3911641,16,204.66,1.026424621
528,45,1,2,1420,232.6216891,65,263.57,1.133041381
528,45,1,3,3673,258.3136414,114,289.53,1.120846729
528,45,1,4,3938,293.4396454,102,304.63,1.038135115
528,45,2,1,759,190.7544588,15,192.5,1.009150723
528,45,2,2,1501,230.637305,73,252.63,1.095356191
528,45,2,3,3705,263.3588865,127,280.96,1.066833186
528,45,2,4,4861,287.3195095,97,305.37,1.062823755
528,50,1,1,756,195.1508127,14,214.36,1.098432525
528,50,1,2,1558,231.0716687,63,254.55,1.101606274
528,50,1,3,3383,258.7243826,86,279.39,1.079875028
528,50,1,4,3588,288.6698591,100,303.14,1.050126955
528,50,2,1,883,190.2751789,19,218.34,1.147495965
528,50,2,2,1788,233.0950911,89,251.79,1.080202928
528,50,2,3,3477,259.9978404,103,273.03,1.050124107
528,50,2,4,4274,282.3465856,97,294.68,1.043681826
528,55,1,1,962,191.9319996,26,207.58,1.081528877
528,55,1,2,1458,231.4855416,64,247.46,1.06900845
528,55,1,3,3237,257.7719857,98,266.71,1.03467411
528,55,1,4,3254,282.8529932,83,293.77,1.038596045
528,55,2,1,1290,192.0526432,30,207.85,1.082255347
528,55,2,2,1852,232.2918702,96,255.44,1.099651055
528,55,2,3,3282,254.6118979,90,263.32,1.034201473
528,55,2,4,3815,280.7795411,70,292.47,1.041635722
554,15,1,1,506,225.6939706,4,221.63,0.981993446
554,15,1,2,4961,257.4081019,122,262.27,1.018887899
554,15,1,3,2367,275.7654018,156,282.86,1.025726934
554,15,2,1,454,222.4591628,2,269.36,1.210828974
554,15,2,2,4722,259.2051287,106,266.33,1.027487386
554,15,2,3,2599,272.9901098,195,284.65,1.042711768
554,60,1,1,1396,195.1226007,17,195.27,1.000755419
554,60,1,2,1541,230.9579974,70,238.57,1.032958385
554,60,1,3,3519,254.2220849,36,250.46,0.985201581
554,60,1,4,3569,279.4827961,168,282.79,1.011833301
554,60,2,1,1851,189.7488059,10,205.3,1.081956743
554,60,2,2,2301,234.7829446,129,245.45,1.04543369
554,60,2,3,3757,255.7530047,44,257.83,1.008121098
554,60,2,4,3950,276.4556157,164,282.04,1.020199931
554,20,1,1,275,205.7776175,4,219.42,1.066296727
554,20,1,2,1565,231.0829519,57,234.95,1.016734459
554,20,1,3,6405,277.727866,127,286.29,1.030829222
554,20,1,4,2103,291.7478206,114,293.17,1.004874687
554,20,2,1,192,194.605945,5,213.61,1.097654031
554,20,2,2,1218,237.0561755,53,242.87,1.024525092
554,20,2,3,6076,273.8829346,161,284.97,1.040481038
554,20,2,4,3081,289.8873735,129,291.13,1.004286584
554,25,1,1,298,196.3601544,2,204.51,1.041504579
554,25,1,2,1051,232.0876741,39,250.7,1.080195236
554,25,1,3,3704,267.340451,59,284.62,1.064634996
554,25,1,4,3810,299.750268,133,298.75,0.996662996
554,25,2,1,323,196.5729388,7,259.19,1.318543649
554,25,2,2,1014,229.5671443,51,252.27,1.098894185
554,25,2,3,3260,262.9086568,94,271.87,1.034085386
554,25,2,4,5327,295.1491248,170,297.72,1.008710428
554,30,1,1,381,190.4162025,3,220.04,1.155573933
554,30,1,2,1077,231.7716408,25,265.18,1.14414343
554,30,1,3,3229,262.5670487,42,290.69,1.107107695
554,30,1,4,4128,297.7865421,146,294.66,0.989500727
554,30,2,1,447,196.9744142,3,207.13,1.051557893
554,30,2,2,1067,232.3697288,48,246.51,1.060852467
554,30,2,3,3070,262.1925507,79,265.26,1.011699224
554,30,2,4,5670,293.6764554,218,297.5,1.013019582
554,35,1,1,489,204.4650994,7,217.82,1.065316284
554,35,1,2,1142,230.151796,43,253.44,1.10118628
554,35,1,3,3339,264.5658611,52,282.81,1.06895878
