"iso","country","age","sex","educ","weighted_OECD_avg","hlo_mean_country","mys","adj_factor","qamys"
196,"Cyprus",15,0,0,512.534625890665,512.86,10.15,1.00063483341983,10.1564435592113
196,"Cyprus",15,0,0,512.534625890665,518,10.2,1.01066342415371,10.3087669263678
203,"Czech Republic",15,0,0,512.534625890665,543.48,8.54,1.060377138531,9.05562076305474
203,"Czech Republic",15,0,0,512.534625890665,517.66,8.68,1.01000005433863,8.76680047165929
203,"Czech Republic",15,0,0,512.534625890665,501.2,9.58,0.977885150937914,9.36813974598521
203,"Czech Republic",15,0,0,512.534625890665,508.26,9.57,0.991659830039314,9.49018457347623
203,"Czech Republic",15,0,0,512.534625890665,516.2,9.96,1.00715146630916,10.0312286044392
204,"Benin",15,0,0,512.534625890665,279.03,4.48,0.544411998535926,2.43896575344095
208,"Denmark",15,0,0,512.534625890665,531.87,9.25,1.03772501043366,9.59895634651131
208,"Denmark",15,0,0,512.534625890665,525.59,9.26,1.02547217973156,9.49587238431425
208,"Denmark",15,0,0,512.534625890665,527,9.26,1.02822321337646,9.521346955866
208,"Denmark",15,0,0,512.534625890665,534.18,9.75,1.04223202300083,10.1617622242581
214,"Dominican Republic",15,0,0,512.534625890665,344.74,7.03,0.672617970738899,4.72850433429446
214,"Dominican Republic",15,0,0,512.534625890665,330.58,7.67,0.644990569028443,4.94707766444816
214,"Dominican Republic",15,0,0,512.534625890665,337.71,8.33,0.658901824268242,5.48865219615445
218,"Ecuador",15,0,0,512.534625890665,361.91,8.54,0.706118146400519,6.03024897026043
218,"Ecuador",15,0,0,512.534625890665,385.38,8.73,0.751910174518063,6.56417582354269
218,"Ecuador",15,0,0,512.534625890665,414.71,9.01,0.809135576507307,7.29031154433083
222,"El Salvador",15,0,0,512.534625890665,363.87,7.1,0.709942278275696,5.04059017575744
233,"Estonia",15,0,0,512.534625890665,534.88,8.63,1.04359778438482,9.00624887924099
233,"Estonia",15,0,0,512.534625890665,536.41,8.6,1.04658294855269,9.0006133575531
233,"Estonia",15,0,0,512.534625890665,542.42,9.14,1.0583089855781,9.67294412818382
246,"Finland",15,0,0,512.534625890665,528.76,8.36,1.03165712771335,8.62465358768361
246,"Finland",15,0,0,512.534625890665,500.54,8.42,0.976597433061579,8.22295038637849
246,"Finland",15,0,0,512.534625890665,575.41,8.44,1.12267536851793,9.4753801102913
246,"Finland",15,0,0,512.534625890665,458.37,8.45,0.894320065114548,7.55700455021793
246,"Finland",15,0,0,512.534625890665,468.42,8.46,0.913928496413283,7.73183507965638
246,"Finland",15,0,0,512.534625890665,441.11,8.48,0.8606442915607,7.29826359243474
246,"Finland",15,0,0,512.534625890665,516.86,8.48,1.00843918418549,8.551564281893
246,"Finland",15,0,0,512.534625890665,523.91,8.48,1.02219435240998,8.66820810843664
246,"Finland",15,0,0,512.534625890665,527.99,8.61,1.03015479019096,8.86963274354416
246,"Finland",15,0,0,512.534625890665,531.13,9.17,1.03628120554201,9.50269865482021
250,"France",15,0,0,512.534625890665,438.91,8.4,0.856351898639584,7.19335594857251
250,"France",15,0,0,512.534625890665,494.83,8.67,0.965456722343591,8.37050978271893
250,"France",15,0,0,512.534625890665,406.65,8.88,0.79340980971449,7.04547911026467
250,"France",15,0,0,512.534625890665,505.94,9.05,0.987133306595227,8.93355642468681
250,"France",15,0,0,512.534625890665,505.12,9.18,0.985533414688266,9.04719674683828
250,"France",15,0,0,512.534625890665,516.52,9.28,1.00777581437041,9.35215955735743
250,"France",15,0,0,512.534625890665,533.4,9.37,1.04071017460152,9.75145433601627
250,"France",15,0,0,512.534625890665,507.39,9.45,0.989962383747781,9.35514452641653
250,"France",15,0,0,512.534625890665,516.74,9.56,1.00820505366252,9.63844031301374
250,"France",15,0,0,512.534625890665,499.18,9.79,0.973943953801252,9.53491130771426
266,"Gabon",15,0,0,512.534625890665,324.76,6.64,0.633635238664399,4.20733798473161
268,"Georgia",15,0,0,512.534625890665,428.57,9.82,0.836177651910338,8.21126454175952
268,"Georgia",15,0,0,512.534625890665,436.96,10.31,0.852547277641322,8.78976243248203
268,"Georgia",15,0,0,512.534625890665,459.68,10.51,0.896875989990303,9.42616665479809
270,"Gambia",15,0,0,512.534625890665,267.32,3.65,0.521564761669439,1.90371138009345
275,"Occupied Palestinian Territory",15,0,0,512.534625890665,385.11,9.82,0.751383380841381,7.37858479986236
275,"Occupied Palestinian Territory",15,0,0,512.534625890665,400.62,10.01,0.781644750935249,7.82426395686185
276,"Germany",15,0,0,512.534625890665,352.21,9.02,0.68719259579378,6.1984772140599
276,"Germany",15,0,0,512.534625890665,491.27,9.09,0.958510850162148,8.71286362797393
276,"Germany",15,0,0,512.534625890665,492.11,9.1,0.960149763822938,8.73736285078874
276,"Germany",15,0,0,512.534625890665,491.59,9.13,0.959135198223402,8.75690435977966
276,"Germany",15,0,0,512.534625890665,502.18,9.13,0.979797216875502,8.94554859007333
276,"Germany",15,0,0,512.534625890665,522.27,9.12,1.01899456859606,9.29323046559605
276,"Germany",15,0,0,512.534625890665,529.12,9.1,1.03235951928226,9.39447162546857
276,"Germany",15,0,0,512.534625890665,524.26,9.21,1.02287723310198,9.4206993168692
288,"Ghana",15,0,0,512.534625890665,308.95,6.27,0.602788542263105,3.77948415998967
288,"Ghana",15,0,0,512.534625890665,336.16,6.62,0.655877638346546,4.34190996585414
300,"Greece",15,0,0,512.534625890665,427.36,9.03,0.833816835803725,7.52936602730763
300,"Greece",15,0,0,512.534625890665,473.86,9.12,0.924542413454588,8.43182681070585
300,"Greece",15,0,0,512.534625890665,504.29,9.18,0.98391401190439,9.0323306292823
300,"Greece",15,0,0,512.534625890665,485.26,9.25,0.946784813136736,8.7577595215148
300,"Greece",15,0,0,512.534625890665,482.17,9.36,0.940755952170259,8.80547571231362
300,"Greece",15,0,0,512.534625890665,477.87,9.65,0.932366275097168,8.99733455468767
31,"Azerbaijan",15,0,0,512.534625890665,503.38,10.1,0.982138522105201,9.91959907326253
31,"Azerbaijan",15,0,0,512.534625890665,453.14,10.2,0.88411587648844,9.01798194018209
32,"Argentina",15,0,0,512.534625890665,377.66,8.89,0.736847777540328,6.55057674233352
32,"Argentina",15,0,0,512.534625890665,409.87,9.02,0.799692312080851,7.21322465496928
32,"Argentina",15,0,0,512.534625890665,405.44,8.68,0.791048993607877,6.86630526451637
32,"Argentina",15,0,0,512.534625890665,413.27,8.32,0.806326010231667,6.70863240512747
32,"Argentina",15,0,0,512.534625890665,421.785,8.82,0.822939521924078,7.25832658337037
320,"Guatemala",15,0,0,512.534625890665,357.76,5.69,0.698021132481141,3.97174024381769
320,"Guatemala",15,0,0,512.534625890665,371.7,6.25,0.725219294899486,4.53262059312179
320,"Guatemala",15,0,0,512.534625890665,389.02,6.8,0.759012133714819,5.16128250926077
340,"Honduras",15,0,0,512.534625890665,339.45,5.44,0.662296716851306,3.60289413967111
340,"Honduras",15,0,0,512.534625890665,363.71,6.54,0.709630104245069,4.64098088176275
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,445.75,9.98,0.869697338448873,8.67957943771975
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,505.88,10.18,0.987016241333742,10.0478253367775
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,535.47,10.37,1.04474892612275,10.834046363893
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,562.91,10.58,1.09828677237522,11.6198740517298
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,575.08,10.73,1.12203150957976,12.0393980977908
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,585.21,9.88,1.14179602789381,11.2809447555908
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,592.66,10.03,1.15633163119486,11.5980062608844
344,"Hong Kong Special Administrative Region of China",15,0,0,512.534625890665,605.4,9.92,1.18118848838351,11.7173898047644
348,"Hungary",15,0,0,512.534625890665,483.32,8.31,0.942999703015388,7.83632753205787
348,"Hungary",15,0,0,512.534625890665,491.03,8.39,0.958042589116208,8.03797732268499
348,"Hungary",15,0,0,512.534625890665,518.96,8.47,1.01253646833747,8.57618388681837
348,"Hungary",15,0,0,512.534625890665,542.37,8.52,1.05821143119353,9.01596139376886
348,"Hungary",15,0,0,512.534625890665,532.59,8.55,1.03912979357148,8.88455973503611
348,"Hungary",15,0,0,512.534625890665,523.68,8.57,1.02174560224095,8.75635981120498
348,"Hungary",15,0,0,512.534625890665,528.23,8.59,1.0306230512369,8.85305201012497
348,"Hungary",15,0,0,512.534625890665,521.42,8.61,1.01733614405835,8.75926420034243
348,"Hungary",15,0,0,512.534625890665,510.38,8.66,0.995796135945116,8.62359453728471
348,"Hungary",15,0,0,512.534625890665,522.5,9.01,1.01944331876508,9.1851843020734
352,"Iceland",15,0,0,512.534625890665,420.17,8.72,0.81978851530244,7.14855585343728
352,"Iceland",15,0,0,512.534625890665,468.96,8.8,0.914982083766648,8.0518423371465
352,"Iceland",15,0,0,512.534625890665,528.02,9.5,1.0302133228217,9.78702656680617
352,"Iceland",15,0,0,512.534625890665,541.16,9.77,1.05585061508691,10.3156605093991
352,"Iceland",15,0,0,512.534625890665,522.85,9.84,1.02012619945708,10.0380418026577
352,"Iceland",15,0,0,512.534625890665,511.8,10.39,0.998566680466928,10.3751078100514
356,"India",15,0,0,512.534625890665,378.54,8.13,0.738564734708775,6.00453129318234
36,"Australia",15,0,0,512.534625890665,484,10.96,0.944326442645551,10.3498178113952
36,"Australia",15,0,0,512.534625890665,505.47,11.07,0.986216295380262,10.9174143898595
36,"Australia",15,0,0,512.534625890665,331.55,11.16,0.646883124089117,7.21921566483454
36,"Australia",15,0,0,512.534625890665,475.87,11.23,0.928464099714336,10.426651839792
36,"Australia",15,0,0,512.534625890665,488.69,11.29,0.953477043918294,10.7647558258375
36,"Australia",15,0,0,512.534625890665,501.93,12.15,0.979309444952648,11.8986097561747
36,"Australia",15,0,0,512.534625890665,508.87,12.45,0.992849993531078,12.3609824194619
36,"Australia",15,0,0,512.534625890665,504.44,12.52,0.984206675058103,12.3222675717274
36,"Australia",15,0,0,512.534625890665,509.98,12.57,0.99501570086855,12.5073473599177
36,"Australia",15,0,0,512.534625890665,509.22,12.35,0.993532874223073,12.270130996655
360,"Indonesia",15,0,0,512.534625890665,404.79,8.4,0.789780786608456,6.63415860751103
360,"Indonesia",15,0,0,512.534625890665,406.4,8.61,0.792922037791636,6.82705874538599
360,"Indonesia",15,0,0,512.534625890665,395.33,8.77,0.771323497047656,6.76450706910795
360,"Indonesia",15,0,0,512.534625890665,396.71,9.12,0.774015998061811,7.05902590232372
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,353.09,4.51,0.688909552962226,3.10698208385964
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,362.39,5.33,0.707054668492399,3.76860138306449
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,372,6.11,0.725804621206911,4.43466623557423
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,381.91,6.43,0.745139900228848,4.79124955847149
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,392.14,7.05,0.765099527312038,5.39395166754987
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,402.71,7.57,0.78572252421031,5.94791950827204
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,403.86,7.84,0.787966275055438,6.17765559643464
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,401.54,8,0.783439751611352,6.26751801289082
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,417.76,8.28,0.815086393966127,6.74891534203953
364,"Iran (Islamic Republic of)",15,0,0,512.534625890665,433.92,8.59,0.846615971059416,7.27243119140039
372,"Ireland",15,0,0,512.534625890665,478.59,9.15,0.933771058234988,8.54400518285014
372,"Ireland",15,0,0,512.534625890665,524.46,9.21,1.02326745064026,9.42429322039679
372,"Ireland",15,0,0,512.534625890665,525.89,9.99,1.02605750603899,10.2503144853295
372,"Ireland",15,0,0,512.534625890665,522.14,10.9,1.01874092719617,11.1042761064383
372,"Ireland",15,0,0,512.534625890665,518.36,11.37,1.01136581572262,11.4992293247662
372,"Ireland",15,0,0,512.534625890665,535.42,11.57,1.04465137173818,12.0866163710108
376,"Israel",15,0,0,512.534625890665,492.7,8.25,0.961300905560874,7.93073247087721
376,"Israel",15,0,0,512.534625890665,508.58,9.31,0.992284178100567,9.23816569811628
376,"Israel",15,0,0,512.534625890665,487.43,10.47,0.951018673427109,9.95716551078184
376,"Israel",15,0,0,512.534625890665,484.45,11.65,0.945204432106688,11.0116316340429
376,"Israel",15,0,0,512.534625890665,504.46,11.25,0.984245696811931,11.0727640891342
376,"Israel",15,0,0,512.534625890665,514.24,10.84,1.00332733443398,10.8760683052644
380,"Italy",15,0,0,512.534625890665,412.34,8.1,0.80451149867865,6.51654313929706
380,"Italy",15,0,0,512.534625890665,427.87,8.35,0.834811890526347,6.970679285895
380,"Italy",15,0,0,512.534625890665,458.84,8.65,0.895237076329514,7.74380071025029
380,"Italy",15,0,0,512.534625890665,507.8,8.75,0.990762329701262,8.66917038488604
380,"Italy",15,0,0,512.534625890665,479.97,8.82,0.936463559249143,8.25960859257744
380,"Italy",15,0,0,512.534625890665,504.68,8.89,0.984674936104043,8.75376018196494
380,"Italy",15,0,0,512.534625890665,493.19,8.96,0.962256938529668,8.62182216922583
380,"Italy",15,0,0,512.534625890665,500.79,9.01,0.977085204984433,8.80353769690974
380,"Italy",15,0,0,512.534625890665,500.75,9.34,0.977007161476776,9.12524688819309
384,"Cote d'Ivoire",15,0,0,512.534625890665,286.02,3.26,0.558050101498927,1.8192433308865
384,"Cote d'Ivoire",15,0,0,512.534625890665,248.28,4.08,0.484416052024871,1.97641749226147
384,"Cote d'Ivoire",15,0,0,512.534625890665,259.79,4.59,0.506873071353074,2.32654739751061
392,"Japan",15,0,0,512.534625890665,547.77,9.62,1.06874730472718,10.2813490714754
392,"Japan",15,0,0,512.534625890665,548.11,9.65,1.06941067454226,10.3198130093328
392,"Japan",15,0,0,512.534625890665,552.31,9.69,1.07760524284621,10.4419948031797
392,"Japan",15,0,0,512.534625890665,565.04,9.71,1.10244258915794,10.7047175407236
392,"Japan",15,0,0,512.534625890665,571.57,9.73,1.11518319178289,10.8507324560475
392,"Japan",15,0,0,512.534625890665,574.14,9.74,1.12019748714983,10.9107235248393
392,"Japan",15,0,0,512.534625890665,572.07,9.75,1.1161587356286,10.8825476723788
392,"Japan",15,0,0,512.534625890665,568.4,9.75,1.1089982438011,10.8127328770607
392,"Japan",15,0,0,512.534625890665,576.1,9.76,1.124021619025,10.970451001684
392,"Japan",15,0,0,512.534625890665,590.89,9.94,1.15287820598105,11.4596093674517
398,"Kazakhstan",15,0,0,512.534625890665,513.06,9.46,1.00102505095811,9.46969698206374
398,"Kazakhstan",15,0,0,512.534625890665,538.38,9.78,1.05042659130478,10.2731720629607
398,"Kazakhstan",15,0,0,512.534625890665,470.62,9.92,0.918220889334399,9.10875122219724
398,"Kazakhstan",15,0,0,512.534625890665,536.11,9.92,1.04599762224526,10.376296412673
40,"Austria",15,0,0,512.534625890665,529.96,9.92,1.03399843294305,10.2572644547951
40,"Austria",15,0,0,512.534625890665,529.67,9.98,1.03343261751254,10.3136575227751
40,"Austria",15,0,0,512.534625890665,516.5,10.03,1.00773679261658,10.1076000299443
40,"Austria",15,0,0,512.534625890665,512.93,10.07,1.00077140955823,10.0777680942514
40,"Austria",15,0,0,512.534625890665,519.54,10.3,1.01366809919849,10.4407814217445
400,"Jordan",15,0,0,512.534625890665,315.31,8.19,0.615197459980514,5.03846719724041
400,"Jordan",15,0,0,512.534625890665,460.36,8.53,0.898202729620467,7.66166928366258
400,"Jordan",15,0,0,512.534625890665,427.75,8.63,0.834577760003377,7.20240606882914
400,"Jordan",15,0,0,512.534625890665,417.74,8.88,0.815047372212299,7.23762066524521
400,"Jordan",15,0,0,512.534625890665,387.01,9.17,0.755090447455072,6.92417940316301
404,"Kenya",15,0,0,512.534625890665,387.16,6.29,0.755383110608784,4.75135976572925
404,"Kenya",15,0,0,512.534625890665,403.39,6.42,0.787049263840473,5.05285627385584
404,"Kenya",15,0,0,512.534625890665,355.93,6.46,0.694450642005849,4.48615114735779
410,"Republic of Korea",15,0,0,512.534625890665,519.99,9.54,1.01454608865963,9.67876968581285
410,"Republic of Korea",15,0,0,512.534625890665,553.58,9.57,1.08008312421431,10.3363954987309
410,"Republic of Korea",15,0,0,512.534625890665,580.79,9.61,1.13317222029775,10.8897850370613
410,"Republic of Korea",15,0,0,512.534625890665,587.9,9.62,1.14704445378372,11.0345676453994
410,"Republic of Korea",15,0,0,512.534625890665,594.41,9.63,1.15974603465484,11.1683543137261
410,"Republic of Korea",15,0,0,512.534625890665,605.92,9.65,1.18220305398304,11.4082594709364
410,"Republic of Korea",15,0,0,512.534625890665,607.23,9.88,1.1847589788588,11.7054187111249
414,"Kuwait",15,0,0,512.534625890665,346.23,6.72,0.67552509139911,4.53952861420202
414,"Kuwait",15,0,0,512.534625890665,351.22,7.33,0.685261018979278,5.02296326911811
414,"Kuwait",15,0,0,512.534625890665,372.3,8.21,0.726389947514336,5.9636614690927
417,"Kyrgyzstan",15,0,0,512.534625890665,353.73,8.05,0.690158249084733,5.5557739051321
417,"Kyrgyzstan",15,0,0,512.534625890665,362.14,8.45,0.706566896569545,5.97049027601266
422,"Lebanon",15,0,0,512.534625890665,438.92,8.1,0.856371409516498,6.93660841708364
422,"Lebanon",15,0,0,512.534625890665,452.92,8.56,0.883686637196328,7.56435761440057
422,"Lebanon",15,0,0,512.534625890665,454.42,9.2,0.886613268733453,8.15684207234777
426,"Lesotho",15,0,0,512.534625890665,259.13,6.9,0.505585353476739,3.4885389389895
426,"Lesotho",15,0,0,512.534625890665,323.52,7.27,0.631215889927043,4.5889395197696
428,"Latvia",15,0,0,512.534625890665,147.23,8.54,0.287258640807241,2.45318879249383
428,"Latvia",15,0,0,512.534625890665,493.14,8.55,0.962159384145097,8.22646273444058
428,"Latvia",15,0,0,512.534625890665,514.03,8.55,1.00291760601879,8.57494553146062
428,"Latvia",15,0,0,512.534625890665,520.86,8.47,1.01624353495116,8.60758274103633
428,"Latvia",15,0,0,512.534625890665,505.88,8.2,0.987016241333742,8.09353317893669
428,"Latvia",15,0,0,512.534625890665,508.22,8.88,0.991581786531657,8.80524626440111
430,"Liberia",15,0,0,512.534625890665,273.71,3.98,0.53403221201759,2.12544820383001
440,"Lithuania",15,0,0,512.534625890665,462.74,7.92,0.902846318326038,7.15054284114222
440,"Lithuania",15,0,0,512.534625890665,480.04,7.93,0.936600135387542,7.42723907362321
440,"Lithuania",15,0,0,512.534625890665,517.85,8.27,1.010370761,8.35576619346998
440,"Lithuania",15,0,0,512.534625890665,517.77,8.1,1.01021467398468,8.18273885927594
440,"Lithuania",15,0,0,512.534625890665,523.24,9.04,1.02088712365673,9.22881959785685
442,"Luxembourg",15,0,0,512.534625890665,329.49,9.3,0.642863883444799,5.97863411603663
442,"Luxembourg",15,0,0,512.534625890665,439.85,9.43,0.858185921069516,8.09269323568553
442,"Luxembourg",15,0,0,512.534625890665,431.45,9.52,0.841796784461618,8.0139053880746
442,"Luxembourg",15,0,0,512.534625890665,454.01,9.58,0.885813322779972,8.48609163223214
442,"Luxembourg",15,0,0,512.534625890665,461.81,9.62,0.901031806773021,8.66792598115646
442,"Luxembourg",15,0,0,512.534625890665,508.45,9.66,0.992030536700683,9.58301498452859
442,"Luxembourg",15,0,0,512.534625890665,509.77,9.76,0.994605972453352,9.70735429114472
442,"Luxembourg",15,0,0,512.534625890665,508.88,10.02,0.992869504407992,9.94855243416808
446,"Macao Special Administrative Region of China",15,0,0,512.534625890665,545.25,9.28,1.06383056374481,9.87234763155181
446,"Macao Special Administrative Region of China",15,0,0,512.534625890665,550.5,9.42,1.07407377412474,10.1177749522551
446,"Macao Special Administrative Region of China",15,0,0,512.534625890665,561.9,9.7,1.09631617380689,10.6342668859268
450,"Madagascar",15,0,0,512.534625890665,408.41,3.84,0.796843724051383,3.05987990035731
450,"Madagascar",15,0,0,512.534625890665,284.75,3.72,0.555572220130828,2.06672865888668
450,"Madagascar",15,0,0,512.534625890665,367.58,3.88,0.717180813610851,2.7826615568101
454,"Malawi",15,0,0,512.534625890665,356.68,5.19,0.695913957774411,3.6117934408492
454,"Malawi",15,0,0,512.534625890665,238.04,5.85,0.464436914064766,2.71695594727888
454,"Malawi",15,0,0,512.534625890665,322.77,6.33,0.62975257415848,3.98633379442318
458,"Malaysia",15,0,0,512.534625890665,511.8,11.75,0.998566680466928,11.7331584954864
458,"Malaysia",15,0,0,512.534625890665,496.7,11.51,0.96910525632654,11.1544015003185
458,"Malaysia",15,0,0,512.534625890665,453.5,11.28,0.88481826805735,9.98075006368691
458,"Malaysia",15,0,0,512.534625890665,474.05,11.05,0.924913120115958,10.2202899772813
466,"Mali",15,0,0,512.534625890665,170.91,1.75,0.333460397339982,0.583555695344968
470,"Malta",15,0,0,512.534625890665,494.21,12.23,0.964247047974913,11.7927413967332
470,"Malta",15,0,0,512.534625890665,490.06,12.32,0.956150034055535,11.7797684195642
470,"Malta",15,0,0,512.534625890665,498,12.14,0.971641670325381,11.7957298777501
48,"Bahrain",15,0,0,512.534625890665,400.18,8.9,0.780786272351026,6.94899782392413
48,"Bahrain",15,0,0,512.534625890665,419.25,9.13,0.817993514626337,7.46828078853846
48,"Bahrain",15,0,0,512.534625890665,452.36,9.29,0.882594028089135,8.19929852094807
480,"Mauritius",15,0,0,512.534625890665,416.54,8.75,0.812706066982599,7.11117808609774
480,"Mauritius",15,0,0,512.534625890665,397.78,9.14,0.776103661891627,7.09358746968947
480,"Mauritius",15,0,0,512.534625890665,405.54,9.64,0.791244102377018,7.62759314691446
480,"Mauritius",15,0,0,512.534625890665,444.73,10.05,0.867707229003628,8.72045765148646
484,"Mexico",15,0,0,512.534625890665,363.22,8.05,0.708674071276275,5.70482627377401
484,"Mexico",15,0,0,512.534625890665,403.33,8.36,0.786932198578988,6.57875318012034
484,"Mexico",15,0,0,512.534625890665,437.875,8.56,0.854332522878968,7.31308639584397
484,"Mexico",15,0,0,512.534625890665,447.64,8.71,0.87338489418565,7.60718242835701
