"iso","country","age","sex","mys","adj_factor","qamys","diff","qamys_old","diff_old_new"
170,"Colombia",20,2,10,0.779365420897183,7.79365420897183,2.20634579102817,9.326576122,-1.53292191302817
196,"Cyprus",20,2,13.22,0.984718526922875,13.0179789259204,0.202021074079594,13.4443331,-0.426354174079593
203,"Czechia",20,2,13.03,1.03653522245081,13.506053948534,-0.476053948534048,13.62520226,-0.119148311465953
208,"Denmark",20,2,11.94,1.04886285581414,12.5234224984208,-0.583422498420836,12.49646978,0.0269527184208354
218,"Ecuador",20,2,10.71,0.793081463057694,8.4939024693479,2.2160975306521,8.221177034,0.272725435347901
233,"Estonia",20,2,11.86,1.0839475325904,12.8556177365221,-0.995617736522087,12.94743998,-0.0918222434779139
246,"Finland",20,2,11.64,1.10799229006981,12.8970302564126,-1.25703025641256,12.95693767,-0.0599074135874407
250,"France",20,2,12.36,1.02504078134248,12.669504057393,-0.309504057393028,12.86507259,-0.195568532606973
268,"Georgia",20,2,12.93,0.921700589102022,11.9175886170891,1.01241138291085,12.44789147,-0.53030285291085
276,"Germany",20,2,12.98,1.04352524964356,13.5449577403734,-0.564957740373387,13.57820762,-0.033249879626613
288,"Ghana",20,2,8.27,0.442011203677205,3.65543265441049,4.61456734558951,4.899730865,-1.24429821058951
300,"Greece",20,2,12.17,0.955766693297481,11.6316806574303,0.538319342569661,11.92567339,-0.293992732569661
348,"Hungary",20,2,12.18,1.00666537306856,12.2611842439751,-0.0811842439750503,12.55769464,-0.296510396024949
372,"Ireland",20,2,14.01,0.979399875045437,13.7213922493866,0.288607750613423,14.2871832,-0.565790950613422
376,"Israel",20,2,12.66,0.951511838856099,12.0461398799182,0.613860120081792,12.37769643,-0.331556550081793
380,"Italy",20,2,12.55,1.00055040084248,12.5569075305731,-0.00690753057311788,12.27154406,0.285363470573119
392,"Japan",20,2,13.56,1.08805373508815,14.7540086477953,-1.19400864779535,15.11023923,-0.356230582204651
398,"Kazakhstan",20,2,12.05,0.905500060799186,10.9112757326302,1.13872426736981,11.13580927,-0.224533537369805
40,"Austria",20,2,12.28,1.03671359318677,12.7308429243336,-0.450842924333589,12.8081887,-0.0773457756664122
404,"Kenya",20,2,8.56,0.643509017399324,5.50843718893822,3.05156281106179,5.718304547,-0.209867358061785
410,"South Korea",20,2,13.13,1.04356909813913,13.7020622585668,-0.572062258566815,14.21325734,-0.511195081433184
440,"Lithuania",20,2,12.37,1.03497342765198,12.8026213000549,-0.432621300054935,13.0312866,-0.228665299945066
484,"Mexico",20,2,10.44,0.911694590060863,9.51809152023541,0.921908479764587,9.019092967,0.498998553235412
51,"Armenia",20,2,11.43,0.942167981398623,10.7689800273863,0.661019972613742,11.12223823,-0.353258202613743
528,"Netherlands",20,2,12.22,1.11085633951722,13.5746644689004,-1.35466446890041,13.61025408,-0.0355896110995921
554,"New Zealand",20,2,13.68,1.02293107708786,13.993697134562,-0.313697134561975,14.24864121,-0.254944075438026
56,"Belgium",20,2,11.58,1.06476409582624,12.3299682296678,-0.749968229667829,12.60144225,-0.271474020332171
578,"Norway",20,2,13.27,1.04750698045777,13.9004176306746,-0.630417630674584,13.78177966,0.118637970674584
604,"Peru",20,2,10.66,0.798838701501406,8.51562055800499,2.14437944199501,8.357738456,0.157882102004992
616,"Poland",20,2,12.44,1.02942981547259,12.806106904479,-0.366106904478974,13.0985769,-0.292469995521026
643,"Russia",20,2,11.96,0.995556110901461,11.9068510863815,0.0531489136185321,12.34992426,-0.443073173618531
68,"Bolivia",20,2,10.4,0.617783577779053,6.42494920890215,3.97505079109785,8.79270563,-2.36775642109785
702,"Singapore",20,2,12.67,1.00705549003067,12.7593930586886,-0.0893930586886462,13.64067721,-0.881284151311354
703,"Slovakia",20,2,13.13,1.01694423827525,13.352477848554,-0.222477848554021,13.60914161,-0.256663761445978
704,"Viet Nam",20,2,9.65,1.01985852972312,9.84163481182815,-0.191634811828147,9.889571124,-0.0479363121718528
705,"Slovenia",20,2,13.2,1.02787237545993,13.5679153560711,-0.367915356071077,13.63866417,-0.0707488139289243
724,"Spain",20,2,12.18,0.999649323376403,12.1757287587246,0.00427124127541667,11.97111841,0.204610348724582
752,"Sweden",20,2,12.59,1.08900475547549,13.7105698714365,-1.12056987143647,13.60725156,0.103318311436468
792,"Turkey",20,2,10.79,0.898056729037474,9.69003210631434,1.09996789368566,9.347838677,0.34219342931434
804,"Ukraine",20,2,11.64,1.00251000271004,11.6692164315448,-0.0292164315448353,11.7697906,-0.100574168455164
826,"United Kingdom",20,2,13.27,0.985821125150543,13.0818463307477,0.188153669252291,13.10879031,-0.026943979252291
840,"USA",20,2,12.61,1.02341401357628,12.9052507111968,-0.295250711196843,13.02532007,-0.120069358803157
124,"Canada",25,1,13.45,1.00399882175532,13.503784152609,-0.0537841526090332,14.11789231,-0.614108157390968
152,"Chile",25,1,11.7,0.870236983938854,10.1817727120846,1.51822728791541,10.19887829,-0.0171055779154123
170,"Colombia",25,1,9.36,0.710512330131684,6.65039541003256,2.70960458996744,8.750696654,-2.10030124396744
196,"Cyprus",25,1,13.43,0.969340002513647,13.0182362337583,0.411763766241727,13.37039207,-0.352155836241726
203,"Czechia",25,1,13.73,1.0414602449041,14.2992491625334,-0.56924916253336,14.34276328,-0.0435141174666391
208,"Denmark",25,1,12.44,1.04903429740968,13.0499866597764,-0.6099866597764,12.99975668,0.0502299797763985
218,"Ecuador",25,1,10.11,0.782001482322917,7.90603498628469,2.2039650137153,7.552463324,0.353571662284695
233,"Estonia",25,1,12.57,1.04471240836367,13.1320349731313,-0.562034973131333,13.16605331,-0.0340183368686677
246,"Finland",25,1,12.64,1.11224295556609,14.0587509583554,-1.41875095835536,14.12447153,-0.0657205716446416
250,"France",25,1,12.72,0.999032187676976,12.7076894272511,0.0123105727488593,13.12803355,-0.420344122748858
268,"Georgia",25,1,12.63,0.870321622375129,10.9921620905979,1.63783790940213,11.46226572,-0.470103629402125
276,"Germany",25,1,13.82,1.02774886586361,14.2034893262351,-0.383489326235086,14.3946828,-0.191193473764914
288,"Ghana",25,1,8.85,0.43611552527432,3.85962239867773,4.99037760132227,5.748888441,-1.88926604232227
300,"Greece",25,1,12.34,0.908490607314999,11.2107740942671,1.12922590573291,11.3110887,-0.10031460573291
348,"Hungary",25,1,12.75,0.99917885208719,12.7395303641117,0.0104696358883274,12.96246726,-0.222936895888328
372,"Ireland",25,1,14.46,0.976691399768535,14.122957640653,0.33704235934699,14.60490936,-0.48195171934699
376,"Israel",25,1,11.98,0.98890618241568,11.8470960653398,0.132903934660156,11.76898757,0.0781084953398441
380,"Italy",25,1,12.78,0.990697181749463,12.6611099827581,0.118890017241869,12.31240998,0.348700002758131
392,"Japan",25,1,14.24,1.09256765771484,15.5581634458593,-1.31816344585927,16.17525132,-0.617087874140731
398,"Kazakhstan",25,1,11.93,0.90175814533933,10.7579746738982,1.1720253261018,10.92958276,-0.1716080861018
40,"Austria",25,1,12.48,1.04429539020143,13.0328064697138,-0.55280646971384,13.02231986,0.0104866097138405
404,"Kenya",25,1,8.98,0.606167323952858,5.44338256909667,3.53661743090333,6.433017721,-0.989635151903333
410,"South Korea",25,1,13.76,1.02458815039659,14.098332949457,-0.338332949457042,14.80132569,-0.702992740542959
440,"Lithuania",25,1,13.26,1.00984810942513,13.3905859309773,-0.130585930977254,13.69168208,-0.301096149022746
484,"Mexico",25,1,10.24,0.926706225182456,9.48947174586835,0.75052825413165,8.746185593,0.74328615286835
51,"Armenia",25,1,11.09,0.92849107265232,10.2969659957142,0.793034004285772,10.63302377,-0.336057774285772
528,"Netherlands",25,1,12.88,1.10716327988884,14.2602630449682,-1.38026304496824,14.11282147,0.147441574968239
554,"New Zealand",25,1,13.9,1.02523906141706,14.2508229536972,-0.350822953697186,14.67747044,-0.426647486302814
56,"Belgium",25,1,12.65,1.06556399097323,13.4793844858114,-0.829384485811383,13.66489106,-0.185506574188617
578,"Norway",25,1,13.6,1.03206790154779,14.0361234610499,-0.436123461049888,14.11312682,-0.0770033589501118
604,"Peru",25,1,11.11,0.799492555300627,8.88236228938997,2.22763771061003,8.613450042,0.26891224738997
616,"Poland",25,1,13.25,0.995592931141388,13.1916063376234,0.0583936623766057,13.51845429,-0.326847952376605
643,"Russia",25,1,12.37,0.986179072575716,12.1990351277616,0.170964872238388,12.35323106,-0.154195932238389
68,"Bolivia",25,1,10.79,0.679635080750886,7.33326252130205,3.45673747869794,8.965610018,-1.63234749669795
702,"Singapore",25,1,13.34,0.998101042164494,13.3146679024744,0.0253320975256486,14.40780086,-1.09313295752565
703,"Slovakia",25,1,14,1.0276933454277,14.3877068359878,-0.387706835987835,14.2641254,0.123581435987836
704,"Viet Nam",25,1,8.94,0.979218983000318,8.75421770802284,0.185782291977159,8.274479758,0.479737950022841
705,"Slovenia",25,1,13.29,0.99888289322885,13.2751536510114,0.0148463489885859,13.16370487,0.111448781011413
724,"Spain",25,1,12.23,1.00892895383183,12.3392011053632,-0.109201105363244,11.91673674,0.422464365363245
752,"Sweden",25,1,12.83,1.05692212006172,13.5603108003919,-0.73031080039188,13.70771485,-0.14740404960812
792,"Turkey",25,1,11.32,0.902051706724428,10.2112253201205,1.10877467987947,9.904607209,0.306618111120528
804,"Ukraine",25,1,11.7,0.932562509063742,10.9109813560458,0.789018643954215,11.4704614,-0.559480043954215
826,"United Kingdom",25,1,13.63,1.0120519219698,13.7942676964483,-0.164267696448329,13.93366553,-0.139397833551671
840,"USA",25,1,12.87,1.00053670765795,12.8769074275578,-0.00690742755778828,13.19074105,-0.313833622442212
124,"Canada",25,2,13.71,1.01165837304218,13.8698362944083,-0.159836294408288,14.46060042,-0.590764125591711
152,"Chile",25,2,12.02,0.866671559458495,10.4173921446911,1.60260785530888,10.20759655,0.209795594691116
170,"Colombia",25,2,9.93,0.762445928730264,7.57108807229153,2.35891192770847,8.816800334,-1.24571226170847
196,"Cyprus",25,2,14.2,0.997594383524905,14.1658402460536,0.0341597539463514,14.65854714,-0.492706893946352
203,"Czechia",25,2,14.3,1.03793076357018,14.8424099190536,-0.542409919053613,14.99235507,-0.149945150946387
208,"Denmark",25,2,13.07,1.028858399286,13.4471792786681,-0.377179278668073,13.6195631,-0.172383821331927
218,"Ecuador",25,2,10.52,0.795925039982053,8.3731314206112,2.1468685793888,7.929553552,0.443577868611202
233,"Estonia",25,2,13.56,1.04508884108735,14.1714046851444,-0.61140468514442,14.50406227,-0.33265758485558
246,"Finland",25,2,13.23,1.1281502881049,14.9254283116279,-1.69542831162789,15.13540488,-0.209976568372108
250,"France",25,2,13.25,1.0281191342893,13.6225785293333,-0.37257852933328,13.64372501,-0.0211464806667205
268,"Georgia",25,2,13.19,0.860350540928138,11.3480236348421,1.84197636515787,12.01067636,-0.662652725157866
276,"Germany",25,2,14.16,1.03706955335639,14.6849048755265,-0.524904875526504,14.90448158,-0.219576704473496
288,"Ghana",25,2,7.52,0.271535551901161,2.04194735029673,5.47805264970327,3.11914475,-1.07719739970327
300,"Greece",25,2,13.02,0.911857317237019,11.872382270426,1.14761772957401,12.11466013,-0.242277859574008
348,"Hungary",25,2,13.3,1.00428831367675,13.3570345719008,-0.0570345719007932,13.56301289,-0.205978318099206
372,"Ireland",25,2,14.77,0.967707299095385,14.2930368076388,0.476963192361167,14.9136423,-0.620605492361166
376,"Israel",25,2,12.84,0.953225167343607,12.2394111486919,0.600588851308093,12.77910633,-0.539695181308092
380,"Italy",25,2,13.6,0.990051994107585,13.4647071198632,0.135292880136847,13.3011904,0.163516719863154
392,"Japan",25,2,14.59,1.09524866908318,15.9796780819236,-1.38967808192356,16.59513123,-0.615453148076435
398,"Kazakhstan",25,2,12.35,0.892381192011666,11.0209077213441,1.32909227865593,11.15344422,-0.132536498655929
40,"Austria",25,2,12.74,1.03981860862644,13.2472890739008,-0.507289073900822,13.23394582,0.0133432539008211
404,"Kenya",25,2,8.7,0.563176613077504,4.89963653377429,3.80036346622571,5.314744388,-0.415107854225715
410,"South Korea",25,2,14.07,1.01697275449391,14.3088066557293,-0.23880665572932,15.08168307,-0.77287641427068
440,"Lithuania",25,2,13.85,0.995139428158375,13.7826810799935,0.0673189200065085,14.30285348,-0.520172400006508
484,"Mexico",25,2,10.41,0.925865250910181,9.63825726197499,0.771742738025015,8.882128184,0.756129077974984
51,"Armenia",25,2,11.37,0.924109426255918,10.5071241765298,0.862875823470212,10.69829446,-0.191170283470212
528,"Netherlands",25,2,13.47,1.1008940758416,14.8290432015863,-1.35904320158635,14.83921206,-0.0101688584136514
554,"New Zealand",25,2,14.06,1.02559265521035,14.4198327322576,-0.359832732257578,14.70346791,-0.283635177742422
56,"Belgium",25,2,12.37,1.0258065118907,12.689226552088,-0.319226552087978,13.26992087,-0.580694317912023
578,"Norway",25,2,14.31,1.06794622396396,15.2823104649243,-0.972310464924266,15.45799753,-0.175687065075733
