"country","year","iso","cc","hlo_mean","edu_exp_","tp_","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","region","fit1","lwr1","upr1","fit2","lwr2","upr2","fit3","lwr3","upr3","fit4","lwr4","upr4","fit5","lwr5","upr5","hlo"
"Egypt",1980,818,"Egypt",NA,0.0335421,32.79634,0,0,1,0,0,0,0,0,0,0,"Northern Africa",333.341587337754,296.643800682774,370.039373992734,344.844102580437,303.262508507985,386.425696652889,393.889055621181,358.465057634385,429.313053607978,380.635011456476,339.779147522484,421.490875390469,354.254107105681,327.306437159932,381.20177705143,486.20001
"Egypt",1985,818,"Egypt",NA,0.0456264,28.18192,0,0,0,1,0,0,0,0,0,0,"Northern Africa",357.444151807074,323.026099699704,391.862203914444,355.20501702119,314.387340972106,396.022693070273,440.964217580171,409.733662125857,472.194773034484,391.93047671092,351.415703847751,432.445249574089,368.998609080862,342.90924628555,395.087971876174,219.3
"Egypt",1990,818,"Egypt",NA,0.0301807,24.86083,0,0,0,0,1,0,0,0,0,0,"Northern Africa",347.600023655524,315.932850364963,379.267196946085,348.741826204387,309.235186155138,388.248466253636,425.034253566729,401.402894238766,448.665612894691,403.707155586765,363.204974053739,444.209337119792,374.731972310695,348.145539964686,401.318404656704,219.3
"Egypt",1995,818,"Egypt",NA,0.0235881,24.65284,0,0,0,0,0,1,0,0,0,0,"Northern Africa",378.186258869976,348.060108983991,408.31240875596,386.649790856264,347.690274278722,425.609307433806,437.371436226763,418.539169710956,456.203702742569,405.294464008999,364.534886891384,446.054041126614,373.954342075438,346.776331305655,401.132352845222,340.81897
"Egypt",2000,818,"Egypt",NA,0.0480817,22.35742,0,0,0,0,0,0,1,0,0,0,"Northern Africa",374.070178782813,346.256000490506,401.884357075121,386.162640574631,347.443557855307,424.881723293954,437.386002331002,422.342960245486,452.429044416518,408.121347055462,367.519130901725,448.723563209198,385.023621158865,359.105955903721,410.941286414008,375.815
"Egypt",2005,818,"Egypt",402.6,0.0406041,26.48175,0,0,0,0,0,0,0,1,0,0,"Northern Africa",370.916846175394,343.98269701276,397.850995338029,394.201995403526,356.841134317565,431.562856489488,412.618518180448,399.652821747167,425.584214613729,397.523536270907,357.143844068702,437.903228473111,372.516632897315,346.447252911865,398.586012882764,402.6
"Egypt",2010,818,"Egypt",397.91,0.0356564,27.73437,0,0,0,0,0,0,0,0,1,0,"Northern Africa",368.969281749766,341.282768379573,396.655795119958,398.22944622438,360.782048699275,435.676843749485,404.759324723724,389.908434390108,419.61021505734,394.7091651519,354.2975470185,435.1207832853,368.177209828224,341.851509593199,394.502910063248,397.91
"Egypt",2015,818,"Egypt",397.83,0.0396937,23.51135,0,0,0,0,0,0,0,0,0,1,"Northern Africa",388.483070305548,361.412181067851,415.553959543244,405.908558372093,368.458424241558,443.358692502629,433.431623416824,417.962119041251,448.901127792397,406.107298577194,365.680227443588,446.5343697108,380.252141251348,354.195211617294,406.309070885402,397.83
"El Salvador",1970,222,"El Salvador",NA,0.02419,35.21421,1,0,0,0,0,0,0,0,0,0,"Central America",344.838071307271,311.00698208244,378.669160532102,316.623008093276,248.421798734556,384.824217451996,405.66289475892,368.919402380302,442.406387137539,370.812775822318,300.821996276609,440.803555368026,358.036562499745,335.487673886256,380.585451113235,357.89798
"El Salvador",1975,222,"El Salvador",NA,0.0090451,34.53687,0,1,0,0,0,0,0,0,0,0,"Central America",339.250373326582,304.441105530417,374.059641122746,323.864831667455,255.632761443922,392.096901890987,402.220525507014,364.666190667805,439.774860346222,375.026598737754,304.611092074765,445.442105400743,356.782127532132,332.608701717865,380.955553346399,351.28867
"El Salvador",1980,222,"El Salvador",NA,0.0327019,33.9477,0,0,1,0,0,0,0,0,0,0,"Central America",341.056874806359,307.844651470506,374.269098142212,316.415734563659,248.85430493592,383.977164191397,388.533569654363,352.986956629967,424.08018267876,373.128225170336,303.139286091794,443.117164248879,363.133231612982,341.310410813634,384.95605241233,349.94931
"El Salvador",1985,222,"El Salvador",NA,0.0384583,32.58369,0,0,0,1,0,0,0,0,0,0,"Central America",356.580757887755,325.657821128864,387.503694646645,326.715381637555,259.536037564519,393.894725710592,420.301146289579,388.848545178833,451.753747400325,376.137165724158,306.047365318837,446.226966129478,367.933047885591,346.473208056168,389.392887715014,351.76135
"El Salvador",1990,222,"El Salvador",NA,0.0255433,31.62128,0,0,0,0,1,0,0,0,0,0,"Central America",342.131462947887,314.550801604161,369.712124291612,318.919455817814,252.826660055406,385.012251580223,393.602506349729,369.036123914257,418.168888785201,380.82472120006,310.673130429371,450.97631197075,367.889239666381,345.970618574809,389.807860757953,334.29367
"El Salvador",1995,222,"El Salvador",NA,0.0255493,30.1184,0,0,0,0,0,1,0,0,0,0,"Central America",377.062711715983,352.45405902756,401.671364404405,356.11428447627,290.269620112734,421.958948839805,412.232174933346,393.591637298007,430.872712568685,385.09720475423,314.827110500182,455.367299008278,371.897325132789,350.118980610196,393.675669655381,351.33499
"El Salvador",2000,222,"El Salvador",NA,0.0307206,45.831,0,0,0,0,0,0,1,0,0,0,"Central America",328.997796892122,301.905885962243,356.089707822002,352.441545445206,287.192960173316,417.690130717096,328.188948295761,309.436937458916,346.940959132605,339.637752277368,269.288436122651,409.987068432085,331.05045330191,305.836282357279,356.264624246542,403.32999
"El Salvador",2005,222,"El Salvador",363.87,0.0304095,37.32545,0,0,0,0,0,0,0,1,0,0,"Central America",355.215590504992,331.466831817988,378.964349191996,363.869999999999,299.901869663324,427.838130336674,362.07095659989,346.577999623272,377.563913576507,363.870000000001,293.948529113616,433.791470886386,353.66448946256,331.05809451338,376.270884411741,363.87
"El Salvador",2010,222,"El Salvador",NA,0.0385694,29.28568,0,0,0,0,0,0,0,0,1,0,"Central America",376.659744107377,354.181877550711,399.137610664043,368.973859153256,303.824829658106,434.122888648407,397.736227818529,382.643381652963,412.829073984095,385.498165801396,315.175184227062,455.821147375729,376.748420247894,355.678994105459,397.817846390329,391.00833
"El Salvador",2015,222,"El Salvador",NA,0.0376867,28.28026,0,0,0,0,0,0,0,0,0,1,"Central America",387.987139388576,365.159974090087,410.814304687066,376.349225655751,311.102692756533,441.595758554969,411.319496047039,394.872009511805,427.766982582274,388.490387565816,318.078958669015,458.901816462618,379.250634303169,358.234687018521,400.266581587816,397.90799
"Equatorial Guinea",1970,226,"Equatorial Guinea",NA,0.0350471,57.10635,1,0,0,0,0,0,0,0,0,0,"Middle Africa",296.6711656921,249.817816858176,343.524514526023,NA,NA,NA,305.111337229146,264.615202983598,345.607471474694,NA,NA,NA,NA,NA,NA,486.20001
"Equatorial Guinea",1975,226,"Equatorial Guinea",NA,0.0545101,50.13342,0,1,0,0,0,0,0,0,0,0,"Middle Africa",312.782978590827,265.503891489926,360.062065691727,NA,NA,NA,332.382604043186,293.616881963801,371.14832612257,NA,NA,NA,NA,NA,NA,486.20001
"Equatorial Guinea",1980,226,"Equatorial Guinea",NA,0.0384105,68.59654,0,0,1,0,0,0,0,0,0,0,"Middle Africa",263.6992739924,216.127282701094,311.271265283707,NA,NA,NA,228.843184195325,185.108580690508,272.577787700141,NA,NA,NA,NA,NA,NA,486.20001
"Equatorial Guinea",1985,226,"Equatorial Guinea",NA,0.0259618,48.96517,0,0,0,1,0,0,0,0,0,0,"Middle Africa",315.206146443344,270.635702903228,359.77658998346,NA,NA,NA,344.077784570172,309.535541816271,378.620027324074,NA,NA,NA,NA,NA,NA,219.3
"Equatorial Guinea",1990,226,"Equatorial Guinea",NA,0.0290529,54.32148,0,0,0,0,1,0,0,0,0,0,"Middle Africa",290.518515705576,248.736304893961,332.300726517192,NA,NA,NA,288.970315436394,258.893353108985,319.047277763803,NA,NA,NA,NA,NA,NA,219.3
"Equatorial Guinea",1995,226,"Equatorial Guinea",NA,0.0218798,56.68684,0,0,0,0,0,1,0,0,0,0,"Middle Africa",315.320436601538,275.650163291264,354.990709911812,NA,NA,NA,289.399522428511,263.883699991399,314.915344865624,NA,NA,NA,NA,NA,NA,351.95999
"Equatorial Guinea",2000,226,"Equatorial Guinea",NA,0.0261521,39.57572,0,0,0,0,0,0,1,0,0,0,"Middle Africa",339.147306523455,298.282247355206,380.012365691704,NA,NA,NA,356.849859721829,339.622683276837,374.077036166822,NA,NA,NA,NA,NA,NA,303.46768
"Equatorial Guinea",2005,226,"Equatorial Guinea",NA,0.0245285,26.09204,0,0,0,0,0,0,0,1,0,0,"Middle Africa",376.000881091256,333.45864294158,418.543119240932,NA,NA,NA,413.651732575008,398.920887046041,428.382578103976,NA,NA,NA,NA,NA,NA,316.20334
"Equatorial Guinea",2010,226,"Equatorial Guinea",NA,0.0289035,27.08067,0,0,0,0,0,0,0,0,1,0,"Middle Africa",376.753578220256,334.828948819032,418.678207621479,NA,NA,NA,407.455490729901,392.145191581681,422.765789878121,NA,NA,NA,NA,NA,NA,320.315
"Equatorial Guinea",2015,226,"Equatorial Guinea",NA,0.0315227,23.22706,0,0,0,0,0,0,0,0,0,1,"Middle Africa",395.133427491279,351.284204361611,438.982650620948,NA,NA,NA,434.354776267009,418.684121888929,450.02543064509,NA,NA,NA,NA,NA,NA,385.15424
"Eritrea",1970,232,"Eritrea",NA,0.0346792,42.55424,1,0,0,0,0,0,0,0,0,0,"Eastern Africa",337.686222890604,305.310892753931,370.061553027278,NA,NA,NA,372.276148622904,334.78034167738,409.771955568429,NA,NA,NA,NA,NA,NA,486.20001
"Eritrea",1975,232,"Eritrea",NA,0.0333002,42.52135,0,1,0,0,0,0,0,0,0,0,"Eastern Africa",333.814017323052,302.331804587904,365.2962300582,NA,NA,NA,366.514463965026,330.009402470488,403.019525459564,NA,NA,NA,NA,NA,NA,486.20001
"Eritrea",1980,232,"Eritrea",NA,0.0430246,41.6012,0,0,1,0,0,0,0,0,0,0,"Eastern Africa",333.178629634283,301.997168358029,364.360090910537,NA,NA,NA,353.691701698995,317.028319511256,390.355083886733,NA,NA,NA,NA,NA,NA,486.20001
"Eritrea",1985,232,"Eritrea",NA,0.0444873,40.62725,0,0,0,1,0,0,0,0,0,0,"Eastern Africa",346.869171078587,317.672703493125,376.065638664048,NA,NA,NA,383.453917993982,350.474745794435,416.433090193529,NA,NA,NA,NA,NA,NA,219.3
"Eritrea",1990,232,"Eritrea",NA,0.0588952,38.75017,0,0,0,0,1,0,0,0,0,0,"Eastern Africa",340.643418947858,315.078411691802,366.208426203915,NA,NA,NA,362.279857070876,335.330386925065,389.229327216687,NA,NA,NA,NA,NA,NA,219.3
"Eritrea",1995,232,"Eritrea",NA,0.0217058,43.14809,0,0,0,0,0,1,0,0,0,0,"Eastern Africa",354.153782607977,332.769029710547,375.538535505407,NA,NA,NA,351.895220260358,330.734872198026,373.05556832269,NA,NA,NA,NA,NA,NA,384.806
"Eritrea",2000,232,"Eritrea",NA,0.0251617,45.95051,0,0,0,0,0,0,1,0,0,0,"Eastern Africa",334.055506596296,314.690678561955,353.420334630638,NA,NA,NA,327.372346354934,308.28254521581,346.462147494058,NA,NA,NA,NA,NA,NA,336.33801
"Eritrea",2005,232,"Eritrea",NA,0.0002127,44.81217,0,0,0,0,0,0,0,1,0,0,"Eastern Africa",338.487652058372,315.451856939176,361.523447177568,NA,NA,NA,326.068436625049,303.050111488871,349.086761761226,NA,NA,NA,NA,NA,NA,348.492
"Eritrea",2010,232,"Eritrea",NA,0.0408036,41.49785,0,0,0,0,0,0,0,0,1,0,"Eastern Africa",356.928823594328,336.87231926036,376.985327928296,NA,NA,NA,341.463078469312,322.382245340348,360.543911598277,NA,NA,NA,NA,NA,NA,358.16333
"Eritrea",2015,232,"Eritrea",NA,0.0418397,40.44089,0,0,0,0,0,0,0,0,0,1,"Eastern Africa",368.805849278873,347.755373735153,389.856324822594,NA,NA,NA,355.375714555313,334.692465946685,376.05896316394,NA,NA,NA,NA,NA,NA,385.15424
"Estonia",1970,233,"Estonia",NA,0.0496441,19.63656,1,0,0,0,0,0,0,0,0,0,"Northern Europe",476.860579358931,448.662303197753,505.05885552011,480.793143310124,438.855668789337,522.730617830911,478.792622814898,442.032616793227,515.552628836569,514.800282291264,473.757567409574,555.842997172954,485.363896789897,472.693310310779,498.034483269016,477.79999
"Estonia",1975,233,"Estonia",NA,0.0508877,21.04069,0,1,0,0,0,0,0,0,0,0,"Northern Europe",470.428506277946,443.077358957271,497.779653598621,484.298579291544,442.84627971707,525.750878866018,466.521644261935,431.471482115855,501.571806408016,510.61982322053,469.307833878013,551.931812563048,481.871596766895,468.936226471518,494.806967062272,472.51001
"Estonia",1980,233,"Estonia",NA,0.0512277,21.2932,0,0,1,0,0,0,0,0,0,0,"Northern Europe",465.082958768013,437.57391671836,492.592000817666,480.754602007491,438.968669043633,522.54053497135,447.837957872352,412.702582746962,482.973332997741,509.850458023044,468.482894654207,551.218021391881,481.26707572895,468.27530936082,494.258842097081,493.48001
"Estonia",1985,233,"Estonia",NA,0.0507522,19.93317,0,0,0,1,0,0,0,0,0,0,"Northern Europe",479.180675786405,454.185930313256,504.175421259555,492.179949494182,451.509275400883,532.850623587481,479.290230621123,448.152373793658,510.428087448588,513.78948896336,472.680476670264,554.898501256456,484.797008451245,472.094052219629,497.499964682862,464.625
"Estonia",1990,233,"Estonia",NA,0.0568969,18.33845,0,0,0,0,1,0,0,0,0,0,"Northern Europe",470.455292592763,450.869431697352,490.041153488174,481.171224291344,441.765748500961,520.576700081727,456.418891482391,432.601885996016,480.235896968767,517.395788195824,476.380397443885,558.411178947762,490.29039081719,477.793242684996,502.787538949384,421.02499
"Estonia",1995,233,"Estonia",NA,0.0518886,15.66547,0,0,0,0,0,1,0,0,0,0,"Northern Europe",506.816143666092,489.803479895658,523.828807436527,519.707073160763,481.314179139486,558.099967182039,480.211614836302,461.556988576845,498.86624109576,525.752886169546,485.174937532849,566.330834806244,496.404881262385,484.211143316571,508.598619208199,486.10333
"Estonia",2000,233,"Estonia",NA,0.0525036,14.2143,0,0,0,0,0,0,1,0,0,0,"Northern Europe",495.41459019721,479.796230085109,511.03295030931,523.225703252473,485.137057917494,561.314348587452,475.190817631586,458.84661857878,491.535016684392,529.786336877264,489.303400996309,570.269272758219,500.398161039859,488.224430077816,512.571892001901,518.92554
"Estonia",2005,233,"Estonia",534.88,0.0524512,11.86664,0,0,0,0,0,0,0,1,0,0,"Northern Europe",508.165614291142,493.162347518282,523.168881064003,532.322967357858,494.939235465852,569.706699249865,480.656184555378,466.192538892532,495.119830218224,536.469746680799,496.067748912775,576.871744448823,506.646738766448,494.315122816662,518.978354716233,534.88
"Estonia",2010,233,"Estonia",536.41,0.0400456,11.63784,0,0,0,0,0,0,0,0,1,0,"Northern Europe",507.77566829416,491.711127720192,523.840208868127,538.248908171016,500.753011508538,575.744804833493,479.280879165073,464.8946808149,493.667077515247,538.994354892567,498.525769339176,579.462940445957,504.749964943795,491.429762817104,518.070167070487,536.41
"Estonia",2015,233,"Estonia",542.42,0.051561,11.28929,0,0,0,0,0,0,0,0,0,1,"Northern Europe",520.480174469422,505.017675571376,535.942673367467,543.138124471133,505.676822699952,580.599426242313,490.422321734141,474.961759235862,505.882884232421,538.245898426643,497.857193344208,578.634603509078,508.006147150968,495.578957989379,520.433336312557,542.42
"Ethiopia",1970,231,"Ethiopia",NA,0.0346792,46.53028,1,0,0,0,0,0,0,0,0,0,"Eastern Africa",328.952977226,297.047159966775,360.858794485225,NA,NA,NA,353.920070116707,315.76735313582,392.072787097594,NA,NA,NA,NA,NA,NA,486.20001
"Ethiopia",1975,231,"Ethiopia",NA,0.0333002,44.47774,0,1,0,0,0,0,0,0,0,0,"Eastern Africa",329.516868781846,298.265767005535,360.767970558156,NA,NA,NA,357.482450094758,320.652924099803,394.311976089714,NA,NA,NA,NA,NA,NA,486.20001
"Ethiopia",1980,231,"Ethiopia",NA,0.0217548,59.70973,0,0,1,0,0,0,0,0,0,0,"Eastern Africa",288.566075727675,255.878177757499,321.253973697851,NA,NA,NA,269.077095137796,228.244734517832,309.90945575776,NA,NA,NA,NA,NA,NA,486.20001
"Ethiopia",1985,231,"Ethiopia",NA,0.0223776,47.79861,0,0,0,1,0,0,0,0,0,0,"Eastern Africa",326.088731589975,297.063360745784,355.114102434166,NA,NA,NA,349.292635874836,314.917414661371,383.667857088301,NA,NA,NA,NA,NA,NA,219.3
"Ethiopia",1990,231,"Ethiopia",NA,0.0235421,32.73689,0,0,0,0,1,0,0,0,0,0,"Eastern Africa",345.810457187844,319.004862536243,372.616051839444,NA,NA,NA,388.356748631399,363.462195944238,413.25130131856,NA,NA,NA,NA,NA,NA,219.3
"Ethiopia",1995,231,"Ethiopia",NA,0.0276628,40.09089,0,0,0,0,0,1,0,0,0,0,"Eastern Africa",362.223724439913,340.908348145219,383.539100734606,NA,NA,NA,366.293145932665,346.355043726385,386.231248138946,NA,NA,NA,NA,NA,NA,384.806
"Ethiopia",2000,231,"Ethiopia",NA,0.0377195,67.33913,0,0,0,0,0,0,1,0,0,0,"Eastern Africa",289.932309832776,264.433065727816,315.431553937735,NA,NA,NA,229.226409024313,201.071419735977,257.38139831265,NA,NA,NA,NA,NA,NA,336.33801
"Ethiopia",2005,231,"Ethiopia",NA,0.0397624,60.11176,0,0,0,0,0,0,0,1,0,0,"Eastern Africa",313.878030809001,291.182580213575,336.573481404426,NA,NA,NA,257.319637946187,232.595261320006,282.044014572368,NA,NA,NA,NA,NA,NA,348.492
"Ethiopia",2010,231,"Ethiopia",NA,0.0492994,54.5639,0,0,0,0,0,0,0,0,1,0,"Eastern Africa",330.161999823165,307.236935883721,353.087063762609,NA,NA,NA,281.546188584385,255.921782190464,307.170594978305,NA,NA,NA,NA,NA,NA,358.16333
"Ethiopia",2015,231,"Ethiopia",NA,0.0473792,39.47898,0,0,0,0,0,0,0,0,0,1,"Eastern Africa",372.178594195907,350.89097187974,393.466216512074,NA,NA,NA,360.080477907075,339.28478436473,380.87617144942,NA,NA,NA,NA,NA,NA,385.15424
"Finland",1970,246,"Finland",528.76,0.0414586,20.575,1,0,0,0,0,0,0,0,0,0,"Northern Europe",472.937561995809,444.732623537311,501.142500454306,482.183643204624,455.664200898521,508.703085510726,474.070139598146,437.682160911985,510.458118284307,497.295240705698,474.500493968251,520.089987443145,481.207860104118,467.87328576763,494.542434440606,528.76
"Finland",1975,246,"Finland",500.54,0.0350692,17.00658,0,1,0,0,0,0,0,0,0,0,"Northern Europe",475.691437693711,447.365680620528,504.017194766894,488.914347998555,461.644007511291,516.18468848582,484.392113531769,449.065081737761,519.719145325778,508.407125554581,485.278958221662,531.535292887499,489.430632582639,475.691006218684,503.170258946594,500.54
"Finland",1980,246,"Finland",575.41,0.0479512,14.65638,0,0,1,0,0,0,0,0,0,0,"Northern Europe",478.915294649866,451.403493454133,506.4270958456,484.067402787026,457.541949510129,510.592856063923,478.32187445397,443.102552268733,513.541196639207,513.143852905687,490.842098546309,535.445607265065,498.299620548821,485.970978091772,510.62826300587,575.41
"Finland",1985,246,"Finland",458.37,0.0509439,19.93317,0,0,0,1,0,0,0,0,0,0,"Northern Europe",479.224277288945,454.229698630083,504.218855947806,492.40338164155,467.479828203338,517.326935079761,479.299364495241,448.149696781801,510.449032208681,497.687388593798,475.334453398759,520.040323788836,484.83574503403,472.135478657714,497.536011410347,458.37
"Finland",1990,246,"Finland",468.42,0.0650464,16.61851,0,0,0,0,1,0,0,0,0,0,"Northern Europe",476.08666182629,456.215144717276,495.958178935304,480.593360317823,457.168462352438,504.018258283209,464.747589758509,439.93458770796,489.560591809059,504.982154309515,482.534438842025,527.429869777006,496.522733414017,483.658940458593,509.38652636944,468.42
"Finland",1995,246,"Finland",441.11,0.0651319,17.28317,0,0,0,0,0,1,0,0,0,0,"Northern Europe",506.275059780134,488.714020732117,523.836098828151,516.969715083526,494.343477936785,539.595952230267,473.374221775527,453.052129592759,493.696313958296,503.079299567509,480.599118000144,525.559481134873,494.767940505031,481.81800736886,507.717873641201,441.11
"Finland",2000,246,"Finland",516.86,0.0487625,16.09124,0,0,0,0,0,0,1,0,0,0,"Northern Europe",490.441050792522,474.790407220965,506.091694364079,523.46417884127,501.435820496501,545.492537186039,466.347347367862,450.613706254233,482.080988481491,508.941318476598,486.738860682028,531.143776271167,494.638036030795,482.331414986868,506.944657074723,516.86
"Finland",2005,246,"Finland",523.91,0.0492958,14.72359,0,0,0,0,0,0,0,1,0,0,"Northern Europe",501.172729466945,486.136491192398,516.208967741493,532.091950828738,510.243482186255,553.94041947122,467.316234771586,453.608645333919,481.023824209254,512.749624626106,490.500318627006,534.998930625207,498.392131634603,486.131686041085,510.652577228122,523.91
"Finland",2010,246,"Finland",527.99,0.0690506,13.55804,0,0,0,0,0,0,0,0,1,0,"Northern Europe",510.155096956281,494.329526518609,525.980667393953,532.548479481769,510.379776158854,554.717182804684,471.797935503784,454.489274080577,489.106596926992,513.079615158332,490.281790394812,535.877439921852,505.49146723931,492.313293174616,518.669641304004,527.99
"Finland",2015,246,"Finland",531.13,0.0698871,13.49434,0,0,0,0,0,0,0,0,0,1,"Northern Europe",519.805060245631,503.108764557305,536.501355933958,539.263539815155,516.649899781466,561.877179848843,481.115504185242,462.29032870803,499.940679662454,513.134380102211,490.265529176481,536.003231027941,505.830330227585,492.540971153094,519.119689302075,531.13
"France",1970,250,"France",438.91,0.0348704,22.16482,1,0,0,0,0,0,0,0,0,0,"Western Europe",473.692158455327,445.318115862721,502.066201047932,466.540467490664,440.005706133395,493.075228847932,466.41655368474,430.146968616079,502.686138753401,484.199882200513,461.826413857794,506.573350543232,479.723597101013,465.676843098409,493.770351103617,438.91
"France",1975,250,"France",494.83,0.0438295,21.92269,0,1,0,0,0,0,0,0,0,0,"Western Europe",472.630907026176,445.448638090842,499.813175961509,469.261099516519,443.259374529969,495.262824503069,462.113438232642,427.202108921203,497.024767544082,483.534985434775,461.217927787511,505.852043082039,482.179501390857,468.269615815614,496.089386966101,494.83
"France",1980,250,"France",406.65,0.0472206,20.86663,0,0,1,0,0,0,0,0,0,0,"Western Europe",470.85355413985,443.456819599365,498.250288680335,465.650704918936,439.473912004448,491.827497833425,449.616367159902,414.629200508973,484.60353381083,486.025588783492,463.710191717876,508.340985849108,485.680329755604,471.86662817947,499.494031331739,406.65
"France",1985,250,"France",505.94,0.0383466,20.87487,0,0,0,1,0,0,0,0,0,0,"Western Europe",480.035699728547,455.402230312197,504.669169144896,478.087518248024,453.241261015771,502.933775480277,474.351623172043,443.573297068581,505.129949275505,487.342688651717,465.151375243023,509.534002060411,483.865202601254,470.198299698072,497.532105504437,505.94
"France",1990,250,"France",505.12,0.041579,18.61588,0,0,0,0,1,0,0,0,0,0,"Western Europe",472.106971935744,451.884559130427,492.32938474106,467.851971809929,444.720763963089,490.983179656769,454.408240229036,431.307808213915,477.508672244158,493.277757598991,471.16404820084,515.391466997142,490.541130092807,477.257578213022,503.824681972592,505.12
"France",1995,250,"France",516.52,0.0572738,19.13865,0,0,0,0,0,1,0,0,0,0,"Western Europe",506.157308114839,487.537359589812,524.777256639866,501.457676691463,478.501978092417,524.413375290509,464.433663824116,445.482989114694,483.384338533537,489.420380046671,466.552236481624,512.288523611719,492.318786348725,477.90479465084,506.732778046611,516.52
"France",2000,250,"France",533.4,0.0297336,18.68238,0,0,0,0,0,0,1,0,0,0,"Western Europe",486.166685429426,469.084256166694,503.249114692158,509.699718018491,487.457352492458,531.942083544523,453.478235531772,437.490081875915,469.466389187628,494.878064655808,472.401881464845,517.354247846772,487.970247083583,474.093678852457,501.846815314708,533.4
"France",2005,250,"France",507.39,0.0366134,18.78853,0,0,0,0,0,0,0,1,0,0,"Western Europe",495.104698674035,478.610106333939,511.599291014131,516.632848071585,494.644858244248,538.620837898923,447.945459368753,434.578810635721,461.312108101785,493.536949733749,471.370078074495,515.703821393003,489.077430121002,475.672599716451,502.482260525552,507.39
"France",2010,250,"France",516.74,0.0404812,17.81912,0,0,0,0,0,0,0,0,1,0,"Western Europe",500.04280762961,483.251068137932,516.834547121288,519.890129613901,497.846359354021,541.933899873781,450.764682494377,436.965453067756,464.563911920998,495.709155083145,473.573168801422,517.845141364868,492.44356452595,479.238530794553,505.648598257347,516.74
"France",2015,250,"France",499.18,0.0396787,10.46044,0,0,0,0,0,0,0,0,0,1,"Western Europe",525.343178067762,508.819079082327,541.867277053197,529.607865620461,507.417927777883,551.797803463039,493.682699074765,478.594270300882,508.771127848647,516.754547811125,493.316318553914,540.192777068336,511.900599886712,498.345385353566,525.455814419858,499.18
"French Guiana",1970,254,"French Guiana",NA,NA,24.30406,1,0,0,0,0,0,0,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.60999
"French Guiana",1975,254,"French Guiana",NA,NA,27.5802,0,1,0,0,0,0,0,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.81
"French Guiana",1980,254,"French Guiana",NA,NA,22.6549,0,0,1,0,0,0,0,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.35999
"French Guiana",1985,254,"French Guiana",NA,NA,27.33768,0,0,0,1,0,0,0,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.04001
"French Guiana",1990,254,"French Guiana",NA,NA,25.02137,0,0,0,0,1,0,0,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.655
"French Guiana",1995,254,"French Guiana",NA,NA,21.20449,0,0,0,0,0,1,0,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.20749
"French Guiana",2000,254,"French Guiana",NA,NA,24.33929,0,0,0,0,0,0,1,0,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.95599
"French Guiana",2005,254,"French Guiana",NA,NA,21.88145,0,0,0,0,0,0,0,1,0,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.51501
"French Guiana",2010,254,"French Guiana",NA,NA,20.11731,0,0,0,0,0,0,0,0,1,0,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.73557
"French Guiana",2015,254,"French Guiana",NA,NA,18.36141,0,0,0,0,0,0,0,0,0,1,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.2825
"Gabon",1970,266,"Gabon",NA,0.0350471,46.92907,1,0,0,0,0,0,0,0,0,0,"Middle Africa",319.025238195763,271.417669301401,366.632807090124,274.537522027967,206.077581854556,342.997462201378,352.096516115562,313.860497774441,390.332534456683,329.572615241417,259.5352851287,399.609945354134,335.895019603102,297.499854593237,374.290184612966,486.20001
"Gabon",1975,266,"Gabon",NA,0.0545101,48.19807,0,1,0,0,0,0,0,0,0,0,"Middle Africa",317.03391343982,269.601183374272,364.466643505368,274.797706077083,206.605005636804,342.990406517363,341.317483102996,303.004876402552,379.63008980344,323.024122875596,252.304302390941,393.743943360251,336.444565398808,296.8635125517,376.025618245915,486.20001
"Gabon",1980,266,"Gabon",NA,0.0384105,44.49492,0,0,1,0,0,0,0,0,0,0,"Middle Africa",316.637717361919,269.963494037951,363.311940685887,275.694629157192,207.785129642135,343.604128672248,340.112494576137,303.038585682931,377.186403469344,335.985956688631,265.79984235713,406.172071020132,343.064417387345,304.42425807436,381.70457670033,486.20001
