"country","year","iso","cc","hlo_mean","edu_exp_","tp_","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","region","fit1","lwr1","upr1","fit2","lwr2","upr2","fit3","lwr3","upr3","fit4","lwr4","upr4"
"Afghanistan",1970,4,"Afghanistan",NA,0.0123514,39.24977,1,0,0,0,0,0,0,0,0,0,"Southern Asia",280.253675836266,224.489674526138,336.017677146394,NA,NA,NA,388.675846822459,348.518627187375,428.833066457544,NA,NA,NA
"Afghanistan",1975,4,"Afghanistan",NA,0.0152157,36.5322,0,1,0,0,0,0,0,0,0,0,"Southern Asia",282.439400084534,227.144094450133,337.734705718935,NA,NA,NA,394.718010191249,355.816738312896,433.619282069601,NA,NA,NA
"Afghanistan",1980,4,"Afghanistan",NA,0.0182669,37.87589,0,0,1,0,0,0,0,0,0,0,"Southern Asia",276.454887163429,221.332549813694,331.577224513163,NA,NA,NA,371.22326816651,332.715542786335,409.730993546686,NA,NA,NA
"Afghanistan",1985,4,"Afghanistan",NA,0.0245464,36.40558,0,0,0,1,0,0,0,0,0,0,"Southern Asia",292.757092111288,239.023299130767,346.490885091809,NA,NA,NA,396.374415313344,361.807120669425,430.941709957264,NA,NA,NA
"Afghanistan",1990,4,"Afghanistan",NA,0.0244999,49.26471,0,0,0,0,1,0,0,0,0,0,"Southern Asia",246.049196002894,193.746270652351,298.352121353436,NA,NA,NA,297.886332036209,268.004079876601,327.768584195817,NA,NA,NA
"Afghanistan",1995,4,"Afghanistan",NA,0.0267133,32.64443,0,0,0,0,0,1,0,0,0,0,"Southern Asia",318.139854367163,268.609913660859,367.669795073468,NA,NA,NA,395.806184518777,376.546329353174,415.06603968438,NA,NA,NA
"Afghanistan",2000,4,"Afghanistan",NA,0.033177,31.86219,0,0,0,0,0,0,1,0,0,0,"Southern Asia",307.002367998203,259.947237682607,354.0574983138,NA,NA,NA,385.80265219221,370.105893879202,401.499410505218,NA,NA,NA
"Afghanistan",2005,4,"Afghanistan",NA,0.0284945,42.91563,0,0,0,0,0,0,0,1,0,0,"Southern Asia",290.518474912254,241.052659844032,339.984289980476,NA,NA,NA,330.771540851865,313.078299659769,348.464782043962,NA,NA,NA
"Afghanistan",2010,4,"Afghanistan",NA,0.0287031,44.58134,0,0,0,0,0,0,0,0,1,0,"Southern Asia",289.737738845331,240.027368434805,339.448109255857,NA,NA,NA,320.870149759728,299.821637408911,341.918662110545,NA,NA,NA
"Afghanistan",2015,4,"Afghanistan",NA,0.0287094,46.18569,0,0,0,0,0,0,0,0,0,1,"Southern Asia",294.035261642543,243.039086339455,345.031436945631,NA,NA,NA,318.763459388028,295.393677682252,342.133241093804,NA,NA,NA
"Albania",1970,8,"Albania",NA,0.0213403,24.05337,1,0,0,0,0,0,0,0,0,0,"Southern Europe",440.494488150229,408.50950102557,472.479475274887,358.561570856365,318.210642083689,398.912499629041,461.80105871522,422.770085152756,500.832032277684,398.274591439907,361.726007028662,434.823175851152
"Albania",1975,8,"Albania",NA,0.0250327,19.13892,0,1,0,0,0,0,0,0,0,0,"Southern Europe",447.578593600094,416.331425828977,478.82576137121,363.455298066417,322.824007275801,404.086588857033,478.361593936211,440.567046641006,516.156141231417,411.374260593721,375.055130621606,447.693390565836
"Albania",1980,8,"Albania",NA,0.0305119,17.94964,0,0,1,0,0,0,0,0,0,0,"Southern Europe",447.729961493765,416.357331567163,479.102591420367,357.35354988052,316.656149763682,398.050949997358,467.160124604804,429.915060607582,504.405188602026,413.874645054397,377.41513625022,450.334153858573
"Albania",1985,8,"Albania",NA,0.0269645,17.73649,0,0,0,1,0,0,0,0,0,0,"Southern Europe",458.130138842995,429.520170744311,486.740106941679,372.524159964477,333.386194083787,411.662125845167,485.239878499672,451.734812835926,518.744944163418,414.984256827321,378.594959955944,451.373553698699
"Albania",1990,8,"Albania",NA,0.0344698,15.68515,0,0,0,0,1,0,0,0,0,0,"Southern Europe",445.308032105336,423.457253522233,467.158810688439,355.414306863527,318.176331755102,392.652281971952,458.358454602455,433.804531388432,482.912377816478,419.581195124086,382.820494370906,456.341895877265
"Albania",1995,8,"Albania",NA,0.0348151,22.75761,0,0,0,0,0,1,0,0,0,0,"Southern Europe",466.911106794448,447.259978028079,486.562235560816,393.151583640808,357.806246119802,428.496921161814,443.635194813052,425.353691758777,461.916697867327,399.902805679333,363.125704732531,436.679906626135
"Albania",2000,8,"Albania",400.65,0.0209072,21.93856,0,0,0,0,0,0,1,0,0,0,"Southern Europe",449.101370550243,429.744870989191,468.457870111295,398.730498130496,364.692725040231,432.76827122076,431.514402878102,414.14364941733,448.885156338873,404.207002998095,367.839419339941,440.574586656249
"Albania",2005,8,"Albania",399.32,0.0324965,19.79287,0,0,0,0,0,0,0,1,0,0,"Southern Europe",465.790427806703,448.165981623273,483.414873990134,406.402937624987,372.40855836633,440.397316883645,440.949913993556,426.959337320337,454.940490666775,408.469358710003,371.965356329328,444.973361090677
"Albania",2010,8,"Albania",402.75,0.0035393,19.41964,0,0,0,0,0,0,0,0,1,0,"Southern Europe",459.637752775915,437.212642059905,482.062863491924,416.562460047888,381.802425859275,451.322494236501,437.442884400056,415.909128114605,458.976640685507,413.734092450798,376.66555089383,450.802634007767
"Albania",2015,8,"Albania",436.73,0.0336974,18.08292,0,0,0,0,0,0,0,0,0,1,"Southern Europe",480.115862014671,461.846672484058,498.385051545285,417.75410419663,383.51840464116,451.9898037521,452.685199938676,437.201154823752,468.169245053599,413.039545841106,376.468095771934,449.610995910278
"Algeria",1970,12,"Algeria",NA,0.0393853,40.00059,1,0,0,0,0,0,0,0,0,0,"Northern Africa",329.145696870659,289.66923226463,368.622161476689,323.224427558739,270.837203438004,375.611651679474,388.15435376877,348.575644046334,427.733063491205,338.799644734628,285.055868927395,392.54342054186
"Algeria",1975,12,"Algeria",NA,0.0718201,39.35215,0,1,0,0,0,0,0,0,0,0,"Northern Africa",336.773905345705,296.836604401847,376.711206289562,320.151711801221,266.705615421802,373.59780818064,387.704421647307,347.250832795681,428.158010498933,335.862447487388,280.591621452348,391.133273522428
"Algeria",1980,12,"Algeria",NA,0.0659742,33.53637,0,0,1,0,0,0,0,0,0,0,"Northern Africa",342.910810559357,303.550722564254,382.27089855446,318.210243043901,265.347352742018,371.073133345784,397.183672011073,357.82667277262,436.540671249527,352.856524770209,299.575244173482,406.137805366935
"Algeria",1985,12,"Algeria",NA,0.0508133,27.9779,0,0,0,1,0,0,0,0,0,0,"Northern Africa",360.713946356698,324.296763574372,397.131129139024,337.855463786877,286.886268619339,388.824658954415,439.322829904193,405.57349993569,473.072159872696,370.496864520622,318.847006153361,422.146722887883
"Algeria",1990,12,"Algeria",NA,0.0450366,27.68756,0,0,0,0,1,0,0,0,0,0,"Northern Africa",339.784547247811,307.670198357041,371.898896138581,323.132817679051,273.91877628803,372.346859070072,402.590338787248,377.886946459998,427.293731114497,372.146266977506,320.648323810537,423.644210144476
"Algeria",1995,12,"Algeria",NA,0.0400918,27.5337,0,0,0,0,0,1,0,0,0,0,"Northern Africa",374.844854659811,345.012697274858,404.677012044764,364.569690980081,316.184887159695,412.954494800468,421.564116753842,403.396152302875,439.732081204809,373.295410048186,321.839888914049,424.750931182323
"Algeria",2000,12,"Algeria",NA,0.0400722,27.57514,0,0,0,0,0,0,1,0,0,0,"Northern Africa",359.825567976492,331.454424518159,388.196711434825,366.715598646259,318.602252625361,414.828944667156,406.922430122325,391.795762966032,422.049097278619,373.183265393966,321.72496861865,424.641562169283
"Algeria",2005,12,"Algeria",390.17,0.0433702,24.01662,0,0,0,0,0,0,0,1,0,0,"Northern Africa",376.74119985631,349.416125347197,404.066274365423,376.749292922745,329.426607760144,424.071978085346,422.129642630248,408.993257128865,435.266028131631,382.577465701513,331.231879910024,433.923051493003
"Algeria",2010,12,"Algeria",NA,0.0356564,23.33632,0,0,0,0,0,0,0,0,1,0,"Northern Africa",378.273429182276,350.186132658675,406.360725705877,382.220562673542,334.211794287503,430.229331059582,422.469824541864,407.653748373261,437.285900710466,385.592005958369,334.190813451467,436.993198465271
"Algeria",2015,12,"Algeria",375.14,0.0396937,24.15421,0,0,0,0,0,0,0,0,0,1,"Northern Africa",385.561890179161,357.949226997767,413.174553360556,388.560707077256,341.238021914655,435.883392239857,424.548762473811,408.527991782991,440.569533164632,382.732534298488,331.386948506999,434.078120089978
"Angola",1970,24,"Angola",NA,0.0350471,40.11174,1,0,0,0,0,0,0,0,0,0,"Middle Africa",337.653776119512,283.234913807965,392.072638431059,NA,NA,NA,387.13881969982,347.650596113015,426.627043286624,NA,NA,NA
"Angola",1975,24,"Angola",NA,0.0545101,50.13342,0,1,0,0,0,0,0,0,0,0,"Middle Africa",318.525500032561,266.142115958758,370.908884106364,NA,NA,NA,334.594851573674,293.845627752484,375.344075394865,NA,NA,NA
"Angola",1980,24,"Angola",NA,0.0384105,33.34781,0,0,1,0,0,0,0,0,0,0,"Middle Africa",344.354410011599,289.995424195714,398.713395827484,NA,NA,NA,394.977376983473,357.573441900123,432.381312066823,NA,NA,NA
"Angola",1985,24,"Angola",NA,0.0495714,32.09739,0,0,0,1,0,0,0,0,0,0,"Middle Africa",361.811144723299,308.107866282404,415.514423164194,NA,NA,NA,419.63423487797,385.494760064214,453.773709691725,NA,NA,NA
"Angola",1990,24,"Angola",NA,0.0290529,29.52888,0,0,0,0,1,0,0,0,0,0,"Middle Africa",340.79244729186,290.096100995501,391.48879358822,NA,NA,NA,392.054157108385,366.807290559437,417.301023657333,NA,NA,NA
"Angola",1995,24,"Angola",NA,0.0256712,41.75324,0,0,0,0,0,1,0,0,0,0,"Middle Africa",350.316903090406,305.275477721847,395.358328458966,NA,NA,NA,352.46345221204,331.452128101168,373.474776322913,NA,NA,NA
"Angola",2000,24,"Angola",NA,0.0260753,48.8688,0,0,0,0,0,0,1,0,0,0,"Middle Africa",320.548349544076,276.320715359056,364.775983729096,NA,NA,NA,304.299484521176,283.807789640263,324.791179402089,NA,NA,NA
"Angola",2005,24,"Angola",NA,0.0220079,41.0124,0,0,0,0,0,0,0,1,0,0,"Middle Africa",344.069805818995,300.673263874775,387.466347763215,NA,NA,NA,339.073456301279,321.260204163042,356.886708439516,NA,NA,NA
"Angola",2010,24,"Angola",NA,0.0342132,44.06479,0,0,0,0,0,0,0,0,1,0,"Middle Africa",344.345247004155,300.657014827062,388.033479181248,NA,NA,NA,323.941339633561,303.281266482848,344.601412784275,NA,NA,NA
"Angola",2015,24,"Angola",NA,0.0315227,50.02951,0,0,0,0,0,0,0,0,0,1,"Middle Africa",338.571504594399,294.486895108959,382.65611407984,NA,NA,NA,300.839282056344,275.792061009643,325.886503103046,NA,NA,NA
"Antigua and Barbuda",1970,28,"Antigua and Barbuda",NA,0.0431306,25.30054,1,0,0,0,0,0,0,0,0,0,"Caribbean",375.005024258556,330.708281410242,419.301767106871,NA,NA,NA,458.334217085763,419.673097928507,496.995336243019,NA,NA,NA
"Antigua and Barbuda",1975,28,"Antigua and Barbuda",NA,0.0529002,24.10168,0,1,0,0,0,0,0,0,0,0,"Caribbean",376.282093246576,332.726566709819,419.837619783333,NA,NA,NA,457.946295624817,420.797202324293,495.09538892534,NA,NA,NA
"Antigua and Barbuda",1980,28,"Antigua and Barbuda",NA,0.0377674,24.72464,0,0,1,0,0,0,0,0,0,0,"Caribbean",365.789667598753,322.133107076402,409.446228121104,NA,NA,NA,435.825928162345,398.903459266041,472.74839705865,NA,NA,NA
"Antigua and Barbuda",1985,28,"Antigua and Barbuda",NA,0.0338099,24.19762,0,0,0,1,0,0,0,0,0,0,"Caribbean",376.714601918967,334.670405004887,418.758798833047,NA,NA,NA,455.349000470364,422.199577871994,488.498423068734,NA,NA,NA
"Antigua and Barbuda",1990,28,"Antigua and Barbuda",NA,0.0410541,21.63677,0,0,0,0,1,0,0,0,0,0,"Caribbean",364.878404644189,326.592472614111,403.164336674267,NA,NA,NA,430.85606017447,406.656214412191,455.055905936748,NA,NA,NA
"Antigua and Barbuda",1995,28,"Antigua and Barbuda",NA,0.0275397,20.41527,0,0,0,0,0,1,0,0,0,0,"Caribbean",399.346519419003,363.649459106196,435.04357973181,NA,NA,NA,453.932143767099,434.806387143679,473.05790039052,NA,NA,NA
"Antigua and Barbuda",2000,28,"Antigua and Barbuda",NA,0.0339428,18.74101,0,0,0,0,0,0,1,0,0,0,"Caribbean",390.066483644891,354.09378423586,426.039183053922,NA,NA,NA,448.154838342194,432.254992637191,464.054684047198,NA,NA,NA
"Antigua and Barbuda",2005,28,"Antigua and Barbuda",NA,0.0251724,18.28569,0,0,0,0,0,0,0,1,0,0,"Caribbean",396.451854717005,360.931076302678,431.972633131333,NA,NA,NA,447.278165900211,431.834968581305,462.721363219117,NA,NA,NA
"Antigua and Barbuda",2010,28,"Antigua and Barbuda",NA,0.0495082,14.41729,0,0,0,0,0,0,0,0,1,0,"Caribbean",415.31341934758,380.405601302961,450.2212373922,NA,NA,NA,466.353139661966,451.7495589682,480.956720355732,NA,NA,NA
"Antigua and Barbuda",2015,28,"Antigua and Barbuda",NA,0.0426422,12.93189,0,0,0,0,0,0,0,0,0,1,"Caribbean",423.837266006333,389.58681078183,458.087721230836,NA,NA,NA,478.135553566717,462.901358369314,493.369748764119,NA,NA,NA
"Argentina",1970,32,"Argentina",NA,0.0133894,19.01778,1,0,0,0,0,0,0,0,0,0,"South America",371.791246969813,337.870669503292,405.711824436334,366.707833940149,327.318389545033,406.097278335265,484.802718302401,444.827965920107,524.777470684695,410.522405564116,375.728988760382,445.315822367851
"Argentina",1975,32,"Argentina",NA,0.0148113,18.31628,0,1,0,0,0,0,0,0,0,0,"South America",369.255623835291,336.098000207253,402.41324746333,370.653256379085,331.523678925431,409.782833832739,481.115423535147,442.177496526843,520.053350543452,412.261600210527,377.634521730291,446.888678690763
"Argentina",1980,32,"Argentina",NA,0.0173412,20.26527,0,0,1,0,0,0,0,0,0,0,"South America",361.8243492616,329.952597787275,393.696100735925,364.12903773234,326.261940938445,401.996134526235,454.689605157592,416.600922486239,492.778287828945,406.483165846465,372.22176734133,440.744564351599
"Argentina",1985,32,"Argentina",NA,0.0094944,19.674,0,0,0,1,0,0,0,0,0,0,"South America",371.5958745479,341.240530064441,401.95121903136,380.401146724055,342.945915226952,417.856378221158,474.080001221107,438.778022533255,509.381979908958,409.270047494877,373.922814620662,444.617280369091
"Argentina",1990,32,"Argentina",NA,0.0106738,17.53274,0,0,0,0,1,0,0,0,0,0,"South America",356.86706980764,331.294338493432,382.439801121849,364.750253749038,329.519699071398,399.980808426677,446.913583381469,419.268750016892,474.558416746046,415.040374712114,379.77014119954,450.310608224688
"Argentina",1995,32,"Argentina",377.66,0.0409784,18.77681,0,0,0,0,0,1,0,0,0,0,"South America",400.664198842674,380.970286513454,420.358111171894,397.746483234795,366.651518985944,428.841447483645,463.21933216518,444.847289645988,481.591374684371,407.162053013194,374.64093929815,439.683166728238
"Argentina",2000,32,"Argentina",409.87,0.0409059,18.40756,0,0,0,0,0,0,1,0,0,0,"South America",386.491807638302,367.567829533067,405.415785743537,400.046730161374,369.282728942748,430.81073138,450.520606704425,434.94445701312,466.096756395731,408.197408117245,375.672619524012,440.722196710478
"Argentina",2005,32,"Argentina",405.44,0.0376199,17.05465,0,0,0,0,0,0,0,1,0,0,"South America",396.583579439834,378.910820905439,414.256337974229,410.801704288226,380.102786175942,441.50062240051,454.520442612413,440.693987849575,468.346897375252,412.431982738265,379.758459649296,445.105505827233
"Argentina",2010,32,"Argentina",413.27,0.0529084,20.11731,0,0,0,0,0,0,0,0,1,0,"South America",397.858961763429,379.542201718542,416.175721808316,409.783453884107,378.977792503046,440.589115265168,439.686470503348,424.727483487724,454.645457518972,401.699546252272,369.051755464624,434.34733703992
"Argentina",2015,32,"Argentina",429.38,0.0559461,18.36141,0,0,0,0,0,0,0,0,0,1,"South America",410.233554119436,390.78476989823,429.682338340643,417.241628431503,386.249117440392,448.234139422614,453.866763076537,437.249258921302,470.484267231773,406.129009879029,373.415848718819,438.842171039238
"Armenia",1970,51,"Armenia",NA,0.0299166,27.5038,1,0,0,0,0,0,0,0,0,0,"Western Asia",385.237800665132,353.010378081294,417.46522324897,421.088421699936,368.929266176673,473.247577223198,446.392073388196,407.766331910883,485.01781486551,448.594418120666,396.298266507447,500.890569733885
"Armenia",1975,51,"Armenia",NA,0.0352167,23.22307,0,1,0,0,0,0,0,0,0,0,"Western Asia",391.520728022108,360.449849265594,422.591606778622,425.399553103095,373.558595923267,477.240510282923,460.126192902577,423.090311114462,497.162074690691,459.700556206212,407.91732509212,511.483787320305
"Armenia",1980,51,"Armenia",NA,0.0421083,21.61777,0,0,1,0,0,0,0,0,0,0,"Western Asia",393.015708260791,361.692098493454,424.339318028128,419.123267953785,366.789846632747,471.456689274823,451.057833999629,414.133487205561,487.982180793696,463.149239601123,411.24891749784,515.049561704407
"Armenia",1985,51,"Armenia",NA,0.0390924,22.12853,0,0,0,1,0,0,0,0,0,0,"Western Asia",402.068297407813,373.269865185174,430.866729630452,433.922913258059,382.796110651561,485.049715864556,465.762099563125,432.734636499251,498.789562626999,462.172187691258,410.362278086863,513.982097295653
"Armenia",1990,51,"Armenia",NA,0.0547136,19.14201,0,0,0,0,1,0,0,0,0,0,"Western Asia",393.903606677477,370.78904347033,417.018169884623,415.305524918432,364.798273565995,465.812776270869,444.231627024506,419.588153850798,468.875100198215,468.179250500569,415.614482536541,520.744018464596
"Armenia",1995,51,"Armenia",NA,0.0204181,16.76063,0,0,0,0,0,1,0,0,0,0,"Western Asia",423.927636507696,404.1055451462,443.749727869191,464.139326592839,415.505638088719,512.773015096958,470.473862771405,449.737164600799,491.210560942011,479.796743227726,428.386893948115,531.206592507337
"Armenia",2000,51,"Armenia",NA,0.024018,19.94676,0,0,0,0,0,0,1,0,0,0,"Western Asia",403.488636799039,385.090980405695,421.886293192383,464.377932283026,416.292834547759,512.463030018292,441.316394765632,424.261267936948,458.371521594316,470.428652372983,419.042278329979,521.815026415988
"Armenia",2005,51,"Armenia",482.68,0.0309205,20.58218,0,0,0,0,0,0,0,1,0,0,"Western Asia",412.771117814221,396.429817362875,429.112418265567,472.143901223975,424.752324024208,519.535478423742,437.026964896037,422.900979663978,451.152950128096,467.657148653756,416.200728649177,519.113568658334
"Armenia",2010,51,"Armenia",469.07,0.0216925,15.14557,0,0,0,0,0,0,0,0,1,0,"Western Asia",423.812757526505,406.800975541838,440.824539511172,479.606098776029,432.214521576262,526.997675975796,459.767665856205,442.716808783506,476.818522928905,484.092851346249,432.636431341671,535.549271350827
"Armenia",2015,51,"Armenia",NA,0.0275721,15.41859,0,0,0,0,0,0,0,0,0,1,"Western Asia",432.858474029189,415.919770483655,449.797177574723,485.719352461228,437.71615966846,533.722545253996,464.639533274406,448.516678362546,480.762388186265,482.476488949162,431.077774348207,533.875203550118
"Aruba",1970,533,"Aruba",NA,0.0431306,31.97295,1,0,0,0,0,0,0,0,0,0,"Caribbean",360.960894449736,316.491835835293,405.429953064179,NA,NA,NA,426.670565513906,387.753934304749,465.587196723063,NA,NA,NA
"Aruba",1975,533,"Aruba",NA,0.0529002,28.13298,0,1,0,0,0,0,0,0,0,0,"Caribbean",367.796988089924,324.171857017098,411.42211916275,NA,NA,NA,438.815924652165,401.511935597187,476.119913707143,NA,NA,NA
"Aruba",1980,533,"Aruba",NA,0.0377674,24.72464,0,0,1,0,0,0,0,0,0,0,"Caribbean",365.789667598753,322.133107076402,409.446228121104,NA,NA,NA,435.825928162345,398.903459266041,472.74839705865,NA,NA,NA
"Aruba",1985,533,"Aruba",NA,0.0338099,24.19762,0,0,0,1,0,0,0,0,0,0,"Caribbean",376.714601918967,334.670405004887,418.758798833047,NA,NA,NA,455.349000470364,422.199577871994,488.498423068734,NA,NA,NA
"Aruba",1990,533,"Aruba",NA,0.0410541,21.63677,0,0,0,0,1,0,0,0,0,0,"Caribbean",364.878404644189,326.592472614111,403.164336674267,NA,NA,NA,430.85606017447,406.656214412191,455.055905936748,NA,NA,NA
"Aruba",1995,533,"Aruba",NA,0.0457973,19.23044,0,0,0,0,0,1,0,0,0,0,"Caribbean",407.8896525197,372.879098690275,442.900206349124,NA,NA,NA,461.608807539979,443.222128329994,479.995486749963,NA,NA,NA
"Aruba",2000,533,"Aruba",NA,0.0469667,18.7917,0,0,0,0,0,0,1,0,0,0,"Caribbean",394.27500336295,358.670992165591,429.87901456031,NA,NA,NA,449.379566039727,433.758178503104,465.000953576351,NA,NA,NA
"Aruba",2005,533,"Aruba",NA,0.0510509,17.60745,0,0,0,0,0,0,0,1,0,0,"Caribbean",406.453748932568,372.081945924001,440.825551941135,NA,NA,NA,453.408229076422,439.632396689092,467.184061463752,NA,NA,NA
"Aruba",2010,533,"Aruba",NA,0.0651369,15.56577,0,0,0,0,0,0,0,0,1,0,"Caribbean",418.074352983699,382.814450533986,453.334255433413,NA,NA,NA,462.66140660868,445.85931189391,479.463501323451,NA,NA,NA
"Aruba",2015,533,"Aruba",NA,0.0355037,15.33458,0,0,0,0,0,0,0,0,0,1,"Caribbean",416.41486808952,382.009717496612,450.820018682428,NA,NA,NA,465.930556880231,450.598384731896,481.262729028565,NA,NA,NA
"Australia",1970,36,"Australia",484,0.0261395,23.6405,1,0,0,0,0,0,0,0,0,0,"Australia and New Zealand",447.663294845525,413.652132655729,481.674457035321,459.063112581715,430.351848376478,487.774376786951,464.300258385655,425.51741960317,503.08309716814,467.437949700811,442.763203171302,492.112696230319
"Australia",1975,36,"Australia",505.47,0.0595289,19.7114,0,1,0,0,0,0,0,0,0,0,"Australia and New Zealand",462.512944644335,429.529481631989,495.496407656681,456.912450595013,428.547567087459,485.277334102566,479.525964325716,442.006192698956,517.045735952476,473.466048264313,449.642314889339,497.289781639286
"Australia",1980,36,"Australia",331.55,0.0550192,17.16525,0,0,1,0,0,0,0,0,0,0,"Australia and New Zealand",462.210635935933,429.262405198872,495.158866672993,453.535709432489,425.010008729583,482.061410135395,473.63964922434,436.14668570672,511.13261274196,481.190891583403,457.909256002299,504.472527164507
"Australia",1985,36,"Australia",475.87,0.041721,16.68713,0,0,0,1,0,0,0,0,0,0,"Australia and New Zealand",469.937788552292,438.906589799745,500.968987304839,470.99898932222,444.194053590024,497.803925054416,491.879777924279,458.810165694555,524.949390154002,484.459876445283,461.447158899617,507.472593990949
"Australia",1990,36,"Australia",488.69,0.0414527,16.58099,0,0,0,0,1,0,0,0,0,0,"Australia and New Zealand",450.44578382105,423.212162114141,477.679405527959,454.969206313867,430.489386373952,479.449026253782,454.892904659581,430.66633795767,479.119471361491,484.793625876075,461.77004365949,507.81720809266
"Australia",1995,36,"Australia",501.93,0.0519244,17.97109,0,0,0,0,0,1,0,0,0,0,"Australia and New Zealand",487.364307836843,462.335933883779,512.392681789906,492.391170530712,468.860890293789,515.921450767636,468.274341335025,449.412890546111,487.13579212394,479.406436606041,456.275404652205,502.537468559877
"Australia",2000,36,"Australia",508.87,0.0489147,17.4916,0,0,0,0,0,0,1,0,0,0,"Australia and New Zealand",472.450767187797,448.230396806537,496.671137569057,495.39257949393,472.251726135042,518.533432852817,455.768300871404,439.865985019042,471.670616723767,481.176686951217,458.166242040704,504.18713186173
"Australia",2005,36,"Australia",504.44,0.030701,15.55395,0,0,0,0,0,0,0,1,0,0,"Australia and New Zealand",478.827304438265,454.062733373007,503.591875503523,509.719545902848,486.186755076683,533.252336729012,460.863531626043,445.918580301533,475.808482950553,489.214118182224,465.459064543721,512.969171820727
"Australia",2010,36,"Australia",509.98,0.0421355,14.49824,0,0,0,0,0,0,0,0,1,0,"Australia and New Zealand",487.494110520284,463.32834192638,511.659879114188,510.999131458503,487.991077195476,534.007185721529,465.139517115309,450.680418894277,479.598615336341,490.474095908719,467.284563038994,513.663628778444
"Australia",2015,36,"Australia",509.22,0.0529179,14.6781,0,0,0,0,0,0,0,0,0,1,"Australia and New Zealand",498.360356829551,473.99347774229,522.727235916811,516.038104368718,492.789841905081,539.286366832355,471.005069026446,455.072719580035,486.937418472858,488.400270481928,465.121843246858,511.678697716997
"Austria",1970,40,"Austria",NA,0.0441021,21.2189,1,0,0,0,0,0,0,0,0,0,"Western Europe",480.113004834612,449.178390506746,511.047619162477,470.858008772242,433.968154246532,507.747863297951,477.81277467751,439.08654250572,516.539006849301,495.349779368503,461.507462532143,529.192096204864
"Austria",1975,40,"Austria",NA,0.0510352,18.19366,0,1,0,0,0,0,0,0,0,0,"Western Europe",484.294431415571,454.81293875246,513.775924078682,474.365246277765,437.975097213617,510.755395341913,485.772740535664,448.645768080814,522.899712990514,502.733114078182,469.437747853204,536.028480303161
"Austria",1980,40,"Austria",NA,0.052676,14.08477,0,0,1,0,0,0,0,0,0,0,"Western Europe",489.319234362632,459.538800240995,519.09966848427,470.142164190585,433.272330955224,507.011997425947,487.994316848874,450.488861185199,525.499772512549,513.896755986374,481.132973533129,546.660538439618
"Austria",1985,40,"Austria",NA,0.0527644,10.85298,0,0,0,1,0,0,0,0,0,0,"Western Europe",507.277714448275,479.887537831301,534.667891065249,485.53881923734,449.704147366512,521.373491108169,520.807956265677,487.112586399156,554.503326132198,522.852924713101,490.202172261784,555.503677164419
"Austria",1990,40,"Austria",NA,0.0385249,11.16964,0,0,0,0,1,0,0,0,0,0,"Western Europe",482.266716152754,460.437357248994,504.096075056514,472.515795765465,439.537848478262,505.493743052667,480.242850147785,455.485412865785,505.000287429785,524.053651049234,491.504932752521,556.602369345946
"Austria",1995,40,"Austria",529.96,0.045426,12.39338,0,0,0,0,0,1,0,0,0,0,"Western Europe",518.35234785178,499.826600557509,536.878095146051,510.80134165427,479.750316885219,541.852366423321,494.012025312126,474.65779304403,513.366257580222,519.64960696727,487.165481985162,552.133731949379
"Austria",2000,40,"Austria",529.67,0.0547014,13.1945,0,0,0,0,0,0,1,0,0,0,"Western Europe",504.813796897166,487.115522017086,522.512071777246,510.585923508678,479.56549427649,541.606352740866,476.811057075279,459.678626457098,493.94348769346,516.07170232024,483.276651725415,548.866752915065
"Austria",2005,40,"Austria",516.5,0.0439696,11.89925,0,0,0,0,0,0,0,1,0,0,"Western Europe",512.31718662713,495.836601142896,528.797772111363,523.001453090742,492.540062929925,553.462843251558,479.699567954558,465.099171625506,494.29996428361,521.233642665033,488.762464843894,553.704820486173
"Austria",2010,40,"Austria",512.93,0.045671,10.83383,0,0,0,0,0,0,0,0,1,0,"Western Europe",517.779559696401,501.038466883914,534.520652508888,526.481206587951,495.912163639137,557.050249536764,482.92659361848,468.052205212607,497.800982024352,523.941994024765,491.454489436949,556.429498612581
"Austria",2015,40,"Austria",519.54,0.0300341,10.30147,0,0,0,0,0,0,0,0,0,1,"Western Europe",521.391377180585,503.780189193738,539.002565167431,537.730075158358,506.714807785595,568.745342531121,489.199610417816,472.961898583266,505.437322252366,527.70305402269,494.723501013686,560.682607031695
"Azerbaijan",1970,31,"Azerbaijan",NA,0.0299166,27.5038,1,0,0,0,0,0,0,0,0,0,"Western Asia",385.237800665132,353.010378081294,417.46522324897,421.354265702945,368.737021818101,473.97150958779,446.392073388196,407.766331910883,485.01781486551,434.354317691263,380.598083563297,488.110551819228
"Azerbaijan",1975,31,"Azerbaijan",NA,0.0352167,23.22307,0,1,0,0,0,0,0,0,0,0,"Western Asia",391.520728022108,360.449849265594,422.591606778622,425.665397106105,373.775943208802,477.554851003408,460.126192902577,423.090311114462,497.162074690691,445.460455776809,392.657731168225,498.263180385392
"Azerbaijan",1980,31,"Azerbaijan",NA,0.0421083,21.61777,0,0,1,0,0,0,0,0,0,0,"Western Asia",393.015708260791,361.692098493454,424.339318028128,419.389111956795,366.882951587927,471.895272325663,451.057833999629,414.133487205561,487.982180793696,448.90913917172,396.132510296499,501.68576804694
