"cc","iso","year","prop_19","prop_20_64","prop_65","adj_factor","qamys_piaac","wic_mys","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit3","lwr3","upr3","qamys_pred","plot"
"Mauritius",480,1975,0.512271657514289,0.45993499943965,0.0277933430460607,NA,NA,4.62,9.19999999999999,27.932688,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2.82248541481174,2.70753199244452,2.94231940344774,2.82248541481174,2
"Mauritius",480,1980,0.46972363109409,0.493944726218818,0.0363316426870924,NA,NA,5.42,13.2,24.548979,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,3.44993062631574,3.30972332317212,3.59607742528283,3.44993062631574,2
"Mauritius",480,1985,0.436109470368183,0.5228391415633,0.0410513880685174,NA,NA,6.18,17.5,21.72007,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,4.03521516845468,3.8695135898249,4.20801247436982,4.03521516845468,2
"Mauritius",480,1990,0.395529456336427,0.557397234324683,0.0470733093388899,NA,NA,6.86,21.8,20.13134,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,4.63343234125088,4.44070755459213,4.8345213002709,4.63343234125088,2
"Mauritius",480,1995,0.367800815169236,0.580187843345738,0.0520113414850257,NA,NA,7.41,25.3,16.67664,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,5.05758673046367,4.95253908953769,5.16486252278121,5.05758673046367,2
"Mauritius",480,2000,0.343739453256834,0.594836314546068,0.0614242321970975,NA,NA,7.89,28.8,15.696907,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,5.55967654648416,5.44526319440712,5.67649389900455,5.55967654648416,2
"Mauritius",480,2005,0.325859247135843,0.608265139116203,0.0658756137479542,NA,NA,8.35,32.5,12.766469,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,6.18317952154333,6.05906292633758,6.30983857742209,6.18317952154333,2
"Mauritius",480,2010,0.303549963939418,0.620161871944867,0.0762881641157144,NA,NA,8.84,36.7,8.7548409,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,6.95851817105982,6.82197880445491,7.09779032226687,6.95851817105982,2
"Mauritius",480,2015,0.269032309279987,0.631420179407795,0.0995475113122172,NA,NA,9.34,40.7,7.6030555,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,7.59439746158618,7.44925433292208,7.74236859515614,7.59439746158618,2
"Mayotte",175,1970,0.564864864864865,0.383783783783784,0.0513513513513514,NA,NA,NA,NA,57.021309,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,1975,0.584615384615385,0.369230769230769,0.0461538461538461,NA,NA,NA,NA,54.159374,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,1980,0.594202898550725,0.364130434782609,0.0416666666666667,NA,NA,NA,NA,52.080769,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,1985,0.596393897364771,0.370319001386962,0.0332871012482663,NA,NA,NA,NA,48.019497,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,1990,0.586497890295359,0.382911392405063,0.0305907172995781,NA,NA,NA,NA,45.043655,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,1995,0.568181818181818,0.401785714285714,0.0300324675324675,NA,NA,NA,NA,42.111794,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,2000,0.552228875582169,0.417165668662675,0.0306054557551564,NA,NA,NA,NA,31.510773,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,2
"Mayotte",175,2005,0.538461538461539,0.429533969679955,0.0320044918585065,NA,NA,NA,NA,36.856323,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,2
"Mayotte",175,2010,0.529214559386973,0.436302681992337,0.0344827586206897,NA,NA,NA,NA,50.80386,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2
"Mayotte",175,2015,0.520833333333333,0.441666666666667,0.0375,NA,NA,10.14,57.9,41.18298,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,6.26054817020986,5.97589183878468,6.55876385464986,6.26054817020986,2
"Mexico",484,1970,0.573532860014838,0.389146220050817,0.0373209199343453,0.734541649889361,2.73984035408732,3.73,5.7,23.588844,NA,NA,2.73984035408732,1,0,0,0,0,0,0,0,0,0,2.32464199026573,2.22133498696221,2.43275346340121,2.73984035408732,2
"Mexico",484,1975,0.572430198250767,0.390286895210309,0.037282906538924,0.74530301028959,3.2644271850684,4.38,7.90000000000001,19.889816,NA,NA,3.2644271850684,0,1,0,0,0,0,0,0,0,0,2.8474374772145,2.7240677661915,2.97639445217667,3.2644271850684,2
"Mexico",484,1980,0.560620176055932,0.40099017040276,0.0383896535413085,0.762391439162315,3.88057242533618,5.09,10.9,17.010757,NA,NA,3.88057242533618,0,0,1,0,0,0,0,0,0,0,3.41637019424455,3.27087493983354,3.56833737725129,3.88057242533618,2
"Mexico",484,1985,0.540437169068446,0.420333986306949,0.0392288446246048,0.777655465664018,4.53373136482122,5.83,14.9,13.717635,NA,NA,4.53373136482122,0,0,0,1,0,0,0,0,0,0,4.03482110194322,3.86460122846096,4.21253846445873,4.53373136482122,2
"Mexico",484,1990,0.511393579492141,0.446024662621277,0.0425817578865818,0.790919607153571,5.21216021114203,6.59,19.1,12.443848,NA,NA,5.21216021114203,0,0,0,0,1,0,0,0,0,0,4.72471929319476,4.52465281187775,4.93363211004529,5.21216021114203,2
"Mexico",484,1995,0.472985739778796,0.480677288935684,0.0463369712855193,0.806731636446817,5.88107362969729,7.29,22.9,9.6064777,NA,NA,5.88107362969729,0,0,0,0,0,1,0,0,0,0,5.2852231666842,5.16031864753814,5.41315097566345,5.88107362969729,2
"Mexico",484,2000,0.444120183578531,0.50558617476684,0.050293641654629,0.815424401511221,6.38477306383286,7.83,25.9,9.4119949,NA,NA,6.38477306383286,0,0,0,0,0,0,1,0,0,0,5.8240715335639,5.69062029672972,5.96065234708461,6.38477306383286,2
"Mexico",484,2005,0.419897375595613,0.526408429744043,0.053694194660344,0.820731753296523,6.81207355236114,8.3,29.2,7.4945116,NA,NA,6.81207355236114,0,0,0,0,0,0,0,1,0,0,6.42239619876426,6.2765181561754,6.57166472040218,6.81207355236114,2
"Mexico",484,2010,0.393601049263889,0.547321936935716,0.0590770138003958,0.82542347827651,7.22245543491946,8.75,32.1,6.1327896,NA,NA,7.22245543491946,0,0,0,0,0,0,0,0,1,0,6.99057149164222,6.83308455755625,7.15168813851734,7.22245543491946,2
"Mexico",484,2015,0.368141081191425,0.567043670068143,0.0648152487404316,0.83938694491556,7.82308632661302,9.32,35.7,5.0788517,NA,NA,7.82308632661302,0,0,0,0,0,0,0,0,0,1,7.69477152874373,7.52406878600416,7.8693470997638,7.82308632661302,2
"Micronesia (Federated States of)",583,1970,0.574918566775244,0.392508143322476,0.0325732899022801,NA,NA,3.98,10.1,3.5793533,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3.08801295743718,2.91651571967331,3.26959459226507,3.08801295743718,2
"Micronesia (Federated States of)",583,1975,0.587025316455696,0.370253164556962,0.0427215189873418,NA,NA,4.92,14.8,3.5793533,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,3.90967786917835,3.71526109118918,4.11426832881087,3.90967786917835,2
"Micronesia (Federated States of)",583,1980,0.579452054794521,0.384931506849315,0.0356164383561644,NA,NA,6.34,23.3,3.5793533,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.24514329040148,5.0141198551625,5.4868110319537,5.24514329040148,2
"Micronesia (Federated States of)",583,1985,0.571761960326721,0.392065344224037,0.0361726954492415,NA,NA,7.38,30,0.63085175,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.3305202113904,6.06042305553074,6.61265488887767,6.3305202113904,2
"Micronesia (Federated States of)",583,1990,0.555555555555555,0.409138110072689,0.0353063343717549,NA,NA,8.13,35.1,0.63085175,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7.0992834759874,6.80041783704478,7.4112837005218,7.0992834759874,2
"Micronesia (Federated States of)",583,1995,0.552044609665428,0.412639405204461,0.0353159851301115,NA,NA,8.59,38.1,1.1158943,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.24702646853359,7.08401402642396,7.41379004046643,7.24702646853359,2
"Micronesia (Federated States of)",583,2000,0.528372093023256,0.434418604651163,0.0372093023255814,NA,NA,8.99,40.9,1.1158943,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.71196846681492,7.54764389458671,7.87987065417907,7.71196846681492,2
"Micronesia (Federated States of)",583,2005,0.512699905926623,0.446848541862653,0.0404515522107244,NA,NA,9.22,43.3,1.1158943,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7.99457124742075,7.83123114586894,8.16131821926894,7.99457124742075,2
"Micronesia (Federated States of)",583,2010,0.49566055930569,0.465766634522662,0.038572806171649,NA,NA,9.37,45,1.1158943,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,8.18288254593941,8.02043562150695,8.34861969106596,8.18288254593941,2
"Micronesia (Federated States of)",583,2015,0.46551724137931,0.491379310344828,0.0431034482758621,NA,NA,9.72,50.3,3.4062576,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.4585727321182,8.3140866181693,8.60556979382153,8.4585727321182,2
"Mongolia",496,1970,0.530575539568345,0.421567094150766,0.0478573662808883,NA,NA,5.8,28.8,25.92742,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,4.12414593685973,3.95918344019095,4.29598172589253,4.12414593685973,2
"Mongolia",496,1975,0.548624721227276,0.402716766912212,0.0486585118605123,NA,NA,6.72,37.1,21.351284,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,5.0632169563326,4.86238767796186,5.27234100709134,5.0632169563326,2
"Mongolia",496,1980,0.550603693181818,0.404474431818182,0.044921875,NA,NA,7.55,45.2,16.024881,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,6.01555361301323,5.7789312772572,6.26186461386881,6.01555361301323,2
"Mongolia",496,1985,0.533302112602768,0.423353106462691,0.0433447809345405,NA,NA,8.35,53.1,14.082211,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.75516098559939,6.48774317114838,7.03360147551693,6.75516098559939,2
"Mongolia",496,1990,0.516368298154846,0.442379011950002,0.0412526898951513,NA,NA,8.92,59.5,11.737253,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7.47286665761755,7.17804988668079,7.77979213910909,7.47286665761755,2
"Mongolia",496,1995,0.494342906875544,0.467667536988686,0.0379895561357702,NA,NA,9.36,64.3,9.3697538,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.79972563589735,7.67908949461023,7.9222569339729,7.79972563589735,2
"Mongolia",496,2000,0.460187695516163,0.502898852971846,0.0369134515119917,NA,NA,9.63,67.2,2.2311478,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,8.70919751998894,8.54763041736069,8.87381856006852,8.70919751998894,2
"Mongolia",496,2005,0.415452818239392,0.547300506649778,0.0372466751108296,NA,NA,9.88,69.2,4.8509898,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.79912341809078,8.64788769216606,8.9530039800275,8.79912341809078,2
"Mongolia",496,2010,0.370972498709725,0.590909090909091,0.0381184103811841,NA,NA,10.18,71.7,1.7429962,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,9.45836114759608,9.28151102625089,9.63858097515951,9.45836114759608,2
"Mongolia",496,2015,0.364631975005879,0.59653307353781,0.0388349514563107,NA,NA,10.48,73.9,1.5768814,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.86423587930009,9.67876364806833,10.0532622781724,9.86423587930009,2
"Montenegro",499,1970,0.434180138568129,0.493841416474211,0.0719784449576597,NA,NA,7.48,36.3,13.417259,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,6.50032412008381,6.24756904079112,6.76330479747571,6.50032412008381,1
"Montenegro",499,1975,0.404113296049071,0.517409345119971,0.078477358830958,NA,NA,8.45,44.1,9.9505424,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,7.6406792532469,7.34363085292181,7.94974320199794,7.6406792532469,1
"Montenegro",499,1980,0.37465564738292,0.544077134986226,0.081267217630854,NA,NA,9.23,51.5,10.3647,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,8.27565855153813,7.95169540660459,8.61282040616924,8.27565855153813,1
"Montenegro",499,1985,0.345276872964169,0.577687296416938,0.0770358306188925,NA,NA,9.86,57.9,4.2652659,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,9.23889715281433,8.87898711458325,9.61339615642489,9.23889715281433,1
"Montenegro",499,1990,0.339512195121951,0.578048780487805,0.0824390243902439,NA,NA,10.35,63.5,6.537262,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,9.54502101292038,9.17184966269438,9.93337543545467,9.54502101292038,1
"Montenegro",499,1995,0.311895551257253,0.590103159252095,0.0980012894906512,NA,NA,10.79,68.8,2.3076577,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,10.0704951410264,9.90489830365477,10.2388605391351,10.0704951410264,1
"Montenegro",499,2000,0.294865525672372,0.589405052974735,0.115729421352893,NA,NA,11.14,73.1,2.2265396,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,10.5707115752884,10.3893964565978,10.7551909944658,10.5707115752884,1
"Montenegro",499,2005,0.276768332251785,0.592634652822842,0.130597014925373,NA,NA,11.44,77.2,1.6877451,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,11.0666207720891,10.8648547001768,11.2721337461827,11.0666207720891,1
"Montenegro",499,2010,0.264297253634895,0.607108239095315,0.12859450726979,NA,NA,11.64,80.1,1.5577927,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,11.3824741651048,11.1650925073784,11.6040881912673,11.3824741651048,1
"Montenegro",499,2015,0.251034702324101,0.609996816300541,0.138968481375358,NA,NA,11.97,83.2,1.1528168,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,11.9009162069924,11.6625374764105,12.1441673265641,11.9009162069924,1
"Morocco",504,1970,0.58033125,0.38519375,0.034475,NA,NA,0.6,0.899999999999991,78.415764,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.135555168848431,0.121651686197344,0.15104767040975,0.135555168848431,3
"Morocco",504,1975,0.575200660536855,0.390188556311329,0.0346107831518168,NA,NA,0.99,1.5,73.869759,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.256178821384364,0.235327783537746,0.27887734945396,0.256178821384364,3
"Morocco",504,1980,0.554155417038882,0.41300648277996,0.0328381001811585,NA,NA,1.46,2.69999999999999,69.742203,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.418627477026771,0.390574098635067,0.448695817603469,0.418627477026771,3
"Morocco",504,1985,0.530602571882932,0.435753868234189,0.0336435598828788,NA,NA,1.95,4.40000000000001,64.426117,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.609393153299583,0.573770799902707,0.647227107673272,0.609393153299583,3
"Morocco",504,1990,0.504711550419005,0.456163927455362,0.0391245221256333,NA,NA,2.49,6.8,58.405891,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.868542468822806,0.822822313270828,0.916803066691409,0.868542468822806,3
"Morocco",504,1995,0.479195006949129,0.473978551705578,0.0468264413452925,NA,NA,3.04,9.10000000000001,54.017754,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1.11381739643099,1.08220728039484,1.14635081011438,1.11381739643099,3
"Morocco",504,2000,0.448055295139189,0.499458603022829,0.0524861018379822,NA,NA,3.55,11.1,47.693741,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1.44489147566155,1.40953990575807,1.48112967068968,1.44489147566155,3
"Morocco",504,2005,0.412310151354857,0.530341391835812,0.0573484568093309,NA,NA,4,13.1,44.384205,2.046690844,1.848493508,1.6373526752,0,0,0,0,0,0,0,1,0,0,1.74012743450508,1.70087953486035,1.78028098184263,1.6373526752,3
"Morocco",504,2010,0.383298001351564,0.555295322909627,0.0614066757388087,NA,NA,4.85,17.8,31.745224,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,2.52857928687608,2.48119506000671,2.57686842645956,2.52857928687608,3
"Morocco",504,2015,0.361612440700077,0.574422660831736,0.0639648984681871,NA,NA,5.66,22.6,26.249992,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,3.26712433724485,3.21009098829112,3.32517099171071,3.26712433724485,3
"Mozambique",508,1970,0.534073978104554,0.436775280171018,0.0291507417244283,NA,NA,0.42,0.399999999999991,81.918869,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.0835474968693286,0.073603602735577,0.0948348175048847,0.0835474968693286,3
"Mozambique",508,1975,0.540202644355319,0.429995586344534,0.0298017693001478,NA,NA,0.56,0.599999999999994,78.042198,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.119873943981323,0.107033902421676,0.134254307471902,0.119873943981323,3
"Mozambique",508,1980,0.541384228187919,0.428523489932886,0.0300922818791946,NA,NA,0.75,1.2,73.002289,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.174876111693791,0.158230350842618,0.193272999006094,0.174876111693791,3
"Mozambique",508,1985,0.552333685645574,0.417130033852611,0.0305362805018152,NA,NA,0.9,1.69999999999999,69.258957,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.21862921559151,0.199472127865799,0.2396261293323,0.21862921559151,3
"Mozambique",508,1990,0.581261849589214,0.386853350988594,0.0318847994221915,NA,NA,0.99,2.19999999999999,64.505058,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.254256169761344,0.232556184977493,0.277980995723532,0.254256169761344,3
"Mozambique",508,1995,0.552678937896631,0.41662614845452,0.0306949136488492,NA,NA,1.18,2.69999999999999,61.292122,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.311773756877778,0.290960142732338,0.334076257197548,0.311773756877778,3
"Mozambique",508,2000,0.554202688136563,0.41450537847291,0.0312919333905277,NA,NA,1.43,3.40000000000001,51.84116,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0.435864708579207,0.409062803824631,0.464422681330571,0.435864708579207,3
"Mozambique",508,2005,0.557070786319178,0.410976230213638,0.031952983467184,NA,NA,1.75,4.40000000000001,49.416191,0.940876909,0.81687693325,0.7527015272,0,0,0,0,0,0,0,1,0,0,0.576448902087233,0.546521615790356,0.608014993582693,0.7527015272,3
"Mozambique",508,2010,0.562422846196085,0.406356441284665,0.0312207125192497,NA,NA,2.3,6,40.604229,1.2657670109,1.0589344923,1.01261360872,0,0,0,0,0,0,0,0,1,0,0.888411229092782,0.850363570561648,0.928161246908598,1.01261360872,3
"Mozambique",508,2015,0.560119532153721,0.408551475943619,0.0313289919026606,NA,NA,2.93,7.8,41.652786,1.496238195,1.11995651081,1.196990556,0,0,0,0,0,0,0,0,0,1,1.19649078448363,1.16007662295016,1.23404796634348,1.196990556,3
"Myanmar",104,1970,0.522516157730853,0.440327602899233,0.0371562393699139,NA,NA,2.62,2.8,28.894245,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1.40806781350206,1.33217925111134,1.48827942318309,1.40806781350206,3
"Myanmar",104,1975,0.517290751088751,0.444346119938221,0.0383631289730282,NA,NA,3.07,3.80000000000001,26.003504,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.70305954761472,1.61654635816791,1.79420268900225,1.70305954761472,3
"Myanmar",104,1980,0.509319185414525,0.451480435160446,0.0392003794250297,NA,NA,3.54,5.2,21.429588,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2.05132279362045,1.94976857254567,2.15816649364332,2.05132279362045,3
"Myanmar",104,1985,0.499031408713895,0.460063729353192,0.0409048619329129,NA,NA,3.99,6.7,20.712755,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.30530530533082,2.19774474337269,2.41813002479569,2.30530530533082,3
"Myanmar",104,1990,0.477824719794741,0.479457240966877,0.0427180392383818,NA,NA,4.43,8,18.358709,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.653654460782,2.53008715270462,2.78325669125689,2.653654460782,3
"Myanmar",104,1995,0.452777909612564,0.501074641842553,0.046147448544883,NA,NA,4.85,9.30000000000001,16.360804,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,2.89348708086062,2.81102395098037,2.97836931776672,2.89348708086062,3
"Myanmar",104,2000,0.425317896331209,0.526676637396159,0.0480054662726325,NA,NA,5.24,10.7,10.058243,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,3.39930761582473,3.2915911406244,3.51054908502763,3.39930761582473,3
"Myanmar",104,2005,0.400882317969016,0.549935206663536,0.0491824753674477,NA,NA,5.61,12.3,13.323649,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,3.5984267905399,3.50109108588435,3.69846857714772,3.5984267905399,3
"Myanmar",104,2010,0.384482234925778,0.564780993473419,0.0507367716008037,NA,NA,5.98,14.3,12.109745,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3.95981868266747,3.85529773621515,4.06717329567288,3.95981868266747,3
"Myanmar",104,2015,0.371228804018029,0.575586121617135,0.0531850743648361,NA,NA,6.36,17.2,24.448799,5.6538969318,5.13679723356,4.52311754544,0,0,0,0,0,0,0,0,0,1,3.81447449057,3.73109753261747,3.89971463142158,4.52311754544,3
"Namibia",516,1970,0.53305996924654,0.431317273193234,0.0356227575602255,NA,NA,3.01,4.2,41.129311,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1.49235031009806,1.42465208478755,1.56326549606804,1.49235031009806,3
"Namibia",516,1975,0.543898398674765,0.421535063500828,0.0345665378244064,NA,NA,3.39,5.20000000000002,36.433544,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.747606023705,1.67020792011469,1.82859078639759,1.747606023705,3
"Namibia",516,1980,0.56887704756266,0.396585750937438,0.0345372014999013,NA,NA,3.86,6.7,31.879318,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2.07178616055159,1.98195667133844,2.16568704912932,2.07178616055159,3
"Namibia",516,1985,0.577454988257806,0.387753326954858,0.0347916847873358,NA,NA,4.48,8.7,27.563784,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.50399724026506,2.39764781909795,2.61506386772598,2.50399724026506,3
"Namibia",516,1990,0.549011299435028,0.417231638418079,0.0337570621468927,NA,NA,5.27,12.1,24.183418,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.14250971201714,3.00936901298099,3.28154083049451,3.14250971201714,3
"Namibia",516,1995,0.530751570807153,0.435476075398743,0.0337723537941034,NA,NA,6.08,16.1,20.097446,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.75288856671741,3.67178279774762,3.83578587568902,3.75288856671741,3
"Namibia",516,2000,0.511214067600295,0.455670211645783,0.0331157207539223,NA,NA,6.83,20.4,15.05574,5.92695535607,5.37091433297,4.741564284856,0,0,0,0,0,0,1,0,0,0,4.59743789451333,4.49580719528939,4.70136602300328,4.741564284856,3
"Namibia",516,2005,0.510004928536225,0.456727451946772,0.0332676195170035,NA,NA,7.45,23.8,23.513412,6.7635085601,6.1159221973,5.41080684808,0,0,0,0,0,0,0,1,0,0,4.75194620177213,4.63946211846734,4.86715746953793,5.41080684808,3
"Namibia",516,2010,0.496602982080161,0.469107655829648,0.034289362090192,NA,NA,7.99,26.7,11.725372,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,5.8495229458973,5.71918999323378,5.9828260182054,5.8495229458973,3
"Namibia",516,2015,0.480169854881267,0.48503463060686,0.0347955145118734,NA,NA,8.43,28.8,8.4727325,7.84126573587,7.29148975572,6.273012588696,0,0,0,0,0,0,0,0,0,1,6.48274520732113,6.33391730605,6.63507011417767,6.273012588696,3
"Nepal",524,1970,0.516861051596068,0.453860326299906,0.0292786221040258,NA,NA,0.79,2.39999999999999,82.668701,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.184372601856627,0.167929917078048,0.202425255171079,0.184372601856627,3
"Nepal",524,1975,0.512803573439436,0.455838744791862,0.0313576817687024,NA,NA,1.06,3.39999999999999,79.426224,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.26537767555785,0.244539645929582,0.287991382406627,0.26537767555785,3
"Nepal",524,1980,0.514874817883351,0.452300544503602,0.0328246376130466,NA,NA,1.37,5,79.426331,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.35308365639041,0.328282147474967,0.379758903641045,0.35308365639041,3
"Nepal",524,1985,0.52075193997882,0.445306657253457,0.0339414027677231,NA,NA,1.71,7.10000000000001,71.711914,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.483461145340633,0.452638697519014,0.516382448816714,0.483461145340633,3
"Nepal",524,1990,0.526921085915861,0.437787182265011,0.0352917318191279,NA,NA,2.06,9.60000000000001,67.024414,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.632206712857457,0.59500205552282,0.671737726066902,0.632206712857457,3
"Nepal",524,1995,0.521947318952739,0.441761396847367,0.0362912841998943,NA,NA,2.62,13.5,61.868126,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.862376278936938,0.832155104730878,0.893694988164056,0.862376278936938,3
"Nepal",524,2000,0.515266307095904,0.447016686330693,0.037717006573403,NA,NA,3.2,17.3,51.391029,1.7272463232,1.4896646432,1.38179705856,0,0,0,0,0,0,1,0,0,0,1.23641842138445,1.2011497151281,1.27272270349394,1.38179705856,3
"Nepal",524,2005,0.501111115465865,0.455216363771757,0.0436725207623781,NA,NA,3.92,21.8,50.540165,2.66745461864,2.34719454256,2.133963694912,0,0,0,0,0,0,0,1,0,0,1.62227140701275,1.57955570322643,1.66614226559749,2.133963694912,3
"Nepal",524,2010,0.480010859216946,0.47029706652386,0.0496920742591931,NA,NA,4.75,26.7,40.372749,3.65785740425,3.32919001775,2.9262859234,0,0,0,0,0,0,0,0,1,0,2.30030463089935,2.25248813406824,2.34913619073328,2.9262859234,3
"Nepal",524,2015,0.438975794098045,0.506265200657401,0.0547590052445539,NA,NA,5.62,31.5,32.091568,4.45989934552,3.96210601902,3.567919476416,0,0,0,0,0,0,0,0,0,1,3.10710240127084,3.05363442913955,3.16150657716527,3.567919476416,3
"Netherlands",528,1970,0.359928162359234,0.539052082289555,0.101019755351211,0.992805907582633,9.29266329497344,9.36,35.8,3.2175114,NA,NA,9.29266329497344,1,0,0,0,0,0,0,0,0,0,9.51097780248002,9.12982563918871,9.90804231473865,9.29266329497344,1
"Netherlands",528,1975,0.341023246236551,0.551695482390663,0.107281271372786,1.00102509559996,9.73997418018759,9.73,40.9,2.3943412,NA,NA,9.73997418018759,0,1,0,0,0,0,0,0,0,0,9.7665450022005,9.37955828294337,10.1694982218368,9.73997418018759,1
"Netherlands",528,1980,0.313322543549555,0.572412226528671,0.114265229921774,1.00977378604691,10.2088129769343,10.11,46.2,1.5910527,NA,NA,10.2088129769343,0,0,1,0,0,0,0,0,0,0,10.0146679437131,9.62048561926223,10.4250011893398,10.2088129769343,1
"Netherlands",528,1985,0.281641110650642,0.599385274209145,0.118973615140213,1.02015291393557,10.6707994797661,10.46,51.5,1.0635465,NA,NA,10.6707994797661,0,0,0,1,0,0,0,0,0,0,10.1529590348656,9.75582262779304,10.5662619234169,10.6707994797661,1
"Netherlands",528,1990,0.254549959154156,0.618606955846313,0.126843084999531,1.03232705937829,11.1697787824731,10.82,56.7,0.75186032,NA,NA,11.1697787824731,0,0,0,0,1,0,0,0,0,0,10.5522100574413,10.140388777465,10.9807562155621,11.1697787824731,1
