"year","iso","wic_mys","adj_factor","qamys_piaac","country","old_dep","youth_dep","tot_dep","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred","plot"
1970,233,9.98,0.982400235698952,9.80435435227555,"Estonia",0.18,0.33,0.51,45.3,0.92080343,NA,NA,9.80435435227555,1,0,0,0,0,0,0,0,0,0,10.7546865726807,10.3315976522288,11.1951013937953,9.80435435227555,1
1975,233,10.81,0.997569703844595,10.7837284985601,"Estonia",0.19,0.33,0.52,53.5,0.76623142,NA,NA,10.7837284985601,0,1,0,0,0,0,0,0,0,0,11.6217912172747,11.1664805982424,12.095667019668,10.7837284985601,1
1980,233,11.38,1.00946552614802,11.4877176875644,"Estonia",0.19,0.33,0.52,61.4,0.61534274,NA,NA,11.4877176875644,0,0,1,0,0,0,0,0,0,0,12.0584105913248,11.5875487016359,12.5484060290031,11.4877176875644,1
1985,233,11.79,1.01420451947214,11.9574712845765,"Estonia",0.17,0.33,0.5,67.6,0.27355957,NA,NA,11.9574712845765,0,0,0,1,0,0,0,0,0,0,12.183017627303,11.7056562401554,12.6798460045334,11.9574712845765,1
1990,233,12.18,1.01909040435599,12.4125211250559,"Estonia",0.18,0.34,0.51,73.7,0.41785401,NA,NA,12.4125211250559,0,0,0,0,1,0,0,0,0,0,12.6132790744871,12.1186452276171,13.1281018647475,12.4125211250559,1
1995,233,12.46,1.026060791677,12.7847174642954,"Estonia",0.21,0.31,0.52,78.1,0.35462597,NA,NA,12.7847174642954,0,0,0,0,0,1,0,0,0,0,12.550972215395,12.323887129945,12.7822416653633,12.7847174642954,1
2000,233,12.66,1.03057927359424,13.0471336037031,"Estonia",0.22,0.26,0.48,81.3,0.23280334,NA,NA,13.0471336037031,0,0,0,0,0,0,1,0,0,0,12.9196310908778,12.6732646901296,13.1707868182045,13.0471336037031,1
2005,233,12.76,1.03410158446857,13.1951362178189,"Estonia",0.25,0.22,0.47,82.7,0.26766866,NA,NA,13.1951362178189,0,0,0,0,0,0,0,1,0,0,13.2245863248961,12.9419707183144,13.513373447611,13.1951362178189,1
2010,233,12.71,1.0332866582265,13.1330734260588,"Estonia",0.26,0.22,0.48,81.9,0.11421204,NA,NA,13.1330734260588,0,0,0,0,0,0,0,0,1,0,13.2188893274371,12.9237772632133,13.5207402210818,13.1330734260588,1
2015,233,13.27,1.04940514012094,13.9256062094049,"Estonia",0.29,0.25,0.54,84.7,0.17731124,NA,NA,13.9256062094049,0,0,0,0,0,0,0,0,0,1,14.1645435208209,13.7901439288765,14.5491079852403,13.9256062094049,1
1970,231,0.43,NA,NA,"Ethiopia",0.05,0.82,0.88,0.700000000000003,86.093796,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.0843031907207113,0.0745497816092578,0.0953326463509058,0.0843031907207113,3
1975,231,0.54,NA,NA,"Ethiopia",0.05,0.86,0.91,0.899999999999991,82.633331,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.111637423344154,0.0997145077772312,0.124985968127775,0.111637423344154,3
1980,231,0.69,NA,NA,"Ethiopia",0.06,0.87,0.93,1.30000000000001,78.782623,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.152237745101633,0.137460564799804,0.168603490516596,0.152237745101633,3
1985,231,0.88,NA,NA,"Ethiopia",0.06,0.91,0.97,1.8,74.540466,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.20742534282274,0.1893070687667,0.227277687650191,0.20742534282274,3
1990,231,1.12,NA,NA,"Ethiopia",0.06,0.92,0.98,2.40000000000001,72.98864,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.280716535274686,0.258944976451868,0.304318601798677,0.280716535274686,3
1995,231,1.37,NA,NA,"Ethiopia",0.06,0.93,0.99,3.19999999999999,64.854691,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.370735127136071,0.349350044293993,0.393429274555734,0.370735127136071,3
2000,231,1.69,NA,NA,"Ethiopia",0.06,0.92,0.98,4.09999999999999,64.099998,0.6782580766,0.51739614316,0.54260646128,0,0,0,0,0,0,1,0,0,0,0.486792754905616,0.463367463377894,0.511402299378417,0.54260646128,3
2005,231,2.05,NA,NA,"Ethiopia",0.06,0.91,0.97,4.7,65.591843,0.9364837142,0.71208539035,0.74918697136,0,0,0,0,0,0,0,1,0,0,0.612771049880908,0.587824267619507,0.638776553225258,0.74918697136,3
2010,231,2.61,NA,NA,"Ethiopia",0.06,0.85,0.91,6.90000000000001,47.801685,1.38289532994,1.01505153735,1.106316263952,0,0,0,0,0,0,0,0,1,0,0.980910849931046,0.948562707579845,1.01436213739349,1.106316263952,3
2015,231,3.18,NA,NA,"Ethiopia",0.06,0.76,0.82,9.3,48.228821,1.78138743504,1.27814523552,1.425109948032,0,0,0,0,0,0,0,0,0,1,1.2565258857613,1.22329271304554,1.2906619035255,1.425109948032,3
1970,242,6.04,NA,NA,"Fiji",0.04,0.81,0.85,9.60000000000001,24.658947,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,4.16277991266139,3.98622057776561,4.34715948683662,4.16277991266139,1
1975,242,6.73,NA,NA,"Fiji",0.04,0.7,0.74,11.7,19.868723,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.8107513871028,4.60250137911653,5.0284241116195,4.8107513871028,1
1980,242,7.46,NA,NA,"Fiji",0.04,0.68,0.72,14.1,16.113081,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.4710269661424,5.22687443006372,5.72658411154761,5.4710269661424,1
1985,242,8.19,NA,NA,"Fiji",0.05,0.67,0.72,17.5,12.905176,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.159297377457,5.88354584189794,6.44797290671077,6.159297377457,1
1990,242,8.77,NA,NA,"Fiji",0.05,0.66,0.71,21,10.534678,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.77968880817146,6.46927194766942,7.10500048652371,6.77968880817146,1
1995,242,9.34,NA,NA,"Fiji",0.05,0.61,0.66,24.7,7.0571136,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.2294598810063,6.99883483884324,7.46768446099207,7.2294598810063,1
2000,242,9.92,NA,NA,"Fiji",0.06,0.57,0.62,29.8,6.5159392,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.91699121276313,7.6738915482063,8.1677919826244,7.91699121276313,1
2005,242,10.45,NA,NA,"Fiji",0.06,0.47,0.53,35.3,5.0936961,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.61994109381552,8.35790024068454,8.89019757607968,8.61994109381552,1
2010,242,11.08,NA,NA,"Fiji",0.07,0.44,0.51,42.6,3.9254031,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,9.49836897531863,9.22450664144131,9.78036188797181,9.49836897531863,1
2015,242,11.52,NA,NA,"Fiji",0.09,0.44,0.53,49.1,0.91789246,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,10.4178102838163,10.1446718428514,10.6983027929155,10.4178102838163,1
1970,246,8.85,0.984054072349133,8.70887854028983,"Finland",0.14,0.37,0.51,33.1,1.6087557,NA,NA,8.70887854028983,1,0,0,0,0,0,0,0,0,0,8.91097013674851,8.55634339116956,9.28029476469737,8.70887854028983,1
1975,246,9.49,0.99120081824374,9.40649576513309,"Finland",0.16,0.33,0.48,42.8,1.1971706,NA,NA,9.40649576513309,0,1,0,0,0,0,0,0,0,0,9.58596572668789,9.21166218340637,9.9754785926436,9.40649576513309,1
1980,246,10.11,1.00105866663936,10.1207031197239,"Finland",0.18,0.3,0.48,51.8,0.79552633,NA,NA,10.1207031197239,0,0,1,0,0,0,0,0,0,0,10.2147452096203,9.81876633561011,10.6266934287909,10.1207031197239,1
1985,246,10.67,1.01139478886699,10.7915823972108,"Finland",0.18,0.29,0.47,59.4,0.53177327,NA,NA,10.7915823972108,0,0,0,1,0,0,0,0,0,0,10.6591632250954,10.2467853715684,11.0881370634033,10.7915823972108,1
1990,246,11.2,1.02320529438399,11.4598992971007,"Finland",0.2,0.29,0.49,66.6,0.37593016,NA,NA,11.4598992971007,0,0,0,0,1,0,0,0,0,0,11.3506761338644,10.9083762931102,11.8109098214052,11.4598992971007,1
1995,246,11.67,1.03723324256797,12.1045119407682,"Finland",0.21,0.29,0.5,72.5,0.29987678,NA,NA,12.1045119407682,0,0,0,0,0,1,0,0,0,0,11.4876275533389,11.2880858696037,11.6906965741273,12.1045119407682,1
2000,246,12.01,1.05066497171313,12.6184863102747,"Finland",0.22,0.27,0.49,76.6,0.25392306,NA,NA,12.6184863102747,0,0,0,0,0,0,1,0,0,0,12.0213667910683,11.8013436272918,12.2454920464478,12.6184863102747,1
2005,246,12.28,1.0602235641372,13.0195453676048,"Finland",0.24,0.26,0.5,79.9,0.2239619,NA,NA,13.0195453676048,0,0,0,0,0,0,0,1,0,0,12.5144792417738,12.2621897489604,12.7719594867683,13.0195453676048,1
2010,246,12.45,1.07360684398109,13.3664052075646,"Finland",0.26,0.25,0.51,82.3,0.2075292,NA,NA,13.3664052075646,0,0,0,0,0,0,0,0,1,0,12.8742247447305,12.5852375114007,13.1698478179443,13.3664052075646,1
2015,246,13.03,1.09531804382604,14.2719941110533,"Finland",0.32,0.26,0.58,86.4,0.2007187,NA,NA,14.2719941110533,0,0,0,0,0,0,0,0,0,1,14.0361411488669,13.5997952686692,14.4864870726979,14.2719941110533,1
1970,250,7.97,0.917739471964646,7.31438359155823,"France",0.21,0.4,0.6,30.7,3.2175114,NA,NA,7.31438359155823,1,0,0,0,0,0,0,0,0,0,7.8933868967206,7.56474371013859,8.23630767792119,7.31438359155823,1
1975,250,8.5,0.931442679455784,7.91726277537417,"France",0.21,0.38,0.59,37.9,2.3943412,NA,NA,7.91726277537417,0,1,0,0,0,0,0,0,0,0,8.37280449014567,8.03068172586454,8.72950235400551,7.91726277537417,1
1980,250,9.03,0.940376764529638,8.49160218370263,"France",0.22,0.35,0.56,44.8,1.5910527,NA,NA,8.49160218370263,0,0,1,0,0,0,0,0,0,0,8.8658138713386,8.50284024584791,9.24428230197585,8.49160218370263,1
1985,250,9.48,0.946887354664861,8.97649212222288,"France",0.19,0.32,0.51,50.4,1.0635465,NA,NA,8.97649212222288,0,0,0,1,0,0,0,0,0,0,9.08047711676599,8.72191122778737,9.45378398319568,8.97649212222288,1
1990,250,10.01,0.95563488492145,9.56590519806371,"France",0.21,0.3,0.51,57,0.75186032,NA,NA,9.56590519806371,0,0,0,0,1,0,0,0,0,0,9.74911024137662,9.35926292980179,10.1551961101415,9.56590519806371,1
1995,250,10.49,0.963016026635546,10.1020381194069,"France",0.23,0.3,0.53,62.9,0.59975356,NA,NA,10.1020381194069,0,0,0,0,0,1,0,0,0,0,9.98537016096358,9.78515618401514,10.1896807139719,10.1020381194069,1
2000,250,10.92,0.97248476502775,10.619533634103,"France",0.25,0.29,0.54,68.1,0.50784612,NA,NA,10.619533634103,0,0,0,0,0,0,1,0,0,0,10.6622129590434,10.4299965719769,10.899599477284,10.619533634103,1
2005,250,11.3,0.981986530789719,11.0964477979238,"France",0.26,0.28,0.54,72.3,0.44792381,NA,NA,11.0964477979238,0,0,0,0,0,0,0,1,0,0,11.2377459249437,10.9830792817967,11.4983175695451,11.0964477979238,1
2010,250,11.62,0.990177065315241,11.5058574989631,"France",0.26,0.29,0.55,75.7,0.4150584,NA,NA,11.5058574989631,0,0,0,0,0,0,0,0,1,0,11.6898437790767,11.4277874074222,11.9579094979019,11.5058574989631,1
2015,250,12.14,0.995757531476316,12.0884964321225,"France",0.3,0.29,0.59,79.9,0.4014374,NA,NA,12.0884964321225,0,0,0,0,0,0,0,0,0,1,12.6167613336929,12.2614168334477,12.9824039679605,12.0884964321225,1
1970,254,5.49,NA,NA,"French Guiana",0.09,0.68,0.78,19.7,19.610388,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3.99246943513249,3.83575208258626,4.15558978976549,3.99246943513249,2
1975,254,5.95,NA,NA,"French Guiana",0.09,0.68,0.76,23.2,16.917896,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.37764352704733,4.20421699973647,4.5582240048743,4.37764352704733,2
1980,254,6.54,NA,NA,"French Guiana",0.08,0.56,0.64,27.8,17.08075,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4.74438790097479,4.55519084416322,4.94144314145653,4.74438790097479,2
1985,254,7.02,NA,NA,"French Guiana",0.07,0.53,0.6,32,11.837346,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5.25241020930153,5.04012618859553,5.4736353762727,5.25241020930153,2
1990,254,7.4,NA,NA,"French Guiana",0.06,0.57,0.63,35.8,9.7087831,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,5.63481567576112,5.39850808448464,5.88146710219001,5.63481567576112,2
1995,254,7.7,NA,NA,"French Guiana",0.06,0.58,0.64,38.7,8.3060417,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,5.71965444134181,5.58074776870458,5.86201854737378,5.71965444134181,2
2000,254,7.93,NA,NA,"French Guiana",0.06,0.59,0.65,40.8,7.3742652,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,6.00147733291902,5.85286105893864,6.15386728214461,6.00147733291902,2
2005,254,8.11,NA,NA,"French Guiana",0.06,0.6,0.65,42.4,6.7534399,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,6.22053545056248,6.06439203384619,6.38069918233224,6.22053545056248,2
2010,254,8.26,NA,NA,"French Guiana",0.07,0.58,0.65,43.2,6.0591912,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,6.43850859708607,6.28428907546406,6.59651274105179,6.43850859708607,2
2015,254,8.54,NA,NA,"French Guiana",0.08,0.55,0.63,46.5,4.3469939,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,6.87528398447149,6.71278875155098,7.04171270937262,6.87528398447149,2
1970,258,5.67,NA,NA,"French Polynesia",0.05,0.89,0.94,18.7,19.610388,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,4.08664972191641,3.9193528479128,4.26108763300892,4.08664972191641,1
1975,258,6.58,NA,NA,"French Polynesia",0.05,0.79,0.85,24.6,16.917896,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.89760149998189,4.69403238843629,5.10999892367923,4.89760149998189,1
1980,258,7.47,NA,NA,"French Polynesia",0.06,0.7,0.76,31.4,15.174514,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.6864305806801,5.4507047282112,5.9323508355782,5.6864305806801,1
1985,258,8.19,NA,NA,"French Polynesia",0.05,0.6,0.65,37.6,11.837346,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.36798663196341,6.10088780364019,6.64677913281229,6.36798663196341,1
1990,258,8.86,NA,NA,"French Polynesia",0.06,0.58,0.64,43.6,9.7087831,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7.1337646346891,6.83416292079703,7.44650053750924,7.1337646346891,1
1995,258,9.4,NA,NA,"French Polynesia",0.06,0.55,0.61,48.8,8.3060417,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.44043958648642,7.254623139821,7.6310154467266,7.44043958648642,1
2000,258,9.86,NA,NA,"French Polynesia",0.07,0.5,0.56,53.3,10.401939,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.82320165570474,7.63581488055126,8.0151869974882,7.82320165570474,1
2005,258,10.29,NA,NA,"French Polynesia",0.08,0.41,0.49,58,5.3790588,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.72873096974087,8.51754225565973,8.94515601510356,8.72873096974087,1
2010,258,10.68,NA,NA,"French Polynesia",0.09,0.37,0.46,62.3,6.2277946,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,9.1587841785909,8.94419163438199,9.37852531105824,9.1587841785909,1
2015,258,10.91,NA,NA,"French Polynesia",0.11,0.35,0.45,66.5,5.6167297,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.58453171199631,9.37839085253338,9.79520363170277,9.58453171199631,1
1970,266,2.1,NA,NA,"Gabon",0.11,0.58,0.69,2.59999999999999,71.674934,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.728321589258966,0.685015905695911,0.774364993527876,0.728321589258966,2
1975,266,2.95,NA,NA,"Gabon",0.11,0.66,0.77,4.39999999999999,66.826813,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.12706528695768,1.06419556279041,1.1936491801697,1.12706528695768,2
1980,266,3.88,NA,NA,"Gabon",0.11,0.72,0.83,6.49999999999999,56.009636,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.696038166612,1.60925414852312,1.78750228187669,1.696038166612,2
1985,266,4.83,NA,NA,"Gabon",0.11,0.76,0.88,8.50000000000001,52.062386,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.23929683844851,2.11827333945515,2.36723478376746,2.23929683844851,2
1990,266,5.73,NA,NA,"Gabon",0.11,0.79,0.91,10.2,27.766327,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.42428853892552,3.27317506976756,3.58237850034992,3.42428853892552,2
1995,266,6.54,NA,NA,"Gabon",0.11,0.8,0.91,11.8,42.035908,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.37533594234566,3.24362386980004,3.5123963754752,3.37533594234566,2
2000,266,7.25,NA,NA,"Gabon",0.11,0.76,0.87,13.7,34.771954,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,4.11805014878079,3.96710117629144,4.27474275907594,4.11805014878079,2
2005,266,7.82,NA,NA,"Gabon",0.1,0.72,0.82,15.5,31.799746,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,4.64652388861146,4.47630410423505,4.82321659670317,4.64652388861146,2
2010,266,8.1,NA,NA,"Gabon",0.09,0.69,0.79,16.4,17.716202,7.374410586,6.9144869322,5.8995284688,0,0,0,0,0,0,0,0,1,0,5.51293060815576,5.34945333482842,5.68140368520767,5.8995284688,2
2015,266,8.76,NA,NA,"Gabon",0.08,0.6,0.67,21.7,15.33284,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,6.23289335983296,6.05033889148891,6.42095597152404,6.23289335983296,2
1970,270,0.56,NA,NA,"Gambia",0.04,0.72,0.76,1.39999999999999,89.040733,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.114059390960205,0.102380713534476,0.127070267603009,0.114059390960205,3
1975,270,0.7,NA,NA,"Gambia",0.05,0.79,0.84,1.80000000000001,85.823936,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.150466157277519,0.13628516002752,0.166122742060042,0.150466157277519,3
1980,270,0.93,NA,NA,"Gambia",0.06,0.87,0.93,2.2,82.016342,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.215426195345018,0.19744079842849,0.235049928941804,0.215426195345018,3
1985,270,1.2,NA,NA,"Gambia",0.06,0.91,0.97,3.19999999999999,77.467041,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.298880674644132,0.276525530780365,0.32304307462548,0.298880674644132,3
1990,270,1.63,NA,NA,"Gambia",0.05,0.9,0.96,4.50000000000001,72.281044,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.45252130245308,0.42337961157069,0.483668848422195,0.45252130245308,3
1995,270,2.01,NA,NA,"Gambia",0.05,0.92,0.97,6.09999999999999,66.778015,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.589843257161656,0.56538219679204,0.615362616639029,0.589843257161656,3
2000,270,2.42,NA,NA,"Gambia",0.05,0.9,0.95,7.80000000000001,63.18227,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0.771792742234191,0.744203517296671,0.800404759076026,0.771792742234191,3
2005,270,2.96,NA,NA,"Gambia",0.05,0.9,0.95,10.2,55.125454,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1.07421651040464,1.04272576038193,1.1066582941264,1.07421651040464,3
2010,270,3.62,NA,NA,"Gambia",0.05,0.9,0.95,13.8,58.04995,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1.3530397847693,1.31190416441072,1.39546523963576,1.3530397847693,3
2015,270,4.38,NA,NA,"Gambia",0.04,0.88,0.92,18.3,49.222031,2.5278541908,2.20518729522,2.02228335264,0,0,0,0,0,0,0,0,0,1,1.86795180559412,1.81938930087636,1.91781052375193,2.02228335264,3
1970,268,8.39,0.906205710591547,7.60306591186308,"Georgia",0.13,0.5,0.64,52.3,47.610863,NA,NA,7.60306591186308,1,0,0,0,0,0,0,0,0,0,5.55641551380235,5.21013123420173,5.92571510662797,7.60306591186308,1
1975,268,9.28,0.90120915360019,8.36322094540977,"Georgia",0.13,0.44,0.58,61.5,42.94355,NA,NA,8.36322094540977,0,1,0,0,0,0,0,0,0,0,6.40791001266557,6.0227729874742,6.8176753159743,8.36322094540977,1
1980,268,10.07,0.894679001372081,9.00941754381686,"Georgia",0.14,0.39,0.53,70.1,37.220085,NA,NA,9.00941754381686,0,0,1,0,0,0,0,0,0,0,7.30635490399206,6.89019458954537,7.74765085213816,9.00941754381686,1
1985,268,10.67,0.893184497058759,9.53027858361696,"Georgia",0.13,0.37,0.5,76.9,29.239998,NA,NA,9.53027858361696,0,0,0,1,0,0,0,0,0,0,8.18574116193171,7.75261665941408,8.64306353762205,9.53027858361696,1
1990,268,11.2,0.89261633026038,9.99730289891625,"Georgia",0.14,0.37,0.51,82.9,26.760311,NA,NA,9.99730289891625,0,0,0,0,1,0,0,0,0,0,8.85699478802994,8.40225761070494,9.33634271999046,9.99730289891625,1
1995,268,11.64,0.894540067829957,10.4124463895407,"Georgia",0.17,0.38,0.55,88,21.130911,NA,NA,10.4124463895407,0,0,0,0,0,1,0,0,0,0,9.47088054736029,9.17442059957718,9.77692022823779,10.4124463895407,1
2000,268,11.91,0.895128653165412,10.6609822592001,"Georgia",0.19,0.34,0.53,91.2,0.34764862,NA,NA,10.6609822592001,0,0,0,0,0,0,1,0,0,0,11.9442381678819,11.6475988058481,12.248432298291,10.6609822592001,1
2005,268,12.09,0.896314492713193,10.8364422169025,"Georgia",0.22,0.29,0.51,93.2,12.786404,NA,NA,10.8364422169025,0,0,0,0,0,0,0,1,0,0,11.012891024678,10.7080965562792,11.3263611402825,10.8364422169025,1
2010,268,12.21,0.897070399908881,10.9532295828874,"Georgia",0.21,0.26,0.47,93.8,0.41381073,NA,NA,10.9532295828874,0,0,0,0,0,0,0,0,1,0,12.4544384838022,12.1432538359742,12.7735975910587,10.9532295828874,1
2015,268,12.65,0.931805962282418,11.7873454228726,"Georgia",0.22,0.28,0.5,94,0.63574219,NA,NA,11.7873454228726,0,0,0,0,0,0,0,0,0,1,13.0512642019979,12.7355114289252,13.3748454642726,11.7873454228726,1
1970,276,11.94,0.955245052096221,11.4056259220289,"Germany",0.22,0.37,0.59,56.8,1.6087557,NA,NA,11.4056259220289,1,0,0,0,0,0,0,0,0,0,13.7962537604188,13.2226165076295,14.3947771390062,11.4056259220289,1
1975,276,12.17,0.95946865067944,11.6767334787688,"Germany",0.23,0.34,0.58,62.4,1.1971706,NA,NA,11.6767334787688,0,1,0,0,0,0,0,0,0,0,13.8002707567485,13.2345220791444,14.3902040300862,11.6767334787688,1
1980,276,12.4,0.966174200658571,11.9805600881663,"Germany",0.24,0.28,0.52,67.8,0.79552633,NA,NA,11.9805600881663,0,0,1,0,0,0,0,0,0,0,13.78882076648,13.2249566331818,14.3767260191284,11.9805600881663,1
1985,276,12.6,0.969265685064504,12.2127476318128,"Germany",0.21,0.23,0.44,72,0.53177327,NA,NA,12.2127476318128,0,0,0,1,0,0,0,0,0,0,13.4991220996392,12.9577243033045,14.0631405018007,12.2127476318128,1
1990,276,12.81,0.974795979978276,12.4871365035217,"Germany",0.21,0.23,0.45,76.4,0.37593016,NA,NA,12.4871365035217,0,0,0,0,1,0,0,0,0,0,13.652271889961,13.1103716987596,14.2165708219435,12.4871365035217,1
1995,276,13.01,0.985753474477537,12.8246527029528,"Germany",0.23,0.24,0.46,79.9,0.29987678,NA,NA,12.8246527029528,0,0,0,0,0,1,0,0,0,0,13.3948761113685,13.1340526235149,13.6608791804044,12.8246527029528,1
2000,276,13.15,0.991406513284276,13.0369956496882,"Germany",0.24,0.23,0.46,82.3,0.25392306,NA,NA,13.0369956496882,0,0,0,0,0,0,1,0,0,0,13.6756180436533,13.3952029956745,13.961903297493,13.0369956496882,1
2005,276,13.28,0.997815262605221,13.2509866873973,"Germany",0.28,0.22,0.5,84.3,0.2239619,NA,NA,13.2509866873973,0,0,0,0,0,0,0,1,0,0,14.1082264710592,13.7548767946529,14.4706533639088,13.2509866873973,1
2010,276,13.39,1.00756326615968,13.4912721338782,"Germany",0.31,0.21,0.52,85.4,0.2075292,NA,NA,13.4912721338782,0,0,0,0,0,0,0,0,1,0,14.4499287746768,14.0236797613832,14.8891336044483,13.4912721338782,1
2015,276,13.73,1.0262772292919,14.0907863581778,"Germany",0.32,0.2,0.52,86,0.2007187,NA,NA,14.0907863581778,0,0,0,0,0,0,0,0,0,1,14.9852455247818,14.5178611916213,15.4676767103677,14.0907863581778,1
1970,288,3.13,0.425002435319345,1.33025762254955,"Ghana",0.05,0.88,0.93,5.40000000000001,67.733482,NA,NA,1.33025762254955,1,0,0,0,0,0,0,0,0,0,1.22252306111564,1.15597135842636,1.29290628532017,1.33025762254955,3
1975,288,3.87,0.440832022214893,1.70601992597163,"Ghana",0.05,0.9,0.95,7.40000000000001,60.649151,NA,NA,1.70601992597163,0,1,0,0,0,0,0,0,0,0,1.64480514583944,1.55928515087573,1.73501553981995,1.70601992597163,3
1980,288,4.55,0.413514360533777,1.88149034042868,"Ghana",0.05,0.88,0.93,9.2,53.319874,NA,NA,1.88149034042868,0,0,1,0,0,0,0,0,0,0,2.08047827171652,1.97699206366371,2.18938149456365,1.88149034042868,3
1985,288,5.13,0.42399644089896,2.17510174181167,"Ghana",0.05,0.85,0.91,10.9,45.996189,NA,NA,2.17510174181167,0,0,0,1,0,0,0,0,0,0,2.50048867752619,2.37966239092161,2.62744986443862,2.17510174181167,3
1990,288,5.59,0.432683055762158,2.41869828171046,"Ghana",0.05,0.82,0.87,12.2,38.943409,NA,NA,2.41869828171046,0,0,0,0,1,0,0,0,0,0,2.92989471107788,2.7954408285049,3.07081549731578,2.41869828171046,3
1995,288,5.98,0.421257631345358,2.51912063544524,"Ghana",0.05,0.79,0.84,13.5,32.328712,NA,NA,2.51912063544524,0,0,0,0,0,1,0,0,0,0,3.22491959314704,3.14475220859702,3.30713063936555,2.51912063544524,3
2000,288,6.38,0.38800679096425,2.47548332635192,"Ghana",0.05,0.76,0.81,15.2,42.102531,NA,NA,2.47548332635192,0,0,0,0,0,0,1,0,0,0,3.2041596944194,3.09436250370618,3.31785281622476,2.47548332635192,3
2005,288,6.78,0.366710750993522,2.48629889173608,"Ghana",0.06,0.73,0.79,17.5,21.214922,4.3858822323,4.2321229176,2.48629889173608,0,0,0,0,0,0,0,1,0,0,4.22090863872857,4.12096512678204,4.32327602597443,2.48629889173608,3
2010,288,7.1,0.346017386637088,2.45672344512333,"Ghana",0.06,0.7,0.76,20.1,28.50293,5.0186375702,4.7789418542,2.45672344512333,0,0,0,0,0,0,0,0,1,0,4.19573600768883,4.08417110214568,4.31034846629417,2.45672344512333,3
2015,288,7.58,0.505163448017389,3.82913893597181,"Ghana",0.06,0.67,0.73,23.4,20.960358,4.9729830088,4.49618620127,3.82913893597181,0,0,0,0,0,0,0,0,0,1,4.90250926607675,4.78163952342777,5.02643434039942,3.82913893597181,3
1970,300,6.42,0.960405880977459,6.16580575587529,"Greece",0.17,0.4,0.58,17.9,12.535503,NA,NA,6.16580575587529,1,0,0,0,0,0,0,0,0,0,5.34837952483052,5.12992115378169,5.57614097451363,6.16580575587529,1
