"year","iso","wic_mys","adj_factor","qamys_piaac","country","old_dep","youth_dep","tot_dep","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred","plot"
1990,296,6.63,NA,NA,"Kiribati",0.06,0.72,0.78,16.8,0.63085175,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,5.21724165446644,4.96646091324476,5.48068553373879,5.21724165446644,2
1995,296,7.18,NA,NA,"Kiribati",0.06,0.74,0.8,19.7,1.1158943,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,5.47311389125475,5.29243816582887,5.65995760896232,5.47311389125475,2
2000,296,7.75,NA,NA,"Kiribati",0.06,0.7,0.76,23.7,1.1158943,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,6.05403549703906,5.8632524396943,6.25102640153763,6.05403549703906,2
2005,296,8.34,NA,NA,"Kiribati",0.06,0.62,0.68,30,1.1158943,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,6.68912662057429,6.48917698121425,6.89523726592877,6.68912662057429,2
2010,296,8.88,NA,NA,"Kiribati",0.06,0.6,0.66,37.7,1.1158943,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,7.30448595017764,7.09528728477708,7.51985266485498,7.30448595017764,2
2015,296,9.43,NA,NA,"Kiribati",0.06,0.57,0.63,43.8,3.4062576,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,7.76952330350141,7.56007619942383,7.98477300642182,7.76952330350141,2
1970,414,3.9,NA,NA,"Kuwait",0.03,0.81,0.84,15.2,39.282646,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2.10266366639068,2.01041186718058,2.19914862528135,2.10266366639068,3
1975,414,4.31,NA,NA,"Kuwait",0.03,0.83,0.86,18.2,40.435612,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2.2793101331033,2.17880873390389,2.38444733676039,2.2793101331033,3
1980,414,5.07,NA,NA,"Kuwait",0.03,0.69,0.72,21.4,32.482338,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2.9063478259134,2.78178910321775,3.03648384969978,2.9063478259134,3
1985,414,5.71,NA,NA,"Kuwait",0.02,0.61,0.63,23.9,25.509132,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3.46624836460722,3.31878385306609,3.62026521071633,3.46624836460722,3
1990,414,6.15,NA,NA,"Kuwait",0.02,0.56,0.58,25.6,21.464495,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.89489746588397,3.72694202538843,4.07042185427296,3.89489746588397,3
1995,414,6.74,NA,NA,"Kuwait",0.03,0.44,0.47,27.4,21.6045,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,4.17233262098812,4.07446773524888,4.27254812930757,4.17233262098812,3
2000,414,7.13,NA,NA,"Kuwait",0.03,0.43,0.46,28.6,16.464411,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,4.70223089758479,4.58422400242662,4.82327552111259,4.70223089758479,3
2005,414,7.46,NA,NA,"Kuwait",0.03,0.37,0.4,29.3,6.470232,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,5.46214701772951,5.29638076304189,5.6331014287115,5.46214701772951,3
2010,414,7.77,NA,NA,"Kuwait",0.02,0.31,0.33,30.3,4.8106666,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,5.82131421438987,5.63052253195448,6.01857092131986,5.82131421438987,3
2015,414,8.05,NA,NA,"Kuwait",0.03,0.27,0.3,32.6,4.0740433,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,6.16947034285479,5.9750375763043,6.3702301157589,6.16947034285479,3
1970,417,6.56,NA,NA,"Kyrgyzstan",0.12,0.8,0.92,37.7,21.64456,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,5.06857524168192,4.86702697994852,5.27846981050897,5.06857524168192,1
1975,417,7.51,NA,NA,"Kyrgyzstan",0.11,0.73,0.84,46.9,16.949947,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,6.0812221227614,5.83483492515583,6.33801349665003,6.0812221227614,1
1980,417,8.38,NA,NA,"Kyrgyzstan",0.1,0.64,0.75,56.6,13.397698,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,6.99218951079229,6.69697996379567,7.30041218864925,6.99218951079229,1
1985,417,9.02,NA,NA,"Kyrgyzstan",0.09,0.63,0.72,64.4,7.928175,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,7.8169619534871,7.47820495891589,8.17106438215665,7.8169619534871,1
1990,417,9.51,NA,NA,"Kyrgyzstan",0.09,0.65,0.74,70.8,8.5060682,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,8.23967384353127,7.87449296202441,8.6217900473327,8.23967384353127,1
1995,417,9.93,NA,NA,"Kyrgyzstan",0.1,0.66,0.75,76.7,1.2983932,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,8.92866146674118,8.65656704004405,9.20930840353812,8.92866146674118,1
2000,417,10.19,NA,NA,"Kyrgyzstan",0.09,0.58,0.67,80.5,0.95336914,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,9.25715480367711,8.9450568787327,9.58014199585314,9.25715480367711,1
2005,417,10.49,NA,NA,"Kyrgyzstan",0.09,0.49,0.57,83.3,0.75656891,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,9.65060177681492,9.31544530641959,9.9978167002367,9.65060177681492,1
2010,417,10.63,NA,NA,"Kyrgyzstan",0.07,0.45,0.52,84.1,0.18266582,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,9.79491443035879,9.41812688080126,10.1867759812861,9.79491443035879,1
2015,417,10.86,NA,NA,"Kyrgyzstan",0.07,0.48,0.55,86.9,0.41400146,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,10.0740480322057,9.67601058891997,10.4884593523905,10.0740480322057,1
1970,418,2.17,NA,NA,"Lao People's Democratic Republic",0.06,0.77,0.83,3.59999999999999,30.404457,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1.08896089772196,1.02221154868367,1.16006890970314,1.08896089772196,3
1975,418,2.65,NA,NA,"Lao People's Democratic Republic",0.06,0.78,0.84,4.90000000000001,25.705452,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.40994277883742,1.32963991321687,1.49509549152015,1.40994277883742,3
1980,418,3.17,NA,NA,"Lao People's Democratic Republic",0.07,0.85,0.92,6.5,23.215105,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.74990697843663,1.65845817456034,1.84639834766589,1.74990697843663,3
1985,418,3.83,NA,NA,"Lao People's Democratic Republic",0.07,0.86,0.93,8.89999999999999,18.365356,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.24471833785124,2.13538957837791,2.35964456664305,2.24471833785124,3
1990,418,4.35,NA,NA,"Lao People's Democratic Republic",0.07,0.85,0.92,11.4,15.056507,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.68096539483662,2.55164877310893,2.81683573541124,2.68096539483662,3
1995,418,4.73,NA,NA,"Lao People's Democratic Republic",0.07,0.85,0.92,13.8,39.748669,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,2.26079598722658,2.21191552657847,2.31075664257674,2.26079598722658,3
2000,418,5.02,NA,NA,"Lao People's Democratic Republic",0.07,0.81,0.88,15.5,30.841244,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,2.65022298925674,2.59965323351003,2.70177645320089,2.65022298925674,3
2005,418,5.35,NA,NA,"Lao People's Democratic Republic",0.07,0.72,0.79,17.4,27.297737,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,2.97327188531751,2.91717469410648,3.03044782401258,2.97327188531751,3
2010,418,5.95,NA,NA,"Lao People's Democratic Republic",0.06,0.6,0.67,21.6,41.712059,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,2.9793021692531,2.89553459737464,3.06549312992642,2.9793021692531,3
2015,418,6.48,NA,NA,"Lao People's Democratic Republic",0.06,0.54,0.6,26,15.338959,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,4.25072064326947,4.15839481011141,4.34509632014308,4.25072064326947,3
1970,428,10.65,NA,NA,"Latvia",0.18,0.33,0.51,56.6,0.21733835,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,11.9037014368005,11.431320185682,12.3956030970042,11.9037014368005,1
1975,428,10.96,NA,NA,"Latvia",0.19,0.32,0.51,61.8,0.21405138,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,12.0013518483584,11.5271484914669,12.495062963292,12.0013518483584,1
1980,428,11.26,NA,NA,"Latvia",0.19,0.31,0.5,67.3,0.21089266,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,12.0255224927012,11.5497870910747,12.5208534219835,12.0255224927012,1
1985,428,11.52,NA,NA,"Latvia",0.18,0.32,0.49,72.4,0.54769897,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,11.9172834852397,11.4441867482693,12.4099377956275,11.9172834852397,1
1990,428,11.78,NA,NA,"Latvia",0.18,0.32,0.5,77.5,0.20621698,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,12.171395354773,11.685456085302,12.677542391223,12.171395354773,1
1995,428,12.03,NA,NA,"Latvia",0.21,0.32,0.53,82,0.20478898,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,12.079484102911,11.8448610468639,12.3187545734116,12.079484102911,1
2000,428,12.22,NA,NA,"Latvia",0.22,0.27,0.49,85.5,0.25343323,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,12.4151846973499,12.1580252698078,12.6777834104427,12.4151846973499,1
2005,428,12.3,NA,NA,"Latvia",0.25,0.22,0.47,86.6,0.20108545,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,12.6925053599818,12.406432701062,12.9851744006458,12.6925053599818,1
2010,428,12.27,NA,NA,"Latvia",0.27,0.21,0.48,85.4,0.10410309,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,12.7495758395226,12.4406647298971,13.0661574455181,12.7495758395226,1
2015,428,12.59,NA,NA,"Latvia",0.29,0.23,0.52,86.9,0.11068726,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,13.2989222413889,12.9432482352352,13.664369991842,13.2989222413889,1
1970,422,3.84,NA,NA,"Lebanon",0.1,0.79,0.88,6.5,34.481941,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2.19451091545797,2.10334858452606,2.28962436064745,2.19451091545797,2
1975,422,4.78,NA,NA,"Lebanon",0.09,0.72,0.81,9.80000000000001,29.863014,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2.90358632442661,2.78677948634522,3.02528907820188,2.90358632442661,2
1980,422,5.63,NA,NA,"Lebanon",0.1,0.7,0.8,13.6,26.058611,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,3.58624543337206,3.4410218373721,3.73759799159077,3.58624543337206,2
1985,422,6.37,NA,NA,"Lebanon",0.09,0.63,0.72,17.4,22.028639,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,4.19339938826852,4.02128970868648,4.3728752970834,4.19339938826852,2
1990,422,7.1,NA,NA,"Lebanon",0.1,0.57,0.67,21.4,18.416473,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,4.93323424586352,4.72832042806209,5.14702852626575,4.93323424586352,2
1995,422,7.96,NA,NA,"Lebanon",0.1,0.51,0.61,26.2,15.596467,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,5.58533085459673,5.46103372631352,5.71245707657789,5.58533085459673,2
2000,422,8.68,NA,NA,"Lebanon",0.11,0.45,0.56,30.7,13.060669,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,6.43550446728266,6.29183124453807,6.58245845108577,6.43550446728266,2
2005,422,9.25,NA,NA,"Lebanon",0.12,0.43,0.55,34.9,9.6016846,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7.26242173141757,7.10407176310635,7.42430132517463,7.26242173141757,2
2010,422,9.87,NA,NA,"Lebanon",0.12,0.35,0.47,40.2,8.8634148,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,7.98370924572254,7.81340626908279,8.15772418905818,7.98370924572254,2
2015,422,10.39,NA,NA,"Lebanon",0.12,0.35,0.47,46.1,4.9305573,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.89210144811334,8.70954996628633,9.07847919463213,8.89210144811334,2
1970,426,3.34,NA,NA,"Lesotho",0.08,0.85,0.93,2.60000000000001,34.260395,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1.82156289924119,1.74278946583802,1.90389686243397,1.82156289924119,3
1975,426,3.68,NA,NA,"Lesotho",0.08,0.87,0.95,3.40000000000001,30.655649,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2.04989962614409,1.96166991826005,2.14209762720572,2.04989962614409,3
1980,426,4.07,NA,NA,"Lesotho",0.08,0.86,0.94,4.40000000000001,27.352642,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2.31120069624423,2.2119781812208,2.41487402708996,2.31120069624423,3
1985,426,4.5,NA,NA,"Lesotho",0.08,0.87,0.95,5.90000000000001,23.980919,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.61281060590121,2.50055265797374,2.73010817850234,2.61281060590121,3
1990,426,5.01,NA,NA,"Lesotho",0.08,0.85,0.94,7.60000000000001,20.933744,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.03300254289358,2.90106668043002,3.17093863690004,3.03300254289358,3
1995,426,5.55,NA,NA,"Lesotho",0.08,0.79,0.87,9.10000000000001,18.166876,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.36786671457516,3.28317555515491,3.45474252491141,3.36786671457516,3
2000,426,6.05,NA,NA,"Lesotho",0.08,0.77,0.85,10.8,13.745567,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,3.91806857439285,3.8135410269719,4.02546117770085,3.91806857439285,3
2005,426,6.55,NA,NA,"Lesotho",0.08,0.72,0.8,13.1,24.199799,5.70034955625,5.2615146802,4.560279645,0,0,0,0,0,0,0,1,0,0,3.94337983879711,3.84480942652648,4.04447732721049,4.560279645,3
2010,426,7.1,NA,NA,"Lesotho",0.07,0.65,0.73,16.3,23.364799,6.378091454,5.6841462367,5.1024731632,0,0,0,0,0,0,0,0,1,0,4.39719665076177,4.28282610186101,4.51462140315918,5.1024731632,3
2015,426,7.61,NA,NA,"Lesotho",0.07,0.6,0.67,19.4,10.093046,6.98779401853,6.33908638709,5.590235214824,0,0,0,0,0,0,0,0,0,1,5.44191660648021,5.29607235635522,5.59177714336703,5.590235214824,3
1970,430,1.04,NA,NA,"Liberia",0.04,0.8,0.85,3.10000000000001,79.954315,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.270945948303048,0.249876708365,0.293791715851339,0.270945948303048,3
1975,430,1.38,NA,NA,"Liberia",0.05,0.83,0.88,4.40000000000001,75.340652,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.390744922102686,0.363812078034933,0.419671592470809,0.390744922102686,3
1980,430,1.81,NA,NA,"Liberia",0.05,0.85,0.9,6.7,67.893234,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.568177548296862,0.533506953897306,0.605101253189613,0.568177548296862,3
1985,430,2.29,NA,NA,"Liberia",0.05,0.87,0.93,9.39999999999999,64.159019,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.76477031403919,0.721937188380921,0.810144764182725,0.76477031403919,3
1990,430,2.79,NA,NA,"Liberia",0.06,0.86,0.92,12.2,58.38258,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1.02521000687579,0.972185946771335,1.08112605586294,1.02521000687579,3
1995,430,3.25,NA,NA,"Liberia",0.06,0.83,0.89,14.6,50.845623,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1.26854810076569,1.23401901267117,1.30404334733296,1.26854810076569,3
2000,430,3.64,NA,NA,"Liberia",0.06,0.8,0.86,16.5,43.63343,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1.56706965899649,1.52994863629495,1.60509134613454,1.56706965899649,3
2005,430,3.99,NA,NA,"Liberia",0.06,0.81,0.86,17.4,57.058922,2.24230437753,1.78633859691,1.793843502024,0,0,0,0,0,0,0,1,0,0,1.5562395975218,1.5077976376352,1.60623788262014,1.793843502024,3
2010,430,4.29,NA,NA,"Liberia",0.06,0.81,0.86,17.4,34.165531,1.71788551077,1.3621617438,1.374308408616,0,0,0,0,0,0,0,0,1,0,2.10503580714186,2.06215780682871,2.14880536042189,1.374308408616,3
2015,430,4.87,NA,NA,"Liberia",0.06,0.78,0.83,21,51.698639,2.76921158096,2.178283932795,2.215369264768,0,0,0,0,0,0,0,0,0,1,2.11026108283159,2.04579747242272,2.17675595836957,2.215369264768,3
2015,434,8.17,NA,NA,"Libyan Arab Jamahiriya",0.06,0.43,0.49,39.5,9.1393242,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,6.12135746480495,5.97704183986399,6.26915758929605,6.12135746480495,3
1970,440,8.69,1.02040155453711,8.86728950892745,"Lithuania",0.16,0.43,0.59,41.4,1.6242685,NA,NA,8.86728950892745,1,0,0,0,0,0,0,0,0,0,8.86344634747662,8.51682827014051,9.22417109547995,8.86728950892745,1
1975,440,9.68,1.0205858218058,9.87927075508019,"Lithuania",0.18,0.39,0.57,50.3,1.3184115,NA,NA,9.87927075508019,0,1,0,0,0,0,0,0,0,0,9.98399607119604,9.59576849317944,10.3879306405224,9.87927075508019,1
1980,440,10.56,1.00993754363766,10.6649404608137,"Lithuania",0.17,0.36,0.53,58.9,1.0197928,NA,NA,10.6649404608137,0,0,1,0,0,0,0,0,0,0,10.8143075110016,10.3927757724772,11.25293660739,10.6649404608137,1
1985,440,11.29,1.00616052192037,11.359552292481,"Lithuania",0.16,0.34,0.5,66.4,1.5587311,NA,NA,11.359552292481,0,0,0,1,0,0,0,0,0,0,11.3384777645295,10.8939056105854,11.8011925761327,11.359552292481,1
1990,440,12,1.0063131042915,12.0757572514981,"Lithuania",0.16,0.34,0.5,74,0.62949103,NA,NA,12.0757572514981,0,0,0,0,1,0,0,0,0,0,12.259877591086,11.7729689861985,12.7669238511215,12.0757572514981,1
1995,440,12.62,1.00812054477443,12.7224812750533,"Lithuania",0.19,0.33,0.52,80.5,0.50446296,NA,NA,12.7224812750533,0,0,0,0,0,1,0,0,0,0,12.6697882424642,12.4313549704183,12.9127946624376,12.7224812750533,1
2000,440,13.1,1.00906326699529,13.2187287976383,"Lithuania",0.21,0.3,0.51,85.6,0.35424805,NA,NA,13.2187287976383,0,0,0,0,0,0,1,0,0,0,13.4858836866083,13.2146495963143,13.7626849265419,13.2187287976383,1
2005,440,13.35,1.00719570213769,13.4460626235381,"Lithuania",0.24,0.25,0.49,88.5,0.33425188,NA,NA,13.4460626235381,0,0,0,0,0,0,0,1,0,0,14.0290384692397,13.7232688812964,14.3416209413232,13.4460626235381,1
2010,440,13.36,1.00905966037507,13.4810370626109,"Lithuania",0.26,0.22,0.48,88.5,0.18440247,NA,NA,13.4810370626109,0,0,0,0,0,0,0,0,1,0,14.175610806637,13.8462206209958,14.5128369135281,13.4810370626109,1
2015,440,13.48,1.01377977500537,13.6657513670724,"Lithuania",0.28,0.22,0.5,89.8,0.24393523,NA,NA,13.6657513670724,0,0,0,0,0,0,0,0,0,1,14.4663576390798,14.0964543083122,14.8459675578389,13.6657513670724,1
1970,442,9.37,NA,NA,"Luxembourg",0.19,0.34,0.53,34.2,1.6087557,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,9.78300966363477,9.38511005880299,10.197778979587,9.78300966363477,1
1975,442,9.84,NA,NA,"Luxembourg",0.2,0.31,0.51,40,1.1971706,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,10.1632519101665,9.7530292146824,10.5907290048927,10.1632519101665,1
1980,442,10.31,NA,NA,"Luxembourg",0.2,0.28,0.48,45.7,0.79552633,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,10.4797361115734,10.0617838099551,10.9150495620425,10.4797361115734,1
1985,442,10.7,NA,NA,"Luxembourg",0.19,0.25,0.44,50.6,0.53177327,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,10.6302860370024,10.2087908241669,11.0691837235984,10.6302860370024,1
1990,442,11.08,NA,NA,"Luxembourg",0.19,0.25,0.44,55.2,0.37593016,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,11.0050456791663,10.5722932169919,11.4555118662322,11.0050456791663,1
1995,442,11.43,NA,NA,"Luxembourg",0.21,0.27,0.48,59.4,0.29987678,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,11.0208948207333,10.8105956490819,11.2352849549027,11.0208948207333,1
2000,442,11.76,NA,NA,"Luxembourg",0.21,0.28,0.49,63.4,0.25392306,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,11.4814605851942,11.2717527874986,11.6950699376208,11.4814605851942,1
2005,442,12.06,NA,NA,"Luxembourg",0.22,0.28,0.49,66.8,0.2239619,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,11.9501114965853,11.7271239487711,12.1773390819992,11.9501114965853,1
2010,442,12.34,NA,NA,"Luxembourg",0.2,0.26,0.46,70.2,0.2075292,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,12.2521031915779,12.0406568373839,12.4672627618619,12.2521031915779,1
2015,442,13.17,NA,NA,"Luxembourg",0.2,0.24,0.44,73.8,0.2007187,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,13.3556913046556,13.1118426541915,13.6040749519086,13.3556913046556,1
1970,446,4,NA,NA,"Macao Special Administrative Region of China",0.12,0.68,0.8,5,25.92742,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2.51542343860705,2.40901164754139,2.62653569232484,2.51542343860705,1
1975,446,5.14,NA,NA,"Macao Special Administrative Region of China",0.12,0.43,0.55,9.99999999999999,21.351284,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,3.48368586171557,3.34224046368416,3.6311173043903,3.48368586171557,1
1980,446,6.15,NA,NA,"Macao Special Administrative Region of China",0.13,0.34,0.47,15.7,9.6218185,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4.73149358305592,4.53191426151665,4.93986210564525,4.73149358305592,1
1985,446,7.23,NA,NA,"Macao Special Administrative Region of China",0.11,0.33,0.45,22.6,14.082211,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5.36714358736436,5.14963113496122,5.59384342925434,5.36714358736436,1
1990,446,8.07,NA,NA,"Macao Special Administrative Region of China",0.1,0.36,0.46,28.3,11.737253,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.2140649085979,5.95989982847484,6.47906907827165,6.2140649085979,1
1995,446,8.77,NA,NA,"Macao Special Administrative Region of China",0.11,0.37,0.48,33.4,9.3697538,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,6.76630914615913,6.6228117447212,6.91291572614738,6.76630914615913,1
2000,446,9.37,NA,NA,"Macao Special Administrative Region of China",0.11,0.32,0.43,38.4,8.704628,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.44288566978307,7.28797875446046,7.60108515129217,7.44288566978307,1
2005,446,10.1,NA,NA,"Macao Special Administrative Region of China",0.1,0.23,0.33,45.5,6.5002518,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.38371368802823,8.20384047809783,8.56753070595162,8.38371368802823,1
2010,446,10.75,NA,NA,"Macao Special Administrative Region of China",0.09,0.16,0.25,52,4.3599625,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,9.28220739073718,9.06538463085219,9.50421604301597,9.28220739073718,1
2015,446,11.34,NA,NA,"Macao Special Administrative Region of China",0.11,0.16,0.27,59.4,3.4615097,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,10.1794946250688,9.96102201987519,10.4027589352827,10.1794946250688,1
1970,450,2.02,NA,NA,"Madagascar",0.07,0.89,0.96,1.39999999999999,59.59597,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.761652865046769,0.719989793023198,0.805726820651276,0.761652865046769,3
1975,450,2.44,NA,NA,"Madagascar",0.07,0.91,0.98,2,55.093506,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.970122082550555,0.92113728220919,1.02171182648809,0.970122082550555,3
1980,450,2.85,NA,NA,"Madagascar",0.07,0.91,0.98,2.69999999999999,50.382076,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.18649709064477,1.12997252540856,1.24584918168652,1.18649709064477,3
1985,450,3.28,NA,NA,"Madagascar",0.06,0.9,0.97,3.59999999999999,45.069263,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1.42944187452893,1.36399307869255,1.49803111509581,1.42944187452893,3
1990,450,3.73,NA,NA,"Madagascar",0.06,0.88,0.94,4.7,40.262405,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1.73085419142626,1.65382760213658,1.81146827402536,1.73085419142626,3
1995,450,4.01,NA,NA,"Madagascar",0.06,0.87,0.92,5.5,35.997784,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1.87490805874286,1.83290574089849,1.9178728890967,1.87490805874286,3
2000,450,4.1,NA,NA,"Madagascar",0.06,0.88,0.94,5.60000000000001,29.313828,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,2.05066264009107,2.00093538954707,2.10162571237103,2.05066264009107,3
2005,450,4.12,NA,NA,"Madagascar",0.06,0.86,0.91,5.7,35.519089,3.03272474056,2.54554139848,2.426179792448,0,0,0,0,0,0,0,1,0,0,1.94892837045865,1.90576704482758,1.99306720277674,2.426179792448,3
2010,450,4.14,NA,NA,"Madagascar",0.05,0.81,0.87,5.90000000000001,28.427383,3.04549892226,2.56089245598,2.436399137808,0,0,0,0,0,0,0,0,1,0,2.08520129647502,2.0339226804847,2.13777273272991,2.436399137808,3
2015,450,4.48,NA,NA,"Madagascar",0.05,0.75,0.8,7,25.195679,3.20060381312,2.50747942144,2.560483050496,0,0,0,0,0,0,0,0,0,1,2.37571135725501,2.31717708436081,2.43572426599727,2.560483050496,3
1970,454,2.19,NA,NA,"Malawi",0.05,0.88,0.93,1.2,60.759087,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.827355944422711,0.784049825493394,0.873054028601865,0.827355944422711,3
1975,454,2.5,NA,NA,"Malawi",0.05,0.91,0.96,1.79999999999998,57.457878,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.970626453554636,0.92218609060518,1.02161127991184,0.970626453554636,3
1980,454,2.85,NA,NA,"Malawi",0.05,0.94,0.99,2.3,54.000229,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.13786831789779,1.08347963537507,1.19498721212913,1.13786831789779,3
1985,454,3.24,NA,NA,"Malawi",0.05,0.95,1,3.2,51.463348,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1.32109730807024,1.25886802660847,1.38640275271146,1.32109730807024,3
1990,454,3.65,NA,NA,"Malawi",0.05,0.89,0.94,4.09999999999999,46.586014,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1.58147421063487,1.50944690637061,1.65693849074616,1.58147421063487,3
1995,454,4.04,NA,NA,"Malawi",0.06,0.92,0.98,5.19999999999999,35.865753,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1.89422681051237,1.85177026894076,1.93765677624597,1.89422681051237,3
2000,454,4.5,NA,NA,"Malawi",0.06,0.95,1.01,6.69999999999999,38.170853,3.087943668,2.7511310025,2.4703549344,0,0,0,0,0,0,1,0,0,0,2.12790178852709,2.08024098265004,2.1766545604003,2.4703549344,3
2005,454,5.05,NA,NA,"Malawi",0.06,0.95,1.01,9,34.122982,3.6296820763,3.2776070954,2.90374566104,0,0,0,0,0,0,0,1,0,0,2.56075558224077,2.50369420108521,2.61911744219201,2.90374566104,3
