"iso","country","year","age","sex","educ","mys","adj_factor","samys"
376,"Israel",2005,0,0,0,11.61,0.891286399520304,10.3478350984307
376,"Israel",2010,0,0,0,11.85,0.902487892652376,10.6944815279307
380,"Italy",1970,0,0,0,6.34,0.899640473155481,5.70372059980575
380,"Italy",1975,0,0,0,6.99,0.909084217808921,6.35449868248436
380,"Italy",1980,0,0,0,7.7,0.920051050721415,7.08439309055489
380,"Italy",1985,0,0,0,8.35,0.931063164398835,7.77437742273027
380,"Italy",1990,0,0,0,9.01,0.943065391612465,8.49701917842831
380,"Italy",1995,0,0,0,9.61,0.952405817856313,9.15261990959917
380,"Italy",2000,0,0,0,10.14,0.957944441813312,9.71355663998698
380,"Italy",2005,0,0,0,10.65,0.962190750995837,10.2473314981057
380,"Italy",2010,0,0,0,11.07,0.965543630063494,10.6885679848029
392,"Japan",1970,0,0,0,10.68,1.03835358956162,11.0896163365181
392,"Japan",1975,0,0,0,11.06,1.04245941416367,11.5296011206502
392,"Japan",1980,0,0,0,11.43,1.04942701430135,11.9949507734644
392,"Japan",1985,0,0,0,11.81,1.0589641907114,12.5063670923016
392,"Japan",1990,0,0,0,12.23,1.07120408592807,13.1008259709003
392,"Japan",1995,0,0,0,12.67,1.08657058593338,13.7668493237759
392,"Japan",2000,0,0,0,13.11,1.10054248133208,14.4281119302636
392,"Japan",2005,0,0,0,13.51,1.11287129201871,15.0348911551728
392,"Japan",2010,0,0,0,13.88,1.12430364326451,15.6053345685113
398,"Kazakhstan",1970,0,0,0,7.62,0.9861047148188,7.51411792691926
398,"Kazakhstan",1975,0,0,0,8.23,0.983301879746009,8.09257447030966
398,"Kazakhstan",1980,0,0,0,8.83,0.983415181036917,8.68355604855597
398,"Kazakhstan",1985,0,0,0,9.32,0.975766792910157,9.09414650992266
398,"Kazakhstan",1990,0,0,0,9.71,0.969253461843213,9.4114511144976
398,"Kazakhstan",1995,0,0,0,10.1,0.963416339801021,9.73050503199031
398,"Kazakhstan",2000,0,0,0,10.45,0.959335100247898,10.0250517975905
398,"Kazakhstan",2005,0,0,0,10.91,0.955071248129009,10.4198273170875
398,"Kazakhstan",2010,0,0,0,11.19,0.947781324197095,10.6056730177655
40,"Austria",1970,0,0,0,8.63,0.942263426758452,8.13173337292544
40,"Austria",1975,0,0,0,9.09,0.950261577918391,8.63787774327817
40,"Austria",1980,0,0,0,9.58,0.957921936597226,9.17689215260142
40,"Austria",1985,0,0,0,10.02,0.968484419864274,9.70421388704003
40,"Austria",1990,0,0,0,10.48,0.980392022077419,10.2745083913714
40,"Austria",1995,0,0,0,10.9,0.991328117146158,10.8054764768931
40,"Austria",2000,0,0,0,11.2,0.999373005941946,11.1929776665498
40,"Austria",2005,0,0,0,11.5,1.0052652343625,11.5605501951688
40,"Austria",2010,0,0,0,11.76,1.01461839263125,11.9319122973435
404,"Kenya",1970,0,0,0,2.51,0.308818071299296,0.775133358961233
404,"Kenya",1975,0,0,0,3.23,0.32308590432989,1.04356747098555
404,"Kenya",1980,0,0,0,4.02,0.313420542494269,1.25995058082696
404,"Kenya",1985,0,0,0,4.89,0.342614341906616,1.67538413192335
404,"Kenya",1990,0,0,0,5.76,0.378627842530245,2.18089637297421
404,"Kenya",1995,0,0,0,6.59,0.391422508950152,2.5794743339815
404,"Kenya",2000,0,0,0,7.08,0.410977297095203,2.90971926343403
404,"Kenya",2005,0,0,0,7.47,0.410970706547091,3.06995117790677
404,"Kenya",2010,0,0,0,7.67,0.410589247298513,3.14921952677959
410,"Republic of Korea",1970,0,0,0,6.02,0.925510763812937,5.57157479815388
410,"Republic of Korea",1975,0,0,0,7.09,0.939462243581464,6.66078730699258
410,"Republic of Korea",1980,0,0,0,8.19,0.956032945560728,7.82990982414236
410,"Republic of Korea",1985,0,0,0,9.18,0.964804703041145,8.85690717391771
410,"Republic of Korea",1990,0,0,0,10.06,0.976633983041185,9.82493786939432
410,"Republic of Korea",1995,0,0,0,10.78,0.987436104071128,10.6445612018868
410,"Republic of Korea",2000,0,0,0,11.4,1.00067600832735,11.4077064949318
410,"Republic of Korea",2005,0,0,0,11.96,1.01297132807979,12.1151370838343
410,"Republic of Korea",2010,0,0,0,12.5,1.02911459438421,12.8639324298026
440,"Lithuania",1970,0,0,0,8.69,1.02040155455597,8.86728950909134
440,"Lithuania",1975,0,0,0,9.68,1.02058582181891,9.87927075520704
440,"Lithuania",1980,0,0,0,10.56,1.00993754363069,10.66494046074
440,"Lithuania",1985,0,0,0,11.29,1.00616052190968,11.3595522923603
440,"Lithuania",1990,0,0,0,12,1.00631310426655,12.0757572511986
440,"Lithuania",1995,0,0,0,12.62,1.00812054476652,12.7224812749534
440,"Lithuania",2000,0,0,0,13.1,1.00906326697353,13.2187287973533
440,"Lithuania",2005,0,0,0,13.35,1.0071957021362,13.4460626235183
440,"Lithuania",2010,0,0,0,13.36,1.00905966036027,13.4810370624132
484,"Mexico",1970,0,0,0,3.73,0.734541649893482,2.73984035410269
484,"Mexico",1975,0,0,0,4.38,0.745303010294482,3.26442718508983
484,"Mexico",1980,0,0,0,5.09,0.762391439166826,3.88057242535914
484,"Mexico",1985,0,0,0,5.83,0.777655465662302,4.53373136481122
484,"Mexico",1990,0,0,0,6.59,0.790919607184518,5.21216021134597
484,"Mexico",1995,0,0,0,7.29,0.806731636418391,5.88107362949007
484,"Mexico",2000,0,0,0,7.83,0.815424401505167,6.38477306378546
484,"Mexico",2005,0,0,0,8.3,0.820731753303804,6.81207355242158
484,"Mexico",2010,0,0,0,8.75,0.825423478269729,7.22245543486013
51,"Armenia",1970,0,0,0,7.7,0.952252019923123,7.33234055340805
51,"Armenia",1975,0,0,0,8.68,0.955572513158688,8.29436941421741
51,"Armenia",1980,0,0,0,9.47,0.952133203749789,9.0167014395105
51,"Armenia",1985,0,0,0,9.97,0.953046519363372,9.50187379805282
51,"Armenia",1990,0,0,0,10.37,0.950130787530808,9.85285626669448
51,"Armenia",1995,0,0,0,10.69,0.950429079385451,10.1600868586305
51,"Armenia",2000,0,0,0,10.85,0.94808480564174,10.2867201412129
51,"Armenia",2005,0,0,0,10.95,0.946658972759255,10.3659157517138
51,"Armenia",2010,0,0,0,11,0.943026513911465,10.3732916530261
528,"Netherlands",1970,0,0,0,9.36,0.992805907566534,9.29266329482276
528,"Netherlands",1975,0,0,0,9.73,1.00102509558006,9.739974179994
528,"Netherlands",1980,0,0,0,10.11,1.00977378602145,10.2088129766769
528,"Netherlands",1985,0,0,0,10.46,1.02015291392549,10.6707994796607
528,"Netherlands",1990,0,0,0,10.82,1.03232705937803,11.1697787824702
528,"Netherlands",1995,0,0,0,11.13,1.04417218400338,11.6216364079576
528,"Netherlands",2000,0,0,0,11.38,1.05247531547808,11.9771690901405
528,"Netherlands",2005,0,0,0,11.6,1.05984578808756,12.2942111418157
528,"Netherlands",2010,0,0,0,11.82,1.0688362001473,12.6336438857411
554,"New Zealand",1970,0,0,0,9.75,0.932867371801018,9.09545687505993
554,"New Zealand",1975,0,0,0,10.41,0.95381498480887,9.92921399186033
554,"New Zealand",1980,0,0,0,11,0.97838136761289,10.7621950437418
554,"New Zealand",1985,0,0,0,11.57,1.00284278576503,11.6028910313014
554,"New Zealand",1990,0,0,0,12.05,1.01965924518689,12.2868939045021
554,"New Zealand",1995,0,0,0,12.47,1.03454682601418,12.9007989203968
554,"New Zealand",2000,0,0,0,12.78,1.04420237737718,13.3449063828804
554,"New Zealand",2005,0,0,0,13.05,1.05029008524732,13.7062856124775
554,"New Zealand",2010,0,0,0,13.28,1.05537370286528,14.015362774051
56,"Belgium",1970,0,0,0,8.3,0.960428380224572,7.97155555586395
56,"Belgium",1975,0,0,0,8.73,0.969439607322817,8.46320777192819
56,"Belgium",1980,0,0,0,9.19,0.976588905439086,8.9748520409852
56,"Belgium",1985,0,0,0,9.61,0.983107529198473,9.44766335559733
56,"Belgium",1990,0,0,0,10.08,0.99106222903595,9.98990726868238
56,"Belgium",1995,0,0,0,10.51,0.99825755547727,10.4916869080661
56,"Belgium",2000,0,0,0,10.91,1.00337295731362,10.9467989642916
56,"Belgium",2005,0,0,0,11.23,1.00778066193587,11.3173768335399
56,"Belgium",2010,0,0,0,11.49,1.01471072610364,11.6590262429308
578,"Norway",1970,0,0,0,10.8,1.00854941555207,10.8923336879624
578,"Norway",1975,0,0,0,11.03,1.01211387481398,11.1636160391982
578,"Norway",1980,0,0,0,11.29,1.01744914110775,11.4870008031065
578,"Norway",1985,0,0,0,11.54,1.02431670480791,11.8206147734833
578,"Norway",1990,0,0,0,11.76,1.03431649925734,12.1635620312663
578,"Norway",1995,0,0,0,11.95,1.04185584442915,12.4501773409284
578,"Norway",2000,0,0,0,12.16,1.04593130756825,12.7185247000299
578,"Norway",2005,0,0,0,12.39,1.04920361238897,12.9996327574994
578,"Norway",2010,0,0,0,12.67,1.05414828466652,13.3560587667248
604,"Peru",1970,0,0,0,5.24,0.679463290343275,3.56038764139876
604,"Peru",1975,0,0,0,5.9,0.690049860216451,4.07129417527706
604,"Peru",1980,0,0,0,6.56,0.70032515834782,4.5941330387617
604,"Peru",1985,0,0,0,7.21,0.702778237967256,5.06703109574391
604,"Peru",1990,0,0,0,7.84,0.709796653283304,5.5648057617411
604,"Peru",1995,0,0,0,8.43,0.712644714559568,6.00759494373716
604,"Peru",2000,0,0,0,8.96,0.719283906540168,6.4447838025999
604,"Peru",2005,0,0,0,9.4,0.722425082571252,6.79079577616977
604,"Peru",2010,0,0,0,9.91,0.734295617384763,7.276869568283
616,"Poland",1970,0,0,0,9.84,0.938127085416794,9.23117052050126
616,"Poland",1975,0,0,0,10.26,0.94812300187117,9.72774199919821
616,"Poland",1980,0,0,0,10.67,0.958775719833316,10.2301369306215
616,"Poland",1985,0,0,0,11,0.962838705586355,10.5912257614499
616,"Poland",1990,0,0,0,11.3,0.971212830818981,10.9747049882545
616,"Poland",1995,0,0,0,11.57,0.977711797722173,11.3121254996455
616,"Poland",2000,0,0,0,11.81,0.982944106626159,11.6085698992549
616,"Poland",2005,0,0,0,12.03,0.986142275170427,11.8632915703002
616,"Poland",2010,0,0,0,12.23,0.994002849853093,12.1566548537033
643,"Russian Federation",1970,0,0,0,6.43,1.02821010833044,6.61139099656471
643,"Russian Federation",1975,0,0,0,7.28,1.0368925668215,7.54857788646053
643,"Russian Federation",1980,0,0,0,8.11,1.04901856447105,8.5075405578602
643,"Russian Federation",1985,0,0,0,8.72,1.04916373674637,9.14870778442839
643,"Russian Federation",1990,0,0,0,9.27,1.05440238194092,9.77431008059232
643,"Russian Federation",1995,0,0,0,9.83,1.06368326088363,10.4560064544861
643,"Russian Federation",2000,0,0,0,10.16,1.05958896695765,10.7654239042898
643,"Russian Federation",2005,0,0,0,10.43,1.0492361073443,10.943532599601
643,"Russian Federation",2010,0,0,0,10.69,1.04092739008812,11.127513800042
68,"Bolivia (Plurinational State of)",1970,0,0,0,4.33,0.465445826579926,2.01538042909108
68,"Bolivia (Plurinational State of)",1975,0,0,0,4.87,0.464684500468464,2.26301351728142
68,"Bolivia (Plurinational State of)",1980,0,0,0,5.42,0.485035947102489,2.62889483329549
68,"Bolivia (Plurinational State of)",1985,0,0,0,5.94,0.448834815467787,2.66607880387865
68,"Bolivia (Plurinational State of)",1990,0,0,0,6.47,0.463677328949129,2.99999231830086
68,"Bolivia (Plurinational State of)",1995,0,0,0,7.03,0.477595875744865,3.3574990064864
68,"Bolivia (Plurinational State of)",2000,0,0,0,7.64,0.486521492956009,3.71702420618391
68,"Bolivia (Plurinational State of)",2005,0,0,0,8.25,0.50994661882611,4.2070596053154
68,"Bolivia (Plurinational State of)",2010,0,0,0,8.84,0.525516646310126,4.64556715338151
702,"Singapore",1970,0,0,0,4.9,0.730661426079795,3.580240987791
702,"Singapore",1975,0,0,0,6.29,0.759108511035101,4.77479253441079
702,"Singapore",1980,0,0,0,7.66,0.79214625556875,6.06784031765662
702,"Singapore",1985,0,0,0,8.78,0.81630201980232,7.16713173386437
702,"Singapore",1990,0,0,0,9.99,0.84998133116669,8.49131349835523
702,"Singapore",1995,0,0,0,10.87,0.869940000810254,9.45624780880746
702,"Singapore",2000,0,0,0,11.58,0.889690658072947,10.3026178204847
702,"Singapore",2005,0,0,0,12.27,0.915057929645456,11.2277607967497
702,"Singapore",2010,0,0,0,12.96,0.944352422640211,12.2388073974171
703,"Slovakia",1970,0,0,0,10.35,1.04353245043372,10.800560861989
703,"Slovakia",1975,0,0,0,10.74,1.05346304915058,11.3141931478772
703,"Slovakia",1980,0,0,0,11.07,1.05734934413473,11.7048572395714
703,"Slovakia",1985,0,0,0,11.3,1.05579798607593,11.930517242658
703,"Slovakia",1990,0,0,0,11.56,1.05800066017408,12.2304876316123
703,"Slovakia",1995,0,0,0,11.76,1.05570763312591,12.4151217655607
703,"Slovakia",2000,0,0,0,11.96,1.05768117521954,12.6498668556257
703,"Slovakia",2005,0,0,0,12.23,1.05581735326835,12.9126462304719
703,"Slovakia",2010,0,0,0,12.43,1.05302931536091,13.0891543899361
704,"Viet Nam",1970,0,0,0,3.65,0.553259450248999,2.01939699340885
704,"Viet Nam",1975,0,0,0,4.42,0.571015601262531,2.52388895758039
704,"Viet Nam",1980,0,0,0,5.18,0.582217973454067,3.01588910249207
704,"Viet Nam",1985,0,0,0,5.87,0.595216726844904,3.49392218657959
704,"Viet Nam",1990,0,0,0,6.4,0.60236546117921,3.85513895154694
704,"Viet Nam",1995,0,0,0,6.78,0.60495352335244,4.10158488832954
704,"Viet Nam",2000,0,0,0,7.09,0.613100601596437,4.34688326531874
704,"Viet Nam",2005,0,0,0,7.39,0.616567033032703,4.55643037411167
704,"Viet Nam",2010,0,0,0,7.73,0.620343489805893,4.79525517619955
705,"Slovenia",1970,0,0,0,10.3,0.934356591617315,9.62387289365834
705,"Slovenia",1975,0,0,0,10.48,0.938278498854086,9.83315866799082
705,"Slovenia",1980,0,0,0,10.63,0.93642829441056,9.95423276958426
705,"Slovenia",1985,0,0,0,10.79,0.936077172931354,10.1002726959293
705,"Slovenia",1990,0,0,0,10.96,0.940221805083785,10.3048309837183
705,"Slovenia",1995,0,0,0,11.13,0.944203266532042,10.5089823565016
705,"Slovenia",2000,0,0,0,11.32,0.94993863736185,10.7533053749361
705,"Slovenia",2005,0,0,0,11.54,0.955673178767037,11.0284684829716
705,"Slovenia",2010,0,0,0,11.85,0.963913824529994,11.4223788206804
724,"Spain",1970,0,0,0,5.58,0.870132914464315,4.85534166271088
724,"Spain",1975,0,0,0,6.24,0.880475398894147,5.49416648909948
724,"Spain",1980,0,0,0,6.91,0.890774055382185,6.1552487226909
724,"Spain",1985,0,0,0,7.57,0.90277881854708,6.8340356564014
724,"Spain",1990,0,0,0,8.27,0.920774429975303,7.61480453589575
724,"Spain",1995,0,0,0,8.98,0.93547903926091,8.40060177256298
724,"Spain",2000,0,0,0,9.66,0.948567735516246,9.16316432508694
724,"Spain",2005,0,0,0,10.2,0.958102965704266,9.77265025018352
724,"Spain",2010,0,0,0,10.65,0.963835376406455,10.2648467587287
752,"Sweden",1970,0,0,0,9.18,0.97508562792037,8.951286064309
752,"Sweden",1975,0,0,0,9.66,0.984328017351757,9.50860864761798
752,"Sweden",1980,0,0,0,10.16,0.997972923023884,10.1394048979227
752,"Sweden",1985,0,0,0,10.63,1.00948104793725,10.7307835395729
752,"Sweden",1990,0,0,0,11.1,1.02222523067633,11.3467000605073
752,"Sweden",1995,0,0,0,11.49,1.03287187513625,11.8676978453155
752,"Sweden",2000,0,0,0,11.8,1.03901630876249,12.2603924433974
752,"Sweden",2005,0,0,0,12.07,1.04577943931827,12.6225578325715
752,"Sweden",2010,0,0,0,12.34,1.0568138736888,13.0410832013198
792,"Turkey",1970,0,0,0,3.52,0.814237903110771,2.86611741894992
792,"Turkey",1975,0,0,0,4.17,0.819846977578284,3.41876189650145
792,"Turkey",1980,0,0,0,4.89,0.82601535182661,4.03921507043212
792,"Turkey",1985,0,0,0,5.59,0.83481664609348,4.66662505166255
792,"Turkey",1990,0,0,0,6.3,0.84750601113407,5.33928787014464
792,"Turkey",1995,0,0,0,6.96,0.855519622089523,5.95441656974308
792,"Turkey",2000,0,0,0,7.55,0.860696616624489,6.49825945551489
792,"Turkey",2005,0,0,0,8.08,0.866344998177653,7.00006758527544
792,"Turkey",2010,0,0,0,8.64,0.869389944394481,7.51152911956832
804,"Ukraine",1970,0,0,0,6.66,0.794154134278509,5.28906653429487
804,"Ukraine",1975,0,0,0,7.66,0.836159075200985,6.40497851603955
804,"Ukraine",1980,0,0,0,8.56,0.878919392077634,7.52354999618455
804,"Ukraine",1985,0,0,0,9.16,0.914616003870705,8.37788259545566
804,"Ukraine",1990,0,0,0,9.73,0.924873735661135,8.99902144798284
