"cc","year","iso","wic_mys","country","age","sex","educ","weighted_OECD_avg","n_OECD","mean_country","n_country","mys","adj_factor","qamys_piaac","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","hlo_mean","qamys_dhs_full","qamys_dhs_part","qamys","fit1","lwr1","upr1"
"Madagascar",2015,450,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.527992803736775,0.443667783517916,0.0283394127453084,25.195679,367.58,2.41470138112,3.22111197184,2.41470138112,2.59002070830205,2.27845738321238,2.90158403339172
"Malawi",2015,454,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,0.559350102435693,0.410602094240838,0.0300478033234692,37.856461,322.77,3.7188892972,4.33558952904,3.7188892972,3.7444732219676,3.46984324852641,4.0191031954088
"Malaysia",2015,458,11.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,0.343957792915797,0.597418363726904,0.0586238433572989,5.4427466,474.05,NA,NA,NA,10.1488422553851,9.78319074284919,10.5144937679211
"Maldives",2015,462,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0.308795411089866,0.650095602294455,0.0411089866156788,2.2650528,NA,6.768926705,7.2854543196,6.768926705,5.99353345258608,5.41398038391306,6.57308652125909
"Mali",2015,466,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.584563516367778,0.390102058922858,0.0253344247093639,65.728668,170.91,0.59039812125,0.84294333225,0.59039812125,-0.350620202440818,-0.737402987635371,0.0361625827537355
"Malta",2015,470,11.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,0.200374093991115,0.61585223287351,0.183773673135375,5.4968109,498,NA,NA,NA,11.3227299904693,10.8855953403402,11.7598646405984
"Martinique",2015,474,10.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4,0.244882093806686,0.577092511013216,0.178025395180098,3.0999985,NA,NA,NA,NA,11.260199792427,10.952324222339,11.5680753625149
"Mauritania",2015,478,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,0.505295369241435,0.463697434794042,0.0310071959645222,46.502411,NA,NA,NA,NA,1.95491848798155,1.69946360252683,2.21037337343627
"Mauritius",2015,480,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,0.269032309279987,0.631420179407795,0.0995475113122172,7.6030555,444.73,NA,NA,NA,8.54998247155995,8.20405422068772,8.89591072243218
"Mayotte",2015,175,10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,0.520833333333333,0.441666666666667,0.0375,32.3331481691467,NA,NA,NA,NA,7.78243784712753,7.2984802625201,8.26639543173495
"Mexico",2015,484,9.32,"Mexico",0,0,0,262.45345050269,182648,220.3,5651,9.32,0.83938694491556,7.82308632661302,35.7,0.368141081191425,0.567043670068143,0.0648152487404316,5.0788517,443.36,NA,NA,7.82308632661302,8.01327226567279,7.73608887156406,8.29045565978153
"Micronesia (Federated States of)",2015,583,9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3,0.46551724137931,0.491379310344828,0.0431034482758621,9,NA,NA,NA,NA,8.04770962533094,7.76319472035112,8.33222453031076
"Mongolia",2015,496,10.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,0.364631975005879,0.59653307353781,0.0388349514563107,1.5768814,438.28,NA,NA,NA,9.15926597836257,8.7424936406365,9.57603831608864
"Montenegro",2015,499,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2,0.251034702324101,0.609996816300541,0.138968481375358,1.1528168,441.38,NA,NA,NA,11.8690312276171,11.644364200976,12.0936982542582
"Morocco",2015,504,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,0.361612440700077,0.574422660831736,0.0639648984681871,26.249992,380.75,2.60999383032,2.89617736524,2.60999383032,4.31244781729011,3.96970991960288,4.65518571497734
"Mozambique",2015,508,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,0.560119532153721,0.408551475943619,0.0313289919026606,41.652786,322.74,1.11999898116,1.49629493445,1.11999898116,0.918657840385702,0.566469294231795,1.27084638653961
"Myanmar",2015,104,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,0.371228804018029,0.575586121617135,0.0531850743648361,24.448799,NA,5.13372856536,5.65411134012,5.13372856536,4.73169623888568,4.3743654858114,5.08902699195995
"Namibia",2015,516,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,0.480169854881267,0.48503463060686,0.0347955145118734,8.4727325,325.14,7.28760663639,7.84156308726,7.28760663639,6.63720508724619,6.34934522499849,6.92506494949389
"Nepal",2015,524,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,0.438975794098045,0.506265200657401,0.0547590052445539,32.091568,189.48,3.96527467618,4.4600684738,3.96527467618,4.04779517134321,3.81138377468683,4.2842065679996
"Netherlands",2015,528,12.42,"Netherlands",0,0,0,262.45345050269,182648,283.69,4741,12.42,1.0809154898007,13.4249703833247,76.4,0.227168875638339,0.593629896389881,0.17920122797178,0.401437399192008,530.27,NA,NA,13.4249703833247,12.7125373275083,12.4545255203857,12.9705491346308
"New Caledonia",2015,540,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,0.306577480490524,0.596060943887031,0.0973615756224452,2.1999969,NA,NA,NA,NA,10.6983095011601,10.4767981186402,10.91982088368
"New Zealand",2015,554,13.52,"New Zealand",0,0,0,262.45345050269,182648,281.16,5560,13.52,1.07127568512237,14.4836472628545,82.8,0.268820699518918,0.584709400598102,0.14646989988298,0.200718699596004,492.69,NA,NA,14.4836472628545,13.2486779395641,12.9780014612865,13.5193544178416
"Nicaragua",2015,558,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,0.399625104822665,0.549517404673036,0.0508574905042998,17.385452,365.66,5.58785991462,5.81411682012,5.58785991462,5.32504630476967,5.08185282057698,5.56823978896236
"Niger",2015,562,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.605307866298065,0.369268660467454,0.025423473234481,69.439606,147.45,0.37519115205,0.54049975005,0.37519115205,-0.750293000851921,-1.16346901310431,-0.337116988599534
"Nigeria",2015,566,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,0.544078930665221,0.428559049529257,0.0273620198055213,37.98399,NA,2.72812331475,4.27826990025,2.72812331475,4.43905897472919,4.15730397149542,4.72081397796295
"Norway",2015,578,13.1,"Norway",0,0,0,262.45345050269,182648,279.45,4630,13.1,1.06476024401567,13.9483591966053,78.9,0.242442307692308,0.594519230769231,0.163038461538462,0.200718699596004,530.48,NA,NA,13.9483591966053,13.0904505700173,12.8430028844243,13.3378982556103
"Occupied Palestinian Territory",2015,275,10.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,0.515023484247325,0.455229802474961,0.0297467132777146,3.053477,400.62,NA,NA,NA,8.79543958736956,8.35691101731821,9.23396815742091
"Oman",2015,512,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,0.277879646607768,0.698973638463553,0.0231467149286786,5.2084694,414.85,NA,NA,NA,7.56504648280184,6.94871068994297,8.1813822756607
"Pakistan",2015,586,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,0.452323272857837,0.502829640737533,0.0448470864046297,40.86795,367.83,2.67423781636,3.10400805156,2.67423781636,3.18529109790245,2.92322821424984,3.44735398155506
"Panama",2015,591,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,0.36511815387716,0.55932886582355,0.0755529802992896,4.5881882,368.96,NA,NA,NA,9.08875145446048,8.88868332956304,9.28881957935792
"Papua New Guinea",2015,598,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,0.470153682961017,0.493389233353117,0.0364570836858655,38.400002,NA,3.87309835184,5.14504740118,3.87309835184,4.60326917502979,4.28117048708005,4.92536786297953
"Paraguay",2015,600,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,0.404377099305629,0.535418957388803,0.0602039433055685,5.2580414,366.83,NA,NA,NA,7.47729415972539,7.23605057862882,7.71853774082197
"Peru",2015,604,10.22,"Peru",0,0,0,262.45345050269,182648,193.22,6603,10.22,0.736206743062117,7.52403291409484,66.8,0.367461412695327,0.564287740344011,0.0682508469606622,5.7765274,419.49,9.46682996644,9.77687898138,7.52403291409484,9.12943192137336,8.86893160856978,9.38993223417694
"Philippines",2015,608,9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,0.42277210008297,0.531511861554251,0.0457160383627791,1.8174515,367.48,8.84009814006,9.24018878862,8.84009814006,8.23161137432227,7.83537946841679,8.62784328022775
"Poland",2015,616,13.04,"Poland",0,0,0,262.45345050269,182648,265.77,8302,13.04,1.01263671516209,13.2047827657136,90.1,0.201715504354098,0.642156350293235,0.156128145352666,0.200718699596004,528.84,NA,NA,13.2047827657136,13.1149696284526,12.8559231915468,13.3740160653584
"Portugal",2015,620,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3,0.193476236644812,0.599109174162211,0.207414589192977,3.8624115,525.21,NA,NA,NA,10.1280796285157,9.59726775946729,10.6588914975641
"Puerto Rico",2015,630,12.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,0.261649428415895,0.593304300489929,0.145046271094175,7.6100006,396.29,NA,NA,NA,12.1685628472602,11.9256567706277,12.4114689238927
"Qatar",2015,634,9.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,0.179301172772337,0.809817434409382,0.0108813928182807,6.6953659,438.9,NA,NA,NA,7.53648830979708,6.56096097570144,8.51201564389272
"Republic of Korea",2015,410,12.9,"Republic of Korea",0,0,0,262.45345050269,182648,270.85,6097,12.9,1.0319925285083,13.3127036177571,88.6,0.201708296763685,0.668623637039321,0.129668066196994,0.608500357980093,607.23,NA,NA,13.3127036177571,12.6393436851496,12.3082476526898,12.9704397176093
"Republic of Moldova",2015,498,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6,0.216901547012961,0.683710863523451,0.0993875894635874,0.75089645,443.29,11.13967890546,11.14524842284,11.13967890546,10.5523107967701,10.1698957411046,10.9347258524356
"Reunion",2015,638,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,0.321056289089646,0.575515404215891,0.103428306694464,5.64068932760919,NA,NA,NA,NA,9.18929173927989,9.00730876955109,9.3712747090087
"Romania",2015,642,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7,0.208929766391113,0.621058510397432,0.170011723211456,1.1555023,469.42,NA,NA,NA,11.927813355305,11.6818022707305,12.1738244398795
"Russian Federation",2015,643,10.87,"Russian Federation",0,0,0,262.45345050269,182648,275.36,3453,10.87,1.04917652815229,11.4045488610153,92.9,0.21233682609865,0.652776918698515,0.134886255202835,0.230494594398672,551.63,NA,NA,11.4045488610153,11.0731102615822,10.6477928840352,11.4984276391291
"Rwanda",2015,646,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.90000000000001,0.511816915217503,0.460085659734764,0.0280974250477321,26.784409,NA,3.3570238692,3.82737611352,3.3570238692,2.649646003288,2.37264143058424,2.92665057599176
"Saint Lucia",2015,662,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,0.287810383747178,0.618510158013544,0.0936794582392777,9,NA,NA,NA,NA,9.5901591196855,9.29094422465896,9.88937401471204
"Saint Vincent and the Grenadines",2015,670,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,0.335159817351598,0.591780821917808,0.0730593607305936,9,NA,NA,NA,NA,9.33423385826098,8.91341964196899,9.75504807455297
"Samoa",2015,882,10.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2,0.478844169246646,0.468008255933953,0.0531475748194014,0.90422821,NA,NA,NA,NA,9.00507126622406,8.54405788712536,9.46608464532276
"Sao Tome and Principe",2015,678,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,0.541411042944785,0.428425357873211,0.0301635991820041,7.1833572,NA,3.51605096856,4.23232937244,3.51605096856,3.22562733380576,2.67168729562297,3.77956737198855
"Saudi Arabia",2015,682,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,0.334158360931088,0.635307166965092,0.0305344721038204,4.6713715,375.6,NA,NA,NA,8.5568909558772,8.11009108593426,9.00369082582014
"Senegal",2015,686,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,0.535442953468189,0.434615127845651,0.0299419186861606,48.099579,319.54,1.9813426779,2.31504685554,1.9813426779,1.90893651490201,1.6609469307587,2.15692609904533
"Serbia",2015,688,12.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.1,0.227592207557404,0.609326975230519,0.163080817212077,1.50359349798003,512.22,NA,NA,NA,12.2363154032949,12.0113206617552,12.4613101448346
"Seychelles",2015,690,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.279317697228145,0.638592750533049,0.082089552238806,4.1322937,360.57,NA,NA,NA,9.62676935132165,9.28146925814045,9.97206944450285
"Sierra Leone",2015,694,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.536258513739414,0.438721799317519,0.0250196869430667,56.793671,NA,1.5349752183,1.7306519471,1.5349752183,1.6889710928191,1.36148498151662,2.01645720412158
"Singapore",2015,702,12.64,"Singapore",0,0,0,262.45345050269,182648,254.99,4960,12.64,0.971562764793548,12.2805533469904,80.4,0.218761854869303,0.664378488718681,0.116859656412017,2.894453,619.17,NA,NA,12.2805533469904,12.1001298039152,11.7480979663681,12.4521616414622
"Slovakia",2015,703,13.25,"Slovakia",0,0,0,262.45345050269,182648,273.92,5230,13.25,1.04368984090454,13.8288903919852,91.2,0.206147849907157,0.653282591509937,0.140569558582906,0.200718699596004,495.32,NA,NA,13.8288903919852,13.1010135751703,12.8018355028788,13.4001916474617
"Slovenia",2015,705,12.2,"Slovenia",0,0,0,262.45345050269,182648,255.31,4960,12.2,0.97278202862638,11.8679407492418,81.8,0.192876765145308,0.626777194081642,0.180346040773049,0.30000305,518.04,NA,NA,11.8679407492418,12.6384354115701,12.3805390215214,12.8963318016189
"Solomon Islands",2015,90,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,0.502894109635683,0.462717058222676,0.0343888321416411,9,NA,NA,NA,NA,5.06807897561474,4.72270852380076,5.41344942742872
"Somalia",2015,706,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,0.577184151865967,0.395944488387143,0.0268713597468901,62.25,NA,NA,NA,NA,0.678170283477942,0.325702313974608,1.03063825298128
"South Africa",2015,710,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,0.386433394165535,0.562751520654311,0.0508150851801544,9.2927055,374.06,8.66473670619,9.73491754774,8.66473670619,8.48323307541997,8.20555832232731,8.76090782851262
"South Sudan",2015,728,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.530686285238091,0.434608035421174,0.0347056793407352,65.477242,NA,NA,NA,NA,0.242128123195142,-0.179826968258322,0.664083214648606
"Spain",2015,724,11.47,"Spain",0,0,0,262.45345050269,182648,251.32,5585,11.47,0.957579332710751,10.9834349461923,59.8,0.194276452762846,0.616949510537137,0.188774036700016,1.7232437,504.83,NA,NA,10.9834349461923,11.8601646972766,11.5031026196133,12.2172267749399
"Sri Lanka",2015,144,10.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,0.32226401247592,0.584736311009613,0.0929996765144675,8.0025072,292.3,NA,NA,NA,9.71666864075469,9.46231350672675,9.97102377478263
"Sudan",2015,729,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,0.52423860528066,0.441201359111247,0.0345600356080936,25.8591927498123,NA,NA,NA,NA,3.26753896727781,2.93591728169507,3.59916065286055
"Suriname",2015,740,10.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,0.358937285378637,0.574191216338334,0.0668714982830291,5.6167297,NA,NA,NA,NA,8.6762737198588,8.2456468614317,9.1069005782859
"Swaziland",2015,748,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,0.490105390856016,0.478808097657138,0.0310865114868451,11.58062,335.26,8.0023803565,8.6915543225,8.0023803565,7.52635045108187,7.21517691600186,7.83752398616188
"Sweden",2015,752,12.77,"Sweden",0,0,0,262.45345050269,182648,279.93,4080,12.77,1.06658913976492,13.6203433147981,81.6,0.224761104909,0.579257863310016,0.195981031780985,0.200718699596004,509.15,NA,NA,13.6203433147981,13.2781410132784,12.9664592922572,13.5898227342995
"Switzerland",2015,756,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,0.20016106156398,0.619870669968028,0.179968268467992,0.200718699596004,543.83,NA,NA,NA,13.6255674371394,13.3521334025599,13.8990014717188
"Syrian Arab Republic",2015,760,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,0.496159614840593,0.463440280542938,0.0404001046164685,15.0059329236894,390.86,NA,NA,NA,5.5677429873858,5.31670395507815,5.81878201969345
"Taiwan Province of China",2015,158,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.7,0.202396617141689,0.674996060997057,0.122607321861253,2.87817159145408,597.75,NA,NA,NA,11.9509529266802,11.5950649654179,12.3068408879425
"Tajikistan",2015,762,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0.452613480859425,0.514169756371419,0.0332167627691552,0.19999695,NA,9.52618018239,11.2668839487,9.52618018239,10.3384090566684,9.73954455322307,10.9372735601138
"Thailand",2015,764,10.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,0.250136906495776,0.644219341683659,0.105643751820565,6.6819649,440.25,NA,NA,NA,9.43896053971961,9.05834836219173,9.81957271724749
"The former Yugoslav Republic of Macedonia",2015,807,10.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,0.231579453636014,0.643180069257407,0.125240477106579,2.1999969,389,NA,NA,NA,10.368078115623,10.1046551887919,10.631501042454
"Timor-Leste",2015,626,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0.564786462530218,0.400644641418211,0.0345688960515713,31.933167,NA,4.33909490784,5.31159022464,4.33909490784,4.65452555137209,4.32157703636002,4.98747406638416
"Togo",2015,768,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,0.522603783251763,0.449500465153905,0.0278957515943319,36.254379,283.23,2.282895153,2.75009230125,2.282895153,3.01748168648418,2.81524386114247,3.2197195118259
"Tonga",2015,776,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,0.475563909774436,0.466165413533835,0.0582706766917293,0.58563232,NA,NA,NA,NA,9.36024750253739,8.89904500145796,9.82145000361681
"Trinidad and Tobago",2015,780,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0.271283634759594,0.634612556976915,0.0941038082634907,1.3000031,438.75,NA,NA,NA,10.7103416691865,10.3627079911181,11.0579753472549
"Tunisia",2015,788,8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,0.310308126230642,0.613600482500488,0.0760913912688699,20.490084,384.12,NA,NA,NA,7.50736880372288,7.06222615370185,7.95251145374392
"Turkey",2015,792,9.21,"Turkey",0,0,0,262.45345050269,182648,225.39,4934,9.21,0.85878086025655,7.90937172296283,43.9,0.341053460003373,0.580928459364571,0.0780180806320556,4.0269089,470.39,NA,NA,7.90937172296283,8.22997727077722,7.99728093356755,8.46267360798689
"Turkmenistan",2015,795,10.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,0.388130478517028,0.57113090961345,0.0407386118695215,0.30000305,NA,NA,NA,NA,9.63213834235741,9.03223413840102,10.2320425463138
"Uganda",2015,800,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.90000000000001,0.594072749194139,0.38418021393305,0.021747036872811,23.472504,329.42,4.03208549484,4.95718228876,4.03208549484,4.34185023015199,3.95859135407198,4.72510910623199
"Ukraine",2015,804,10.98,"Ukraine",0,0,0,262.45345050269,182648,269.06598,NA,10.98,1.02519505643627,11.2566417196703,93,0.197926136236414,0.643217959454195,0.158855904309391,0.025650024,478.3,NA,NA,11.2566417196703,11.4850884472527,11.0714352776425,11.898741616863
"United Arab Emirates",2015,784,10.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4,0.173763901330595,0.81601083702943,0.0102252616399747,6.7728577,460.49,NA,NA,NA,8.40666710652808,7.41008121682132,9.40325299623485
"United Kingdom of Great Britain and Northern Ireland",2015,826,13.26,"United Kingdom of Great Britain and Northern Ireland",0,0,0,262.45345050269,182648,273.42,8392,13.26,1.04178474116574,13.8140656678577,74.2,0.23359849770772,0.585175262335343,0.181226239956938,0.200718699596004,515.8,NA,NA,13.8140656678577,13.4076526624043,13.0947923334392,13.7205129913694
"United Republic of Tanzania",2015,834,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,0.556763036244834,0.412138150142058,0.0310988136131076,22.11277,352.92,5.0305402345,5.51972194128,5.0305402345,4.93819578733073,4.54149718198989,5.33489439267158
"United States of America",2015,840,12.89,"United States of America",0,0,0,262.45345050269,182648,270.29,4659,12.89,1.02985881680085,13.2748801485629,89.7,0.258714413072807,0.594872006471885,0.146413580455308,0.200718699596004,529.09,NA,NA,13.2748801485629,12.8124975586033,12.5623143401177,13.062680777089
"United States Virgin Islands",2015,850,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,0.270218839200761,0.555661274976213,0.174119885823026,9,NA,NA,NA,NA,10.0696652912756,9.70369091920551,10.4356396633457
"Uruguay",2015,858,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0.289302677973016,0.566366523880293,0.144330798146691,1.3987694,445.45,NA,NA,NA,9.37022849513714,8.98352192075615,9.75693506951813
"Uzbekistan",2015,860,11.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,0.371153988940146,0.586530608291985,0.042315402767869,0.012235005,NA,NA,NA,NA,10.0392989039265,9.51701333390853,10.5615844739445
"Vanuatu",2015,548,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,0.463165848129958,0.494899886664148,0.0419342652058935,12.49369,NA,NA,NA,NA,5.51470268863914,5.24156748429265,5.78783789298563
"Venezuela (Bolivarian Republic of)",2015,862,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,0.37138134668464,0.566050452532255,0.0625682007831055,3.1338463,422.71,NA,NA,NA,8.89217570589529,8.65706825914014,9.12728315265044
"Viet Nam",2015,704,8.08,"Viet Nam",0,0,0,262.45345050269,182648,237.94441,NA,8.08,0.906615666680142,7.32545458677555,22.9,0.305523942641529,0.627036361440865,0.0674396959176062,4.9996185,520.04,NA,NA,7.32545458677555,6.93721956430296,6.48997988888342,7.3844592397225
"Western Sahara",2015,732,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,0.371841155234657,0.602698080942428,0.0254607638229147,NA,NA,NA,NA,NA,NA,NA,NA
"World",2015,900,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,0.341882292885881,0.575238942848136,0.082878764265983,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen",2015,887,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.517916652734588,0.45351329863317,0.0285700486322414,31.734136537265,297.2,0.9795566872,1.27318301586,0.9795566872,0.836424082896644,0.289161620797872,1.38368654499541
"Zambia",2015,894,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,0.566489642535483,0.408484735550793,0.025025621913724,13.252037,324.46,4.58588371092,5.94671650766,4.58588371092,5.87264643172188,5.48533944025312,6.25995342319065
"Zimbabwe",2015,716,10.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,0.521946921726343,0.449815233857524,0.0282378444161327,13.861935,342.99,9.44912835808,10.451886454,9.44912835808,8.82051962015285,8.35383313895551,9.28720610135018
