iso3n,year,illit_,age
108,"2020_25",54.54619,"55-59"
108,"1970_74",90.05843,"60-64"
108,"1975_79",88.90375,"60-64"
108,"1980_84",87.53706,"60-64"
108,"1985_89",86.03098,"60-64"
108,"1990_94",84.13494,"60-64"
108,"1995_99",81.6136,"60-64"
108,"2000_04",64.78515,"60-64"
108,"2005_09",88.57809,"60-64"
108,"2010_14",69.42683,"60-64"
108,"2015_19",59.83067,"60-64"
108,"2020_25",60.32713,"60-64"
108,"1970_74",91.40359,"65-69"
108,"1975_79",90.33059,"65-69"
108,"1980_84",89.05606,"65-69"
108,"1985_89",87.71291,"65-69"
108,"1990_94",86.28709,"65-69"
108,"1995_99",84.46428,"65-69"
108,"2000_04",67.53497,"65-69"
108,"2005_09",93.1486,"65-69"
108,"2010_14",74.00434,"65-69"
108,"2015_19",64.34789,"65-69"
108,"2020_25",62.92508,"65-69"
108,"1970_74",92.10812,"70+"
108,"1975_79",91.81086,"70+"
108,"1980_84",90.79446,"70+"
108,"1985_89",89.63206,"70+"
108,"1990_94",88.17954,"70+"
108,"1995_99",86.79322,"70+"
108,"2000_04",70.15894,"70+"
108,"2005_09",97.57561,"70+"
108,"2010_14",78.12115,"70+"
108,"2015_19",68.80431,"70+"
108,"2020_25",68.86507,"70+"
108,"1970_74",76.45056,"15+"
108,"1975_79",73.00275,"15+"
108,"1980_84",68.90555,"15+"
108,"1985_89",64.62462,"15+"
108,"1990_94",59.99348,"15+"
108,"1995_99",54.88513,"15+"
108,"2000_04",40.69638,"15+"
108,"2005_09",51.91594,"15+"
108,"2010_14",38.43027,"15+"
108,"2015_19",31.62467,"15+"
108,"2020_25",30.48927,"15+"
112,"1970_74",.2,"15-19"
112,"1975_79",.2,"15-19"
112,"1980_84",.2,"15-19"
112,"1985_89",.2,"15-19"
112,"1990_94",.2,"15-19"
112,"1995_99",.2,"15-19"
112,"2000_04",.2,"15-19"
112,"2005_09",.2520746,"15-19"
112,"2010_14",.2,"15-19"
112,"2015_19",.2285681,"15-19"
112,"2020_25",.2,"15-19"
112,"1970_74",.2237758,"20-24"
112,"1975_79",.2,"20-24"
112,"1980_84",.2,"20-24"
112,"1985_89",.2,"20-24"
112,"1990_94",.2,"20-24"
112,"1995_99",.2,"20-24"
112,"2000_04",.2,"20-24"
112,"2005_09",.2520746,"20-24"
112,"2010_14",.2,"20-24"
112,"2015_19",.2285681,"20-24"
112,"2020_25",.2,"20-24"
112,"1970_74",.2854681,"25-29"
112,"1975_79",.2238499,"25-29"
112,"1980_84",.2,"25-29"
112,"1985_89",.2,"25-29"
112,"1990_94",.2,"25-29"
112,"1995_99",.2,"25-29"
112,"2000_04",.2,"25-29"
112,"2005_09",.2520746,"25-29"
112,"2010_14",.2,"25-29"
112,"2015_19",.2285681,"25-29"
112,"2020_25",.2,"25-29"
112,"1970_74",.4675362,"30-34"
112,"1975_79",.2854233,"30-34"
112,"1980_84",.2238602,"30-34"
112,"1985_89",.2,"30-34"
112,"1990_94",.2,"30-34"
112,"1995_99",.2,"30-34"
112,"2000_04",.2,"30-34"
112,"2005_09",.2520746,"30-34"
112,"2010_14",.2,"30-34"
112,"2015_19",.2285681,"30-34"
112,"2020_25",.2,"30-34"
112,"1970_74",.7910569,"35-39"
112,"1975_79",.4680959,"35-39"
112,"1980_84",.2856156,"35-39"
112,"1985_89",.2239265,"35-39"
112,"1990_94",.2,"35-39"
112,"1995_99",.2,"35-39"
112,"2000_04",.2,"35-39"
112,"2005_09",.2520746,"35-39"
112,"2010_14",.2,"35-39"
112,"2015_19",.2285681,"35-39"
112,"2020_25",.2,"35-39"
112,"1970_74",1.172783,"40-44"
112,"1975_79",.7924765,"40-44"
112,"1980_84",.4686492,"40-44"
112,"1985_89",.2859331,"40-44"
112,"1990_94",.2240253,"40-44"
112,"1995_99",.2,"40-44"
112,"2000_04",.2,"40-44"
112,"2005_09",.2520746,"40-44"
112,"2010_14",.2,"40-44"
112,"2015_19",.2285681,"40-44"
112,"2020_25",.2,"40-44"
112,"1970_74",1.660365,"45-49"
112,"1975_79",1.17697,"45-49"
112,"1980_84",.7956851,"45-49"
112,"1985_89",.4698291,"45-49"
112,"1990_94",.2864639,"45-49"
112,"1995_99",.2241738,"45-49"
112,"2000_04",.2,"45-49"
112,"2005_09",.2520746,"45-49"
112,"2010_14",.2,"45-49"
112,"2015_19",.2285681,"45-49"
112,"2020_25",.2,"45-49"
112,"1970_74","NA","50-54"
112,"1975_79",1.675262,"50-54"
112,"1980_84",1.181231,"50-54"
112,"1985_89",.802274,"50-54"
112,"1990_94",.4720918,"50-54"
112,"1995_99",.2873919,"50-54"
112,"2000_04",.2244185,"50-54"
112,"2005_09",.2520746,"50-54"
112,"2010_14",.2,"50-54"
112,"2015_19",.2285681,"50-54"
112,"2020_25",.2,"50-54"
112,"1970_74",3.323317,"55-59"
112,"1975_79",2.380664,"55-59"
112,"1980_84",1.693346,"55-59"
112,"1985_89",1.196565,"55-59"
112,"1990_94",.8108065,"55-59"
112,"1995_99",.4760683,"55-59"
112,"2000_04",.288714,"55-59"
112,"2005_09",.2832611,"55-59"
112,"2010_14",.2,"55-59"
112,"2015_19",.2285681,"55-59"
112,"2020_25",.2,"55-59"
112,"1970_74",4.507952,"60-64"
112,"1975_79",3.34001,"60-64"
112,"1980_84",2.416042,"60-64"
112,"1985_89",1.717241,"60-64"
112,"1990_94",1.215149,"60-64"
112,"1995_99",.8239414,"60-64"
112,"2000_04",.4819899,"60-64"
112,"2005_09",.3659705,"60-64"
112,"2010_14",.2251207,"60-64"
112,"2015_19",.2285681,"60-64"
112,"2020_25",.2,"60-64"
112,"1970_74",6.280742,"65-69"
112,"1975_79",4.63429,"65-69"
112,"1980_84",3.405154,"65-69"
112,"1985_89",2.462934,"65-69"
112,"1990_94",1.749084,"65-69"
112,"1995_99",1.24329,"65-69"
112,"2000_04",.8413565,"65-69"
112,"2005_09",.6164101,"65-69"
112,"2010_14",.2922508,"65-69"
112,"2015_19",.257777,"65-69"
112,"2020_25",.2,"65-69"
112,"1970_74",7.223275,"70+"
112,"1975_79",6.517022,"70+"
112,"1980_84",4.840773,"70+"
112,"1985_89",3.563426,"70+"
112,"1990_94",2.589311,"70+"
112,"1995_99",1.862033,"70+"
112,"2000_04",1.33651,"70+"
112,"2005_09",1.125366,"70+"
112,"2010_14",.5093421,"70+"
112,"2015_19",.3416434,"70+"
112,"2020_25",.2226155,"70+"
112,"1970_74",1.938067,"15+"
112,"1975_79",1.535379,"15+"
112,"1980_84",1.151077,"15+"
112,"1985_89",.860558,"15+"
112,"1990_94",.6503181,"15+"
112,"1995_99",.5005895,"15+"
112,"2000_04",.388712,"15+"
112,"2005_09",.38294,"15+"
112,"2010_14",.2433935,"15+"
112,"2015_19",.24344,"15+"
112,"2020_25",.2027966,"15+"
116,"1970_74",28.85172,"15-19"
116,"1975_79",30.40665,"15-19"
116,"1980_84",31.61625,"15-19"
116,"1985_89",26.22012,"15-19"
116,"1990_94",24.02894,"15-19"
116,"1995_99",23.68486,"15-19"
116,"2000_04",17.6558,"15-19"
116,"2005_09",15.55093,"15-19"
116,"2010_14",13.53134,"15-19"
116,"2015_19",11.59059,"15-19"
116,"2020_25",11.49411,"15-19"
116,"1970_74",33.54216,"20-24"
116,"1975_79",29.3248,"20-24"
116,"1980_84",30.97526,"20-24"
116,"1985_89",31.56885,"20-24"
116,"1990_94",26.23095,"20-24"
116,"1995_99",24.0348,"20-24"
116,"2000_04",20.45358,"20-24"
116,"2005_09",18.02439,"20-24"
116,"2010_14",15.61778,"20-24"
116,"2015_19",13.31445,"20-24"
116,"2020_25",13.12892,"20-24"
116,"1970_74",42.50748,"25-29"
116,"1975_79",34.24314,"25-29"
116,"1980_84",30.13807,"25-29"
116,"1985_89",30.93003,"25-29"
116,"1990_94",31.5725,"25-29"
116,"1995_99",26.238,"25-29"
116,"2000_04",20.75929,"25-29"
116,"2005_09",20.88671,"25-29"
116,"2010_14",18.10423,"25-29"
116,"2015_19",15.36866,"25-29"
116,"2020_25",15.07509,"25-29"
116,"1970_74",51.65902,"30-34"
116,"1975_79",43.70244,"30-34"
116,"1980_84",35.69914,"30-34"
116,"1985_89",30.06011,"30-34"
116,"1990_94",30.91758,"30-34"
116,"1995_99",31.56786,"30-34"
116,"2000_04",22.66763,"30-34"
116,"2005_09",21.20901,"30-34"
116,"2010_14",20.98439,"30-34"
116,"2015_19",17.81862,"30-34"
116,"2020_25",17.3951,"30-34"
116,"1970_74",58.65583,"35-39"
116,"1975_79",53.35344,"35-39"
116,"1980_84",46.03289,"35-39"
116,"1985_89",35.57861,"35-39"
116,"1990_94",30.03898,"35-39"
116,"1995_99",30.91317,"35-39"
116,"2000_04",27.29054,"35-39"
116,"2005_09",23.17599,"35-39"
116,"2010_14",21.32433,"35-39"
116,"2015_19",20.66409,"35-39"
116,"2020_25",20.16433,"35-39"
116,"1970_74",63.46766,"40-44"
116,"1975_79",61.05519,"40-44"
116,"1980_84",57.02235,"40-44"
116,"1985_89",45.8383,"40-44"
116,"1990_94",35.58254,"40-44"
116,"1995_99",30.06094,"40-44"
116,"2000_04",26.75875,"40-44"
116,"2005_09",27.93363,"40-44"
116,"2010_14",23.32518,"40-44"
116,"2015_19",21.01532,"40-44"
116,"2020_25",23.40372,"40-44"
116,"1970_74",66.97674,"45-49"
116,"1975_79",66.26192,"45-49"
116,"1980_84",65.64998,"45-49"
116,"1985_89",56.77924,"45-49"
116,"1990_94",45.91854,"45-49"
116,"1995_99",35.65348,"45-49"
116,"2000_04",26.07116,"45-49"
116,"2005_09",27.43216,"45-49"
116,"2010_14",28.13966,"45-49"
116,"2015_19",23.00299,"45-49"
116,"2020_25",24.33402,"45-49"
116,"1970_74",69.63983,"50-54"
116,"1975_79",69.72842,"50-54"
116,"1980_84",70.40739,"50-54"
116,"1985_89",65.43174,"50-54"
116,"1990_94",56.93081,"50-54"
116,"1995_99",46.05952,"50-54"
116,"2000_04",31.01611,"50-54"
116,"2005_09",26.80559,"50-54"
116,"2010_14",27.67857,"50-54"
116,"2015_19",27.77312,"50-54"
116,"2020_25",25.9922,"50-54"
116,"1970_74",71.80141,"55-59"
116,"1975_79",72.47426,"55-59"
116,"1980_84",73.73358,"55-59"
116,"1985_89",70.38041,"55-59"
116,"1990_94",65.66298,"55-59"
116,"1995_99",57.15012,"55-59"
116,"2000_04",40.15089,"55-59"
116,"2005_09",31.98922,"55-59"
116,"2010_14",27.14799,"55-59"
116,"2015_19",27.35407,"55-59"
116,"2020_25",31.43282,"55-59"
116,"1970_74",73.37847,"60-64"
116,"1975_79",72.18059,"60-64"
116,"1980_84",72.84456,"60-64"
116,"1985_89",74.17334,"60-64"
116,"1990_94",70.62161,"60-64"
116,"1995_99",66.04028,"60-64"
116,"2000_04",49.86449,"60-64"
116,"2005_09",41.50131,"60-64"
116,"2010_14",32.45844,"60-64"
116,"2015_19",26.90654,"60-64"
116,"2020_25",32.06371,"60-64"
116,"1970_74",75.02738,"65-69"
116,"1975_79",74.01798,"65-69"
116,"1980_84",72.70505,"65-69"
116,"1985_89",73.48539,"65-69"
116,"1990_94",74.55995,"65-69"
116,"1995_99",71.16154,"65-69"
116,"2000_04",57.59237,"65-69"
116,"2005_09",51.58845,"65-69"
116,"2010_14",42.23797,"65-69"
116,"2015_19",32.30515,"65-69"
116,"2020_25",33.45619,"65-69"
116,"1970_74",77.15617,"70+"
116,"1975_79",75.6536,"70+"
116,"1980_84",74.2436,"70+"
116,"1985_89",74.05477,"70+"
116,"1990_94",73.59419,"70+"
116,"1995_99",73.51575,"70+"
116,"2000_04",61.81558,"70+"
116,"2005_09",60.00178,"70+"
116,"2010_14",53.75333,"70+"
116,"2015_19",43.2012,"70+"
116,"2020_25",36.38882,"70+"
116,"1970_74",49.95414,"15+"
116,"1975_79",46.29259,"15+"
116,"1980_84",43.78942,"15+"
116,"1985_89",39.70804,"15+"
116,"1990_94",36.46669,"15+"
116,"1995_99",33.80204,"15+"
116,"2000_04",26.39005,"15+"
116,"2005_09",24.25672,"15+"
116,"2010_14",21.94491,"15+"
116,"2015_19",19.47351,"15+"
116,"2020_25",20.07341,"15+"
120,"1970_74",35.52941,"15-19"
120,"1975_79",26.29857,"15-19"
120,"1980_84",18.96345,"15-19"
120,"1985_89",13.27431,"15-19"
120,"1990_94",9.202575,"15-19"
120,"1995_99",6.426678,"15-19"
120,"2000_04",6.605197,"15-19"
120,"2005_09",5.840921,"15-19"
120,"2010_14",5.779975,"15-19"
120,"2015_19",4.919697,"15-19"
120,"2020_25",1.751821,"15-19"
120,"1970_74",46.01351,"20-24"
120,"1975_79",35.55864,"20-24"
120,"1980_84",26.32022,"20-24"
120,"1985_89",18.97588,"20-24"
120,"1990_94",13.27969,"20-24"
120,"1995_99",9.204443,"20-24"
120,"2000_04",9.253904,"20-24"
120,"2005_09",7.909873,"20-24"
120,"2010_14",7.50452,"20-24"
120,"2015_19",6.099241,"20-24"
120,"2020_25",2.066059,"20-24"
120,"1970_74",56.27236,"25-29"
120,"1975_79",46.07144,"25-29"
120,"1980_84",35.60231,"25-29"
120,"1985_89",26.34806,"25-29"
120,"1990_94",18.98852,"25-29"
120,"1995_99",13.2852,"25-29"
120,"2000_04",13.25557,"25-29"
120,"2005_09",11.08204,"25-29"
120,"2010_14",10.16333,"25-29"
120,"2015_19",7.919915,"25-29"
120,"2020_25",2.550297,"25-29"
120,"1970_74",65.4128,"30-34"
120,"1975_79",56.30894,"30-34"
120,"1980_84",46.10442,"30-34"
120,"1985_89",35.6327,"30-34"
120,"1990_94",26.36325,"30-34"
120,"1995_99",18.99823,"30-34"
120,"2000_04",19.13072,"30-34"
120,"2005_09",15.87189,"30-34"
120,"2010_14",14.23787,"30-34"
120,"2015_19",10.72584,"30-34"
120,"2020_25",3.297436,"30-34"
120,"1970_74",73.68202,"35-39"
120,"1975_79",65.44169,"35-39"
120,"1980_84",56.34934,"35-39"
120,"1985_89",46.12956,"35-39"
120,"1990_94",35.64599,"35-39"
120,"1995_99",26.3743,"35-39"
120,"2000_04",27.35915,"35-39"
120,"2005_09",22.90836,"35-39"
120,"2010_14",20.39037,"35-39"
120,"2015_19",15.02454,"35-39"
120,"2020_25",4.448416,"35-39"
120,"1970_74",79.98936,"40-44"
120,"1975_79",73.7325,"40-44"
120,"1980_84",65.50821,"40-44"
120,"1985_89",56.40049,"40-44"
120,"1990_94",46.17669,"40-44"
120,"1995_99",35.68311,"40-44"
120,"2000_04",38.005,"40-44"
120,"2005_09",32.77779,"40-44"
120,"2010_14",29.43793,"40-44"
120,"2015_19",21.5211,"40-44"
120,"2020_25",6.213253,"40-44"
120,"1970_74",85.23463,"45-49"
120,"1975_79",80.06213,"45-49"
120,"1980_84",73.8162,"45-49"
120,"1985_89",65.57251,"45-49"
120,"1990_94",56.47308,"45-49"
120,"1995_99",46.23655,"45-49"
120,"2000_04",51.43856,"45-49"
120,"2005_09",45.57931,"45-49"
120,"2010_14",42.16389,"45-49"
120,"2015_19",31.08897,"45-49"
120,"2020_25",8.887869,"45-49"
120,"1970_74","NA","50-54"
120,"1975_79",85.33604,"50-54"
120,"1980_84",80.17465,"50-54"
120,"1985_89",73.92173,"50-54"
120,"1990_94",65.68423,"50-54"
120,"1995_99",56.57764,"50-54"
120,"2000_04",66.74377,"50-54"
120,"2005_09",61.77274,"50-54"
120,"2010_14",58.70825,"50-54"
120,"2015_19",44.57931,"50-54"
120,"2020_25",12.84626,"50-54"
120,"1970_74",92.52179,"55-59"
120,"1975_79",89.34039,"55-59"
120,"1980_84",85.44842,"55-59"
120,"1985_89",80.30967,"55-59"
120,"1990_94",74.07001,"55-59"
120,"1995_99",65.85622,"55-59"
120,"2000_04",81.71368,"55-59"
120,"2005_09",80.22205,"55-59"
120,"2010_14",79.66015,"55-59"
120,"2015_19",62.16616,"55-59"
120,"2020_25",18.46376,"55-59"
120,"1970_74",95.02978,"60-64"
120,"1975_79",92.5937,"60-64"
120,"1980_84",89.44301,"60-64"
120,"1985_89",85.57587,"60-64"
120,"1990_94",80.46062,"60-64"
120,"1995_99",74.23091,"60-64"
120,"2000_04",95.08949,"60-64"
120,"2005_09",98.21031,"60-64"
120,"2010_14",103.4353,"60-64"
120,"2015_19",84.36263,"60-64"
120,"2020_25",25.85081,"60-64"
120,"1970_74",96.6173,"65-69"
120,"1975_79",95.10804,"65-69"
120,"1980_84",92.69428,"65-69"
120,"1985_89",89.57631,"65-69"
120,"1990_94",85.7277,"65-69"
120,"1995_99",80.61887,"65-69"
120,"2000_04",107.1678,"65-69"
120,"2005_09",114.2515,"65-69"
120,"2010_14",126.5754,"65-69"
120,"2015_19",109.5403,"65-69"
120,"2020_25",31.10846,"65-69"
120,"1970_74",97.26559,"70+"
120,"1975_79",96.7627,"70+"
120,"1980_84",95.32864,"70+"
120,"1985_89",93.00301,"70+"
120,"1990_94",89.94767,"70+"
120,"1995_99",86.19621,"70+"
120,"2000_04",116.8796,"70+"
120,"2005_09",129.2985,"70+"
120,"2010_14",148.107,"70+"
120,"2015_19",134.7969,"70+"
120,"2020_25",40.96233,"70+"
120,"1970_74",65.69729,"15+"
120,"1975_79",58.02837,"15+"
120,"1980_84",49.98155,"15+"
120,"1985_89",42.04711,"15+"
120,"1990_94",34.55814,"15+"
120,"1995_99",27.78073,"15+"
120,"2000_04",31.59084,"15+"
120,"2005_09",29.32006,"15+"
120,"2010_14",28.70949,"15+"
120,"2015_19",22.92896,"15+"
120,"2020_25",6.951352,"15+"
124,"1970_74","NA","NA"
124,"1975_79","NA","NA"
124,"1980_84","NA","NA"
124,"1985_89","NA","NA"
124,"1990_94","NA","NA"
124,"1995_99","NA","NA"
124,"2000_04","NA","NA"
124,"2005_09","NA","NA"
124,"2010_14","NA","NA"
124,"2015_19","NA","NA"
124,"2020_25","NA","NA"
132,"1970_74",37.03786,"15-19"
132,"1975_79",30.1244,"15-19"
132,"1980_84",23.26079,"15-19"
132,"1985_89",18.0418,"15-19"
132,"1990_94",14.56403,"15-19"
132,"1995_99",11.34988,"15-19"
132,"2000_04",8.609257,"15-19"
132,"2005_09",6.447992,"15-19"
132,"2010_14",4.739826,"15-19"
132,"2015_19",3.412447,"15-19"
132,"2020_25",2.302464,"15-19"
132,"1970_74",43.02218,"20-24"
132,"1975_79",38.1914,"20-24"
132,"1980_84",31.10065,"20-24"
132,"1985_89",23.42901,"20-24"
132,"1990_94",18.12621,"20-24"
132,"1995_99",14.64954,"20-24"
132,"2000_04",11.37764,"20-24"
132,"2005_09",8.616293,"20-24"
132,"2010_14",6.447992,"20-24"
132,"2015_19",4.739826,"20-24"
132,"2020_25",3.300139,"20-24"
132,"1970_74",51.88976,"25-29"
132,"1975_79",46.62823,"25-29"
132,"1980_84",39.74139,"25-29"
132,"1985_89",31.52441,"25-29"
132,"1990_94",23.5225,"25-29"
132,"1995_99",18.21986,"25-29"
132,"2000_04",14.67685,"25-29"
132,"2005_09",11.36576,"25-29"
132,"2010_14",8.616985,"25-29"
132,"2015_19",6.452503,"25-29"
132,"2020_25",4.596816,"25-29"
132,"1970_74",59.14093,"30-34"
132,"1975_79",52.87895,"30-34"
132,"1980_84",47.0727,"30-34"
132,"1985_89",41.43187,"30-34"
132,"1990_94",31.78293,"30-34"
132,"1995_99",23.58544,"30-34"
132,"2000_04",18.22833,"30-34"
132,"2005_09",14.68491,"30-34"
132,"2010_14",11.39424,"30-34"
132,"2015_19",8.634052,"30-34"
132,"2020_25",6.270147,"30-34"
132,"1970_74",64.95849,"35-39"
132,"1975_79",60.3171,"35-39"
132,"1980_84",54.34156,"35-39"
132,"1985_89",48.90032,"35-39"
132,"1990_94",41.88077,"35-39"
132,"1995_99",32.12125,"35-39"
132,"2000_04",23.69489,"35-39"
132,"2005_09",18.23045,"35-39"
132,"2010_14",14.70827,"35-39"
132,"2015_19",11.3939,"35-39"
132,"2020_25",8.388199,"35-39"
132,"1970_74",69.06358,"40-44"
132,"1975_79",65.23424,"40-44"
132,"1980_84",60.95187,"40-44"
132,"1985_89",54.35081,"40-44"
132,"1990_94",48.2444,"40-44"
132,"1995_99",41.88077,"40-44"
132,"2000_04",32.19172,"40-44"
132,"2005_09",23.68768,"40-44"
132,"2010_14",18.26206,"40-44"
132,"2015_19",14.73452,"40-44"
132,"2020_25",11.11176,"40-44"
132,"1970_74",71.99838,"45-49"
132,"1975_79",69.70868,"45-49"
132,"1980_84",66.30962,"45-49"
132,"1985_89",61.97792,"45-49"
132,"1990_94",56.33286,"45-49"
132,"1995_99",49.88134,"45-49"
132,"2000_04",42.37783,"45-49"
132,"2005_09",32.15763,"45-49"
132,"2010_14",23.76327,"45-49"
132,"2015_19",18.30158,"45-49"
132,"2020_25",14.39221,"45-49"
132,"1970_74","NA","50-54"
132,"1975_79",72.9366,"50-54"
132,"1980_84",69.97189,"50-54"
132,"1985_89",66.64634,"50-54"
132,"1990_94",62.16543,"50-54"
132,"1995_99",57.13964,"50-54"
132,"2000_04",50.63022,"50-54"
132,"2005_09",42.12535,"50-54"
132,"2010_14",32.0539,"50-54"
132,"2015_19",23.77325,"50-54"
132,"2020_25",17.92265,"50-54"
132,"1970_74",79.69892,"55-59"
132,"1975_79",75.95785,"55-59"
132,"1980_84",72.90051,"55-59"
132,"1985_89",70.97855,"55-59"
132,"1990_94",67.45835,"55-59"
132,"1995_99",62.16697,"55-59"
132,"2000_04",57.65134,"55-59"
132,"2005_09",51.00027,"55-59"
132,"2010_14",42.59647,"55-59"
132,"2015_19",32.4225,"55-59"
132,"2020_25",23.22736,"55-59"
132,"1970_74",83.68771,"60-64"
132,"1975_79",81.02748,"60-64"
132,"1980_84",76.83637,"60-64"
132,"1985_89",73.87091,"60-64"
132,"1990_94",70.97855,"60-64"
132,"1995_99",66.95084,"60-64"
132,"2000_04",63.79289,"60-64"
132,"2005_09",57.65134,"60-64"
132,"2010_14",50.62347,"60-64"
132,"2015_19",42.77108,"60-64"
132,"2020_25",31.40218,"60-64"
132,"1970_74",87.70714,"65-69"
132,"1975_79",83.411,"65-69"
132,"1980_84",79.84122,"65-69"
132,"1985_89",77.86801,"65-69"
132,"1990_94",74.97337,"65-69"
132,"1995_99",70.34612,"65-69"
132,"2000_04",68.91612,"65-69"
132,"2005_09",63.27956,"65-69"
132,"2010_14",57.346,"65-69"
132,"2015_19",51.26708,"65-69"
132,"2020_25",37.5633,"65-69"
132,"1970_74",88.62463,"70+"
132,"1975_79",87.64485,"70+"
132,"1980_84",84.42508,"70+"
132,"1985_89",81.3082,"70+"
132,"1990_94",78.31313,"70+"
132,"1995_99",75.20065,"70+"
132,"2000_04",72.3754,"70+"
132,"2005_09",67.42481,"70+"
132,"2010_14",64.37955,"70+"
132,"2015_19",56.37104,"70+"
132,"2020_25",45.75933,"70+"
132,"1970_74",60.05982,"15+"
132,"1975_79",54.24123,"15+"
132,"1980_84",47.13796,"15+"
132,"1985_89",39.96895,"15+"
132,"1990_94",33.79863,"15+"
132,"1995_99",28.5462,"15+"
132,"2000_04",23.85889,"15+"
132,"2005_09",20.13183,"15+"
132,"2010_14",16.61089,"15+"
132,"2015_19",14.02486,"15+"
132,"2020_25",11.40799,"15+"
136,"1970_74","NA","NA"
136,"1975_79","NA","NA"
136,"1980_84","NA","NA"
136,"1985_89","NA","NA"
136,"1990_94","NA","NA"
136,"1995_99","NA","NA"
136,"2000_04","NA","NA"
136,"2005_09","NA","NA"
136,"2010_14","NA","NA"
136,"2015_19","NA","NA"
136,"2020_25","NA","NA"
140,"1970_74",66.8916,"15-19"
140,"1975_79",60.63153,"15-19"
140,"1980_84",55.64663,"15-19"
140,"1985_89",49.05733,"15-19"
140,"1990_94",41.34216,"15-19"
140,"1995_99",33.86694,"15-19"
140,"2000_04",26.56704,"15-19"
140,"2005_09",21.29095,"15-19"
140,"2010_14",27.95131,"15-19"
140,"2015_19",24.86767,"15-19"
140,"2020_25",9.372986,"15-19"
140,"1970_74",72.96189,"20-24"
140,"1975_79",66.94202,"20-24"
140,"1980_84",60.71123,"20-24"
140,"1985_89",55.68415,"20-24"
140,"1990_94",49.1105,"20-24"
140,"1995_99",41.35206,"20-24"
140,"2000_04",33.16808,"20-24"
140,"2005_09",27.14417,"20-24"
140,"2010_14",36.16795,"20-24"
140,"2015_19",32.46592,"20-24"
140,"2020_25",12.28939,"20-24"
140,"1970_74",79.69819,"25-29"
140,"1975_79",73.00021,"25-29"
140,"1980_84",66.99643,"25-29"
140,"1985_89",60.74327,"25-29"
140,"1990_94",55.74069,"25-29"
140,"1995_99",49.10989,"25-29"
140,"2000_04",40.48206,"25-29"
140,"2005_09",33.87962,"25-29"
140,"2010_14",46.1054,"25-29"
140,"2015_19",42.00115,"25-29"
140,"2020_25",16.05617,"25-29"
140,"1970_74",84.95584,"30-34"
140,"1975_79",79.72169,"30-34"
140,"1980_84",73.06541,"30-34"
140,"1985_89",67.09536,"30-34"
140,"1990_94",60.80321,"30-34"
140,"1995_99",55.75547,"30-34"
140,"2000_04",48.07209,"30-34"
140,"2005_09",41.36797,"30-34"
140,"2010_14",57.55122,"30-34"
140,"2015_19",53.55904,"30-34"
140,"2020_25",20.79655,"30-34"
140,"1970_74",88.72736,"35-39"
140,"1975_79",84.97896,"35-39"
140,"1980_84",79.78783,"35-39"
140,"1985_89",73.18308,"35-39"
140,"1990_94",67.13187,"35-39"
140,"1995_99",60.82958,"35-39"
140,"2000_04",54.61245,"35-39"
140,"2005_09",49.13992,"35-39"
140,"2010_14",70.30674,"35-39"
140,"2015_19",66.89262,"35-39"
140,"2020_25",26.57066,"35-39"
140,"1970_74",91.55679,"40-44"
140,"1975_79",88.74966,"40-44"
140,"1980_84",85.00457,"40-44"
140,"1985_89",79.88429,"40-44"
140,"1990_94",73.2077,"40-44"
140,"1995_99",67.2134,"40-44"
140,"2000_04",59.62323,"40-44"
140,"2005_09",55.8726,"40-44"
140,"2010_14",83.62533,"40-44"
140,"2015_19",81.74242,"40-44"
140,"2020_25",33.27723,"40-44"
140,"1970_74",94.00144,"45-49"
140,"1975_79",91.60793,"45-49"
140,"1980_84",88.8281,"45-49"
140,"1985_89",85.09791,"45-49"
140,"1990_94",79.95953,"45-49"
140,"1995_99",73.38882,"45-49"
140,"2000_04",65.99812,"45-49"
140,"2005_09",61.09966,"45-49"
140,"2010_14",95.16875,"45-49"
140,"2015_19",97.37051,"45-49"
140,"2020_25",40.8129,"45-49"
140,"1970_74","NA","50-54"
140,"1975_79",94.05431,"50-54"
140,"1980_84",91.68461,"50-54"
140,"1985_89",88.91949,"50-54"
140,"1990_94",85.23905,"50-54"
140,"1995_99",80.16002,"50-54"
140,"2000_04",72.09647,"50-54"
140,"2005_09",67.68052,"50-54"
140,"2010_14",104.3081,"50-54"
140,"2015_19",110.9017,"50-54"
140,"2020_25",48.80486,"50-54"
140,"1970_74",96.9151,"55-59"
140,"1975_79",95.76771,"55-59"
140,"1980_84",94.13258,"55-59"
140,"1985_89",91.76374,"55-59"
140,"1990_94",89.0674,"55-59"
140,"1995_99",85.44377,"55-59"
140,"2000_04",78.67802,"55-59"
140,"2005_09",73.92302,"55-59"
140,"2010_14",115.5591,"55-59"
140,"2015_19",121.6097,"55-59"
140,"2020_25",55.91608,"55-59"
140,"1970_74",97.75517,"60-64"
140,"1975_79",96.95007,"60-64"
140,"1980_84",95.83852,"60-64"
140,"1985_89",94.2244,"60-64"
140,"1990_94",91.89493,"60-64"
140,"1995_99",89.20638,"60-64"
140,"2000_04",83.87876,"60-64"
140,"2005_09",80.75504,"60-64"
140,"2010_14",126.2904,"60-64"
140,"2015_19",134.8947,"60-64"
140,"2020_25",61.53419,"60-64"
140,"1970_74",98.33467,"65-69"
140,"1975_79",97.80576,"65-69"
140,"1980_84",97.02431,"65-69"
