iso3n,year,illit_,age
426,"1970_74",34.35144,"35-39"
426,"1975_79",30.49874,"35-39"
426,"1980_84",26.64522,"35-39"
426,"1985_89",22.98558,"35-39"
426,"1990_94",19.95162,"35-39"
426,"1995_99",17.33605,"35-39"
426,"2000_04",13.25706,"35-39"
426,"2005_09",23.74535,"35-39"
426,"2010_14",22.92825,"35-39"
426,"2015_19",9.828403,"35-39"
426,"2020_25",8.242213,"35-39"
426,"1970_74",38.41487,"40-44"
426,"1975_79",34.35256,"40-44"
426,"1980_84",30.52364,"40-44"
426,"1985_89",26.54338,"40-44"
426,"1990_94",22.95149,"40-44"
426,"1995_99",19.82681,"40-44"
426,"2000_04",15.11618,"40-44"
426,"2005_09",27.03139,"40-44"
426,"2010_14",26.54562,"40-44"
426,"2015_19",11.44184,"40-44"
426,"2020_25",9.666032,"40-44"
426,"1970_74",43.21647,"45-49"
426,"1975_79",38.35707,"45-49"
426,"1980_84",34.42768,"45-49"
426,"1985_89",30.40443,"45-49"
426,"1990_94",26.54281,"45-49"
426,"1995_99",22.8266,"45-49"
426,"2000_04",17.29857,"45-49"
426,"2005_09",30.70162,"45-49"
426,"2010_14",30.13847,"45-49"
426,"2015_19",13.23833,"45-49"
426,"2020_25",11.2498,"45-49"
426,"1970_74","NA","50-54"
426,"1975_79",43.157,"50-54"
426,"1980_84",38.29756,"50-54"
426,"1985_89",34.10341,"50-54"
426,"1990_94",30.31421,"50-54"
426,"1995_99",26.35966,"50-54"
426,"2000_04",19.80133,"50-54"
426,"2005_09",34.9927,"50-54"
426,"2010_14",34.02683,"50-54"
426,"2015_19",14.9745,"50-54"
426,"2020_25",12.9572,"50-54"
426,"1970_74",53.44944,"55-59"
426,"1975_79",48.21407,"55-59"
426,"1980_84",43.35368,"55-59"
426,"1985_89",38.09919,"55-59"
426,"1990_94",33.92155,"55-59"
426,"1995_99",30.08505,"55-59"
426,"2000_04",22.76538,"55-59"
426,"2005_09",39.78412,"55-59"
426,"2010_14",38.70471,"55-59"
426,"2015_19",16.88113,"55-59"
426,"2020_25",14.62943,"55-59"
426,"1970_74",59.03806,"60-64"
426,"1975_79",53.52671,"60-64"
426,"1980_84",48.34558,"60-64"
426,"1985_89",43.12572,"60-64"
426,"1990_94",37.90829,"60-64"
426,"1995_99",33.65954,"60-64"
426,"2000_04",26.02242,"60-64"
426,"2005_09",46.00751,"60-64"
426,"2010_14",44.06921,"60-64"
426,"2015_19",19.07353,"60-64"
426,"2020_25",16.42685,"60-64"
426,"1970_74",64.16732,"65-69"
426,"1975_79",58.78748,"65-69"
426,"1980_84",53.25954,"65-69"
426,"1985_89",48.09179,"65-69"
426,"1990_94",42.88232,"65-69"
426,"1995_99",37.52268,"65-69"
426,"2000_04",29.13812,"65-69"
426,"2005_09",52.52567,"65-69"
426,"2010_14",51.01789,"65-69"
426,"2015_19",21.71372,"65-69"
426,"2020_25",17.42351,"65-69"
426,"1970_74",65.06352,"70+"
426,"1975_79",63.41282,"70+"
426,"1980_84",58.06891,"70+"
426,"1985_89",52.46585,"70+"
426,"1990_94",47.10214,"70+"
426,"1995_99",41.90464,"70+"
426,"2000_04",31.98189,"70+"
426,"2005_09",57.87529,"70+"
426,"2010_14",57.04696,"70+"
426,"2015_19",24.63061,"70+"
426,"2020_25",19.54641,"70+"
426,"1970_74",34.2604,"15+"
426,"1975_79",30.65565,"15+"
426,"1980_84",27.35264,"15+"
426,"1985_89",23.98092,"15+"
426,"1990_94",20.93374,"15+"
426,"1995_99",18.16688,"15+"
426,"2000_04",13.74557,"15+"
426,"2005_09",24.1998,"15+"
426,"2010_14",23.3648,"15+"
426,"2015_19",10.09305,"15+"
426,"2020_25",8.562463,"15+"
428,"1970_74",.2,"15-19"
428,"1975_79",.2,"15-19"
428,"1980_84",.2,"15-19"
428,"1985_89",.2,"15-19"
428,"1990_94",.2,"15-19"
428,"1995_99",.2,"15-19"
428,"2000_04",.2494282,"15-19"
428,"2005_09",.2,"15-19"
428,"2010_14",.1040872,"15-19"
428,"2015_19",.2,"15-19"
428,"2020_25",.2,"15-19"
428,"1970_74",.2,"20-24"
428,"1975_79",.2,"20-24"
428,"1980_84",.2,"20-24"
428,"1985_89",.2,"20-24"
428,"1990_94",.2,"20-24"
428,"1995_99",.2,"20-24"
428,"2000_04",.2494282,"20-24"
428,"2005_09",.2,"20-24"
428,"2010_14",.1040872,"20-24"
428,"2015_19",.2,"20-24"
428,"2020_25",.2,"20-24"
428,"1970_74",.2,"25-29"
428,"1975_79",.2,"25-29"
428,"1980_84",.2,"25-29"
428,"1985_89",.2,"25-29"
428,"1990_94",.2,"25-29"
428,"1995_99",.2,"25-29"
428,"2000_04",.2494282,"25-29"
428,"2005_09",.2,"25-29"
428,"2010_14",.1040872,"25-29"
428,"2015_19",.2,"25-29"
428,"2020_25",.2,"25-29"
428,"1970_74",.20013,"30-34"
428,"1975_79",.2,"30-34"
428,"1980_84",.2,"30-34"
428,"1985_89",.2,"30-34"
428,"1990_94",.2,"30-34"
428,"1995_99",.2,"30-34"
428,"2000_04",.2494282,"30-34"
428,"2005_09",.2,"30-34"
428,"2010_14",.1040872,"30-34"
428,"2015_19",.2,"30-34"
428,"2020_25",.2,"30-34"
428,"1970_74",.2062139,"35-39"
428,"1975_79",.200132,"35-39"
428,"1980_84",.2,"35-39"
428,"1985_89",.2,"35-39"
428,"1990_94",.2,"35-39"
428,"1995_99",.2,"35-39"
428,"2000_04",.2494282,"35-39"
428,"2005_09",.2,"35-39"
428,"2010_14",.1040872,"35-39"
428,"2015_19",.2,"35-39"
428,"2020_25",.2,"35-39"
428,"1970_74",.2177227,"40-44"
428,"1975_79",.206326,"40-44"
428,"1980_84",.2001342,"40-44"
428,"1985_89",.2,"40-44"
428,"1990_94",.2,"40-44"
428,"1995_99",.2,"40-44"
428,"2000_04",.2494282,"40-44"
428,"2005_09",.2,"40-44"
428,"2010_14",.1040872,"40-44"
428,"2015_19",.2,"40-44"
428,"2020_25",.2,"40-44"
428,"1970_74",.2227987,"45-49"
428,"1975_79",.2178993,"45-49"
428,"1980_84",.2064509,"45-49"
428,"1985_89",.2001362,"45-49"
428,"1990_94",.2,"45-49"
428,"1995_99",.2,"45-49"
428,"2000_04",.2494282,"45-49"
428,"2005_09",.2,"45-49"
428,"2010_14",.1040872,"45-49"
428,"2015_19",.2,"45-49"
428,"2020_25",.2,"45-49"
428,"1970_74","NA","50-54"
428,"1975_79",.22329,"50-54"
428,"1980_84",.2182884,"50-54"
428,"1985_89",.2065512,"50-54"
428,"1990_94",.200139,"50-54"
428,"1995_99",.2,"50-54"
428,"2000_04",.2494282,"50-54"
428,"2005_09",.2,"50-54"
428,"2010_14",.1040872,"50-54"
428,"2015_19",.2,"50-54"
428,"2020_25",.2,"50-54"
428,"1970_74",.2285369,"55-59"
428,"1975_79",.2246482,"55-59"
428,"1980_84",.2238359,"55-59"
428,"1985_89",.2187964,"55-59"
428,"1990_94",.2067807,"55-59"
428,"1995_99",.2001451,"55-59"
428,"2000_04",.2494282,"55-59"
428,"2005_09",.2,"55-59"
428,"2010_14",.1040872,"55-59"
428,"2015_19",.2,"55-59"
428,"2020_25",.2,"55-59"
428,"1970_74",.2352407,"60-64"
428,"1975_79",.229313,"60-64"
428,"1980_84",.2254426,"60-64"
428,"1985_89",.2242172,"60-64"
428,"1990_94",.2192902,"60-64"
428,"1995_99",.207135,"60-64"
428,"2000_04",.2496179,"60-64"
428,"2005_09",.2,"60-64"
428,"2010_14",.1040872,"60-64"
428,"2015_19",.2,"60-64"
428,"2020_25",.2,"60-64"
428,"1970_74",.2435491,"65-69"
428,"1975_79",.2363746,"65-69"
428,"1980_84",.2303942,"65-69"
428,"1985_89",.2262888,"65-69"
428,"1990_94",.2253394,"65-69"
428,"1995_99",.220424,"65-69"
428,"2000_04",.2588052,"65-69"
428,"2005_09",.2001595,"65-69"
428,"2010_14",.1040872,"65-69"
428,"2015_19",.2,"65-69"
428,"2020_25",.2,"65-69"
428,"1970_74",.2506725,"70+"
428,"1975_79",.2470208,"70+"
428,"1980_84",.2393677,"70+"
428,"1985_89",.2328097,"70+"
428,"1990_94",.2284798,"70+"
428,"1995_99",.2280746,"70+"
428,"2000_04",.2788056,"70+"
428,"2005_09",.2086673,"70+"
428,"2010_14",.1041815,"70+"
428,"2015_19",.2,"70+"
428,"2020_25",.2,"70+"
428,"1970_74",.2173384,"15+"
428,"1975_79",.2140514,"15+"
428,"1980_84",.2108927,"15+"
428,"1985_89",.2082571,"15+"
428,"1990_94",.206217,"15+"
428,"1995_99",.204789,"15+"
428,"2000_04",.25343,"15+"
428,"2005_09",.2010854,"15+"
428,"2010_14",.1041,"15+"
428,"2015_19",.2,"15+"
428,"2020_25",.2,"15+"
430,"1970_74",63.93456,"15-19"
430,"1975_79",56.80425,"15-19"
430,"1980_84",49.45942,"15-19"
430,"1985_89",43.18621,"15-19"
430,"1990_94",36.86764,"15-19"
430,"1995_99",30.97442,"15-19"
430,"2000_04",25.59115,"15-19"
430,"2005_09",30.4578,"15-19"
430,"2010_14",16.36279,"15-19"
430,"2015_19",22.58613,"15-19"
430,"2020_25",9.558457,"15-19"
430,"1970_74",69.85681,"20-24"
430,"1975_79",63.82212,"20-24"
430,"1980_84",56.73142,"20-24"
430,"1985_89",49.47843,"20-24"
430,"1990_94",42.88224,"20-24"
430,"1995_99",36.64941,"20-24"
430,"2000_04",31.14618,"20-24"
430,"2005_09",37.78664,"20-24"
430,"2010_14",20.62767,"20-24"
430,"2015_19",29.02616,"20-24"
430,"2020_25",12.42632,"20-24"
430,"1970_74",76.15289,"25-29"
430,"1975_79",69.70629,"25-29"
430,"1980_84",63.72601,"25-29"
430,"1985_89",56.75923,"25-29"
430,"1990_94",49.07343,"25-29"
430,"1995_99",42.60207,"25-29"
430,"2000_04",36.99377,"25-29"
430,"2005_09",45.98801,"25-29"
430,"2010_14",25.58322,"25-29"
430,"2015_19",36.57179,"25-29"
430,"2020_25",15.97616,"25-29"
430,"1970_74",80.84673,"30-34"
430,"1975_79",76.0653,"30-34"
430,"1980_84",69.63526,"30-34"
430,"1985_89",63.79063,"30-34"
430,"1990_94",56.47678,"30-34"
430,"1995_99",48.95107,"30-34"
430,"2000_04",42.99466,"30-34"
430,"2005_09",54.6093,"30-34"
430,"2010_14",31.13687,"30-34"
430,"2015_19",45.37005,"30-34"
430,"2020_25",20.18184,"30-34"
430,"1970_74",85.08544,"35-39"
430,"1975_79",80.78767,"35-39"
430,"1980_84",76.08118,"35-39"
430,"1985_89",69.61092,"35-39"
430,"1990_94",63.65374,"35-39"
430,"1995_99",56.44586,"35-39"
430,"2000_04",49.19458,"35-39"
430,"2005_09",63.44418,"35-39"
430,"2010_14",36.9793,"35-39"
430,"2015_19",55.20557,"35-39"
430,"2020_25",25.08084,"35-39"
430,"1970_74",87.70058,"40-44"
430,"1975_79",85.03135,"40-44"
430,"1980_84",80.828,"40-44"
430,"1985_89",76.10813,"40-44"
430,"1990_94",69.7626,"40-44"
430,"1995_99",63.83926,"40-44"
430,"2000_04",56.52044,"40-44"
430,"2005_09",72.69673,"40-44"
430,"2010_14",42.98819,"40-44"
430,"2015_19",65.57166,"40-44"
430,"2020_25",30.58312,"40-44"
430,"1970_74",90.22126,"45-49"
430,"1975_79",87.74754,"45-49"
430,"1980_84",85.14336,"45-49"
430,"1985_89",80.90758,"45-49"
430,"1990_94",76.4193,"45-49"
430,"1995_99",70.06789,"45-49"
430,"2000_04",63.77962,"45-49"
430,"2005_09",83.54002,"45-49"
430,"2010_14",49.26367,"45-49"
430,"2015_19",76.31627,"45-49"
430,"2020_25",36.45798,"45-49"
430,"1970_74","NA","50-54"
430,"1975_79",90.27225,"50-54"
430,"1980_84",87.75078,"50-54"
430,"1985_89",85.16991,"50-54"
430,"1990_94",81.20165,"50-54"
430,"1995_99",76.62009,"50-54"
430,"2000_04",69.98552,"50-54"
430,"2005_09",94.30849,"50-54"
430,"2010_14",56.77076,"50-54"
430,"2015_19",87.45684,"50-54"
430,"2020_25",42.53465,"50-54"
430,"1970_74",92.96761,"55-59"
430,"1975_79",92.23589,"55-59"
430,"1980_84",90.35682,"55-59"
430,"1985_89",87.86279,"55-59"
430,"1990_94",85.4058,"55-59"
430,"1995_99",81.36777,"55-59"
430,"2000_04",76.57203,"55-59"
430,"2005_09",103.5139,"55-59"
430,"2010_14",64.03882,"55-59"
430,"2015_19",101.035,"55-59"
430,"2020_25",48.83997,"55-59"
430,"1970_74",93.89056,"60-64"
430,"1975_79",93.0315,"60-64"
430,"1980_84",92.30618,"60-64"
430,"1985_89",90.40863,"60-64"
430,"1990_94",88.11697,"60-64"
430,"1995_99",85.67613,"60-64"
430,"2000_04",81.45875,"60-64"
430,"2005_09",113.4373,"60-64"
430,"2010_14",70.4913,"60-64"
430,"2015_19",113.9802,"60-64"
430,"2020_25",56.32724,"60-64"
430,"1970_74",95.26141,"65-69"
430,"1975_79",93.89668,"65-69"
430,"1980_84",93.07017,"65-69"
430,"1985_89",92.35114,"65-69"
430,"1990_94",90.59108,"65-69"
430,"1995_99",88.38668,"65-69"
430,"2000_04",85.72668,"65-69"
430,"2005_09",120.6923,"65-69"
430,"2010_14",77.17879,"65-69"
430,"2015_19",125.5225,"65-69"
430,"2020_25",59.97987,"65-69"
430,"1970_74",95.92719,"70+"
430,"1975_79",95.29675,"70+"
430,"1980_84",93.99868,"70+"
430,"1985_89",93.22243,"70+"
430,"1990_94",92.80724,"70+"
430,"1995_99",91.01755,"70+"
430,"2000_04",88.57339,"70+"
430,"2005_09",127.5751,"70+"
430,"2010_14",82.55573,"70+"
430,"2015_19",138.5285,"70+"
430,"2020_25",68.10354,"70+"
430,"1970_74",79.95432,"15+"
430,"1975_79",75.34065,"15+"
430,"1980_84",69.94462,"15+"
430,"1985_89",64.15902,"15+"
430,"1990_94",58.38258,"15+"
430,"1995_99",50.84562,"15+"
430,"2000_04",43.63343,"15+"
430,"2005_09",57.05892,"15+"
430,"2010_14",34.16553,"15+"
430,"2015_19",51.69864,"15+"
430,"2020_25",23.78653,"15+"
434,"1970_74",34.08719,"15-19"
434,"1975_79",22.58393,"15-19"
434,"1980_84",14.02426,"15-19"
434,"1985_89",9.536504,"15-19"
434,"1990_94",5.938819,"15-19"
434,"1995_99",3.643816,"15-19"
434,"2000_04",1.742566,"15-19"
434,"2005_09",1.486698,"15-19"
434,"2010_14",1.035236,"15-19"
434,"2015_19",.7890726,"15-19"
434,"2020_25",.6515223,"15-19"
434,"1970_74",44.39835,"20-24"
434,"1975_79",33.72798,"20-24"
434,"1980_84",22.51922,"20-24"
434,"1985_89",14.00075,"20-24"
434,"1990_94",9.53457,"20-24"
434,"1995_99",5.943533,"20-24"
434,"2000_04",2.77941,"20-24"
434,"2005_09",2.28817,"20-24"
434,"2010_14",1.486612,"20-24"
434,"2015_19",1.03551,"20-24"
434,"2020_25",.7733214,"20-24"
434,"1970_74",53.75285,"25-29"
434,"1975_79",43.48903,"25-29"
434,"1980_84",33.32029,"25-29"
434,"1985_89",22.37583,"25-29"
434,"1990_94",14.02401,"25-29"
434,"1995_99",9.537259,"25-29"
434,"2000_04",4.532002,"25-29"
434,"2005_09",3.647563,"25-29"
434,"2010_14",2.288059,"25-29"
434,"2015_19",1.486526,"25-29"
434,"2020_25",1.005437,"25-29"
434,"1970_74",62.1502,"30-34"
434,"1975_79",52.79813,"30-34"
434,"1980_84",42.95118,"30-34"
434,"1985_89",33.07713,"30-34"
434,"1990_94",22.41926,"30-34"
434,"1995_99",14.01645,"30-34"
434,"2000_04",7.277055,"30-34"
434,"2005_09",5.946536,"30-34"
434,"2010_14",3.649981,"30-34"
434,"2015_19",2.287974,"30-34"
434,"2020_25",1.432154,"30-34"
434,"1970_74",70.09063,"35-39"
434,"1975_79",61.01904,"35-39"
434,"1980_84",52.22976,"35-39"
434,"1985_89",42.67096,"35-39"
434,"1990_94",33.12502,"35-39"
434,"1995_99",22.3836,"35-39"
434,"2000_04",10.68741,"35-39"
434,"2005_09",9.543389,"35-39"
434,"2010_14",5.952584,"35-39"
434,"2015_19",3.649446,"35-39"
434,"2020_25",2.192413,"35-39"
434,"1970_74",76.26168,"40-44"
434,"1975_79",68.75806,"40-44"
434,"1980_84",60.42783,"40-44"
434,"1985_89",52.01891,"40-44"
434,"1990_94",42.73566,"40-44"
434,"1995_99",33.16285,"40-44"
434,"2000_04",17.09896,"40-44"
434,"2005_09",14.03223,"40-44"
434,"2010_14",9.557715,"40-44"
434,"2015_19",5.954257,"40-44"
434,"2020_25",3.490868,"40-44"
434,"1970_74",81.72293,"45-49"
434,"1975_79",75.61242,"45-49"
434,"1980_84",68.43141,"45-49"
434,"1985_89",60.39529,"45-49"
434,"1990_94",52.10442,"45-49"
434,"1995_99",42.79004,"45-49"
434,"2000_04",25.30749,"45-49"
434,"2005_09",22.45874,"45-49"
434,"2010_14",14.0492,"45-49"
434,"2015_19",9.569111,"45-49"
434,"2020_25",5.685148,"45-49"
434,"1970_74","NA","50-54"
434,"1975_79",81.23737,"50-54"
434,"1980_84",75.43818,"50-54"
434,"1985_89",68.42201,"50-54"
434,"1990_94",60.52731,"50-54"
434,"1995_99",52.24253,"50-54"
434,"2000_04",32.74789,"50-54"
434,"2005_09",33.29852,"50-54"
434,"2010_14",22.51595,"50-54"
434,"2015_19",14.08196,"50-54"
434,"2020_25",9.181875,"50-54"
434,"1970_74",90.57202,"55-59"
434,"1975_79",86.71018,"55-59"
434,"1980_84",81.43251,"55-59"
434,"1985_89",75.61871,"55-59"
434,"1990_94",68.714,"55-59"
434,"1995_99",60.74992,"55-59"
434,"2000_04",40.06337,"55-59"
434,"2005_09",43.24085,"55-59"
434,"2010_14",33.51955,"55-59"
434,"2015_19",22.68512,"55-59"
434,"2020_25",13.70769,"55-59"
434,"1970_74",93.05648,"60-64"
434,"1975_79",90.6685,"60-64"
434,"1980_84",86.87704,"60-64"
434,"1985_89",81.6481,"60-64"
434,"1990_94",76.00582,"60-64"
434,"1995_99",69.09286,"60-64"
434,"2000_04",46.66673,"60-64"
434,"2005_09",52.9875,"60-64"
434,"2010_14",43.69308,"60-64"
434,"2015_19",33.91474,"60-64"
434,"2020_25",21.86596,"60-64"
434,"1970_74",94.69262,"65-69"
434,"1975_79",93.28849,"65-69"
434,"1980_84",90.81516,"65-69"
434,"1985_89",87.27389,"65-69"
434,"1990_94",82.20303,"65-69"
434,"1995_99",76.56755,"65-69"
434,"2000_04",53.19838,"65-69"
434,"2005_09",62.08834,"65-69"
434,"2010_14",53.77089,"65-69"
434,"2015_19",44.48015,"65-69"
434,"2020_25",27.77457,"65-69"
434,"1970_74",95.01016,"70+"
434,"1975_79",94.87998,"70+"
434,"1980_84",93.61463,"70+"
434,"1985_89",91.45053,"70+"
434,"1990_94",88.4027,"70+"
434,"1995_99",84.01539,"70+"
434,"2000_04",60.20446,"70+"
434,"2005_09",72.5408,"70+"
434,"2010_14",64.84074,"70+"
434,"2015_19",56.59639,"70+"
434,"2020_25",39.75558,"70+"
434,"1970_74",60.80503,"15+"
434,"1975_79",51.99612,"15+"
434,"1980_84",43.96029,"15+"
434,"1985_89",36.1791,"15+"
434,"1990_94",29.29218,"15+"
434,"1995_99",23.2247,"15+"
434,"2000_04",13.9,"15+"
434,"2005_09",14.54769,"15+"
434,"2010_14",11.63821,"15+"
434,"2015_19",9.139324,"15+"
434,"2020_25",6.377623,"15+"
438,"1970_74","NA","NA"
438,"1975_79","NA","NA"
438,"1980_84","NA","NA"
438,"1985_89","NA","NA"
438,"1990_94","NA","NA"
438,"1995_99","NA","NA"
438,"2000_04","NA","NA"
438,"2005_09","NA","NA"
438,"2010_14","NA","NA"
438,"2015_19","NA","NA"
438,"2020_25","NA","NA"
440,"1970_74",.2489976,"15-19"
440,"1975_79",.2244877,"15-19"
440,"1980_84",.2230342,"15-19"
440,"1985_89",.2139167,"15-19"
440,"1990_94",.2,"15-19"
440,"1995_99",.2,"15-19"
440,"2000_04",.1744988,"15-19"
440,"2005_09",.2,"15-19"
440,"2010_14",.1318899,"15-19"
440,"2015_19",.2,"15-19"
440,"2020_25",.2,"15-19"
440,"1970_74",.3087151,"20-24"
440,"1975_79",.2488834,"20-24"
440,"1980_84",.2241855,"20-24"
440,"1985_89",.2228297,"20-24"
440,"1990_94",.2139468,"20-24"
440,"1995_99",.2,"20-24"
440,"2000_04",.1744988,"20-24"
440,"2005_09",.2,"20-24"
440,"2010_14",.1318899,"20-24"
440,"2015_19",.2,"20-24"
440,"2020_25",.2,"20-24"
440,"1970_74",.4128889,"25-29"
440,"1975_79",.3086909,"25-29"
440,"1980_84",.2485487,"25-29"
440,"1985_89",.2241203,"25-29"
440,"1990_94",.223005,"25-29"
440,"1995_99",.2138409,"25-29"
440,"2000_04",.1744988,"25-29"
440,"2005_09",.2,"25-29"
440,"2010_14",.1318899,"25-29"
440,"2015_19",.2,"25-29"
440,"2020_25",.2,"25-29"
440,"1970_74",.5895578,"30-34"
440,"1975_79",.4130409,"30-34"
440,"1980_84",.3086932,"30-34"
440,"1985_89",.248428,"30-34"
440,"1990_94",.2240617,"30-34"
440,"1995_99",.22283,"30-34"
440,"2000_04",.1865077,"30-34"
440,"2005_09",.2,"30-34"
440,"2010_14",.1318899,"30-34"
440,"2015_19",.2,"30-34"
440,"2020_25",.2,"30-34"
440,"1970_74",.8476523,"35-39"
440,"1975_79",.5902017,"35-39"
440,"1980_84",.413384,"35-39"
440,"1985_89",.3087026,"35-39"
440,"1990_94",.2483459,"35-39"
440,"1995_99",.2238605,"35-39"
440,"2000_04",.1942733,"35-39"
440,"2005_09",.2136877,"35-39"
440,"2010_14",.1318899,"35-39"
440,"2015_19",.2,"35-39"
440,"2020_25",.2,"35-39"
440,"1970_74",1.137455,"40-44"
440,"1975_79",.849197,"40-44"
440,"1980_84",.5911591,"40-44"
440,"1985_89",.4136642,"40-44"
440,"1990_94",.3086866,"40-44"
440,"1995_99",.248141,"40-44"
440,"2000_04",.1950756,"40-44"
440,"2005_09",.2224753,"40-44"
440,"2010_14",.1408341,"40-44"
440,"2015_19",.2,"40-44"
440,"2020_25",.2,"40-44"
440,"1970_74",1.536018,"45-49"
440,"1975_79",1.139531,"45-49"
440,"1980_84",.8510472,"45-49"
440,"1985_89",.5918712,"45-49"
440,"1990_94",.4139296,"45-49"
440,"1995_99",.3086807,"45-49"
440,"2000_04",.2162959,"45-49"
440,"2005_09",.2232697,"45-49"
440,"2010_14",.1465243,"45-49"
440,"2015_19",.2134146,"45-49"
440,"2020_25",.2,"45-49"
440,"1970_74","NA","50-54"
440,"1975_79",1.544034,"50-54"
440,"1980_84",1.143719,"50-54"
440,"1985_89",.8539987,"50-54"
440,"1990_94",.5930496,"50-54"
440,"1995_99",.41442,"50-54"
440,"2000_04",.2693247,"50-54"
440,"2005_09",.247573,"50-54"
440,"2010_14",.1469903,"50-54"
440,"2015_19",.2218737,"50-54"
440,"2020_25",.2110346,"50-54"
440,"1970_74",2.658984,"55-59"
440,"1975_79",2.034004,"55-59"
440,"1980_84",1.552951,"55-59"
440,"1985_89",1.149304,"55-59"
440,"1990_94",.8580444,"55-59"
440,"1995_99",.5953018,"55-59"
440,"2000_04",.3622007,"55-59"
440,"2005_09",.30868,"55-59"
440,"2010_14",.1630237,"55-59"
440,"2015_19",.2223744,"55-59"
440,"2020_25",.2214585,"55-59"
440,"1970_74",3.326945,"60-64"
440,"1975_79",2.673099,"60-64"
440,"1980_84",2.052162,"60-64"
440,"1985_89",1.564081,"60-64"
440,"1990_94",1.157507,"60-64"
440,"1995_99",.863459,"60-64"
440,"2000_04",.5216596,"60-64"
440,"2005_09",.4159458,"60-64"
440,"2010_14",.2035482,"60-64"
440,"2015_19",.2467073,"60-64"
440,"2020_25",.2215568,"60-64"
440,"1970_74",4.339586,"65-69"
440,"1975_79",3.377589,"65-69"
440,"1980_84",2.700848,"65-69"
440,"1985_89",2.077574,"65-69"
440,"1990_94",1.583063,"65-69"
440,"1995_99",1.169318,"65-69"
440,"2000_04",.7600446,"65-69"
440,"2005_09",.6009285,"65-69"
440,"2010_14",.2749099,"65-69"
440,"2015_19",.3086551,"65-69"
440,"2020_25",.2408029,"65-69"
440,"1970_74",5.027568,"70+"
440,"1975_79",4.538524,"70+"
440,"1980_84",3.502215,"70+"
440,"1985_89",2.738239,"70+"
440,"1990_94",2.130763,"70+"
440,"1995_99",1.628134,"70+"
440,"2000_04",1.051489,"70+"
440,"2005_09",.8931914,"70+"
440,"2010_14",.4032123,"70+"
440,"2015_19",.4203907,"70+"
440,"2020_25",.2790798,"70+"
440,"1970_74",1.624269,"15+"
440,"1975_79",1.318411,"15+"
440,"1980_84",1.019793,"15+"
440,"1985_89",.7926934,"15+"
440,"1990_94",.629491,"15+"
440,"1995_99",.504463,"15+"
440,"2000_04",.35425,"15+"
440,"2005_09",.3342519,"15+"
440,"2010_14",.1844,"15+"
440,"2015_19",.2439352,"15+"
440,"2020_25",.2183079,"15+"
442,"1970_74","NA","NA"
442,"1975_79","NA","NA"
442,"1980_84","NA","NA"
442,"1985_89","NA","NA"
442,"1990_94","NA","NA"
442,"1995_99","NA","NA"
442,"2000_04","NA","NA"
442,"2005_09","NA","NA"
442,"2010_14","NA","NA"
442,"2015_19","NA","NA"
442,"2020_25","NA","NA"
446,"1970_74","NA","NA"
446,"1975_79","NA","NA"
446,"1980_84","NA","NA"
446,"1985_89","NA","NA"
446,"1990_94","NA","NA"
446,"1995_99","NA","NA"
446,"2000_04","NA","NA"
446,"2005_09","NA","NA"
446,"2010_14","NA","NA"
446,"2015_19","NA","NA"
446,"2020_25","NA","NA"
450,"1970_74",43.06203,"15-19"
450,"1975_79",37.9602,"15-19"
450,"1980_84",33.03824,"15-19"
450,"1985_89",28.35325,"15-19"
450,"1990_94",24.13334,"15-19"
450,"1995_99",20.34536,"15-19"
450,"2000_04",15.601,"15-19"
450,"2005_09",18.04253,"15-19"
450,"2010_14",13.84023,"15-19"
450,"2015_19",11.60241,"15-19"
450,"2020_25","NA","15-19"
450,"1970_74",48.31176,"20-24"
450,"1975_79",43.27087,"20-24"
450,"1980_84",38.22309,"20-24"
450,"1985_89",33.03056,"20-24"
450,"1990_94",28.35926,"20-24"
450,"1995_99",24.13556,"20-24"
450,"2000_04",18.70027,"20-24"
450,"2005_09",21.69748,"20-24"
450,"2010_14",16.7526,"20-24"
450,"2015_19",14.13403,"20-24"
450,"2020_25","NA","20-24"
450,"1970_74",53.61137,"25-29"
450,"1975_79",48.52528,"25-29"
450,"1980_84",43.50142,"25-29"
450,"1985_89",38.21566,"25-29"
450,"1990_94",33.03948,"25-29"
450,"1995_99",28.36631,"25-29"
450,"2000_04",22.18541,"25-29"
450,"2005_09",26.00789,"25-29"
450,"2010_14",20.14663,"25-29"
450,"2015_19",17.10815,"25-29"
450,"2020_25","NA","25-29"
450,"1970_74",58.68831,"30-34"
450,"1975_79",53.69247,"30-34"
450,"1980_84",48.6364,"30-34"
450,"1985_89",43.49984,"30-34"
450,"1990_94",38.21852,"30-34"
450,"1995_99",33.04313,"30-34"
450,"2000_04",26.06985,"30-34"
450,"2005_09",30.85378,"30-34"
450,"2010_14",24.14803,"30-34"
450,"2015_19",20.57336,"30-34"
450,"2020_25","NA","30-34"
450,"1970_74",63.53658,"35-39"
450,"1975_79",58.8695,"35-39"
450,"1980_84",53.91661,"35-39"
450,"1985_89",48.61911,"35-39"
450,"1990_94",43.50486,"35-39"
450,"1995_99",38.22866,"35-39"
450,"2000_04",30.37318,"35-39"
450,"2005_09",36.25914,"35-39"
450,"2010_14",28.64788,"35-39"
450,"2015_19",24.66029,"35-39"
450,"2020_25","NA","35-39"
450,"1970_74",68.14249,"40-44"
450,"1975_79",63.73011,"40-44"
