"cc","iso","year","prop_19","prop_20_64","prop_65","adj_factor","qamys_piaac","wic_mys","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred","plot"
"Algeria",12,1985,0.562968904408865,0.403134818465029,0.0338962771261062,NA,NA,4.79,12.3,50.369122,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.21047340772311,2.1028296896761,2.3236274008494,2.21047340772311,2
"Algeria",12,1990,0.544866550377425,0.421346536793196,0.033786912829379,NA,NA,5.87,17.1,42.782051,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.03326332237205,2.89085513758408,3.1826867639368,3.03326332237205,2
"Algeria",12,1995,0.514010026189875,0.449469456101687,0.0365205177084378,NA,NA,6.89,22.2,35.962315,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.90791262957186,3.72910059636183,4.09529877935357,3.90791262957186,2
"Algeria",12,2000,0.463846380789902,0.492803909747431,0.0433497094626663,NA,NA,7.65,27.5,30.126503,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,4.66848032198293,4.56073853236961,4.77876737770759,4.66848032198293,2
"Algeria",12,2005,0.407776876633324,0.542831395872758,0.0493917274939173,NA,NA,8.44,34.2,26.107635,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,5.63731473954529,5.51730333943574,5.75993660626691,5.63731473954529,2
"Algeria",12,2010,0.372892710230702,0.572446476916007,0.0546608128532911,NA,NA,9.13,40.8,21.009813,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,6.6224920574514,6.49448894382143,6.75301804813001,6.6224920574514,2
"Algeria",12,2015,0.362151859050724,0.579151043952599,0.0586970969966769,NA,NA,9.7,47.3,18.592163,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,7.34064454636332,7.19798634999673,7.48613011138566,7.34064454636332,2
"Angola",24,1970,0.58054255742117,0.393981099183411,0.0254763433954185,NA,NA,0.66,0.599999999999994,71.674934,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.164523044034161,0.15059279336489,0.179741881490175,0.164523044034161,3
"Angola",24,1975,0.58458938830686,0.389888475836431,0.0255221358567083,NA,NA,0.82,0.700000000000003,66.826813,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.217545183260253,0.200303030611683,0.236271546242779,0.217545183260253,3
"Angola",24,1980,0.591252938575053,0.383434583246049,0.0253124781788981,NA,NA,1.05,1.00000000000001,56.009636,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.312869826512906,0.289771882338115,0.337808925946781,0.312869826512906,3
"Angola",24,1985,0.596487449582958,0.378656459255198,0.0248560911618436,NA,NA,1.32,1.40000000000002,52.062386,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.414289532465295,0.386597276969624,0.443965405177436,0.414289532465295,3
"Angola",24,1990,0.601299023592938,0.374466227953824,0.0242347484532377,NA,NA,1.63,2.10000000000001,42.994389,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.574040737299481,0.537383825417361,0.613198150918307,0.574040737299481,3
"Angola",24,1995,0.601809987908988,0.374586890411461,0.0236031216795515,NA,NA,1.89,2.8,42.035908,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.682066005672353,0.641297522696516,0.725426217362754,0.682066005672353,3
"Angola",24,2000,0.599897809286581,0.376917672606502,0.023184518106917,NA,NA,2.09,3.39999999999999,32.594582,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0.813876209485737,0.774504947992191,0.85524887359861,0.813876209485737,3
"Angola",24,2005,0.599690339008653,0.37720916682851,0.0231004941628364,NA,NA,2.25,4,31.799746,1.40836396725,1.03522714875,1.1266911738,0,0,0,0,0,0,0,1,0,0,0.90009661465255,0.858877204951726,0.94329423465665,1.1266911738,3
"Angola",24,2010,0.602303123724895,0.375078206465068,0.0226186698100376,NA,NA,2.47,4.90000000000001,33.969887,1.49611685028,1.15143550587,1.196893480224,0,0,0,0,0,0,0,0,1,0,0.994259172706687,0.954451891020136,1.03572669488328,1.196893480224,3
"Angola",24,2015,0.575075468515002,0.401862214772087,0.0230623167129109,NA,NA,2.91,6.30000000000001,29.08198,2.07985052988,1.67016916554,1.663880423904,0,0,0,0,0,0,0,0,0,1,1.29463016014081,1.24653357262103,1.3445825193637,1.663880423904,3
"Antigua and Barbuda",28,1970,0.530551415797317,0.429210134128167,0.0402384500745156,NA,NA,NA,NA,17.808514,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,1975,0.504895104895105,0.451748251748252,0.0433566433566434,NA,NA,NA,NA,21.10346,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,1980,0.461852861035422,0.486376021798365,0.0517711171662125,NA,NA,NA,NA,13.758053,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,1985,0.42836676217765,0.511461318051576,0.0601719197707736,NA,NA,NA,NA,16.747963,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,1990,0.403298350824588,0.521739130434783,0.0749625187406297,NA,NA,NA,NA,10.757634,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,1995,0.383152173913043,0.539402173913043,0.077445652173913,NA,NA,NA,NA,13.912856,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,2000,0.375598086124402,0.558612440191388,0.0657894736842105,NA,NA,NA,NA,1.0500031,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,2005,0.369955156950673,0.562780269058296,0.0672645739910314,NA,NA,NA,NA,9.9192209,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,2010,0.353748680042239,0.579725448785639,0.0665258711721225,NA,NA,NA,NA,1.0500031,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2
"Antigua and Barbuda",28,2015,0.332,0.602,0.066,NA,NA,10.8,52.3,1.0500031,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.89265059268486,9.71421694595048,10.0743617620919,9.89265059268486,2
"Argentina",32,1970,0.382567888874984,0.547236474366996,0.0701956367580194,NA,NA,6.75,16.3,6.7430353,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,6.0621347270297,5.82392927102223,6.31008306222255,6.0621347270297,2
"Argentina",32,1975,0.37903863121955,0.544400966739556,0.0765604020408946,NA,NA,7.16,19.7,6.0528488,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,6.35711443437674,6.10712434692036,6.61733765944034,6.35711443437674,2
"Argentina",32,1980,0.385556057624912,0.532333068857429,0.08211087351766,NA,NA,7.59,23.4,6.0871429,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,6.56927083304724,6.3130984137439,6.83583819697379,6.56927083304724,2
"Argentina",32,1985,0.389727102508498,0.524158651077539,0.0861142464139631,NA,NA,8.02,27.4,4.6564274,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.83132084900587,6.56553852572675,7.10786241817029,6.83132084900587,2
"Argentina",32,1990,0.391861214737685,0.5176032777569,0.0905355075054156,NA,NA,8.46,31.8,3.8718033,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7.24072576870184,6.95584275330086,7.53727643320623,7.24072576870184,2
"Argentina",32,1995,0.386388834912616,0.518139837918776,0.0954713271686079,NA,NA,8.9,36.1,3.456527,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.59032507222282,7.29190182168924,7.9009613830302,7.59032507222282,2
"Argentina",32,2000,0.367709640423666,0.533174121297983,0.0991162382783512,NA,NA,9.31,40.5,2.8066864,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.9163216155096,7.76642045492025,8.06911604695346,7.9163216155096,2
"Argentina",32,2005,0.355334215514467,0.543563228374215,0.101102556111318,NA,NA,9.68,44.8,1.2028885,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.4867599257421,8.32389450184697,8.65281197655743,8.4867599257421,2
"Argentina",32,2010,0.342775290002377,0.55317801852328,0.104046691474342,NA,NA,9.98,48.7,0.9431259,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,8.90205651477877,8.7363704886994,9.07088479075167,8.90205651477877,2
"Argentina",32,2015,0.331231729987354,0.559487967418621,0.109280302594025,NA,NA,10.31,53.1,0.89705402,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,9.3399809457508,9.17128333096652,9.51178160339253,9.3399809457508,2
"Armenia",51,1970,0.495782345253653,0.448655498792127,0.0555621559542196,0.967914059714751,7.45293825980359,7.7,55.4,47.610863,NA,NA,7.45293825980359,1,0,0,0,0,0,0,0,0,0,4.80963006971909,4.52585592977792,5.11119703465265,7.45293825980359,1
"Armenia",51,1975,0.464456317893917,0.477442411804253,0.0581012703018294,0.971289166326865,8.43078996371719,8.68,65.3,42.94355,NA,NA,8.43078996371719,0,1,0,0,0,0,0,0,0,0,5.71729754590112,5.39055362273147,6.06384678013902,8.43078996371719,1
"Armenia",51,1980,0.420290323623549,0.519996120397013,0.0597135559794381,0.967793289324062,9.16500244989887,9.47,73.7,37.220085,NA,NA,9.16500244989887,0,0,1,0,0,0,0,0,0,0,6.60526669797578,6.25012514099006,6.9805879349924,9.16500244989887,1
"Armenia",51,1985,0.389920105724755,0.55586592178771,0.0542139724875353,0.96872162658253,9.65815461702783,9.97,79.6,1.2480392,NA,NA,9.65815461702783,0,0,0,1,0,0,0,0,0,0,9.27187369909031,8.90878280401799,9.64976291184358,9.65815461702783,1
"Armenia",51,1990,0.379853303503158,0.563705360935686,0.0564413355611566,0.965757938646873,10.0149098237681,10.37,84.7,26.760311,NA,NA,10.0149098237681,0,0,0,0,1,0,0,0,0,0,7.81420839924701,7.44674897001586,8.19980009434002,10.0149098237681,1
"Armenia",51,1995,0.374144368388301,0.541941505911637,0.0839141257000622,0.966061136613238,10.3271935503955,10.69,88.9,21.130911,NA,NA,10.3271935503955,0,0,0,0,0,1,0,0,0,0,8.33561675985903,7.96961904640272,8.71842259494266,10.3271935503955,1
"Armenia",51,2000,0.354746330827557,0.545217872368121,0.100035796804322,0.963678305714507,10.4559096170024,10.85,91.2,0.59983826,NA,NA,10.4559096170024,0,0,0,0,0,0,1,0,0,0,9.86720358740755,9.6740033967053,10.0642621924763,10.4559096170024,1
"Armenia",51,2005,0.317459257280256,0.565722682340369,0.116818060379375,0.962229021676015,10.5364077873524,10.95,92.5,12.786404,NA,NA,10.5364077873524,0,0,0,0,0,0,0,1,0,0,9.20672685635183,9.02998502777652,9.38692801225404,10.5364077873524,1
"Armenia",51,2010,0.279437489281427,0.613342479849083,0.107220030869491,0.958536818423746,10.5439050026612,11,92.6,0.25559235,NA,NA,10.5439050026612,0,0,0,0,0,0,0,0,1,0,10.4847871460633,10.2989182382457,10.6740105082124,10.5439050026612,1
"Armenia",51,2015,0.260866584395996,0.630056218291512,0.109077197312491,0.972575934936637,10.7275125623511,11.03,94.1,0.26393127,NA,NA,10.7275125623511,0,0,0,0,0,0,0,0,0,1,10.625744044018,10.4313078104109,10.8238045066888,10.7275125623511,1
"Aruba",533,1970,0.483925549915398,0.475465313028765,0.0406091370558376,NA,NA,4.97,8.3,17.808514,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3.54659567066263,3.40507097676462,3.69400254414503,3.54659567066263,2
"Aruba",533,1975,0.42504118616145,0.515650741350906,0.0593080724876442,NA,NA,5.66,11.7,21.10346,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.05793342424178,3.89950605402476,4.22279731008056,4.05793342424178,2
"Aruba",533,1980,0.381031613976705,0.550748752079867,0.0682196339434276,NA,NA,6.28,14.9,13.758053,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4.85425045134229,4.66063804892617,5.05590590751539,4.85425045134229,2
"Aruba",533,1985,0.334920634920635,0.592063492063492,0.073015873015873,NA,NA,6.94,18.7,16.747963,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5.29316155131274,5.07926655004407,5.51606396952181,5.29316155131274,2
"Aruba",533,1990,0.315112540192926,0.607717041800643,0.0771704180064309,NA,NA,7.45,22.5,10.757634,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.06058168296125,5.81615351951316,6.31528212118445,6.06058168296125,2
"Aruba",533,1995,0.296758104738155,0.634663341645885,0.0685785536159601,NA,NA,8.01,26.6,13.912856,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,6.38550569088749,6.12828727239757,6.65352016247833,6.38550569088749,2
"Aruba",533,2000,0.299229922992299,0.624862486248625,0.0759075907590759,NA,NA,8.47,30.2,2.7087479,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.28593563205603,7.1339303330654,7.44117976431843,7.28593563205603,2
"Aruba",533,2005,0.285714285714286,0.628371628371628,0.0859140859140859,NA,NA,8.86,33.3,9.9192209,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7.32152813905171,7.19134914915243,7.4540636505243,7.32152813905171,2
"Aruba",533,2010,0.28023598820059,0.616519174041298,0.103244837758112,NA,NA,9.17,35.4,3.1773605,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,8.11268677064326,7.95606483551897,8.2723919424014,8.11268677064326,2
"Aruba",533,2015,0.259578544061303,0.618773946360153,0.121647509578544,NA,NA,9.46,40.2,2.1925812,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.60490983191407,8.42984248522527,8.78361290203786,8.60490983191407,2
"Australia",36,1970,0.37648928336111,0.541188326033875,0.0823223906050153,NA,NA,10.03,56.3,1.6087557,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,10.511953330402,10.09747890524,10.9434408189954,10.511953330402,1
"Australia",36,1975,0.363116460309572,0.549133156147137,0.0877503835432918,NA,NA,10.53,63.7,1.1971706,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,10.9117806701125,10.486347779933,11.3544734440805,10.9117806701125,1
"Australia",36,1980,0.340917131582528,0.562845285072799,0.0962375833446728,NA,NA,11.03,70.7,0.79552633,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,11.3188527247094,10.882016617939,11.7732247157628,11.3188527247094,1
"Australia",36,1985,0.318419968956888,0.578890683898761,0.10268934714435,NA,NA,11.47,76.7,0.53177327,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,11.5864184545293,11.141580212905,12.0490172882268,11.5864184545293,1
"Australia",36,1990,0.301995951938039,0.587033332163373,0.110970715898588,NA,NA,11.87,81.8,0.37593016,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,12.0419381858669,11.581302827981,12.5208948791058,12.0419381858669,1
"Australia",36,1995,0.285595254517865,0.595431093943992,0.118973651538143,NA,NA,12.21,85.8,0.29987678,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,12.304606302785,11.8344685855436,12.793420775267,12.304606302785,1
"Australia",36,2000,0.276874515798069,0.599562386147114,0.123563098054817,NA,NA,12.59,88.6,0.25392306,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,12.4702893504397,12.2402120097986,12.7046914186782,12.4702893504397,1
"Australia",36,2005,0.266430506149876,0.604399887511286,0.129169606338838,NA,NA,12.93,91.1,0.2239619,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,12.976635410733,12.7316811484989,13.2263025298072,12.976635410733,1
"Australia",36,2010,0.257026154852978,0.607979599666012,0.13499424548101,NA,NA,13.24,93,0.2075292,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,13.443789396309,13.1835455044013,13.709170516533,13.443789396309,1
"Australia",36,2015,0.250563053599341,0.599660487083382,0.149776459317276,NA,NA,13.68,94.9,0.2007187,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,14.0650980851781,13.7828059952325,14.3531719313258,14.0650980851781,1
"Austria",40,1970,0.310604648686067,0.549761708245693,0.139633643068239,0.942263426747725,8.13173337283287,8.63,44.8,1.6087557,NA,NA,8.13173337283287,1,0,0,0,0,0,0,0,0,0,8.99127294320309,8.6392462146652,9.35764384188337,8.13173337283287,1
"Austria",40,1975,0.309450480321875,0.543595926765658,0.146953592912467,0.950261577910756,8.63787774320877,9.09,49.7,1.1971706,NA,NA,8.63787774320877,0,1,0,0,0,0,0,0,0,0,9.31120913960591,8.94826956362394,9.68886945403652,8.63787774320877,1
"Austria",40,1980,0.290276736015159,0.55835405892648,0.151369205058361,0.95792193658513,9.17689215248554,9.58,55,0.79552633,NA,NA,9.17689215248554,0,0,1,0,0,0,0,0,0,0,9.71831945226076,9.33852623155199,10.1135586745034,9.17689215248554,1
"Austria",40,1985,0.263350344609881,0.595951491555743,0.140698163834377,0.968484419860774,9.70421388700496,10.02,59.8,0.53177327,NA,NA,9.70421388700496,0,0,0,1,0,0,0,0,0,0,10.0455289213617,9.64995727497614,10.4573158651797,9.70421388700496,1
"Austria",40,1990,0.236158675799087,0.615413553341636,0.148427770859278,0.980392022069499,10.2745083912884,10.48,64.7,0.37593016,NA,NA,10.2745083912884,0,0,0,0,1,0,0,0,0,0,10.6437790518747,10.218074192241,11.0872196045661,10.2745083912884,1
"Austria",40,1995,0.235075047962984,0.613725563956915,0.151199388080101,0.991328117140882,10.8054764768356,10.9,69.2,0.29987678,NA,NA,10.8054764768356,0,0,0,0,0,1,0,0,0,0,10.9400392645795,10.5085221918573,11.3892759538805,10.8054764768356,1
"Austria",40,2000,0.228302847421426,0.61851010195085,0.153187050627724,0.999373005954962,11.1929776666956,11.2,72.3,0.25392306,NA,NA,11.1929776666956,0,0,0,0,0,0,1,0,0,0,11.0265365651768,10.8049950193008,11.2526205154186,11.1929776666956,1
"Austria",40,2005,0.219547137740545,0.619195046439629,0.161257815819826,1.00526523436834,11.5605501952359,11.5,75.5,0.2239619,NA,NA,11.5605501952359,0,0,0,0,0,0,0,1,0,0,11.4607556754286,11.2259114611208,11.7005127919258,11.5605501952359,1
"Austria",40,2010,0.207408025162028,0.615147255051468,0.177444719786504,1.0146183926222,11.9319122972371,11.76,78,0.2075292,NA,NA,11.9319122972371,0,0,0,0,0,0,0,0,1,0,11.8705361293566,11.617784094918,12.1287869396711,11.9319122972371,1
"Austria",40,2015,0.19384016223441,0.617758215421487,0.188401622344103,1.02650584126056,12.4823110297284,12.16,79.5,0.2007187,NA,NA,12.4823110297284,0,0,0,0,0,0,0,0,0,1,12.4785239250294,12.2008334388457,12.7625346356882,12.4823110297284,1
"Azerbaijan",31,1970,0.532470807308841,0.411995189510028,0.0555340031811305,NA,NA,6.95,44.8,47.610863,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,4.13865884549307,3.90575874148092,4.38544676543015,4.13865884549307,1
"Azerbaijan",31,1975,0.522127158693628,0.422462711477311,0.0554101298290613,NA,NA,7.81,54,42.94355,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.84527502629565,4.57968202419759,5.12627076648573,4.84527502629565,1
"Azerbaijan",31,1980,0.477504285668079,0.469029983504221,0.0534657308277,NA,NA,8.58,62.9,37.220085,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.64878174245241,5.35782507857554,5.95553880649405,5.64878174245241,1
"Azerbaijan",31,1985,0.433903296571205,0.517519608137753,0.0485770952910419,NA,NA,9.14,69.6,29.239998,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.42862868463911,6.12565862263619,6.74658339794644,6.42862868463911,1
"Azerbaijan",31,1990,0.43417061545128,0.523797542667841,0.0420318418808795,NA,NA,9.6,75.1,26.760311,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.87930641221608,6.56366495428235,7.21012681829242,6.87930641221608,1
"Azerbaijan",31,1995,0.426148464626386,0.526777070721413,0.0470744646522014,NA,NA,9.99,80,1.2081985,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,8.77065940204419,8.40595963975643,9.15118197604088,8.77065940204419,1
"Azerbaijan",31,2000,0.410195190390627,0.533893716001674,0.0559110936076993,NA,NA,10.37,83.7,14.300962,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,8.07148571515011,7.89327471322888,8.25372028933501,8.07148571515011,1
"Azerbaijan",31,2005,0.371383592793423,0.564503527491108,0.0641128797154685,NA,NA,10.7,86.3,0.31912231,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,9.63002544317199,9.42894656860939,9.83539246524939,9.63002544317199,1
"Azerbaijan",31,2010,0.32713836408824,0.613609870895375,0.0592517650163855,NA,NA,10.87,87.8,0.2192215,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,10.0695152468651,9.88570933509199,10.2567386790263,10.0695152468651,1
"Azerbaijan",31,2015,0.303927379355523,0.638685258549875,0.0573873620946023,NA,NA,11,89.4,0.21021526,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,10.3519628255422,10.1692293881368,10.5379798459873,10.3519628255422,1
"Bahamas",44,1970,0.517709563164109,0.448642266824085,0.0336481700118064,NA,NA,8.5,34.3,8.34622,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,7.46408163588561,7.13241150184037,7.81117503565089,7.46408163588561,1
"Bahamas",44,1975,0.506087877183695,0.456855479089465,0.0370566437268396,NA,NA,9.23,42.8,7.2211666,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,8.1287314376985,7.76819751311746,8.50599829299535,8.1287314376985,1
"Bahamas",44,1980,0.495726495726496,0.462962962962963,0.0413105413105413,NA,NA,10.09,52.6,6.3407297,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,8.88228567829135,8.48317699485608,9.3001712587889,8.88228567829135,1
