"country","year","iso","old_dep","youth_dep","tot_dep","cc","adj_factor","qamys_piaac","wic_mys","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","qamys_dhs_full","qamys_dhs_part","edu_exp_","tp_","hlo","geo_big","GEO","geo_det","qamys","adj_fact_dhs","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred"
"Dominican Republic",2005,214,0.09,0.54,0.64,"Dominican Republic",0.7350284024,NA,7.72,0.324,0.434002706359946,0.509185385656292,0.0568119079837618,0.1175554,7.09302408316,6.6132004296,0.0204679,23.10633,344.74,2,"Caribbean",2,5.674419266528,0.7350284024,0,0,0,0,0,0,0,1,0,0,5.33324928255944,5.18562724021236,5.48507376105884,5.674419266528
"Dominican Republic",2010,214,0.1,0.5,0.6,"Dominican Republic",NA,NA,8.29,0.367,0.413255203071328,0.526005253586583,0.0607395433420893,0.09515561,NA,NA,0.0495082,23.73489,344.74,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,1,0,5.96725484140347,5.79653558355931,6.14300211375365,5.96725484140347
"Dominican Republic",2015,214,0.1,0.47,0.58,"Dominican Republic",0.7422955248,NA,8.79,0.414,0.392162077448401,0.5413124626008,0.0665254599507993,0.07115166,8.15597207874,7.45530220113,0.0426422,18.66304,344.74,2,"Caribbean",2,6.524777662992,0.7422955248,0,0,0,0,0,0,0,0,0,1,6.57602550283024,6.37644260348134,6.78185535462419,6.524777662992
"Ecuador",1970,218,0.08,0.86,0.94,"Ecuador",0.683280818574124,2.86977943801132,4.2,0.083,0.549312474269247,0.407871552079045,0.0428159736517085,0.2418281,NA,NA,0.0109539,37.44874,NA,NA,NA,NA,2.86977943801132,0.683280818574124,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,2.86977943801132
"Ecuador",1975,218,0.08,0.82,0.9,"Ecuador",0.69227465737542,3.31599560882826,4.79,0.11,0.540895624919497,0.418058477523507,0.0410458975569963,0.2046699,NA,NA,0.0241884,36.77721,NA,NA,NA,NA,3.31599560882826,0.69227465737542,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,3.31599560882826
"Ecuador",1980,218,0.08,0.78,0.85,"Ecuador",0.706247451125299,3.87023603216664,5.48,0.149,0.527042274710396,0.431736121558598,0.0412216037310065,0.1644731,NA,NA,0.0420342,35.39846,NA,NA,NA,NA,3.87023603216664,0.706247451125299,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,3.87023603216664
"Ecuador",1985,218,0.07,0.72,0.79,"Ecuador",0.707475014923617,4.4004945928249,6.22,0.195,0.509838602697325,0.448894539022772,0.0412668582799027,0.1418121,NA,NA,0.0605287,31.47247,NA,NA,NA,NA,4.4004945928249,0.707475014923617,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4.4004945928249
"Ecuador",1990,218,0.07,0.66,0.74,"Ecuador",0.715746073505847,4.96727775013058,6.94,0.243,0.490086122528871,0.467508318653357,0.0424055588177726,0.1170124,NA,NA,0.0243788,30.24656,NA,NA,NA,NA,4.96727775013058,0.715746073505847,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,4.96727775013058
"Ecuador",1995,218,0.08,0.62,0.7,"Ecuador",0.720284943206974,5.45975986950886,7.58,0.288,0.468694550063371,0.485966522442201,0.0453389274944277,0.09791021,NA,NA,0.0191345,25.14193,361.91,2,"South America",15,5.45975986950886,0.720284943206974,0,0,0,0,0,1,0,0,0,0,5.3705244314662,5.21219253643878,5.53366600856267,5.45975986950886
"Ecuador",2000,218,0.08,0.58,0.66,"Ecuador",0.720971748638426,5.85429059894402,8.12,0.324,0.448972966124511,0.501076920640451,0.0499501132350379,0.09015968,NA,NA,0.0115093,23.53113,361.91,2,"South America",15,5.85429059894402,0.720971748638426,0,0,0,0,0,0,1,0,0,0,5.84447276366017,5.67479581527238,6.0192230693548,5.85429059894402
"Ecuador",2005,218,0.09,0.53,0.62,"Ecuador",0.723940618033185,6.21864990890506,8.59,0.36,0.42814083522628,0.516432232512086,0.0554269322616343,0.07754466,NA,NA,0.0434242,22.79075,361.91,2,"South America",15,6.21864990890506,0.723940618033185,0,0,0,0,0,0,0,1,0,0,6.35381204097722,6.17182880064992,6.54116125966033,6.21864990890506
"Ecuador",2010,218,0.1,0.49,0.58,"Ecuador",0.724272006925431,6.5474189426059,9.04,0.396,0.404826311701529,0.534135040308541,0.0610386479899296,0.07395411,NA,NA,0.048286,22.79383,361.91,2,"South America",15,6.5474189426059,0.724272006925431,0,0,0,0,0,0,0,0,1,0,6.7916862277526,6.60379418379593,6.98492420151866,6.5474189426059
"Ecuador",2015,218,0.1,0.45,0.56,"Ecuador",0.742226858236728,6.97693246742524,9.4,0.435,0.383057124455014,0.549915774871185,0.067027100673801,0.06121442,NA,NA,0.0049987,24.73658,361.91,2,"South America",15,6.97693246742524,0.742226858236728,0,0,0,0,0,0,0,0,0,1,7.22430014792046,7.01847613534499,7.43616016080935,6.97693246742524
"Egypt",1970,818,0.08,0.78,0.86,"Egypt",NA,NA,2.49,0.082,0.517404284262861,0.439343273217808,0.043252442519331,0.6700076,NA,NA,0.0340346,37.98025,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Egypt",1975,818,0.08,0.76,0.84,"Egypt",NA,NA,2.97,0.121,0.516157655061984,0.439061392459931,0.044780952478085,0.6180324,NA,NA,0.0483164,34.42506,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Egypt",1980,818,0.08,0.75,0.83,"Egypt",NA,NA,3.46,0.16,0.512682796162699,0.441804875169687,0.045512328667614,0.5915171,NA,NA,0.0335421,32.79634,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Egypt",1985,818,0.08,0.75,0.84,"Egypt",NA,NA,4.04,0.207,0.509505718651556,0.444496736633616,0.0459975447148284,0.5557601,NA,NA,0.0456264,28.18192,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Egypt",1990,818,0.09,0.77,0.85,"Egypt",NA,NA,4.7,0.263,0.507122632461606,0.446285936518383,0.0465914310200102,0.5126508,NA,NA,0.0301807,24.86083,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Egypt",1995,818,0.09,0.73,0.82,"Egypt",NA,NA,5.37,0.326,0.502328358967517,0.448914279542841,0.0487573614896415,0.44413,NA,NA,0.0235881,24.65284,402.6,1,"Northern Africa",11,NA,NA,0,0,0,0,0,1,0,0,0,0,2.51875028630924,2.42698293373938,2.61398748074762,2.51875028630924
"Egypt",2000,818,0.09,0.64,0.72,"Egypt",0.4061022936,NA,6.14,0.399,0.481400174638089,0.468416716021959,0.050183109339952,0.4297926,3.11683510338,2.62012831544,0.0480817,22.35742,402.6,1,"Northern Africa",11,2.493468082704,0.4061022936,0,0,0,0,0,0,1,0,0,0,2.96808311364245,2.8577741664258,3.08264994238767,2.493468082704
"Egypt",2005,818,0.08,0.55,0.63,"Egypt",0.4659659784,NA,6.97,0.477,0.452168954141811,0.49806278554937,0.049768260308819,0.3112823,4.05972858681,3.57693100319,0.0406041,26.48175,402.6,1,"Northern Africa",11,3.247782869448,0.4659659784,0,0,0,0,0,0,0,1,0,0,3.95728152711798,3.83731740239212,4.08099602996275,3.247782869448
"Egypt",2010,818,0.08,0.51,0.58,"Egypt",0.5234027568,NA,7.76,0.544,0.420273727660951,0.532002263626939,0.0477240087121104,0.2634194,5.07700674096,4.51986999048,0.0356564,27.73437,402.6,1,"Northern Africa",11,4.061605392768,0.5234027568,0,0,0,0,0,0,0,0,1,0,4.73801723438393,4.59044772809754,4.89033066990674,4.061605392768
"Egypt",2015,818,0.08,0.54,0.62,"Egypt",0.5921650976,NA,8.64,0.606,0.418119313989346,0.531250933006905,0.0506297530037491,0.2883175,6.39538305408,5.97601367136,0.0396937,23.51135,402.6,1,"Northern Africa",11,5.116306443264,0.5921650976,0,0,0,0,0,0,0,0,0,1,5.15805414180043,4.96363550595042,5.36008788273227,5.116306443264
"El Salvador",1970,222,0.06,0.89,0.95,"El Salvador",NA,NA,2.88,0.057,0.561985498555307,0.405767867851496,0.0322466335931963,0.4029509,NA,NA,0.02419,35.21421,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"El Salvador",1975,222,0.06,0.86,0.92,"El Salvador",NA,NA,3.35,0.0740000000000001,0.554526823387583,0.412585895117541,0.0328872814948764,0.3630505,NA,NA,0.0090451,34.53687,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"El Salvador",1980,222,0.07,0.83,0.9,"El Salvador",NA,NA,3.87,0.0990000000000001,0.544480101294562,0.420525247232956,0.0349946514724824,0.3277335,NA,NA,0.0327019,33.9477,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"El Salvador",1985,222,0.07,0.79,0.86,"El Salvador",NA,NA,4.51,0.124,0.52961127584386,0.431739713229619,0.0386490109265202,0.2952794,NA,NA,0.0384583,32.58369,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"El Salvador",1990,222,0.08,0.72,0.79,"El Salvador",NA,NA,5.11,0.154,0.506907706945766,0.449552806850618,0.0435394862036156,0.2585684,NA,NA,0.0255433,31.62128,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"El Salvador",1995,222,0.08,0.66,0.74,"El Salvador",NA,NA,5.7,0.185,0.482106877306849,0.469821514540948,0.048071608152203,0.2284086,NA,NA,0.0255493,30.1184,363.87,2,"Central America",3,NA,NA,0,0,0,0,0,1,0,0,0,0,3.35857087716868,3.27672985167544,3.4424559995991,3.35857087716868
"El Salvador",2000,222,0.1,0.63,0.73,"El Salvador",NA,NA,6.28,0.215,0.464866063055229,0.480160963050113,0.0549729738946579,0.2020957,NA,NA,0.0307206,45.831,363.87,2,"Central America",3,NA,NA,0,0,0,0,0,0,1,0,0,0,3.88745102801815,3.79218701357945,3.98510818193402,3.88745102801815
"El Salvador",2005,222,0.11,0.59,0.7,"El Salvador",NA,NA,6.8,0.242,0.448482434742205,0.48807686563449,0.0634406996233053,0.1658943,NA,NA,0.0304095,37.32545,363.87,2,"Central America",3,NA,NA,0,0,0,0,0,0,0,1,0,0,4.45383891229045,4.33865263250156,4.57208325645449,4.45383891229045
"El Salvador",2010,222,0.12,0.52,0.63,"El Salvador",NA,NA,7.43,0.286,0.42469908834312,0.50353632028031,0.0717645913765694,0.1441524,NA,NA,0.0385694,29.28568,363.87,2,"Central America",3,NA,NA,0,0,0,0,0,0,0,0,1,0,5.06708306770758,4.93745133945593,5.20011824924194,5.06708306770758
"El Salvador",2015,222,0.12,0.44,0.57,"El Salvador",NA,NA,8.04,0.334,0.389694934583584,0.530997560743815,0.0793075046726011,0.1159927,NA,NA,0.0376867,28.28026,363.87,2,"Central America",3,NA,NA,0,0,0,0,0,0,0,0,0,1,5.73046299443378,5.58497105245023,5.87974509127818,5.73046299443378
"Equatorial Guinea",1970,226,0.08,0.72,0.81,"Equatorial Guinea",NA,NA,2.18,0.013,0.497315436241611,0.457718120805369,0.0449664429530201,0.510401,NA,NA,0.0350471,57.10635,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Equatorial Guinea",1975,226,0.11,0.85,0.96,"Equatorial Guinea",NA,NA,2.53,0.0190000000000001,0.546747091770788,0.398104265402844,0.0551486428263679,0.4392789,NA,NA,0.0545101,50.13342,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Equatorial Guinea",1980,226,0.12,0.9,1.02,"Equatorial Guinea",NA,NA,3.24,0.0270000000000002,0.580400890868597,0.360801781737194,0.0587973273942093,0.373086,NA,NA,0.0384105,68.59654,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Equatorial Guinea",1985,226,0.08,0.77,0.86,"Equatorial Guinea",NA,NA,4.41,0.0469999999999999,0.526734926052332,0.428896473265074,0.0443686006825939,0.307443,NA,NA,0.0259618,48.96517,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Equatorial Guinea",1990,226,0.08,0.84,0.92,"Equatorial Guinea",NA,NA,4.96,0.058,0.516159923389993,0.44314101029447,0.0406990663155375,0.2473625,NA,NA,0.0290529,54.32148,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Equatorial Guinea",1995,226,0.08,0.89,0.97,"Equatorial Guinea",NA,NA,5.39,0.068,0.515151515151515,0.446127946127946,0.0387205387205387,0.2006355,NA,NA,0.0218798,56.68684,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,1,0,0,0,0,3.15658136416956,3.04454074686477,3.27274513204771,3.15658136416956
"Equatorial Guinea",2000,226,0.07,0.88,0.95,"Equatorial Guinea",NA,NA,5.68,0.0730000000000001,0.532041998551774,0.432295438088342,0.0356625633598841,0.116917,NA,NA,0.0261521,39.57572,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,1,0,0,0,3.69158830275835,3.53519399284324,3.85490137872232,3.69158830275835
"Equatorial Guinea",2005,226,0.06,0.69,0.75,"Equatorial Guinea",NA,NA,6.31,0.102,0.486928967520465,0.478611037760761,0.0344599947187748,0.1139721,NA,NA,0.0245285,26.09204,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,0,1,0,0,4.11412827096391,3.94702295402883,4.28830833442903,4.11412827096391
"Equatorial Guinea",2010,226,0.05,0.66,0.71,"Equatorial Guinea",NA,NA,6.91,0.137,0.469407064760303,0.498948696383516,0.0316442388561817,0.05629463,NA,NA,0.0289035,27.08067,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,0,0,1,0,4.85686546661201,4.63775533117078,5.08632743133806,4.85686546661201
"Equatorial Guinea",2015,226,0.05,0.63,0.68,"Equatorial Guinea",NA,NA,7.44,0.172,0.458443215652914,0.512632922160783,0.0289238621863037,0.06105211,NA,NA,0.0315227,23.22706,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,0,0,0,1,5.22609942156799,5.00166490552352,5.46060475461912,5.22609942156799
"Estonia",1970,233,0.18,0.33,0.51,"Estonia",0.982400235698953,9.80435435227555,9.98,0.453,0.294074400823408,0.588075283046611,0.117850316129981,0.009208034,NA,NA,0.0496441,19.63656,NA,NA,NA,NA,9.80435435227555,0.982400235698953,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,9.80435435227555
"Estonia",1975,233,0.19,0.33,0.52,"Estonia",0.997569703844598,10.7837284985601,10.81,0.535,0.291962590535124,0.584276773785247,0.123760635679629,0.007662314,NA,NA,0.0508877,21.04069,NA,NA,NA,NA,10.7837284985601,0.997569703844598,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,10.7837284985601
"Estonia",1980,233,0.19,0.33,0.52,"Estonia",1.00946552614801,11.4877176875644,11.38,0.614,0.286537809426924,0.588267209223466,0.12519498134961,0.006153427,NA,NA,0.0512277,21.2932,NA,NA,NA,NA,11.4877176875644,1.00946552614801,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,11.4877176875644
"Estonia",1985,233,0.17,0.33,0.5,"Estonia",1.01420451947214,11.9574712845765,11.79,0.676,0.288669950738916,0.596584564860427,0.114745484400657,0.002735596,NA,NA,0.0507522,19.93317,NA,NA,NA,NA,11.9574712845765,1.01420451947214,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,11.9574712845765
"Estonia",1990,233,0.18,0.34,0.51,"Estonia",1.01909040435599,12.4125211250559,12.18,0.737,0.291381843736025,0.59196320194212,0.116654954321855,0.00417854,NA,NA,0.0568969,18.33845,NA,NA,NA,NA,12.4125211250559,1.01909040435599,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,12.4125211250559
"Estonia",1995,233,0.21,0.31,0.52,"Estonia",1.026060791677,12.7847174642954,12.46,0.781,0.275207591933571,0.588723745726048,0.136068662340381,0.00354626,NA,NA,0.0518886,15.66547,534.88,4,"Northern Europe",13,12.7847174642954,1.026060791677,0,0,0,0,0,1,0,0,0,0,12.8613875021767,12.5290829813131,13.202505620552,12.7847174642954
"Estonia",2000,233,0.22,0.26,0.48,"Estonia",1.03057927359424,13.0471336037031,12.66,0.813,0.248945750839826,0.600814809520406,0.150239439639768,0.002328033,NA,NA,0.0525036,14.2143,534.88,4,"Northern Europe",13,13.0471336037031,1.03057927359424,0,0,0,0,0,0,1,0,0,0,13.22391243984,12.8776913776037,13.5794417717359,13.0471336037031
"Estonia",2005,233,0.25,0.22,0.47,"Estonia",1.03410158446857,13.1951362178189,12.76,0.827,0.227336431363871,0.605074869071328,0.1675886995648,0.002676687,NA,NA,0.0524512,11.86664,534.88,4,"Northern Europe",13,13.1951362178189,1.03410158446857,0,0,0,0,0,0,0,1,0,0,13.5628911165601,13.1851023711574,13.9515045284791,13.1951362178189
"Estonia",2010,233,0.26,0.22,0.48,"Estonia",1.0332866582265,13.1330734260588,12.71,0.819,0.209534534534535,0.61524024024024,0.175225225225225,0.00114212,NA,NA,0.0400456,11.63784,534.88,4,"Northern Europe",13,13.1330734260588,1.0332866582265,0,0,0,0,0,0,0,0,1,0,13.5903672049107,13.196993606855,13.9954664120148,13.1330734260588
"Estonia",2015,233,0.29,0.25,0.54,"Estonia",1.04940514012094,13.9256062094049,13.27,0.847,0.20556484719477,0.60620343621712,0.18823171658811,0.001773112,NA,NA,0.051561,11.28929,534.88,4,"Northern Europe",13,13.9256062094049,1.04940514012094,0,0,0,0,0,0,0,0,0,1,14.4655708788909,13.9785116673432,14.9696009011513,13.9256062094049
"Ethiopia",1970,231,0.05,0.82,0.88,"Ethiopia",NA,NA,0.43,0.00700000000000003,0.539711420024635,0.433267640330811,0.0270209396445539,0.860938,NA,NA,0.0346792,46.53028,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Ethiopia",1975,231,0.05,0.86,0.91,"Ethiopia",NA,NA,0.54,0.00899999999999991,0.547344536318613,0.424800498638263,0.0278549650431242,0.8263333,NA,NA,0.0333002,44.47774,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Ethiopia",1980,231,0.06,0.87,0.93,"Ethiopia",NA,NA,0.69,0.0130000000000001,0.546128370025066,0.422028650175236,0.0318429797996983,0.7878262,NA,NA,0.0217548,59.70973,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Ethiopia",1985,231,0.06,0.91,0.97,"Ethiopia",NA,NA,0.88,0.018,0.55888404165839,0.411059042210141,0.0300569161314687,0.7454047,NA,NA,0.0223776,47.79861,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Ethiopia",1990,231,0.06,0.92,0.98,"Ethiopia",NA,NA,1.12,0.0240000000000001,0.565200567522249,0.403309020857691,0.0314904116200597,0.7298864,NA,NA,0.0235421,32.73689,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Ethiopia",1995,231,0.06,0.93,0.99,"Ethiopia",NA,NA,1.37,0.0319999999999999,0.568356543820491,0.400821885271383,0.0308215709081256,0.6485469,NA,NA,0.0276628,40.09089,349.38834,1,"Eastern Africa",5,NA,NA,0,0,0,0,0,1,0,0,0,0,0.44805694462947,0.425901371426002,0.471365060315556,0.44805694462947
"Ethiopia",2000,231,0.06,0.92,0.98,"Ethiopia",0.321068912,NA,1.69,0.0409999999999999,0.573842201216614,0.395232522458017,0.030925276325369,0.641,0.6782580766,0.51739614316,0.0377195,67.33913,349.38834,1,"Eastern Africa",5,0.54260646128,0.321068912,0,0,0,0,0,0,1,0,0,0,0.558945891186119,0.53176964002595,0.587510993028106,0.54260646128
"Ethiopia",2005,231,0.06,0.91,0.97,"Ethiopia",0.3654570592,NA,2.05,0.047,0.568648860189805,0.40037178358282,0.030979356227375,0.6559184,0.9364837142,0.71208539035,0.0397624,60.11176,349.38834,1,"Eastern Africa",5,0.74918697136,0.3654570592,0,0,0,0,0,0,0,1,0,0,0.665649007703986,0.632241175854648,0.700822120385223,0.74918697136
"Ethiopia",2010,231,0.06,0.85,0.91,"Ethiopia",0.4238759632,NA,2.61,0.0690000000000001,0.556776644479561,0.410226591235067,0.0329967642853722,0.4780169,1.38289532994,1.01505153735,0.0492994,54.5639,349.38834,1,"Eastern Africa",5,1.106316263952,0.4238759632,0,0,0,0,0,0,0,0,1,0,1.07118634748804,1.03557817782957,1.10801889766511,1.106316263952
"Ethiopia",2015,231,0.06,0.76,0.82,"Ethiopia",0.4481477824,NA,3.18,0.093,0.534015877514599,0.431172566571092,0.0348115559143091,0.4822882,1.78138743504,1.27814523552,0.0473792,39.47898,349.38834,1,"Eastern Africa",5,1.425109948032,0.4481477824,0,0,0,0,0,0,0,0,0,1,1.30285416862203,1.25978720304122,1.34739341739468,1.425109948032
"Fiji",1970,242,0.04,0.81,0.85,"Fiji",NA,NA,6.04,0.0960000000000001,0.552929875120077,0.424591738712776,0.022478386167147,0.2465895,NA,NA,0.0262375,24.9775,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Fiji",1975,242,0.04,0.7,0.74,"Fiji",NA,NA,6.73,0.117,0.527055150884495,0.448317724592438,0.0246271245230662,0.1986872,NA,NA,0.0519761,25.01752,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Fiji",1980,242,0.04,0.68,0.72,"Fiji",NA,NA,7.46,0.141,0.511649874055416,0.462846347607053,0.0255037783375315,0.1611308,NA,NA,0.061534,23.95614,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Fiji",1985,242,0.05,0.67,0.72,"Fiji",NA,NA,8.19,0.175,0.493887874104257,0.478572432204581,0.027539693691162,0.1290518,NA,NA,0.0048311,25.11652,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Fiji",1990,242,0.05,0.66,0.71,"Fiji",NA,NA,8.77,0.21,0.484287086592562,0.486345546864279,0.0293673665431591,0.1053468,NA,NA,0.0357092,25.39402,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Fiji",1995,242,0.05,0.61,0.66,"Fiji",NA,NA,9.34,0.247,0.471627547072479,0.498194480268249,0.0301779726592726,0.07057114,NA,NA,0.0533306,23.244,456.20999,5,"Melanesia",8,NA,NA,0,0,0,0,0,1,0,0,0,0,7.11232912683924,6.81865046970817,7.41865649708992,7.11232912683924
"Fiji",2000,242,0.06,0.57,0.62,"Fiji",NA,NA,9.92,0.298,0.459689349112426,0.505917159763314,0.0343934911242604,0.06515939,NA,NA,0.0597079,28.0436,490.935,5,"Melanesia",8,NA,NA,0,0,0,0,0,0,1,0,0,0,7.87786624149348,7.53661475231027,8.23456930710681,7.87786624149348
"Fiji",2005,242,0.06,0.47,0.53,"Fiji",NA,NA,10.45,0.353,0.399367242638111,0.559503528839134,0.0411292285227549,0.05093696,NA,NA,0.0506592,26.03275,397.005,5,"Melanesia",8,NA,NA,0,0,0,0,0,0,0,1,0,0,8.0419839761366,7.77580196507913,8.31727795575097,8.0419839761366
"Fiji",2010,242,0.07,0.44,0.51,"Fiji",NA,NA,11.08,0.426,0.384624331239823,0.567108629913934,0.0482670388462433,0.03925403,NA,NA,0.0402797,29.37849,467.89499,5,"Melanesia",8,NA,NA,0,0,0,0,0,0,0,0,1,0,9.20154861212833,8.87640273103159,9.53860470586386,9.20154861212833
"Fiji",2015,242,0.09,0.44,0.53,"Fiji",NA,NA,11.52,0.491,0.373276538504652,0.568434032059186,0.0582894294361619,0.009178925,NA,NA,0.0311095,29.20161,453.35501,5,"Melanesia",8,NA,NA,0,0,0,0,0,0,0,0,0,1,10.0643755721911,9.75455216466951,10.3840395692371,10.0643755721911
"Finland",1970,246,0.14,0.37,0.51,"Finland",0.984054072349133,8.70887854028983,8.85,0.331,0.338859833770969,0.569562292484972,0.0915778737440594,0.01608756,NA,NA,0.0414586,20.575,NA,NA,NA,NA,8.70887854028983,0.984054072349133,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,8.70887854028983
"Finland",1975,246,0.16,0.33,0.48,"Finland",0.99120081824374,9.40649576513309,9.49,0.428,0.304927216398591,0.588931799855706,0.106140983745703,0.01197171,NA,NA,0.0350692,17.00658,NA,NA,NA,NA,9.40649576513309,0.99120081824374,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,9.40649576513309
"Finland",1980,246,0.18,0.3,0.48,"Finland",1.00105866663936,10.1207031197239,10.11,0.518,0.283132530120482,0.597117637215529,0.119749832663989,0.007955263,NA,NA,0.0479512,14.65638,NA,NA,NA,NA,10.1207031197239,1.00105866663936,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,10.1207031197239
"Finland",1985,246,0.18,0.29,0.47,"Finland",1.01139478886699,10.7915823972108,10.67,0.594,0.265865894444898,0.609307447589526,0.124826657965576,0.005317733,NA,NA,0.0509439,19.93317,NA,NA,NA,NA,10.7915823972108,1.01139478886699,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,10.7915823972108
"Finland",1990,246,0.2,0.29,0.49,"Finland",1.02320529438399,11.4598992971007,11.2,0.666,0.253984483069706,0.612156933501734,0.13385858342856,0.003759302,NA,NA,0.0650464,16.61851,NA,NA,NA,NA,11.4598992971007,1.02320529438399,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,11.4598992971007
"Finland",1995,246,0.21,0.29,0.5,"Finland",1.03723324256797,12.1045119407682,11.67,0.725,0.25458459731872,0.603268421567668,0.142146981113612,0.002998768,NA,NA,0.0651319,17.28317,528.76,4,"Northern Europe",13,12.1045119407682,1.03723324256797,0,0,0,0,0,1,0,0,0,0,11.9025588210714,11.6070758708355,12.2055639220067,12.1045119407682
"Finland",2000,246,0.22,0.27,0.49,"Finland",1.05066497171313,12.6184863102747,12.01,0.766,0.245838000695276,0.605005987098768,0.149156012205956,0.002539231,NA,NA,0.0487625,16.09124,500.54,4,"Northern Europe",13,12.6184863102747,1.05066497171313,0,0,0,0,0,0,1,0,0,0,12.1847340474182,11.9138028093099,12.461826520269,12.6184863102747
"Finland",2005,246,0.24,0.26,0.5,"Finland",1.0602235641372,13.0195453676048,12.28,0.799,0.234645069080515,0.605964745116722,0.159390185802763,0.002239619,NA,NA,0.0492958,14.72359,575.41,4,"Northern Europe",13,13.0195453676048,1.0602235641372,0,0,0,0,0,0,0,1,0,0,13.2656968069841,12.8252493427088,13.7212702125649,13.0195453676048
"Finland",2010,246,0.26,0.25,0.51,"Finland",1.07360684398109,13.3664052075646,12.45,0.823,0.227804478223613,0.600890428821579,0.171305092954808,0.002075292,NA,NA,0.0690506,13.55804,458.37,4,"Northern Europe",13,13.3664052075646,1.07360684398109,0,0,0,0,0,0,0,0,1,0,12.6846612277282,12.3022973334445,13.0789092558195,13.3664052075646
"Finland",2015,246,0.32,0.26,0.58,"Finland",1.09531804382604,14.2719941110533,13.03,0.864,0.219145598482361,0.578216774287695,0.202637627229944,0.002007187,NA,NA,0.0698871,13.49434,468.42,4,"Northern Europe",13,14.2719941110533,1.09531804382604,0,0,0,0,0,0,0,0,0,1,13.875612968234,13.2882945379933,14.4888898040109,14.2719941110533
