"country","year","iso","old_dep","youth_dep","tot_dep","cc","adj_factor","qamys_piaac","wic_mys","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","qamys_dhs_full","qamys_dhs_part","edu_exp_","tp_","hlo","geo_big","GEO","geo_det","qamys","adj_fact_dhs","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred"
"Afghanistan",1970,4,0.05,0.83,0.88,"Afghanistan",NA,NA,0.56,0.018,0.541573761058764,0.432199884916924,0.0262263540243113,0.87108177,NA,NA,0.0123514,39.24977,316.24799,3,"Southern Asia",18,NA,NA,1,0,0,0,0,0,0,0,0,0,0.163300300514874,0.152369280316209,0.175015515548191,0.163300300514874
"Afghanistan",1975,4,0.05,0.86,0.91,"Afghanistan",NA,NA,0.74,0.0259999999999999,0.553472961591635,0.42117306806083,0.0253539703475345,0.81842316,NA,NA,0.0152157,36.5322,318.108,3,"Southern Asia",18,NA,NA,0,1,0,0,0,0,0,0,0,0,0.224120977688005,0.209914724815669,0.239288657258015,0.224120977688005
"Afghanistan",1980,4,0.05,0.89,0.94,"Afghanistan",NA,NA,0.96,0.038,0.563348125524468,0.412535814994292,0.0241160594812401,0.80280991,NA,NA,0.0182669,37.87589,320.03,3,"Southern Asia",18,NA,NA,0,0,1,0,0,0,0,0,0,0,0.288275349682988,0.270219350665181,0.307537846680042,0.288275349682988
"Afghanistan",1985,4,0.04,0.95,0.99,"Afghanistan",NA,NA,1.2,0.0510000000000001,0.578981561423455,0.399100724036826,0.0219177145397194,0.75886818,NA,NA,0.0245464,36.40558,322.01199,3,"Southern Asia",18,NA,NA,0,0,0,1,0,0,0,0,0,0,0.367040508719215,0.344693274062549,0.390836564499989,0.367040508719215
"Afghanistan",1990,4,0.04,0.98,1.03,"Afghanistan",NA,NA,1.39,0.063,0.588533480361096,0.389552251088307,0.021914268550597,0.70925781,NA,NA,0.0244999,49.26471,324.05801,3,"Southern Asia",18,NA,NA,0,0,0,0,1,0,0,0,0,0,0.448400771134559,0.422652502710016,0.475717641004997,0.448400771134559
"Afghanistan",1995,4,0.05,0.98,1.02,"Afghanistan",NA,NA,1.55,0.0690000000000001,0.588272126363792,0.388725788444612,0.0230020851915954,0.65703362,NA,NA,0.0267133,32.64443,326.172,3,"Southern Asia",18,NA,NA,0,0,0,0,0,1,0,0,0,0,0.508846476461838,0.490651303221273,0.527716394326703,0.508846476461838
"Afghanistan",2000,4,0.05,1.01,1.05,"Afghanistan",NA,NA,1.72,0.0759999999999999,0.595026491198086,0.382820432907396,0.0221530758945178,0.60293983,NA,NA,0.033177,31.86219,326.40201,3,"Southern Asia",18,NA,NA,0,0,0,0,0,0,1,0,0,0,0.603582390491249,0.584330195582855,0.62346889629371,0.603582390491249
"Afghanistan",2005,4,0.04,0.97,1.02,"Afghanistan",NA,NA,2.03,0.0889999999999999,0.588478332126078,0.39003387059571,0.0214877972782123,0.5429303,NA,NA,0.0284945,42.91563,390.04001,3,"Southern Asia",18,NA,NA,0,0,0,0,0,0,0,1,0,0,0.797385269866234,0.772416861363149,0.823160783255762,0.797385269866234
"Afghanistan",2010,4,0.05,0.98,1.03,"Afghanistan",NA,NA,2.51,0.112,0.588485923173812,0.38913048067383,0.0223835961523576,0.68258881,NA,NA,0.0287031,44.58134,398.14999,3,"Southern Asia",18,NA,NA,0,0,0,0,0,0,0,0,1,0,0.84556803555175,0.809779938022525,0.882937782445972,0.84556803555175
"Afghanistan",2015,4,0.05,0.84,0.89,"Afghanistan",0.2651454776,NA,3.17,0.139,0.562305129755427,0.4127662979692,0.0249285722753731,0.56980282,1.05063895499,0.78085493843,0.0287094,46.18569,433.92001,3,"Southern Asia",18,0.840511163992,0.2651454776,0,0,0,0,0,0,0,0,0,1,1.25874867665477,1.21120491221583,1.30815868974761,0.840511163992
"Albania",1970,8,0.1,0.76,0.86,"Albania",NA,NA,5.52,0.171,0.507579280200874,0.440481726029945,0.0519389937691807,0.45361618,NA,NA,0.0213403,24.05337,400.65,4,"Southern Europe",19,NA,NA,1,0,0,0,0,0,0,0,0,0,2.94581268098396,2.81097013860241,3.08712363474641,2.94581268098396
"Albania",1975,8,0.09,0.69,0.79,"Albania",NA,NA,6.63,0.228,0.496910380292788,0.4511259486584,0.0519636710488118,0.37975117,NA,NA,0.0250327,19.13892,400.65,4,"Southern Europe",19,NA,NA,0,1,0,0,0,0,0,0,0,0,3.80337643389551,3.63888646076595,3.97530191004278,3.80337643389551
"Albania",1980,8,0.09,0.61,0.7,"Albania",NA,NA,7.67,0.289,0.47187826346412,0.47512307921826,0.052998657317619,0.31633141,NA,NA,0.0305119,17.94964,400.65,4,"Southern Europe",19,NA,NA,0,0,1,0,0,0,0,0,0,0,4.67245849814277,4.47640027831637,4.87710371269073,4.67245849814277
"Albania",1985,8,0.09,0.56,0.65,"Albania",NA,NA,8.52,0.348,0.443069974383174,0.502932452474046,0.0539975731427801,0.26108137,NA,NA,0.0269645,17.73649,400.65,4,"Southern Europe",19,NA,NA,0,0,0,1,0,0,0,0,0,0,5.42933331629138,5.20495402823248,5.66338532473104,5.42933331629138
"Albania",1990,8,0.09,0.53,0.62,"Albania",NA,NA,9.15,0.396,0.424409568794758,0.520554624409569,0.0550358067956727,0.21345938,NA,NA,0.0344698,15.68515,400.65,4,"Southern Europe",19,NA,NA,0,0,0,0,1,0,0,0,0,0,6.18432277415078,5.93149639861688,6.44792571800234,6.18432277415078
"Albania",1995,8,0.11,0.54,0.64,"Albania",NA,NA,9.53,0.424,0.421926803360479,0.513631827984678,0.0644413686548428,0.1743873,NA,NA,0.0348151,22.75761,400.65,4,"Southern Europe",19,NA,NA,0,0,0,0,0,1,0,0,0,0,6.49667659872918,6.39455677159763,6.60042725962544,6.49667659872918
"Albania",2000,8,0.11,0.48,0.6,"Albania",NA,NA,9.92,0.453,0.394939141575913,0.534304932735426,0.0707559256886611,0.012870178,NA,NA,0.0209072,21.93856,400.65,4,"Southern Europe",19,NA,NA,0,0,0,0,0,0,1,0,0,0,8.2657205632396,8.06352843947795,8.47298263314433,8.2657205632396
"Albania",2005,8,0.13,0.41,0.54,"Albania",NA,NA,10.19,0.476,0.368698976286121,0.545613580406894,0.0856874433069846,0.040613632,NA,NA,0.0324965,19.79287,399.32,4,"Southern Europe",19,NA,NA,0,0,0,0,0,0,0,1,0,0,8.29621149878953,8.1163833749991,8.48002392847235,8.29621149878953
"Albania",2010,8,0.16,0.34,0.5,"Albania",0.7956135728,NA,10.37,0.493,0.322633297062024,0.569266866158868,0.108099836779108,0.029538651,10.31314093742,9.55843963126,0.0035393,19.41964,402.75,4,"Southern Europe",19,8.250512749936,0.7956135728,0,0,0,0,0,0,0,0,1,0,8.6753131074841,8.48337161812024,8.87159739084517,8.250512749936
"Albania",2015,8,0.18,0.26,0.44,"Albania",0.7988217056,NA,10.57,0.517,0.265795505079875,0.60883248383676,0.125372011083365,0.018588486,10.55443178524,10.27772525164,0.0336974,18.08292,436.73,4,"Southern Europe",19,8.443545428192,0.7988217056,0,0,0,0,0,0,0,0,0,1,9.25519322044314,9.07215092638593,9.44192862781887,8.443545428192
"Algeria",1970,12,0.07,0.94,1.02,"Algeria",NA,NA,1.86,0.0290000000000001,0.57852233676976,0.386323024054983,0.0351546391752577,0.73225815,NA,NA,0.0393853,40.00059,390.17,1,"Northern Africa",11,NA,NA,1,0,0,0,0,0,0,0,0,0,0.676104534069704,0.635720742620411,0.719053682447731,0.676104534069704
"Algeria",1975,12,0.07,0.94,1.01,"Algeria",NA,NA,2.73,0.0510000000000001,0.577035405644794,0.387002369951883,0.0359622244033227,0.66041801,NA,NA,0.0718201,39.35215,390.17,1,"Northern Africa",11,NA,NA,0,1,0,0,0,0,0,0,0,0,1.05716595792663,0.998495475150351,1.11928385296954,1.05716595792663
"Algeria",1980,12,0.07,0.92,0.99,"Algeria",NA,NA,3.7,0.083,0.573785920766172,0.391778753419486,0.0344353258143419,0.5809679,NA,NA,0.0659742,33.53637,390.17,1,"Northern Africa",11,NA,NA,0,0,1,0,0,0,0,0,0,0,1.53940440286792,1.46019774831719,1.62290752625814,1.53940440286792
"Algeria",1985,12,0.07,0.89,0.95,"Algeria",NA,NA,4.79,0.123,0.562968904408865,0.403134818465029,0.0338962771261062,0.50369122,NA,NA,0.0508133,27.9779,390.17,1,"Northern Africa",11,NA,NA,0,0,0,1,0,0,0,0,0,0,2.1298868404873,2.0258142407404,2.23930598474962,2.1298868404873
"Algeria",1990,12,0.06,0.81,0.88,"Algeria",NA,NA,5.87,0.171,0.544866550377425,0.421346536793196,0.033786912829379,0.42782051,NA,NA,0.0450366,27.68756,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,1,0,0,0,0,0,2.85649029393041,2.72650170937802,2.99267620895056,2.85649029393041
"Algeria",1995,12,0.06,0.7,0.77,"Algeria",NA,NA,6.89,0.222,0.514010026189875,0.449469456101687,0.0365205177084378,0.35962315,NA,NA,0.0400918,27.5337,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,1,0,0,0,0,3.50524401534165,3.43497903911178,3.57694631239019,3.50524401534165
"Algeria",2000,12,0.07,0.56,0.63,"Algeria",NA,NA,7.65,0.275,0.463846380789902,0.492803909747431,0.0433497094626663,0.30126503,NA,NA,0.0400722,27.57514,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,1,0,0,0,4.24124106414318,4.16624867617422,4.31758331350793,4.24124106414318
"Algeria",2005,12,0.07,0.44,0.52,"Algeria",NA,NA,8.44,0.342,0.407776876633324,0.542831395872758,0.0493917274939173,0.26107635,NA,NA,0.0433702,24.01662,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,1,0,0,4.99538610069043,4.90786262023815,5.08447041530274,4.99538610069043
"Algeria",2010,12,0.08,0.4,0.49,"Algeria",NA,NA,9.13,0.408,0.372892710230702,0.572446476916007,0.0546608128532911,0.21009813,NA,NA,0.0356564,23.33632,375.14,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,0,1,0,5.80156712505082,5.69195118118066,5.91329405947028,5.80156712505082
"Algeria",2015,12,0.09,0.44,0.53,"Algeria",NA,NA,9.7,0.473,0.362151859050724,0.579151043952599,0.0586970969966769,0.18592163,NA,NA,0.0396937,24.15421,375.14,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,0,0,1,6.467928371595,6.33712785484976,6.60142865636965,6.467928371595
"Angola",1970,24,0.05,0.97,1.02,"Angola",NA,NA,0.66,0.00599999999999994,0.58054255742117,0.393981099183411,0.0254763433954185,0.71674934,NA,NA,0.0350471,40.11174,326.02499,1,"Middle Africa",10,NA,NA,1,0,0,0,0,0,0,0,0,0,0.23219596268528,0.219076486674104,0.246101103344547,0.23219596268528
"Angola",1975,24,0.05,0.99,1.04,"Angola",NA,NA,0.82,0.00700000000000003,0.58458938830686,0.389888475836431,0.0255221358567083,0.66826813,NA,NA,0.0545101,50.13342,326.02499,1,"Middle Africa",10,NA,NA,0,1,0,0,0,0,0,0,0,0,0.297243573462693,0.281262310690518,0.314132888078594,0.297243573462693
"Angola",1980,24,0.05,1.02,1.08,"Angola",NA,NA,1.05,0.0100000000000001,0.591252938575053,0.383434583246049,0.0253124781788981,0.56009636,NA,NA,0.0384105,33.34781,326.02499,1,"Middle Africa",10,NA,NA,0,0,1,0,0,0,0,0,0,0,0.420076598362119,0.399586959496339,0.44161688538063,0.420076598362119
"Angola",1985,24,0.05,1.05,1.1,"Angola",NA,NA,1.32,0.0140000000000002,0.596487449582958,0.378656459255198,0.0248560911618436,0.52062386,NA,NA,0.0495714,32.09739,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,1,0,0,0,0,0,0,0.534446012270115,0.508578002003495,0.561629757689489,0.534446012270115
"Angola",1990,24,0.05,1.06,1.11,"Angola",NA,NA,1.63,0.0210000000000001,0.601299023592938,0.374466227953824,0.0242347484532377,0.42994389,NA,NA,0.0290529,29.52888,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,1,0,0,0,0,0,0.729213088821505,0.695651807221895,0.764393513232094,0.729213088821505
"Angola",1995,24,0.05,1.05,1.1,"Angola",NA,NA,1.89,0.028,0.601809987908988,0.374586890411461,0.0236031216795515,0.42035908,NA,NA,0.0256712,41.75324,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,1,0,0,0,0,0.814789163937285,0.795266425996994,0.834791159248723,0.814789163937285
"Angola",2000,24,0.05,1.04,1.09,"Angola",NA,NA,2.09,0.0339999999999999,0.599897809286581,0.376917672606502,0.023184518106917,0.32594582,NA,NA,0.0260753,48.8688,322.19501,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,1,0,0,0,1.00788110782941,0.983412547373798,1.03295847732694,1.00788110782941
"Angola",2005,24,0.05,1.04,1.09,"Angola",0.5007516328,NA,2.25,0.04,0.599690339008653,0.37720916682851,0.0231004941628364,0.31799746,1.40836396725,1.03522714875,0.0220079,41.0124,322.19501,1,"Middle Africa",10,1.1266911738,0.5007516328,0,0,0,0,0,0,0,1,0,0,1.0971048850965,1.07046569533854,1.12440700729036,1.1266911738
"Angola",2010,24,0.05,1.05,1.1,"Angola",0.4845722592,NA,2.47,0.0490000000000001,0.602303123724895,0.375078206465068,0.0226186698100376,0.33969887,1.49611685028,1.15143550587,0.0342132,44.06479,320.315,1,"Middle Africa",10,1.196893480224,0.4845722592,0,0,0,0,0,0,0,0,1,0,1.17485130295296,1.14702249524799,1.2033552870747,1.196893480224
"Angola",2015,24,0.05,0.93,0.98,"Angola",0.5717802144,NA,2.91,0.0630000000000001,0.575075468515002,0.401862214772087,0.0230623167129109,0.2908198,2.07985052988,1.67016916554,0.0315227,50.02951,385.15424,1,"Middle Africa",10,1.663880423904,0.5717802144,0,0,0,0,0,0,0,0,0,1,1.53415063117424,1.49740058106541,1.57180262175249,1.663880423904
"Antigua and Barbuda",1970,28,0.07,0.75,0.83,"Antigua and Barbuda",NA,NA,NA,NA,0.530551415797317,0.429210134128167,0.0402384500745156,0.17808514,NA,NA,0.0431306,25.30054,428.33667,2,"Caribbean",2,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",1975,28,0.08,0.69,0.76,"Antigua and Barbuda",NA,NA,NA,NA,0.504895104895105,0.451748251748252,0.0433566433566434,0.2110346,NA,NA,0.0529002,24.10168,420.32501,2,"Caribbean",2,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",1980,28,0.09,0.58,0.67,"Antigua and Barbuda",NA,NA,NA,NA,0.461852861035422,0.486376021798365,0.0517711171662125,0.13758053,NA,NA,0.0377674,24.72464,420.32501,2,"Caribbean",2,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",1985,28,0.1,0.5,0.59,"Antigua and Barbuda",NA,NA,NA,NA,0.42836676217765,0.511461318051576,0.0601719197707736,0.16747963,NA,NA,0.0338099,24.19762,420.32501,2,"Caribbean",2,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",1990,28,0.12,0.51,0.63,"Antigua and Barbuda",NA,NA,NA,NA,0.403298350824588,0.521739130434783,0.0749625187406297,0.10757634,NA,NA,0.0410541,21.63677,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",1995,28,0.13,0.49,0.61,"Antigua and Barbuda",NA,NA,NA,NA,0.383152173913043,0.539402173913043,0.077445652173913,0.13912856,NA,NA,0.0275397,20.41527,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",2000,28,0.1,0.46,0.56,"Antigua and Barbuda",NA,NA,NA,NA,0.375598086124402,0.558612440191388,0.0657894736842105,0.010500031,NA,NA,0.0339428,18.74101,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
"Antigua and Barbuda",2005,28,0.1,0.44,0.54,"Antigua and Barbuda",NA,NA,NA,NA,0.369955156950673,0.562780269058296,0.0672645739910314,0.099192209,NA,NA,0.0251724,18.28569,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA
"Antigua and Barbuda",2010,28,0.1,0.4,0.5,"Antigua and Barbuda",NA,NA,NA,NA,0.353748680042239,0.579725448785639,0.0665258711721225,0.010500031,NA,NA,0.0495082,14.41729,389.68668,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA
"Antigua and Barbuda",2015,28,0.1,0.36,0.45,"Antigua and Barbuda",NA,NA,10.8,0.523,0.332,0.602,0.066,0.010500031,NA,NA,0.0426422,12.93189,390.91666,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,0,1,9.11060739331573,8.86698461637261,9.36092377129836,9.11060739331573
"Argentina",1970,32,0.11,0.46,0.57,"Argentina",NA,NA,6.75,0.163,0.382567888874984,0.547236474366996,0.0701956367580194,0.067430353,NA,NA,0.0133894,19.01778,377.66,2,"South America",15,NA,NA,1,0,0,0,0,0,0,0,0,0,5.63771749499245,5.38917145267813,5.89772636340027,5.63771749499245
"Argentina",1975,32,0.12,0.46,0.58,"Argentina",NA,NA,7.16,0.197,0.37903863121955,0.544400966739556,0.0765604020408946,0.060528488,NA,NA,0.0148113,18.31628,377.66,2,"South America",15,NA,NA,0,1,0,0,0,0,0,0,0,0,5.92742539127581,5.66529160088943,6.20168814675404,5.92742539127581
"Argentina",1980,32,0.13,0.49,0.63,"Argentina",NA,NA,7.59,0.234,0.385556057624912,0.532333068857429,0.08211087351766,0.060871429,NA,NA,0.0173412,20.26527,377.66,2,"South America",15,NA,NA,0,0,1,0,0,0,0,0,0,0,6.15936819305208,5.88745194396441,6.44384309182753,6.15936819305208
"Argentina",1985,32,0.14,0.51,0.65,"Argentina",NA,NA,8.02,0.274,0.389727102508498,0.524158651077539,0.0861142464139631,0.046564274,NA,NA,0.0094944,19.674,377.66,2,"South America",15,NA,NA,0,0,0,1,0,0,0,0,0,0,6.46680377920068,6.17851717523674,6.76854169578025,6.46680377920068
"Argentina",1990,32,0.15,0.51,0.66,"Argentina",NA,NA,8.46,0.318,0.391861214737685,0.5176032777569,0.0905355075054156,0.038718033,NA,NA,0.0106738,17.53274,377.66,2,"South America",15,NA,NA,0,0,0,0,1,0,0,0,0,0,6.90880121574498,6.59659548043668,7.235783121799,6.90880121574498
"Argentina",1995,32,0.16,0.48,0.63,"Argentina",NA,NA,8.9,0.361,0.386388834912616,0.518139837918776,0.0954713271686079,0.03456527,NA,NA,0.0409784,18.77681,377.66,2,"South America",15,NA,NA,0,0,0,0,0,1,0,0,0,0,7.04079664931269,6.84825779457882,7.2387487363889,7.04079664931269
"Argentina",2000,32,0.16,0.45,0.61,"Argentina",NA,NA,9.31,0.405,0.367709640423666,0.533174121297983,0.0991162382783512,0.028066864,NA,NA,0.0409059,18.40756,409.87,2,"South America",15,NA,NA,0,0,0,0,0,0,1,0,0,0,7.66120415904364,7.4847002879905,7.84187033657508,7.66120415904364
"Argentina",2005,32,0.16,0.43,0.59,"Argentina",NA,NA,9.68,0.448,0.355334215514467,0.543563228374215,0.101102556111318,0.012028885,NA,NA,0.0376199,17.05465,405.44,2,"South America",15,NA,NA,0,0,0,0,0,0,0,1,0,0,8.18780203761389,7.99518273109169,8.38506191315033,8.18780203761389
"Argentina",2010,32,0.16,0.41,0.57,"Argentina",NA,NA,9.98,0.487,0.342775290002377,0.55317801852328,0.104046691474342,0.009431259,NA,NA,0.0529084,20.11731,413.27,2,"South America",15,NA,NA,0,0,0,0,0,0,0,0,1,0,8.59580515438575,8.40525563803036,8.79067448202909,8.59580515438575
"Argentina",2015,32,0.17,0.39,0.57,"Argentina",NA,NA,10.31,0.531,0.331231729987354,0.559487967418621,0.109280302594025,0.0089705402,NA,NA,0.0559461,18.36141,429.38,2,"South America",15,NA,NA,0,0,0,0,0,0,0,0,0,1,9.10038959471424,8.91594837466706,9.28864628813823,9.10038959471424
"Armenia",1970,51,0.1,0.71,0.81,"Armenia",0.967914059714752,7.45293825980359,7.7,0.554,0.495782345253653,0.448655498792127,0.0555621559542196,0.47610863,NA,NA,0.0299166,27.5038,482.68,3,"Western Asia",21,7.45293825980359,0.967914059714752,1,0,0,0,0,0,0,0,0,0,4.64995967631906,4.37977452651424,4.9368123542656,7.45293825980359
"Armenia",1975,51,0.1,0.57,0.67,"Armenia",0.971289166326865,8.43078996371719,8.68,0.653,0.464456317893917,0.477442411804253,0.0581012703018294,0.4294355,NA,NA,0.0352167,23.22307,482.68,3,"Western Asia",21,8.43078996371719,0.971289166326865,0,1,0,0,0,0,0,0,0,0,5.52736524232358,5.20712397842609,5.86730153701494,8.43078996371719
"Armenia",1980,51,0.09,0.48,0.57,"Armenia",0.967793289324062,9.16500244989887,9.47,0.737,0.420290323623549,0.519996120397013,0.0597135559794381,0.37220085,NA,NA,0.0421083,21.61777,482.68,3,"Western Asia",21,9.16500244989887,0.967793289324062,0,0,1,0,0,0,0,0,0,0,6.37883471290652,6.01204454322675,6.76800246605334,9.16500244989887
"Armenia",1985,51,0.08,0.46,0.55,"Armenia",0.96872162658253,9.65815461702783,9.97,0.796,0.389920105724755,0.55586592178771,0.0542139724875353,0.012480392,NA,NA,0.0390924,22.12853,482.68,3,"Western Asia",21,9.65815461702783,0.96872162658253,0,0,0,1,0,0,0,0,0,0,10.087117080669,9.5926754148168,10.6070440830263,9.65815461702783
"Armenia",1990,51,0.09,0.47,0.56,"Armenia",0.965757938646876,10.0149098237681,10.37,0.847,0.379853303503158,0.563705360935686,0.0564413355611566,0.26760311,NA,NA,0.0547136,19.14201,482.68,3,"Western Asia",21,10.0149098237681,0.965757938646876,0,0,0,0,1,0,0,0,0,0,7.77184586945277,7.35099745863872,8.21678806969897,10.0149098237681
"Armenia",1995,51,0.13,0.47,0.6,"Armenia",0.966061136613237,10.3271935503955,10.69,0.889,0.374144368388301,0.541941505911637,0.0839141257000622,0.21130911,NA,NA,0.0204181,16.76063,482.68,3,"Western Asia",21,10.3271935503955,0.966061136613237,0,0,0,0,0,1,0,0,0,0,8.31961850547419,8.04083843880084,8.60806402260595,10.3271935503955
"Armenia",2000,51,0.16,0.4,0.56,"Armenia",0.963678305714507,10.4559096170024,10.85,0.912,0.354746330827557,0.545217872368121,0.100035796804322,0.0059983826,NA,NA,0.024018,19.94676,482.68,3,"Western Asia",21,10.4559096170024,0.963678305714507,0,0,0,0,0,0,1,0,0,0,10.9397920779211,10.6461752353155,11.2415067442386,10.4559096170024
"Armenia",2005,51,0.17,0.32,0.49,"Armenia",0.962229021676018,10.5364077873524,10.95,0.925,0.317459257280256,0.565722682340369,0.116818060379375,0.12786404,NA,NA,0.0309205,20.58218,482.68,3,"Western Asia",21,10.5364077873524,0.962229021676018,0,0,0,0,0,0,0,1,0,0,9.59847496145853,9.32025650531391,9.88499850119128,10.5364077873524
"Armenia",2010,51,0.15,0.27,0.43,"Armenia",0.958536818423745,10.5439050026612,11,0.926,0.279437489281427,0.613342479849083,0.107220030869491,0.0025559235,NA,NA,0.0216925,15.14557,469.07,3,"Western Asia",21,10.5439050026612,0.958536818423745,0,0,0,0,0,0,0,0,1,0,11.0546036801017,10.7296067705988,11.3894446587717,10.5439050026612
"Armenia",2015,51,0.16,0.29,0.44,"Armenia",0.972575934936637,10.7275125623511,11.03,0.941,0.260866584395996,0.630056218291512,0.109077197312491,0.0026393127,NA,NA,0.0275721,15.41859,443.18668,3,"Western Asia",21,10.7275125623511,0.972575934936637,0,0,0,0,0,0,0,0,0,1,10.9738133001105,10.6275476918784,11.3313608968991,10.7275125623511
"Aruba",1970,533,0.07,0.64,0.7,"Aruba",NA,NA,4.97,0.083,0.483925549915398,0.475465313028765,0.0406091370558376,0.17808514,NA,NA,0.0431306,31.97295,428.33667,2,"Caribbean",2,NA,NA,1,0,0,0,0,0,0,0,0,0,3.64144196185341,3.49048128116055,3.7989315780367,3.64144196185341
"Aruba",1975,533,0.09,0.5,0.6,"Aruba",NA,NA,5.66,0.117,0.42504118616145,0.515650741350906,0.0593080724876442,0.2110346,NA,NA,0.0529002,28.13298,420.32501,2,"Caribbean",2,NA,NA,0,1,0,0,0,0,0,0,0,0,3.90894270898373,3.7494079679453,4.07526554398682,3.90894270898373
"Aruba",1980,533,0.1,0.4,0.5,"Aruba",NA,NA,6.28,0.149,0.381031613976705,0.550748752079867,0.0682196339434276,0.13758053,NA,NA,0.0377674,24.72464,420.32501,2,"Caribbean",2,NA,NA,0,0,1,0,0,0,0,0,0,0,4.63794021379031,4.44394783341884,4.84040097521684,4.63794021379031
"Aruba",1985,533,0.11,0.36,0.47,"Aruba",NA,NA,6.94,0.187,0.334920634920635,0.592063492063492,0.073015873015873,0.16747963,NA,NA,0.0338099,24.19762,420.32501,2,"Caribbean",2,NA,NA,0,0,0,1,0,0,0,0,0,0,4.82784927982643,4.62695318189844,5.03746801673001,4.82784927982643
"Aruba",1990,533,0.11,0.36,0.48,"Aruba",NA,NA,7.45,0.225,0.315112540192926,0.607717041800643,0.0771704180064309,0.10757634,NA,NA,0.0410541,21.63677,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,1,0,0,0,0,0,5.56383141996814,5.32743412021703,5.81071851312984,5.56383141996814
"Aruba",1995,533,0.1,0.34,0.44,"Aruba",NA,NA,8.01,0.266,0.296758104738155,0.634663341645885,0.0685785536159601,0.13912856,NA,NA,0.0457973,19.23044,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,1,0,0,0,0,5.52254776447899,5.41163764515974,5.63573095811954,5.52254776447899
"Aruba",2000,533,0.11,0.33,0.44,"Aruba",NA,NA,8.47,0.302,0.299229922992299,0.624862486248625,0.0759075907590759,0.027087479,NA,NA,0.0469667,18.7917,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,1,0,0,0,6.74411027105395,6.57233325048437,6.92037692166376,6.74411027105395
"Aruba",2005,533,0.12,0.31,0.43,"Aruba",NA,NA,8.86,0.333,0.285714285714286,0.628371628371628,0.0859140859140859,0.099192209,NA,NA,0.0510509,17.60745,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,1,0,0,6.53967974035959,6.41341318885676,6.66843221340825,6.53967974035959
"Aruba",2010,533,0.15,0.3,0.45,"Aruba",NA,NA,9.17,0.354,0.28023598820059,0.616519174041298,0.103244837758112,0.031773605,NA,NA,0.0651369,15.56577,389.68668,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,1,0,7.30274901823382,7.11507440216177,7.49537393552931,7.30274901823382
"Aruba",2015,533,0.18,0.27,0.45,"Aruba",NA,NA,9.46,0.402,0.259578544061303,0.618773946360153,0.121647509578544,0.021925812,NA,NA,0.0355037,15.33458,390.91666,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,0,1,7.78120565672453,7.57030297615969,7.99798391991922,7.78120565672453
"Australia",1970,36,0.13,0.46,0.59,"Australia",NA,NA,10.03,0.563,0.37648928336111,0.541188326033875,0.0823223906050153,0.016087557,NA,NA,0.0261395,23.6405,484,5,"Australia and New Zealand",1,NA,NA,1,0,0,0,0,0,0,0,0,0,10.6130780841153,10.1627674847842,11.08334187397,10.6130780841153
"Australia",1975,36,0.14,0.43,0.57,"Australia",NA,NA,10.53,0.637,0.363116460309572,0.549133156147137,0.0877503835432918,0.011971706,NA,NA,0.0595289,19.7114,505.47,5,"Australia and New Zealand",1,NA,NA,0,1,0,0,0,0,0,0,0,0,11.2727470437722,10.7944218108317,11.7722679491144,11.2727470437722
