"country","year","iso","old_dep","youth_dep","tot_dep","cc","adj_factor","qamys_piaac","wic_mys","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit2","lwr2","upr2","qamys_pred","plot"
"Afghanistan",1970,4,0.05,0.83,0.88,"Afghanistan",NA,NA,0.56,0.018,0.87108177,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.194426635568786,0.177051347440261,0.213507082352775,0.194426635568786,3
"Afghanistan",1975,4,0.05,0.86,0.91,"Afghanistan",NA,NA,0.74,0.0259999999999999,0.81842316,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.262086523239462,0.239897860788118,0.286327462187822,0.262086523239462,3
"Afghanistan",1980,4,0.05,0.89,0.94,"Afghanistan",NA,NA,0.96,0.038,0.80280991,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.334027162278266,0.305882550892856,0.364761392285999,0.334027162278266,3
"Afghanistan",1985,4,0.04,0.95,0.99,"Afghanistan",NA,NA,1.2,0.0510000000000001,0.75886818,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.419948751405598,0.38551692324757,0.457455803292632,0.419948751405598,3
"Afghanistan",1990,4,0.04,0.98,1.03,"Afghanistan",NA,NA,1.39,0.063,0.70925781,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.503122796315744,0.464565213998521,0.5448805475422,0.503122796315744,3
"Afghanistan",1995,4,0.05,0.98,1.02,"Afghanistan",NA,NA,1.55,0.0690000000000001,0.65703362,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.576668812109046,0.534782790093508,0.621835491005818,0.576668812109046,3
"Afghanistan",2000,4,0.05,1.01,1.05,"Afghanistan",NA,NA,1.72,0.0759999999999999,0.60293983,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0.658618528054988,0.613700790649307,0.706823866135765,0.658618528054988,3
"Afghanistan",2005,4,0.04,0.97,1.02,"Afghanistan",NA,NA,2.03,0.0889999999999999,0.5429303,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0.796858746055121,0.751626317028202,0.844813236017538,0.796858746055121,3
"Afghanistan",2010,4,0.05,0.98,1.03,"Afghanistan",NA,NA,2.51,0.112,0.68258881,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0.874540697233333,0.812406505414179,0.941427014702996,0.874540697233333,3
"Afghanistan",2015,4,0.05,0.84,0.89,"Afghanistan",NA,NA,3.17,0.139,0.56980282,1.05063895499,0.78085493843,0.840511163992,0,0,0,0,0,0,0,0,0,1,1.24629377152493,1.17238690823172,1.32485969779769,0.840511163992,3
"Albania",1970,8,0.1,0.76,0.86,"Albania",NA,NA,5.52,0.171,0.45361618,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3.16091454733411,3.00363069568363,3.32643450138746,3.16091454733411,2
"Albania",1975,8,0.09,0.69,0.79,"Albania",NA,NA,6.63,0.228,0.37975117,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,4.01267667432132,3.83524641119312,4.19831540566732,4.01267667432132,2
"Albania",1980,8,0.09,0.61,0.7,"Albania",NA,NA,7.67,0.289,0.31633141,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4.87809570234006,4.67890071270419,5.08577102663838,4.87809570234006,2
"Albania",1985,8,0.09,0.56,0.65,"Albania",NA,NA,8.52,0.348,0.26108137,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5.65434106118482,5.43285243671987,5.88485941935574,5.65434106118482,2
"Albania",1990,8,0.09,0.53,0.62,"Albania",NA,NA,9.15,0.396,0.21345938,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.36625930927266,6.13034770641867,6.61124939951862,6.36625930927266,2
"Albania",1995,8,0.11,0.54,0.64,"Albania",NA,NA,9.53,0.424,0.1743873,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,6.83463405187396,6.58759636863655,7.09093575396198,6.83463405187396,2
"Albania",2000,8,0.11,0.48,0.6,"Albania",NA,NA,9.92,0.453,0.012870178,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,8.2018648047948,7.8931532448844,8.52265047808747,8.2018648047948,2
"Albania",2005,8,0.13,0.41,0.54,"Albania",NA,NA,10.19,0.476,0.040613632,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,8.11479523055482,7.91018564817821,8.32469736648989,8.11479523055482,2
"Albania",2010,8,0.16,0.34,0.5,"Albania",NA,NA,10.37,0.493,0.029538651,10.31314093742,9.55843963126,8.250512749936,0,0,0,0,0,0,0,0,1,0,8.56370661937033,8.36088546761177,8.77144787435959,8.250512749936,2
"Albania",2015,8,0.18,0.26,0.44,"Albania",NA,NA,10.57,0.517,0.018588486,10.55443178524,10.27772525164,8.443545428192,0,0,0,0,0,0,0,0,0,1,9.02275793775135,8.81460242590934,9.23582901072892,8.443545428192,2
"Algeria",1970,12,0.07,0.94,1.02,"Algeria",NA,NA,1.86,0.0290000000000001,0.73225815,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.751279868527002,0.69456678120576,0.812623719023994,0.751279868527002,2
"Algeria",1975,12,0.07,0.94,1.01,"Algeria",NA,NA,2.73,0.0510000000000001,0.66041801,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.152847768697,1.07323101349828,1.23837082703888,1.152847768697,2
"Algeria",1980,12,0.07,0.92,0.99,"Algeria",NA,NA,3.7,0.083,0.5809679,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.64694009192586,1.54423768147405,1.75647291795368,1.64694009192586,2
"Algeria",1985,12,0.07,0.89,0.95,"Algeria",NA,NA,4.79,0.123,0.50369122,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.25432869562841,2.12396012854664,2.39269927887542,2.25432869562841,2
"Algeria",1990,12,0.06,0.81,0.88,"Algeria",NA,NA,5.87,0.171,0.42782051,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.95846599100194,2.80845117466997,3.11649392336103,2.95846599100194,2
"Algeria",1995,12,0.06,0.7,0.77,"Algeria",NA,NA,6.89,0.222,0.35962315,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.67315163565538,3.50285505942407,3.85172743651464,3.67315163565538,2
"Algeria",2000,12,0.07,0.56,0.63,"Algeria",NA,NA,7.65,0.275,0.30126503,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,4.32526926565741,4.13745234542131,4.52161201110718,4.32526926565741,2
"Algeria",2005,12,0.07,0.44,0.52,"Algeria",NA,NA,8.44,0.342,0.26107635,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,4.94151959256549,4.78087279167555,5.10756444434712,4.94151959256549,2
"Algeria",2010,12,0.08,0.4,0.49,"Algeria",NA,NA,9.13,0.408,0.21009813,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,5.81272941714438,5.64287636393794,5.98769512174044,5.81272941714438,2
"Algeria",2015,12,0.09,0.44,0.53,"Algeria",NA,NA,9.7,0.473,0.18592163,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,6.54059405976785,6.36139512910144,6.72484098008123,6.54059405976785,2
"Angola",1970,24,0.05,0.97,1.02,"Angola",NA,NA,0.66,0.00599999999999994,0.71674934,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.264705195248705,0.245529423759908,0.285378588515617,0.264705195248705,3
"Angola",1975,24,0.05,0.99,1.04,"Angola",NA,NA,0.82,0.00700000000000003,0.66826813,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.333131734110705,0.310293828910802,0.357650529696829,0.333131734110705,3
"Angola",1980,24,0.05,1.02,1.08,"Angola",NA,NA,1.05,0.0100000000000001,0.56009636,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.456590282510415,0.429466342121727,0.485427298104425,0.456590282510415,3
"Angola",1985,24,0.05,1.05,1.1,"Angola",NA,NA,1.32,0.0140000000000002,0.52062386,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.576115645727728,0.542224689642196,0.612124906136785,0.576115645727728,3
"Angola",1990,24,0.05,1.06,1.11,"Angola",NA,NA,1.63,0.0210000000000001,0.42994389,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0.764016426576305,0.724272724891294,0.805941021962462,0.764016426576305,3
"Angola",1995,24,0.05,1.05,1.1,"Angola",NA,NA,1.89,0.028,0.42035908,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0.86880094859846,0.823151917648867,0.916981509854863,0.86880094859846,3
"Angola",2000,24,0.05,1.04,1.09,"Angola",NA,NA,2.09,0.0339999999999999,0.32594582,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1.02773505636542,0.977798588730658,1.08022179440206,1.02773505636542,3
"Angola",2005,24,0.05,1.04,1.09,"Angola",NA,NA,2.25,0.04,0.31799746,1.40836396725,1.03522714875,1.1266911738,0,0,0,0,0,0,0,1,0,0,1.0818179995458,1.03619571599412,1.12944896999353,1.1266911738,3
"Angola",2010,24,0.05,1.05,1.1,"Angola",NA,NA,2.47,0.0490000000000001,0.33969887,1.49611685028,1.15143550587,1.196893480224,0,0,0,0,0,0,0,0,1,0,1.16740769414257,1.11742226737327,1.219629109009,1.196893480224,3
"Angola",2015,24,0.05,0.93,0.98,"Angola",NA,NA,2.91,0.0630000000000001,0.2908198,2.07985052988,1.67016916554,1.663880423904,0,0,0,0,0,0,0,0,0,1,1.45070815858027,1.39194802314239,1.5119488130169,1.663880423904,3
"Antigua and Barbuda",1970,28,0.07,0.75,0.83,"Antigua and Barbuda",NA,NA,NA,NA,0.17808514,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1975,28,0.08,0.69,0.76,"Antigua and Barbuda",NA,NA,NA,NA,0.2110346,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1980,28,0.09,0.58,0.67,"Antigua and Barbuda",NA,NA,NA,NA,0.13758053,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1985,28,0.1,0.5,0.59,"Antigua and Barbuda",NA,NA,NA,NA,0.16747963,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1990,28,0.12,0.51,0.63,"Antigua and Barbuda",NA,NA,NA,NA,0.10757634,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1995,28,0.13,0.49,0.61,"Antigua and Barbuda",NA,NA,NA,NA,0.13912856,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2000,28,0.1,0.46,0.56,"Antigua and Barbuda",NA,NA,NA,NA,0.010500031,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2005,28,0.1,0.44,0.54,"Antigua and Barbuda",NA,NA,NA,NA,0.099192209,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2010,28,0.1,0.4,0.5,"Antigua and Barbuda",NA,NA,NA,NA,0.010500031,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2015,28,0.1,0.36,0.45,"Antigua and Barbuda",NA,NA,10.8,0.523,0.010500031,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.87153356397364,8.61239921510174,9.13846488196972,8.87153356397364,2
"Argentina",1970,32,0.11,0.46,0.57,"Argentina",NA,NA,6.75,0.163,0.067430353,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,5.6325739356424,5.42283060529157,5.85042968325808,5.6325739356424,2
"Argentina",1975,32,0.12,0.46,0.58,"Argentina",NA,NA,7.16,0.197,0.060528488,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,5.93228949791772,5.71196843826382,6.16110874341626,5.93228949791772,2
"Argentina",1980,32,0.13,0.49,0.63,"Argentina",NA,NA,7.59,0.234,0.060871429,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,6.18660891415939,5.95867321144733,6.42326378684893,6.18660891415939,2
"Argentina",1985,32,0.14,0.51,0.65,"Argentina",NA,NA,8.02,0.274,0.046564274,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.54284710230973,6.30181934715341,6.79309352521188,6.54284710230973,2
"Argentina",1990,32,0.15,0.51,0.66,"Argentina",NA,NA,8.46,0.318,0.038718033,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,6.99302886066784,6.73267496578545,7.26345069302306,6.99302886066784,2
"Argentina",1995,32,0.16,0.48,0.63,"Argentina",NA,NA,8.9,0.361,0.03456527,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,7.33344892309667,7.06116317463576,7.61623429137676,7.33344892309667,2
"Argentina",2000,32,0.16,0.45,0.61,"Argentina",NA,NA,9.31,0.405,0.028066864,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,7.66066663058234,7.37831985238342,7.95381799637765,7.66066663058234,2
"Argentina",2005,32,0.16,0.43,0.59,"Argentina",NA,NA,9.68,0.448,0.012028885,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7.97497680818272,7.76777054160753,8.18771032825723,7.97497680818272,2
"Argentina",2010,32,0.16,0.41,0.57,"Argentina",NA,NA,9.98,0.487,0.009431259,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,8.38202293897734,8.17414730874791,8.59518502613139,8.38202293897734,2
"Argentina",2015,32,0.17,0.39,0.57,"Argentina",NA,NA,10.31,0.531,0.0089705402,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,8.88231516909668,8.67628962664006,9.09323295535465,8.88231516909668,2
"Armenia",1970,51,0.1,0.71,0.81,"Armenia",0.967914059714751,7.45293825980359,7.7,0.554,0.47610863,NA,NA,7.45293825980359,1,0,0,0,0,0,0,0,0,0,5.08537562134164,4.78238819415002,5.40755876776586,7.45293825980359,1
"Armenia",1975,51,0.1,0.57,0.67,"Armenia",0.971289166326865,8.43078996371719,8.68,0.653,0.4294355,NA,NA,8.43078996371719,0,1,0,0,0,0,0,0,0,0,6.04573176026577,5.69412649463901,6.41904821599919,8.43078996371719,1
"Armenia",1980,51,0.09,0.48,0.57,"Armenia",0.967793289324062,9.16500244989887,9.47,0.737,0.37220085,NA,NA,9.16500244989887,0,0,1,0,0,0,0,0,0,0,6.91592834953013,6.53016761230199,7.32447737569997,9.16500244989887,1
"Armenia",1985,51,0.08,0.46,0.55,"Armenia",0.96872162658253,9.65815461702783,9.97,0.796,0.012480392,NA,NA,9.65815461702783,0,0,0,1,0,0,0,0,0,0,10.1401687739248,9.69112794844611,10.610016017812,9.65815461702783,1
"Armenia",1990,51,0.09,0.47,0.56,"Armenia",0.965757938646873,10.0149098237681,10.37,0.847,0.26760311,NA,NA,10.0149098237681,0,0,0,0,1,0,0,0,0,0,8.30945417915247,7.89018143765138,8.75100646303859,10.0149098237681,1
"Armenia",1995,51,0.13,0.47,0.6,"Armenia",0.966061136613238,10.3271935503955,10.69,0.889,0.21130911,NA,NA,10.3271935503955,0,0,0,0,0,1,0,0,0,0,9.14290427073301,8.71783530643255,9.58869897921885,10.3271935503955,1
"Armenia",2000,51,0.16,0.4,0.56,"Armenia",0.963678305714507,10.4559096170024,10.85,0.912,0.0059983826,NA,NA,10.4559096170024,0,0,0,0,0,0,1,0,0,0,11.3386709823294,10.9039770640435,11.7906942476493,10.4559096170024,1
"Armenia",2005,51,0.17,0.32,0.49,"Armenia",0.962229021676015,10.5364077873524,10.95,0.925,0.12786404,NA,NA,10.5364077873524,0,0,0,0,0,0,0,1,0,0,9.95772180573894,9.66130934573608,10.2632283070669,10.5364077873524,1
"Armenia",2010,51,0.15,0.27,0.43,"Armenia",0.958536818423746,10.5439050026612,11,0.926,0.0025559235,NA,NA,10.5439050026612,0,0,0,0,0,0,0,0,1,0,11.161125953654,10.8431187968757,11.4884596292739,10.5439050026612,1
"Armenia",2015,51,0.16,0.29,0.44,"Armenia",0.972575934936637,10.7275125623511,11.03,0.941,0.0026393127,NA,NA,10.7275125623511,0,0,0,0,0,0,0,0,0,1,11.3319288841347,11.0161409710212,11.6567691510926,10.7275125623511,1
"Aruba",1970,533,0.07,0.64,0.7,"Aruba",NA,NA,4.97,0.083,0.17808514,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3.51328755981926,3.38513521427024,3.64629141723714,3.51328755981926,2
"Aruba",1975,533,0.09,0.5,0.6,"Aruba",NA,NA,5.66,0.117,0.2110346,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,3.84570294306785,3.70526151520815,3.99146755650523,3.84570294306785,2
"Aruba",1980,533,0.1,0.4,0.5,"Aruba",NA,NA,6.28,0.149,0.13758053,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4.49899815322299,4.33180605144789,4.67264326756698,4.49899815322299,2
"Aruba",1985,533,0.11,0.36,0.47,"Aruba",NA,NA,6.94,0.187,0.16747963,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,4.76362883593245,4.58424975080986,4.95002692262095,4.76362883593245,2
"Aruba",1990,533,0.11,0.36,0.48,"Aruba",NA,NA,7.45,0.225,0.10757634,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,5.40199930112703,5.19714117645764,5.61493241352875,5.40199930112703,2
"Aruba",1995,533,0.1,0.34,0.44,"Aruba",NA,NA,8.01,0.266,0.13912856,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,5.52035396375594,5.31132605629172,5.73760819090677,5.52035396375594,2
"Aruba",2000,533,0.11,0.33,0.44,"Aruba",NA,NA,8.47,0.302,0.027087479,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,6.473673221558,6.21345126830842,6.74479337969066,6.473673221558,2
"Aruba",2005,533,0.12,0.31,0.43,"Aruba",NA,NA,8.86,0.333,0.099192209,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,6.23150047225353,6.0561158790367,6.41196418815432,6.23150047225353,2
"Aruba",2010,533,0.15,0.3,0.45,"Aruba",NA,NA,9.17,0.354,0.031773605,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,7.07527228924034,6.87068704327811,7.28594937472338,7.07527228924034,2
"Aruba",2015,533,0.18,0.27,0.45,"Aruba",NA,NA,9.46,0.402,0.021925812,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,7.66141524566149,7.45177454113924,7.87695377019291,7.66141524566149,2
"Australia",1970,36,0.13,0.46,0.59,"Australia",NA,NA,10.03,0.563,0.016087557,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,10.5725193314036,10.1612000077333,11.0004886162887,10.5725193314036,1
"Australia",1975,36,0.14,0.43,0.57,"Australia",NA,NA,10.53,0.637,0.011971706,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,11.1814797385625,10.7499389416914,11.6303441184208,11.1814797385625,1
"Australia",1980,36,0.15,0.39,0.53,"Australia",NA,NA,11.03,0.707,0.0079552633,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,11.7363801995567,11.2880224852435,12.2025465814419,11.7363801995567,1
"Australia",1985,36,0.16,0.36,0.51,"Australia",NA,NA,11.47,0.767,0.0053177327,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,12.1822194874194,11.7295747013094,12.652331855058,12.1822194874194,1
"Australia",1990,36,0.17,0.33,0.5,"Australia",NA,NA,11.87,0.818,0.0037593016,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,12.7343809739815,12.2633224122886,13.2235338302778,12.7343809739815,1
"Australia",1995,36,0.18,0.32,0.5,"Australia",NA,NA,12.21,0.858,0.0029987678,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,12.9981173486162,12.5200268725186,13.4944642155076,12.9981173486162,1
"Australia",2000,36,0.18,0.31,0.5,"Australia",NA,NA,12.59,0.886,0.0025392306,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,13.2149860372009,12.7302325654596,13.7181983962529,13.2149860372009,1
"Australia",2005,36,0.19,0.29,0.49,"Australia",NA,NA,12.93,0.911,0.002239619,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,13.3614730768854,13.042279167092,13.688478869153,13.3614730768854,1
"Australia",2010,36,0.2,0.28,0.48,"Australia",NA,NA,13.24,0.93,0.002075292,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,13.8805543109799,13.5484132443545,14.2208378579201,13.8805543109799,1
"Australia",2015,36,0.23,0.28,0.51,"Australia",NA,NA,13.68,0.949,0.002007187,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,14.7275227273424,14.3782543684276,15.0852753141345,14.7275227273424,1
"Austria",1970,40,0.23,0.4,0.63,"Austria",0.942263426747725,8.13173337283287,8.63,0.448,0.016087557,NA,NA,8.13173337283287,1,0,0,0,0,0,0,0,0,0,9.20356736629948,8.86131400765531,9.55903968563074,8.13173337283287,1
"Austria",1975,40,0.24,0.38,0.61,"Austria",0.950261577910756,8.63787774320877,9.09,0.497,0.011971706,NA,NA,8.63787774320877,0,1,0,0,0,0,0,0,0,0,9.66142202681903,9.30205285037089,10.0346748273508,8.63787774320877,1
"Austria",1980,40,0.24,0.32,0.55,"Austria",0.95792193658513,9.17689215248554,9.58,0.55,0.0079552633,NA,NA,9.17689215248554,0,0,1,0,0,0,0,0,0,0,10.0672171255218,9.69785363335799,10.4506486160799,9.17689215248554,1
"Austria",1985,40,0.21,0.27,0.48,"Austria",0.968484419860774,9.70421388700496,10.02,0.598,0.0053177327,NA,NA,9.70421388700496,0,0,0,1,0,0,0,0,0,0,10.2040828794108,9.84441955033488,10.5768864154456,9.70421388700496,1
"Austria",1990,40,0.22,0.25,0.47,"Austria",0.980392022069499,10.2745083912884,10.48,0.647,0.0037593016,NA,NA,10.2745083912884,0,0,0,0,1,0,0,0,0,0,10.7710670454365,10.3904332440582,11.1656446437046,10.2745083912884,1
"Austria",1995,40,0.23,0.26,0.49,"Austria",0.991328117140882,10.8054764768356,10.9,0.692,0.0029987678,NA,NA,10.8054764768356,0,0,0,0,0,1,0,0,0,0,11.1402242073387,10.7471414344346,11.5476842048561,10.8054764768356,1
"Austria",2000,40,0.23,0.25,0.47,"Austria",0.999373005954962,11.1929776666956,11.2,0.723,0.0025392306,NA,NA,11.1929776666956,0,0,0,0,0,0,1,0,0,0,11.3011082609604,10.905584560556,11.7109768134644,11.1929776666956,1
"Austria",2005,40,0.24,0.24,0.47,"Austria",1.00526523436834,11.5605501952359,11.5,0.755,0.002239619,NA,NA,11.5605501952359,0,0,0,0,0,0,0,1,0,0,11.4583196725055,11.2193452217538,11.7023843301261,11.5605501952359,1
"Austria",2010,40,0.26,0.22,0.48,"Austria",1.0146183926222,11.9319122972371,11.76,0.78,0.002075292,NA,NA,11.9319122972371,0,0,0,0,0,0,0,0,1,0,11.9912185449029,11.7222650328814,12.2663428772758,11.9319122972371,1
"Austria",2015,40,0.28,0.21,0.49,"Austria",1.02650584126056,12.4823110297284,12.16,0.795,0.002007187,NA,NA,12.4823110297284,0,0,0,0,0,0,0,0,0,1,12.6333167133998,12.322632492143,12.9518340567919,12.4823110297284,1
"Azerbaijan",1970,31,0.11,0.87,0.98,"Azerbaijan",NA,NA,6.95,0.448,0.47610863,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,4.41268686297558,4.16182068507606,4.67867474937147,4.41268686297558,1
"Azerbaijan",1975,31,0.1,0.74,0.84,"Azerbaijan",NA,NA,7.81,0.54,0.4294355,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,5.18214808539186,4.8994303914955,5.48117977664205,5.18214808539186,1
"Azerbaijan",1980,31,0.09,0.58,0.67,"Azerbaijan",NA,NA,8.58,0.629,0.37220085,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,5.98204598666482,5.67114558418309,6.3099903988318,5.98204598666482,1
"Azerbaijan",1985,31,0.08,0.52,0.6,"Azerbaijan",NA,NA,9.14,0.696,0.29239998,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,6.79139491990027,6.46281159977934,7.13668412670764,6.79139491990027,1
"Azerbaijan",1990,31,0.07,0.54,0.61,"Azerbaijan",NA,NA,9.6,0.751,0.26760311,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7.29226195088202,6.94393211428164,7.65806512579694,7.29226195088202,1
"Azerbaijan",1995,31,0.08,0.55,0.62,"Azerbaijan",NA,NA,9.99,0.8,0.012081985,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,9.67353636758139,9.25499343460611,10.1110072650097,9.67353636758139,1
"Azerbaijan",2000,31,0.09,0.49,0.58,"Azerbaijan",NA,NA,10.37,0.837,0.14300962,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,8.80567963677581,8.42764454779546,9.20067207696977,8.80567963677581,1
"Azerbaijan",2005,31,0.1,0.39,0.48,"Azerbaijan",NA,NA,10.7,0.863,0.0031912231,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,10.2430485517636,9.89854529709655,10.5995416987748,10.2430485517636,1
"Azerbaijan",2010,31,0.08,0.32,0.4,"Azerbaijan",NA,NA,10.87,0.878,0.002192215,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,10.3559453481734,9.96729184163277,10.759753577837,10.3559453481734,1
"Azerbaijan",2015,31,0.08,0.32,0.4,"Azerbaijan",NA,NA,11,0.894,0.0021021526,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,10.5529570740611,10.1512750133917,10.9705335398817,10.5529570740611,1
"Bahamas",1970,44,0.06,0.77,0.84,"Bahamas",NA,NA,8.5,0.343,0.0834622,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,7.31794905401097,7.03008497623018,7.61760043273573,7.31794905401097,1
"Bahamas",1975,44,0.07,0.72,0.79,"Bahamas",NA,NA,9.23,0.428,0.072211666,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,8.0987194352731,7.7818654402633,8.42847476543503,8.0987194352731,1
"Bahamas",1980,44,0.07,0.63,0.7,"Bahamas",NA,NA,10.09,0.526,0.063407297,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,8.96554076835215,8.60640404838381,9.33966390807309,8.96554076835215,1
"Bahamas",1985,44,0.07,0.58,0.64,"Bahamas",NA,NA,10.9,0.617,0.056372943,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,9.77899089301676,9.3917309805367,10.1822191333935,9.77899089301676,1
"Bahamas",1990,44,0.07,0.51,0.58,"Bahamas",NA,NA,11.51,0.691,0.050533118,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,10.51343470232,10.0826702005093,10.9626028662887,10.51343470232,1
"Bahamas",1995,44,0.07,0.49,0.56,"Bahamas",NA,NA,11.98,0.75,0.045577283,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,10.9249478388817,10.4617588842481,11.4086442445155,10.9249478388817,1
"Bahamas",2000,44,0.08,0.45,0.53,"Bahamas",NA,NA,12.35,0.799,0.041488709,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,11.3135358447508,10.8373527939558,11.8106419292584,11.3135358447508,1
"Bahamas",2005,44,0.09,0.38,0.47,"Bahamas",NA,NA,12.64,0.84,0.037560799,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,11.5186670927905,11.1328409821186,11.9178646140407,11.5186670927905,1
"Bahamas",2010,44,0.1,0.32,0.42,"Bahamas",NA,NA,12.91,0.879,0.03403383,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,12.0777901293915,11.6753808765996,12.4940690116579,12.0777901293915,1
"Bahamas",2015,44,0.12,0.29,0.41,"Bahamas",NA,NA,12.94,0.907,0.030730619,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,12.4424967167214,12.0517793805484,12.8458810651228,12.4424967167214,1
