"country","year","iso","old_dep","youth_dep","tot_dep","cc","adj_factor","qamys_piaac","wic_mys","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","qamys_dhs_full","qamys_dhs_part","edu_exp_","tp_","hlo","geo_big","GEO","geo_det","qamys","adj_fact_dhs","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit1","lwr1","upr1","qamys_pred","plot"
"Afghanistan",1970,4,0.05,0.83,0.88,"Afghanistan",NA,NA,0.56,0.018,0.541573761058764,0.432199884916924,0.0262263540243113,0.8710818,NA,NA,0.0123514,39.24977,316.24799,3,"Southern Asia",18,NA,NA,1,0,0,0,0,0,0,0,0,0,0.163300294173333,0.152369274040173,0.175015509164047,0.163300294173333,3
"Afghanistan",1975,4,0.05,0.86,0.91,"Afghanistan",NA,NA,0.74,0.0259999999999999,0.553472961591635,0.42117306806083,0.0253539703475345,0.8184232,NA,NA,0.0152157,36.5322,318.108,3,"Southern Asia",18,NA,NA,0,1,0,0,0,0,0,0,0,0,0.224120968177785,0.209914715389354,0.239288647695706,0.224120968177785,3
"Afghanistan",1980,4,0.05,0.89,0.94,"Afghanistan",NA,NA,0.96,0.038,0.563348125524468,0.412535814994292,0.0241160594812401,0.8028099,NA,NA,0.0182669,37.87589,320.03,3,"Southern Asia",18,NA,NA,0,0,1,0,0,0,0,0,0,0,0.288275354228206,0.270219355205037,0.307537851211069,0.288275354228206,3
"Afghanistan",1985,4,0.04,0.95,0.99,"Afghanistan",NA,NA,1.2,0.0510000000000001,0.578981561423455,0.399100724036826,0.0219177145397194,0.7588682,NA,NA,0.0245464,36.40558,322.01199,3,"Southern Asia",18,NA,NA,0,0,0,1,0,0,0,0,0,0,0.367040501641821,0.344693267063448,0.390836557363569,0.367040501641821,3
"Afghanistan",1990,4,0.04,0.98,1.03,"Afghanistan",NA,NA,1.39,0.063,0.588533480361096,0.389552251088307,0.021914268550597,0.7092578,NA,NA,0.0244999,49.26471,324.05801,3,"Southern Asia",18,NA,NA,0,0,0,0,1,0,0,0,0,0,0.448400777078528,0.422652508641925,0.475717646940481,0.448400777078528,3
"Afghanistan",1995,4,0.05,0.98,1.02,"Afghanistan",NA,NA,1.55,0.0690000000000001,0.588272126363792,0.388725788444612,0.0230020851915954,0.6570336,NA,NA,0.0267133,32.64443,326.172,3,"Southern Asia",18,NA,NA,0,0,0,0,0,1,0,0,0,0,0.508846489212195,0.490651316337699,0.527716406665803,0.508846489212195,3
"Afghanistan",2000,4,0.05,1.01,1.05,"Afghanistan",NA,NA,1.72,0.0759999999999999,0.595026491198086,0.382820432907396,0.0221530758945178,0.6029398,NA,NA,0.033177,31.86219,326.40201,3,"Southern Asia",18,NA,NA,0,0,0,0,0,0,1,0,0,0,0.60358241286435,0.584330218553382,0.623468918005083,0.60358241286435,3
"Afghanistan",2005,4,0.04,0.97,1.02,"Afghanistan",NA,NA,2.03,0.0889999999999999,0.588478332126078,0.39003387059571,0.0214877972782123,0.5429303,NA,NA,0.0284945,42.91563,390.04001,3,"Southern Asia",18,NA,NA,0,0,0,0,0,0,0,1,0,0,0.797385271726572,0.772416863298463,0.823160785034254,0.797385271726572,3
"Afghanistan",2010,4,0.05,0.98,1.03,"Afghanistan",NA,NA,2.51,0.112,0.588485923173812,0.38913048067383,0.0223835961523576,0.6825888,NA,NA,0.0287031,44.58134,398.14999,3,"Southern Asia",18,NA,NA,0,0,0,0,0,0,0,0,1,0,0.845568047384307,0.809779950208006,0.882937793870611,0.845568047384307,3
"Afghanistan",2015,4,0.05,0.84,0.89,"Afghanistan",0.2651454776,NA,3.17,0.139,0.562305129755427,0.4127662979692,0.0249285722753731,0.5698028,1.05063895499,0.78085493843,0.0287094,46.18569,433.92001,3,"Southern Asia",18,0.840511163992,0.2651454776,0,0,0,0,0,0,0,0,0,1,1.25874871004398,1.21120494637729,1.30815872225131,0.840511163992,3
"Albania",1970,8,0.1,0.76,0.86,"Albania",NA,NA,5.52,0.171,0.507579280200874,0.440481726029945,0.0519389937691807,0.4536162,NA,NA,0.0213403,24.05337,400.65,4,"Southern Europe",19,NA,NA,1,0,0,0,0,0,0,0,0,0,2.94581260244767,2.81097006077071,3.08712355561705,2.94581260244767,2
"Albania",1975,8,0.09,0.69,0.79,"Albania",NA,NA,6.63,0.228,0.496910380292788,0.4511259486584,0.0519636710488118,0.3797512,NA,NA,0.0250327,19.13892,400.65,4,"Southern Europe",19,NA,NA,0,1,0,0,0,0,0,0,0,0,3.80337631926043,3.63888634793115,3.97530179367523,3.80337631926043,2
"Albania",1980,8,0.09,0.61,0.7,"Albania",NA,NA,7.67,0.289,0.47187826346412,0.47512307921826,0.052998657317619,0.3163314,NA,NA,0.0305119,17.94964,400.65,4,"Southern Europe",19,NA,NA,0,0,1,0,0,0,0,0,0,0,4.67245857300179,4.47640035177731,4.87710378892937,4.67245857300179,2
"Albania",1985,8,0.09,0.56,0.65,"Albania",NA,NA,8.52,0.348,0.443069974383174,0.502932452474046,0.0539975731427801,0.2610814,NA,NA,0.0269645,17.73649,400.65,4,"Southern Europe",19,NA,NA,0,0,0,1,0,0,0,0,0,0,5.42933314623092,5.20495386265522,5.66338515010855,5.42933314623092,2
"Albania",1990,8,0.09,0.53,0.62,"Albania",NA,NA,9.15,0.396,0.424409568794758,0.520554624409569,0.0550358067956727,0.2134594,NA,NA,0.0344698,15.68515,400.65,4,"Southern Europe",19,NA,NA,0,0,0,0,1,0,0,0,0,0,6.18432263305793,5.93149626258951,6.44792557165931,6.18432263305793,2
"Albania",1995,8,0.11,0.54,0.64,"Albania",NA,NA,9.53,0.424,0.421926803360479,0.513631827984678,0.0644413686548428,0.1743873,NA,NA,0.0348151,22.75761,400.65,4,"Southern Europe",19,NA,NA,0,0,0,0,0,1,0,0,0,0,6.49667660288453,6.39455677571172,6.60042726382231,6.49667660288453,2
"Albania",2000,8,0.11,0.48,0.6,"Albania",NA,NA,9.92,0.453,0.394939141575913,0.534304932735426,0.0707559256886611,0.01287018,NA,NA,0.0209072,21.93856,400.65,4,"Southern Europe",19,NA,NA,0,0,0,0,0,0,1,0,0,0,8.26572054968085,8.06352842739552,8.4729826180428,8.26572054968085,2
"Albania",2005,8,0.13,0.41,0.54,"Albania",NA,NA,10.19,0.476,0.368698976286121,0.545613580406894,0.0856874433069846,0.04061363,NA,NA,0.0324965,19.79287,399.32,4,"Southern Europe",19,NA,NA,0,0,0,0,0,0,0,1,0,0,8.29621152040535,8.11638339520827,8.48002395154724,8.29621152040535,2
"Albania",2010,8,0.16,0.34,0.5,"Albania",0.7956135728,NA,10.37,0.493,0.322633297062024,0.569266866158868,0.108099836779108,0.02953865,10.31314093742,9.55843963126,0.0035393,19.41964,402.75,4,"Southern Europe",19,8.250512749936,0.7956135728,0,0,0,0,0,0,0,0,1,0,8.67531311414292,8.48337162454833,8.87159739774185,8.250512749936,2
"Albania",2015,8,0.18,0.26,0.44,"Albania",0.7988217056,NA,10.57,0.517,0.265795505079875,0.60883248383676,0.125372011083365,0.01858849,10.55443178524,10.27772525164,0.0336974,18.08292,436.73,4,"Southern Europe",19,8.443545428192,0.7988217056,0,0,0,0,0,0,0,0,0,1,9.25519317215532,9.07215088145261,9.44192857605946,8.443545428192,2
"Algeria",1970,12,0.07,0.94,1.02,"Algeria",NA,NA,1.86,0.0290000000000001,0.57852233676976,0.386323024054983,0.0351546391752577,0.7322581,NA,NA,0.0393853,40.00059,390.17,1,"Northern Africa",11,NA,NA,1,0,0,0,0,0,0,0,0,0,0.67610457300941,0.635720781522181,0.719053721273209,0.67610457300941,2
"Algeria",1975,12,0.07,0.94,1.01,"Algeria",NA,NA,2.73,0.0510000000000001,0.577035405644794,0.387002369951883,0.0359622244033227,0.660418,NA,NA,0.0718201,39.35215,390.17,1,"Northern Africa",11,NA,NA,0,1,0,0,0,0,0,0,0,0,1.05716597702985,0.998495494277865,1.11928387197957,1.05716597702985,2
"Algeria",1980,12,0.07,0.92,0.99,"Algeria",NA,NA,3.7,0.083,0.573785920766172,0.391778753419486,0.0344353258143419,0.5809679,NA,NA,0.0659742,33.53637,390.17,1,"Northern Africa",11,NA,NA,0,0,1,0,0,0,0,0,0,0,1.53940440978094,1.46019775529331,1.62290753308067,1.53940440978094,2
"Algeria",1985,12,0.07,0.89,0.95,"Algeria",NA,NA,4.79,0.123,0.562968904408865,0.403134818465029,0.0338962771261062,0.5036912,NA,NA,0.0508133,27.9779,390.17,1,"Northern Africa",11,NA,NA,0,0,0,1,0,0,0,0,0,0,2.1298869022299,2.025814302108,2.23930604674378,2.1298869022299,2
"Algeria",1990,12,0.06,0.81,0.88,"Algeria",NA,NA,5.87,0.171,0.544866550377425,0.421346536793196,0.033786912829379,0.4278205,NA,NA,0.0450366,27.68756,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,1,0,0,0,0,0,2.85649033341367,2.72650174837449,2.99267624887838,2.85649033341367,2
"Algeria",1995,12,0.06,0.7,0.77,"Algeria",NA,NA,6.89,0.222,0.514010026189875,0.449469456101687,0.0365205177084378,0.3596231,NA,NA,0.0400918,27.5337,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,1,0,0,0,0,3.5052442313787,3.43497925695603,3.57694652645494,3.5052442313787,2
"Algeria",2000,12,0.07,0.56,0.63,"Algeria",NA,NA,7.65,0.275,0.463846380789902,0.492803909747431,0.0433497094626663,0.301265,NA,NA,0.0400722,27.57514,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,1,0,0,0,4.24124122292773,4.16624883432929,4.3175834728934,4.24124122292773,2
"Algeria",2005,12,0.07,0.44,0.52,"Algeria",NA,NA,8.44,0.342,0.407776876633324,0.542831395872758,0.0493917274939173,0.2610764,NA,NA,0.0433702,24.01662,390.17,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,1,0,0,4.99538580915335,4.90786233330154,5.08447011909237,4.99538580915335,2
"Algeria",2010,12,0.08,0.4,0.49,"Algeria",NA,NA,9.13,0.408,0.372892710230702,0.572446476916007,0.0546608128532911,0.2100981,NA,NA,0.0356564,23.33632,375.14,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,0,1,0,5.80156733873543,5.69195138764658,5.91329428057505,5.80156733873543,2
"Algeria",2015,12,0.09,0.44,0.53,"Algeria",NA,NA,9.7,0.473,0.362151859050724,0.579151043952599,0.0586970969966769,0.1859216,NA,NA,0.0396937,24.15421,375.14,1,"Northern Africa",11,NA,NA,0,0,0,0,0,0,0,0,0,1,6.46792860770121,6.33712808253546,6.60142890114699,6.46792860770121,2
"Angola",1970,24,0.05,0.97,1.02,"Angola",NA,NA,0.66,0.00599999999999994,0.58054255742117,0.393981099183411,0.0254763433954185,0.7167493,NA,NA,0.0350471,40.11174,326.02499,1,"Middle Africa",10,NA,NA,1,0,0,0,0,0,0,0,0,0,0.232195973188756,0.219076497137459,0.246101113855425,0.232195973188756,3
"Angola",1975,24,0.05,0.99,1.04,"Angola",NA,NA,0.82,0.00700000000000003,0.58458938830686,0.389888475836431,0.0255221358567083,0.6682681,NA,NA,0.0545101,50.13342,326.02499,1,"Middle Africa",10,NA,NA,0,1,0,0,0,0,0,0,0,0,0.297243585833703,0.281262322994605,0.31413290048441,0.297243585833703,3
"Angola",1980,24,0.05,1.02,1.08,"Angola",NA,NA,1.05,0.0100000000000001,0.591252938575053,0.383434583246049,0.0253124781788981,0.5600964,NA,NA,0.0384105,33.34781,326.02499,1,"Middle Africa",10,NA,NA,0,0,1,0,0,0,0,0,0,0,0.420076580025148,0.39958694143723,0.441616866784784,0.420076580025148,3
"Angola",1985,24,0.05,1.05,1.1,"Angola",NA,NA,1.32,0.0140000000000002,0.596487449582958,0.378656459255198,0.0248560911618436,0.5206239,NA,NA,0.0495714,32.09739,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,1,0,0,0,0,0,0,0.53444598926349,0.508577979411097,0.561629734284949,0.53444598926349,3
"Angola",1990,24,0.05,1.06,1.11,"Angola",NA,NA,1.63,0.0210000000000001,0.601299023592938,0.374466227953824,0.0242347484532377,0.4299439,NA,NA,0.0290529,29.52888,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,1,0,0,0,0,0,0.729213081176054,0.695651799838571,0.764393505316408,0.729213081176054,3
"Angola",1995,24,0.05,1.05,1.1,"Angola",NA,NA,1.89,0.028,0.601809987908988,0.374586890411461,0.0236031216795515,0.4203591,NA,NA,0.0256712,41.75324,326.02499,1,"Middle Africa",10,NA,NA,0,0,0,0,0,1,0,0,0,0,0.814789145633585,0.795266407914614,0.834791140723734,0.814789145633585,3
"Angola",2000,24,0.05,1.04,1.09,"Angola",NA,NA,2.09,0.0339999999999999,0.599897809286581,0.376917672606502,0.023184518106917,0.3259458,NA,NA,0.0260753,48.8688,322.19501,1,"Middle Africa",10,NA,NA,0,0,0,0,0,0,1,0,0,0,1.0078811334529,0.983412571922552,1.03295850406345,1.0078811334529,3
"Angola",2005,24,0.05,1.04,1.09,"Angola",0.5007516328,NA,2.25,0.04,0.599690339008653,0.37720916682851,0.0231004941628364,0.3179975,1.40836396725,1.03522714875,0.0220079,41.0124,322.19501,1,"Middle Africa",10,1.1266911738,0.5007516328,0,0,0,0,0,0,0,1,0,0,1.09710483423399,1.07046564679345,1.12440695402514,1.1266911738,3
"Angola",2010,24,0.05,1.05,1.1,"Angola",0.4845722592,NA,2.47,0.0490000000000001,0.602303123724895,0.375078206465068,0.0226186698100376,0.3396989,1.49611685028,1.15143550587,0.0342132,44.06479,320.315,1,"Middle Africa",10,1.196893480224,0.4845722592,0,0,0,0,0,0,0,0,1,0,1.17485126246174,1.1470224562983,1.20335524499007,1.196893480224,3
"Angola",2015,24,0.05,0.93,0.98,"Angola",0.5717802144,NA,2.91,0.0630000000000001,0.575075468515002,0.401862214772087,0.0230623167129109,0.2908198,2.07985052988,1.67016916554,0.0315227,50.02951,385.15424,1,"Middle Africa",10,1.663880423904,0.5717802144,0,0,0,0,0,0,0,0,0,1,1.53415063479736,1.49740058458481,1.5718026254823,1.663880423904,3
"Antigua and Barbuda",1970,28,0.07,0.75,0.83,"Antigua and Barbuda",NA,NA,NA,NA,0.530551415797317,0.429210134128167,0.0402384500745156,0.1780851,NA,NA,0.0431306,25.30054,428.33667,2,"Caribbean",2,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1975,28,0.08,0.69,0.76,"Antigua and Barbuda",NA,NA,NA,NA,0.504895104895105,0.451748251748252,0.0433566433566434,0.2110346,NA,NA,0.0529002,24.10168,420.32501,2,"Caribbean",2,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1980,28,0.09,0.58,0.67,"Antigua and Barbuda",NA,NA,NA,NA,0.461852861035422,0.486376021798365,0.0517711171662125,0.1375805,NA,NA,0.0377674,24.72464,420.32501,2,"Caribbean",2,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1985,28,0.1,0.5,0.59,"Antigua and Barbuda",NA,NA,NA,NA,0.42836676217765,0.511461318051576,0.0601719197707736,0.1674796,NA,NA,0.0338099,24.19762,420.32501,2,"Caribbean",2,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1990,28,0.12,0.51,0.63,"Antigua and Barbuda",NA,NA,NA,NA,0.403298350824588,0.521739130434783,0.0749625187406297,0.1075763,NA,NA,0.0410541,21.63677,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",1995,28,0.13,0.49,0.61,"Antigua and Barbuda",NA,NA,NA,NA,0.383152173913043,0.539402173913043,0.077445652173913,0.1391286,NA,NA,0.0275397,20.41527,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2000,28,0.1,0.46,0.56,"Antigua and Barbuda",NA,NA,NA,NA,0.375598086124402,0.558612440191388,0.0657894736842105,0.01050003,NA,NA,0.0339428,18.74101,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2005,28,0.1,0.44,0.54,"Antigua and Barbuda",NA,NA,NA,NA,0.369955156950673,0.562780269058296,0.0672645739910314,0.09919221,NA,NA,0.0251724,18.28569,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2010,28,0.1,0.4,0.5,"Antigua and Barbuda",NA,NA,NA,NA,0.353748680042239,0.579725448785639,0.0665258711721225,0.01050003,NA,NA,0.0495082,14.41729,389.68668,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2
"Antigua and Barbuda",2015,28,0.1,0.36,0.45,"Antigua and Barbuda",NA,NA,10.8,0.523,0.332,0.602,0.066,0.01050003,NA,NA,0.0426422,12.93189,390.91666,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,0,1,9.11060741058193,8.86698463254959,9.36092378970143,9.11060741058193,2
"Argentina",1970,32,0.11,0.46,0.57,"Argentina",NA,NA,6.75,0.163,0.382567888874984,0.547236474366996,0.0701956367580194,0.06743035,NA,NA,0.0133894,19.01778,377.66,2,"South America",15,NA,NA,1,0,0,0,0,0,0,0,0,0,5.63771749913549,5.38917145677941,5.89772636758019,5.63771749913549,2
"Argentina",1975,32,0.12,0.46,0.58,"Argentina",NA,NA,7.16,0.197,0.37903863121955,0.544400966739556,0.0765604020408946,0.06052849,NA,NA,0.0148113,18.31628,377.66,2,"South America",15,NA,NA,0,1,0,0,0,0,0,0,0,0,5.9274254076775,5.66529161637223,6.20168816412651,5.9274254076775,2
"Argentina",1980,32,0.13,0.49,0.63,"Argentina",NA,NA,7.59,0.234,0.385556057624912,0.532333068857429,0.08211087351766,0.06087143,NA,NA,0.0173412,20.26527,377.66,2,"South America",15,NA,NA,0,0,1,0,0,0,0,0,0,0,6.15936820555629,5.88745195586711,6.44384310496342,6.15936820555629,2
"Argentina",1985,32,0.14,0.51,0.65,"Argentina",NA,NA,8.02,0.274,0.389727102508498,0.524158651077539,0.0861142464139631,0.04656427,NA,NA,0.0094944,19.674,377.66,2,"South America",15,NA,NA,0,0,0,1,0,0,0,0,0,0,6.46680383283534,6.17851722552056,6.76854175296896,6.46680383283534,2
"Argentina",1990,32,0.15,0.51,0.66,"Argentina",NA,NA,8.46,0.318,0.391861214737685,0.5176032777569,0.0905355075054156,0.03871803,NA,NA,0.0106738,17.53274,377.66,2,"South America",15,NA,NA,0,0,0,0,1,0,0,0,0,0,6.90880123913507,6.59659550251894,7.23578314657124,6.90880123913507,2
"Argentina",1995,32,0.16,0.48,0.63,"Argentina",NA,NA,8.9,0.361,0.386388834912616,0.518139837918776,0.0954713271686079,0.03456527,NA,NA,0.0409784,18.77681,377.66,2,"South America",15,NA,NA,0,0,0,0,0,1,0,0,0,0,7.04079664564567,6.84825779146005,7.23874873214526,7.04079664564567,2
"Argentina",2000,32,0.16,0.45,0.61,"Argentina",NA,NA,9.31,0.405,0.367709640423666,0.533174121297983,0.0991162382783512,0.02806686,NA,NA,0.0409059,18.40756,409.87,2,"South America",15,NA,NA,0,0,0,0,0,0,1,0,0,0,7.66120419456176,7.48470032101967,7.84187037468116,7.66120419456176,2
"Argentina",2005,32,0.16,0.43,0.59,"Argentina",NA,NA,9.68,0.448,0.355334215514467,0.543563228374215,0.101102556111318,0.01202888,NA,NA,0.0376199,17.05465,405.44,2,"South America",15,NA,NA,0,0,0,0,0,0,0,1,0,0,8.18780208428619,7.99518277433374,8.38506196339306,8.18780208428619,2
"Argentina",2010,32,0.16,0.41,0.57,"Argentina",NA,NA,9.98,0.487,0.342775290002377,0.55317801852328,0.104046691474342,0.009431259,NA,NA,0.0529084,20.11731,413.27,2,"South America",15,NA,NA,0,0,0,0,0,0,0,0,1,0,8.59580515226084,8.40525563633159,8.79067447945958,8.59580515226084,2
"Argentina",2015,32,0.17,0.39,0.57,"Argentina",NA,NA,10.31,0.531,0.331231729987354,0.559487967418621,0.109280302594025,0.00897054,NA,NA,0.0559461,18.36141,429.38,2,"South America",15,NA,NA,0,0,0,0,0,0,0,0,0,1,9.10038959387791,8.91594837413023,9.28864628699023,9.10038959387791,2
"Armenia",1970,51,0.1,0.71,0.81,"Armenia",0.967914059714752,7.45293825980359,7.7,0.554,0.495782345253653,0.448655498792127,0.0555621559542196,0.4761086,NA,NA,0.0299166,27.5038,482.68,3,"Western Asia",21,7.45293825980359,0.967914059714752,1,0,0,0,0,0,0,0,0,0,4.6499598321587,4.37977468166543,4.93681251028818,7.45293825980359,1
"Armenia",1975,51,0.1,0.57,0.67,"Armenia",0.971289166326865,8.43078996371719,8.68,0.653,0.464456317893917,0.477442411804253,0.0581012703018294,0.4294355,NA,NA,0.0352167,23.22307,482.68,3,"Western Asia",21,8.43078996371719,0.971289166326865,0,1,0,0,0,0,0,0,0,0,5.52736527422401,5.20712401042263,5.86730156868642,8.43078996371719,1
"Armenia",1980,51,0.09,0.48,0.57,"Armenia",0.967793289324062,9.16500244989887,9.47,0.737,0.420290323623549,0.519996120397013,0.0597135559794381,0.3722009,NA,NA,0.0421083,21.61777,482.68,3,"Western Asia",21,9.16500244989887,0.967793289324062,0,0,1,0,0,0,0,0,0,0,6.37883435844946,6.01204419443453,6.76800210653849,9.16500244989887,1
"Armenia",1985,51,0.08,0.46,0.55,"Armenia",0.96872162658253,9.65815461702783,9.97,0.796,0.389920105724755,0.55586592178771,0.0542139724875353,0.01248039,NA,NA,0.0390924,22.12853,482.68,3,"Western Asia",21,9.65815461702783,0.96872162658253,0,0,0,1,0,0,0,0,0,0,10.0871171583052,9.59267548898779,10.6070441642878,9.65815461702783,1
"Armenia",1990,51,0.09,0.47,0.56,"Armenia",0.965757938646876,10.0149098237681,10.37,0.847,0.379853303503158,0.563705360935686,0.0564413355611566,0.2676031,NA,NA,0.0547136,19.14201,482.68,3,"Western Asia",21,10.0149098237681,0.965757938646876,0,0,0,0,1,0,0,0,0,0,7.77184597252541,7.35099756017157,8.21678817415492,10.0149098237681,1
"Armenia",1995,51,0.13,0.47,0.6,"Armenia",0.966061136613237,10.3271935503955,10.69,0.889,0.374144368388301,0.541941505911637,0.0839141257000622,0.2113091,NA,NA,0.0204181,16.76063,482.68,3,"Western Asia",21,10.3271935503955,0.966061136613237,0,0,0,0,0,1,0,0,0,0,8.31961860809609,8.04083854245002,8.60806412400477,10.3271935503955,1
"Armenia",2000,51,0.16,0.4,0.56,"Armenia",0.963678305714507,10.4559096170024,10.85,0.912,0.354746330827557,0.545217872368121,0.100035796804322,0.005998383,NA,NA,0.024018,19.94676,482.68,3,"Western Asia",21,10.4559096170024,0.963678305714507,0,0,0,0,0,0,1,0,0,0,10.9397920713242,10.6461752291954,11.2415067371432,10.4559096170024,1
"Armenia",2005,51,0.17,0.32,0.49,"Armenia",0.962229021676018,10.5364077873524,10.95,0.925,0.317459257280256,0.565722682340369,0.116818060379375,0.127864,NA,NA,0.0309205,20.58218,482.68,3,"Western Asia",21,10.5364077873524,0.962229021676018,0,0,0,0,0,0,0,1,0,0,9.59847541595592,9.32025696148721,9.88499895350622,10.5364077873524,1
"Armenia",2010,51,0.15,0.27,0.43,"Armenia",0.958536818423745,10.5439050026612,11,0.926,0.279437489281427,0.613342479849083,0.107220030869491,0.002555923,NA,NA,0.0216925,15.14557,469.07,3,"Western Asia",21,10.5439050026612,0.958536818423745,0,0,0,0,0,0,0,0,1,0,11.0546036854063,10.7296067760155,11.3894446639525,10.5439050026612,1
"Armenia",2015,51,0.16,0.29,0.44,"Armenia",0.972575934936637,10.7275125623511,11.03,0.941,0.260866584395996,0.630056218291512,0.109077197312491,0.002639313,NA,NA,0.0275721,15.41859,443.18668,3,"Western Asia",21,10.7275125623511,0.972575934936637,0,0,0,0,0,0,0,0,0,1,10.9738132880996,10.6275476806795,11.3313608840352,10.7275125623511,1
"Aruba",1970,533,0.07,0.64,0.7,"Aruba",NA,NA,4.97,0.083,0.483925549915398,0.475465313028765,0.0406091370558376,0.1780851,NA,NA,0.0431306,31.97295,428.33667,2,"Caribbean",2,NA,NA,1,0,0,0,0,0,0,0,0,0,3.64144213171522,3.49048144215113,3.79893175723594,3.64144213171522,2
"Aruba",1975,533,0.09,0.5,0.6,"Aruba",NA,NA,5.66,0.117,0.42504118616145,0.515650741350906,0.0593080724876442,0.2110346,NA,NA,0.0529002,28.13298,420.32501,2,"Caribbean",2,NA,NA,0,1,0,0,0,0,0,0,0,0,3.90894273411753,3.74940799211264,4.07526557012556,3.90894273411753,2
"Aruba",1980,533,0.1,0.4,0.5,"Aruba",NA,NA,6.28,0.149,0.381031613976705,0.550748752079867,0.0682196339434276,0.1375805,NA,NA,0.0377674,24.72464,420.32501,2,"Caribbean",2,NA,NA,0,0,1,0,0,0,0,0,0,0,4.63794040151055,4.44394801066453,4.84040117398836,4.63794040151055,2
"Aruba",1985,533,0.11,0.36,0.47,"Aruba",NA,NA,6.94,0.187,0.334920634920635,0.592063492063492,0.073015873015873,0.1674796,NA,NA,0.0338099,24.19762,420.32501,2,"Caribbean",2,NA,NA,0,0,0,1,0,0,0,0,0,0,4.82784947638813,4.62695336970222,5.03746822245611,4.82784947638813,2
"Aruba",1990,533,0.11,0.36,0.48,"Aruba",NA,NA,7.45,0.225,0.315112540192926,0.607717041800643,0.0771704180064309,0.1075763,NA,NA,0.0410541,21.63677,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,1,0,0,0,0,0,5.56383169401624,5.32743437850695,5.81071880382604,5.56383169401624,2
"Aruba",1995,533,0.1,0.34,0.44,"Aruba",NA,NA,8.01,0.266,0.296758104738155,0.634663341645885,0.0685785536159601,0.1391286,NA,NA,0.0457973,19.23044,420.32501,2,"Caribbean",2,NA,NA,0,0,0,0,0,1,0,0,0,0,5.52254750846565,5.4116374046148,5.6357306861048,5.52254750846565,2
"Aruba",2000,533,0.11,0.33,0.44,"Aruba",NA,NA,8.47,0.302,0.299229922992299,0.624862486248625,0.0759075907590759,0.02708748,NA,NA,0.0469667,18.7917,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,1,0,0,0,6.74411027161069,6.57233325125029,6.92037692199987,6.74411027161069,2
"Aruba",2005,533,0.12,0.31,0.43,"Aruba",NA,NA,8.86,0.333,0.285714285714286,0.628371628371628,0.0859140859140859,0.09919221,NA,NA,0.0510509,17.60745,417.45999,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,1,0,0,6.53967973853535,6.4134131873165,6.66843221128944,6.53967973853535,2
"Aruba",2010,533,0.15,0.3,0.45,"Aruba",NA,NA,9.17,0.354,0.28023598820059,0.616519174041298,0.103244837758112,0.03177361,NA,NA,0.0651369,15.56577,389.68668,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,1,0,7.30274897373369,7.11507436156714,7.49537388694589,7.30274897373369,2
"Aruba",2015,533,0.18,0.27,0.45,"Aruba",NA,NA,9.46,0.402,0.259578544061303,0.618773946360153,0.121647509578544,0.02192581,NA,NA,0.0355037,15.33458,390.91666,2,"Caribbean",2,NA,NA,0,0,0,0,0,0,0,0,0,1,7.78120566874054,7.57030298754017,7.99798393259735,7.78120566874054,2
"Australia",1970,36,0.13,0.46,0.59,"Australia",NA,NA,10.03,0.563,0.37648928336111,0.541188326033875,0.0823223906050153,0.01608756,NA,NA,0.0261395,23.6405,484,5,"Australia and New Zealand",1,NA,NA,1,0,0,0,0,0,0,0,0,0,10.6130780189087,10.1627674233175,11.0833418048126,10.6130780189087,1
