"iso","year","sex","unesco_il_prop","wb_il_prop","cc","continent"
51,2024,"Male",NA,NA,"Armenia","Asia"
533,2024,"Male",NA,NA,"Aruba","Americas"
36,2024,"Male",NA,NA,"Australia","Oceania"
40,2024,"Male",NA,NA,"Austria","Europe"
31,2024,"Male",NA,NA,"Azerbaijan","Asia"
44,2024,"Male",3.35460901940112,NA,"Bahamas","Americas"
48,2024,"Male",3.25002542971425,NA,"Bahrain","Asia"
50,2024,"Male",36.4783135555114,NA,"Bangladesh","Asia"
52,2024,"Male",NA,NA,"Barbados","Americas"
112,2024,"Male",0.200454639887245,NA,"Belarus","Europe"
56,2024,"Male",NA,NA,"Belgium","Europe"
84,2024,"Male",NA,NA,"Belize","Americas"
204,2024,"Male",16.6484498877979,NA,"Benin","Africa"
64,2024,"Male",NA,NA,"Bhutan","Asia"
68,2024,"Male",2.10001076408391,NA,"Bolivia","Americas"
70,2024,"Male",NA,NA,"Bosnia & Herzegovina","Europe"
72,2024,"Male",12.5670579684777,NA,"Botswana","Africa"
76,2024,"Male",8.94650169514492,NA,"Brazil","Americas"
96,2024,"Male",1.70228382736382,NA,"Brunei","Asia"
100,2024,"Male",0.369569852771168,NA,"Bulgaria","Europe"
854,2024,"Male",43.5578836051388,NA,"Burkina Faso","Africa"
108,2024,"Male",29.8890526620979,NA,"Burundi","Africa"
116,2024,"Male",16.2539419999114,NA,"Cambodia","Asia"
120,2024,"Male",5.31648317108606,NA,"Cameroon","Africa"
124,2024,"Male",NA,NA,"Canada","Americas"
132,2024,"Male",7.0501306464758,NA,"Cape Verde","Africa"
140,2024,"Male",18.8559444468864,NA,"Central African Republic","Africa"
148,2024,"Male",NA,NA,"Chad","Africa"
152,2024,"Male",1.64226425007072,NA,"Chile","Americas"
156,2024,"Male",1.88185564925067,NA,"China","Asia"
170,2024,"Male",3.60811483041388,NA,"Colombia","Americas"
174,2024,"Male",24.3189399070055,NA,"Comoros","Africa"
178,2024,"Male",1.93515745703757,NA,"Congo - Brazzaville","Africa"
188,2024,"Male",1.89391172012454,NA,"Costa Rica","Americas"
384,2024,"Male",24.1083151521813,NA,"Côte d’Ivoire","Africa"
191,2024,"Male",0.304929146707605,NA,"Croatia","Europe"
192,2024,"Male",0.821586273127677,NA,"Cuba","Americas"
531,2024,"Male",NA,NA,"Curaçao","Americas"
196,2024,"Male",0.400685112326475,NA,"Cyprus","Asia"
203,2024,"Male",NA,NA,"Czechia","Europe"
408,2024,"Male",NA,NA,"North Korea","Asia"
180,2024,"Male",NA,NA,"Congo - Kinshasa","Africa"
208,2024,"Male",NA,NA,"Denmark","Europe"
262,2024,"Male",NA,NA,"Djibouti","Africa"
214,2024,"Male",9.93446027336334,NA,"Dominican Republic","Americas"
218,2024,"Male",2.5345596674819,NA,"Ecuador","Americas"
818,2024,"Male",21.9287409048051,NA,"Egypt","Africa"
222,2024,"Male",9.9734213019205,NA,"El Salvador","Americas"
226,2024,"Male",1.47852086540571,NA,"Equatorial Guinea","Africa"
232,2024,"Male",NA,NA,"Eritrea","Africa"
233,2024,"Male",NA,NA,"Estonia","Europe"
231,2024,"Male",38.8377035805241,NA,"Ethiopia","Africa"
242,2024,"Male",1.34087018236921,NA,"Fiji","Oceania"
246,2024,"Male",NA,NA,"Finland","Europe"
250,2024,"Male",NA,NA,"France","Europe"
254,2024,"Male",NA,NA,"French Guiana","Americas"
258,2024,"Male",NA,NA,"French Polynesia","Oceania"
266,2024,"Male",NA,NA,"Gabon","Africa"
270,2024,"Male",28.1266157604487,NA,"Gambia","Africa"
268,2024,"Male",NA,NA,"Georgia","Asia"
276,2024,"Male",NA,NA,"Germany","Europe"
288,2024,"Male",6.14023957232588,NA,"Ghana","Africa"
300,2024,"Male",0.51087012119862,NA,"Greece","Europe"
308,2024,"Male",NA,NA,"Grenada","Americas"
312,2024,"Male",NA,NA,"Guadeloupe","Americas"
316,2024,"Male",NA,NA,"Guam","Oceania"
320,2024,"Male",12.178736819447,NA,"Guatemala","Americas"
324,2024,"Male",NA,NA,"Guinea","Africa"
624,2024,"Male",14.2782594691014,NA,"Guinea-Bissau","Africa"
328,2024,"Male",0.296404305389255,NA,"Guyana","Americas"
332,2024,"Male",30.5768424239131,NA,"Haiti","Americas"
340,2024,"Male",16.4419715184456,NA,"Honduras","Americas"
344,2024,"Male",1.70877061134034,NA,"Hong Kong SAR China","Asia"
348,2024,"Male",0.266096889461107,NA,"Hungary","Europe"
352,2024,"Male",NA,NA,"Iceland","Europe"
356,2024,"Male",19.4603966448723,NA,"India","Asia"
360,2024,"Male",2.28680859074548,NA,"Indonesia","Asia"
364,2024,"Male",4.72920025155042,NA,"Iran","Asia"
368,2024,"Male",18.6988972425064,NA,"Iraq","Asia"
372,2024,"Male",NA,NA,"Ireland","Europe"
376,2024,"Male",0.575000087543338,NA,"Israel","Asia"
380,2024,"Male",0.259917964317399,NA,"Italy","Europe"
388,2024,"Male",9.39690892231694,NA,"Jamaica","Americas"
392,2024,"Male",NA,NA,"Japan","Asia"
400,2024,"Male",0.966273522879504,NA,"Jordan","Asia"
398,2024,"Male",NA,NA,"Kazakhstan","Asia"
404,2024,"Male",3.38305726401638,NA,"Kenya","Africa"
296,2024,"Male",NA,NA,"Kiribati","Oceania"
414,2024,"Male",8.9794932821002,NA,"Kuwait","Asia"
417,2024,"Male",NA,NA,"Kyrgyzstan","Asia"
418,2024,"Male",NA,NA,"Laos","Asia"
428,2024,"Male",0.200000000000003,NA,"Latvia","Europe"
422,2024,"Male",2.83780971037632,NA,"Lebanon","Asia"
426,2024,"Male",14.8733247397684,NA,"Lesotho","Africa"
430,2024,"Male",11.4115719496627,NA,"Liberia","Africa"
434,2024,"Male",1.05742027129462,NA,"Libya","Africa"
440,2024,"Male",0.218609402010478,NA,"Lithuania","Europe"
442,2024,"Male",NA,NA,"Luxembourg","Europe"
446,2024,"Male",NA,NA,"Macau SAR China","Asia"
450,2024,"Male",NA,NA,"Madagascar","Africa"
454,2024,"Male",15.3102480135073,NA,"Malawi","Africa"
458,2024,"Male",3.1141384450067,NA,"Malaysia","Asia"
462,2024,"Male",0.99200994971618,NA,"Maldives","Asia"
466,2024,"Male",20.4760564913516,NA,"Mali","Africa"
470,2024,"Male",3.59442191395074,NA,"Malta","Europe"
474,2024,"Male",0.697988994520741,NA,"Martinique","Americas"
478,2024,"Male",34.8368217716786,NA,"Mauritania","Africa"
480,2024,"Male",6.87396130573913,NA,"Mauritius","Africa"
175,2024,"Male",NA,NA,"Mayotte","Africa"
484,2024,"Male",2.6643724340365,NA,"Mexico","Americas"
583,2024,"Male",NA,NA,"Micronesia (Federated States of)","Oceania"
496,2024,"Male",NA,NA,"Mongolia","Asia"
499,2024,"Male",NA,NA,"Montenegro","Europe"
504,2024,"Male",22.8589310691274,NA,"Morocco","Africa"
508,2024,"Male",18.4829137545818,NA,"Mozambique","Africa"
104,2024,"Male",8.48974758956114,NA,"Myanmar (Burma)","Asia"
516,2024,"Male",7.63633850968345,NA,"Namibia","Africa"
524,2024,"Male",20.872311257125,NA,"Nepal","Asia"
528,2024,"Male",NA,NA,"Netherlands","Europe"
540,2024,"Male",NA,NA,"New Caledonia","Oceania"
554,2024,"Male",NA,NA,"New Zealand","Oceania"
558,2024,"Male",27.39326593,NA,"Nicaragua","Americas"
562,2024,"Male",58.3862416482045,NA,"Niger","Africa"
566,2024,"Male",8.73288355957666,NA,"Nigeria","Africa"
578,2024,"Male",NA,NA,"Norway","Europe"
275,2024,"Male",NA,NA,"Palestinian Territories","Asia"
512,2024,"Male",3.34722910289028,NA,"Oman","Asia"
586,2024,"Male",21.5938492935823,NA,"Pakistan","Asia"
591,2024,"Male",2.98163018836538,NA,"Panama","Americas"
598,2024,"Male",NA,NA,"Papua New Guinea","Oceania"
600,2024,"Male",2.64093824952187,NA,"Paraguay","Americas"
604,2024,"Male",1.8869776891631,NA,"Peru","Americas"
608,2024,"Male",1.5564628640539,NA,"Philippines","Asia"
616,2024,"Male",0.200000000000003,NA,"Poland","Europe"
620,2024,"Male",0.826387662334645,NA,"Portugal","Europe"
630,2024,"Male",3.50043893257796,NA,"Puerto Rico","Americas"
634,2024,"Male",10.711698782417,NA,"Qatar","Asia"
410,2024,"Male",0.212491750414205,NA,"South Korea","Asia"
498,2024,"Male",0.207574679046449,NA,"Moldova","Europe"
638,2024,"Male",4.94565774866786,NA,"Réunion","Africa"
642,2024,"Male",0.492911513566859,NA,"Romania","Europe"
643,2024,"Male",0.208589063370538,NA,"Russia","Europe"
646,2024,"Male",11.5415982855782,NA,"Rwanda","Africa"
662,2024,"Male",NA,NA,"St. Lucia","Americas"
670,2024,"Male",NA,NA,"St. Vincent & Grenadines","Americas"
882,2024,"Male",NA,NA,"Samoa","Oceania"
678,2024,"Male",NA,NA,"São Tomé & Príncipe","Africa"
682,2024,"Male",5.2093902160136,NA,"Saudi Arabia","Asia"
686,2024,"Male",33.2109439835311,NA,"Senegal","Africa"
688,2024,"Male",NA,NA,"Serbia","Europe"
690,2024,"Male",NA,NA,"Seychelles","Africa"
694,2024,"Male",NA,NA,"Sierra Leone","Africa"
702,2024,"Male",1.15203761143772,NA,"Singapore","Asia"
703,2024,"Male",NA,NA,"Slovakia","Europe"
705,2024,"Male",0.237801879336819,NA,"Slovenia","Europe"
90,2024,"Male",NA,NA,"Solomon Islands","Oceania"
706,2024,"Male",NA,NA,"Somalia","Africa"
710,2024,"Male",7.45898688560197,NA,"South Africa","Africa"
728,2024,"Male",NA,NA,"South Sudan","Africa"
724,2024,"Male",0.474943610132169,NA,"Spain","Europe"
144,2024,"Male",3.22333089880954,NA,"Sri Lanka","Asia"
729,2024,"Male",15.163861990373,NA,"Sudan","Africa"
740,2024,"Male",NA,NA,"Suriname","Americas"
748,2024,"Male",8.62459003484191,NA,"Swaziland","Africa"
752,2024,"Male",NA,NA,"Sweden","Europe"
756,2024,"Male",NA,NA,"Switzerland","Europe"
760,2024,"Male",4.34496117135608,NA,"Syria","Asia"
158,2024,"Male",NA,NA,"Taiwan","Asia"
762,2024,"Male",0.2018361252529,NA,"Tajikistan","Asia"
764,2024,"Male",1.02356085767616,NA,"Thailand","Asia"
807,2024,"Male",NA,NA,"Macedonia","Europe"
626,2024,"Male",NA,NA,"Timor-Leste","Asia"
768,2024,"Male",9.59895776348458,NA,"Togo","Africa"
776,2024,"Male",NA,NA,"Tonga","Oceania"
780,2024,"Male",0.393389846364019,NA,"Trinidad & Tobago","Americas"
788,2024,"Male",4.47243335226139,NA,"Tunisia","Africa"
792,2024,"Male",1.68355181659142,NA,"Turkey","Asia"
795,2024,"Male",NA,NA,"Turkmenistan","Asia"
800,2024,"Male",10.5953402568575,NA,"Uganda","Africa"
804,2024,"Male",NA,NA,"Ukraine","Europe"
784,2024,"Male",17.0863579143878,NA,"United Arab Emirates","Asia"
826,2024,"Male",NA,NA,"United Kingdom","Europe"
834,2024,"Male",4.92173991571619,NA,"Tanzania","Africa"
840,2024,"Male",NA,NA,"United States","Americas"
850,2024,"Male",NA,NA,"U.S. Virgin Islands","Americas"
858,2024,"Male",1.0841223614047,NA,"Uruguay","Americas"
860,2024,"Male",NA,NA,"Uzbekistan","Asia"
548,2024,"Male",NA,NA,"Vanuatu","Oceania"
862,2024,"Male",2.82546814596941,NA,"Venezuela","Americas"
704,2024,"Male",2.93191957720016,NA,"Vietnam","Asia"
732,2024,"Male",NA,NA,"Western Sahara","Africa"
887,2024,"Male",13.1036780979031,NA,"Yemen","Asia"
894,2024,"Male",6.80371710621347,NA,"Zambia","Africa"
716,2024,"Male",1.32993460817086,NA,"Zimbabwe","Africa"
4,2025,"Male",23.3141063941217,NA,"Afghanistan","Asia"
8,2025,"Male",NA,NA,"Albania","Europe"
12,2025,"Male",7.22916609955309,NA,"Algeria","Africa"
24,2025,"Male",NA,NA,"Angola","Africa"
28,2025,"Male",NA,NA,"Antigua & Barbuda","Americas"
32,2025,"Male",1.69127172837549,NA,"Argentina","Americas"
51,2025,"Male",NA,NA,"Armenia","Asia"
533,2025,"Male",NA,NA,"Aruba","Americas"
36,2025,"Male",NA,NA,"Australia","Oceania"
40,2025,"Male",NA,NA,"Austria","Europe"
31,2025,"Male",NA,NA,"Azerbaijan","Asia"
44,2025,"Male",3.28092268876077,NA,"Bahamas","Americas"
48,2025,"Male",2.98540672765992,NA,"Bahrain","Asia"
50,2025,"Male",36.0102558047308,NA,"Bangladesh","Asia"
52,2025,"Male",NA,NA,"Barbados","Americas"
112,2025,"Male",0.200000000000003,NA,"Belarus","Europe"
56,2025,"Male",NA,NA,"Belgium","Europe"
84,2025,"Male",NA,NA,"Belize","Americas"
204,2025,"Male",15.7865900222994,NA,"Benin","Africa"
64,2025,"Male",NA,NA,"Bhutan","Asia"
68,2025,"Male",1.92355321387915,NA,"Bolivia","Americas"
70,2025,"Male",NA,NA,"Bosnia & Herzegovina","Europe"
72,2025,"Male",12.1727706357789,NA,"Botswana","Africa"
76,2025,"Male",8.67604473083349,NA,"Brazil","Americas"
96,2025,"Male",1.58952310737733,NA,"Brunei","Asia"
100,2025,"Male",0.352903737754207,NA,"Bulgaria","Europe"
854,2025,"Male",42.6705208656607,NA,"Burkina Faso","Africa"
108,2025,"Male",29.3752790903562,NA,"Burundi","Africa"
116,2025,"Male",16.1703773617068,NA,"Cambodia","Asia"
120,2025,"Male",4.98821003968585,NA,"Cameroon","Africa"
124,2025,"Male",NA,NA,"Canada","Americas"
132,2025,"Male",6.69575680660863,NA,"Cape Verde","Africa"
140,2025,"Male",18.2081566496045,NA,"Central African Republic","Africa"
148,2025,"Male",NA,NA,"Chad","Africa"
152,2025,"Male",1.54119196413986,NA,"Chile","Americas"
156,2025,"Male",1.66289268628451,NA,"China","Asia"
170,2025,"Male",3.42628357790796,NA,"Colombia","Americas"
174,2025,"Male",23.9544144199815,NA,"Comoros","Africa"
178,2025,"Male",1.71282567786997,NA,"Congo - Brazzaville","Africa"
188,2025,"Male",1.78559176262838,NA,"Costa Rica","Americas"
384,2025,"Male",23.3853953003617,NA,"Côte d’Ivoire","Africa"
191,2025,"Male",0.298847716150585,NA,"Croatia","Europe"
192,2025,"Male",0.736830627313291,NA,"Cuba","Americas"
531,2025,"Male",NA,NA,"Curaçao","Americas"
196,2025,"Male",0.377283566383851,NA,"Cyprus","Asia"
203,2025,"Male",NA,NA,"Czechia","Europe"
408,2025,"Male",NA,NA,"North Korea","Asia"
180,2025,"Male",NA,NA,"Congo - Kinshasa","Africa"
208,2025,"Male",NA,NA,"Denmark","Europe"
262,2025,"Male",NA,NA,"Djibouti","Africa"
214,2025,"Male",9.68162169672232,NA,"Dominican Republic","Americas"
218,2025,"Male",2.36267394139313,NA,"Ecuador","Americas"
818,2025,"Male",21.4874661397549,NA,"Egypt","Africa"
222,2025,"Male",9.66985612082955,NA,"El Salvador","Americas"
226,2025,"Male",1.35395005395735,NA,"Equatorial Guinea","Africa"
232,2025,"Male",NA,NA,"Eritrea","Africa"
233,2025,"Male",NA,NA,"Estonia","Europe"
231,2025,"Male",38.1503058468289,NA,"Ethiopia","Africa"
242,2025,"Male",1.21701091560821,NA,"Fiji","Oceania"
246,2025,"Male",NA,NA,"Finland","Europe"
250,2025,"Male",NA,NA,"France","Europe"
254,2025,"Male",NA,NA,"French Guiana","Americas"
258,2025,"Male",NA,NA,"French Polynesia","Oceania"
266,2025,"Male",NA,NA,"Gabon","Africa"
270,2025,"Male",27.132170326981,NA,"Gambia","Africa"
268,2025,"Male",NA,NA,"Georgia","Asia"
276,2025,"Male",NA,NA,"Germany","Europe"
288,2025,"Male",5.72255464330121,NA,"Ghana","Africa"
300,2025,"Male",0.488357695177222,NA,"Greece","Europe"
308,2025,"Male",NA,NA,"Grenada","Americas"
312,2025,"Male",NA,NA,"Guadeloupe","Americas"
316,2025,"Male",NA,NA,"Guam","Oceania"
320,2025,"Male",11.7871542172298,NA,"Guatemala","Americas"
324,2025,"Male",NA,NA,"Guinea","Africa"
624,2025,"Male",13.4990064493532,NA,"Guinea-Bissau","Africa"
328,2025,"Male",0.26677832093215,NA,"Guyana","Americas"
332,2025,"Male",29.9185044880949,NA,"Haiti","Americas"
340,2025,"Male",16.1152775594172,NA,"Honduras","Americas"
344,2025,"Male",1.63091719134953,NA,"Hong Kong SAR China","Asia"
348,2025,"Male",0.257220279037259,NA,"Hungary","Europe"
352,2025,"Male",NA,NA,"Iceland","Europe"
356,2025,"Male",18.9853361626844,NA,"India","Asia"
360,2025,"Male",2.09072354504594,NA,"Indonesia","Asia"
364,2025,"Male",4.32921600647393,NA,"Iran","Asia"
368,2025,"Male",18.1123614985352,NA,"Iraq","Asia"
372,2025,"Male",NA,NA,"Ireland","Europe"
376,2025,"Male",0.525749837330806,NA,"Israel","Asia"
380,2025,"Male",0.235576922840057,NA,"Italy","Europe"
388,2025,"Male",9.09282679549943,NA,"Jamaica","Americas"
392,2025,"Male",NA,NA,"Japan","Asia"
400,2025,"Male",0.881020845684978,NA,"Jordan","Asia"
398,2025,"Male",NA,NA,"Kazakhstan","Asia"
404,2025,"Male",3.20684181657566,NA,"Kenya","Africa"
296,2025,"Male",NA,NA,"Kiribati","Oceania"
414,2025,"Male",8.65052128213049,NA,"Kuwait","Asia"
417,2025,"Male",NA,NA,"Kyrgyzstan","Asia"
418,2025,"Male",NA,NA,"Laos","Asia"
428,2025,"Male",0.200000000000003,NA,"Latvia","Europe"
422,2025,"Male",2.69916214491234,NA,"Lebanon","Asia"
426,2025,"Male",14.4309403645909,NA,"Lesotho","Africa"
430,2025,"Male",10.8348138723413,NA,"Liberia","Africa"
434,2025,"Male",0.809230766483799,NA,"Libya","Africa"
440,2025,"Male",0.215776619630505,NA,"Lithuania","Europe"
442,2025,"Male",NA,NA,"Luxembourg","Europe"
446,2025,"Male",NA,NA,"Macau SAR China","Asia"
450,2025,"Male",NA,NA,"Madagascar","Africa"
454,2025,"Male",14.9781606017746,NA,"Malawi","Africa"
458,2025,"Male",2.94085649309829,NA,"Malaysia","Asia"
462,2025,"Male",0.946228028282997,NA,"Maldives","Asia"
466,2025,"Male",19.4519913120245,NA,"Mali","Africa"
470,2025,"Male",3.30854030759507,NA,"Malta","Europe"
474,2025,"Male",0.636798967708047,NA,"Martinique","Americas"
478,2025,"Male",34.3047228069207,NA,"Mauritania","Africa"
480,2025,"Male",6.66674241580527,NA,"Mauritius","Africa"
175,2025,"Male",NA,NA,"Mayotte","Africa"
484,2025,"Male",2.49645862060119,NA,"Mexico","Americas"
583,2025,"Male",NA,NA,"Micronesia (Federated States of)","Oceania"
496,2025,"Male",NA,NA,"Mongolia","Asia"
499,2025,"Male",NA,NA,"Montenegro","Europe"
504,2025,"Male",22.2762269469953,NA,"Morocco","Africa"
508,2025,"Male",17.9024528763498,NA,"Mozambique","Africa"
104,2025,"Male",8.3774203284475,NA,"Myanmar (Burma)","Asia"
516,2025,"Male",7.39495828852414,NA,"Namibia","Africa"
524,2025,"Male",20.1919846374514,NA,"Nepal","Asia"
528,2025,"Male",NA,NA,"Netherlands","Europe"
540,2025,"Male",NA,NA,"New Caledonia","Oceania"
554,2025,"Male",NA,NA,"New Zealand","Oceania"
558,2025,"Male",27.1698253613187,NA,"Nicaragua","Americas"
562,2025,"Male",57.5928400392503,NA,"Niger","Africa"
566,2025,"Male",8.16510012302453,NA,"Nigeria","Africa"
578,2025,"Male",NA,NA,"Norway","Europe"
275,2025,"Male",NA,NA,"Palestinian Territories","Asia"
512,2025,"Male",2.69036243288225,NA,"Oman","Asia"
586,2025,"Male",20.9170888862309,NA,"Pakistan","Asia"
591,2025,"Male",2.79176413572767,NA,"Panama","Americas"
598,2025,"Male",NA,NA,"Papua New Guinea","Oceania"
600,2025,"Male",2.5290534340708,NA,"Paraguay","Americas"
604,2025,"Male",1.76610289715048,NA,"Peru","Americas"
608,2025,"Male",1.46864715250617,NA,"Philippines","Asia"
616,2025,"Male",0.200000000000003,NA,"Poland","Europe"
620,2025,"Male",0.711932193198236,NA,"Portugal","Europe"
630,2025,"Male",3.38487872025508,NA,"Puerto Rico","Americas"
634,2025,"Male",10.222107615205,NA,"Qatar","Asia"
410,2025,"Male",0.200000000000003,NA,"South Korea","Asia"
498,2025,"Male",0.206047955620211,NA,"Moldova","Europe"
638,2025,"Male",4.55637276059011,NA,"Réunion","Africa"
642,2025,"Male",0.485121482487049,NA,"Romania","Europe"
643,2025,"Male",0.207853610370419,NA,"Russia","Europe"
646,2025,"Male",11.1094362918227,NA,"Rwanda","Africa"
662,2025,"Male",NA,NA,"St. Lucia","Americas"
670,2025,"Male",NA,NA,"St. Vincent & Grenadines","Americas"
882,2025,"Male",NA,NA,"Samoa","Oceania"
678,2025,"Male",NA,NA,"São Tomé & Príncipe","Africa"
682,2025,"Male",4.79226957963951,NA,"Saudi Arabia","Asia"
686,2025,"Male",32.4770395241663,NA,"Senegal","Africa"
688,2025,"Male",NA,NA,"Serbia","Europe"
690,2025,"Male",NA,NA,"Seychelles","Africa"
694,2025,"Male",NA,NA,"Sierra Leone","Africa"
702,2025,"Male",1.04945804369127,NA,"Singapore","Asia"
703,2025,"Male",NA,NA,"Slovakia","Europe"
705,2025,"Male",0.234178879420058,NA,"Slovenia","Europe"
90,2025,"Male",NA,NA,"Solomon Islands","Oceania"
706,2025,"Male",NA,NA,"Somalia","Africa"
710,2025,"Male",7.25347213474903,NA,"South Africa","Africa"
728,2025,"Male",NA,NA,"South Sudan","Africa"
724,2025,"Male",0.440821730601755,NA,"Spain","Europe"
144,2025,"Male",3.13235255363156,NA,"Sri Lanka","Asia"
729,2025,"Male",14.5969820944169,NA,"Sudan","Africa"
740,2025,"Male",NA,NA,"Suriname","Americas"
748,2025,"Male",8.34774668276471,NA,"Swaziland","Africa"
752,2025,"Male",NA,NA,"Sweden","Europe"
756,2025,"Male",NA,NA,"Switzerland","Europe"
760,2025,"Male",4.10396649448519,NA,"Syria","Asia"
158,2025,"Male",NA,NA,"Taiwan","Asia"
762,2025,"Male",0.201118469017943,NA,"Tajikistan","Asia"
764,2025,"Male",0.954185137518218,NA,"Thailand","Asia"
807,2025,"Male",NA,NA,"Macedonia","Europe"
626,2025,"Male",NA,NA,"Timor-Leste","Asia"
768,2025,"Male",9.14340706324901,NA,"Togo","Africa"
776,2025,"Male",NA,NA,"Tonga","Oceania"
780,2025,"Male",0.37536385908106,NA,"Trinidad & Tobago","Americas"
788,2025,"Male",3.96177680332818,NA,"Tunisia","Africa"
792,2025,"Male",1.5483235329846,NA,"Turkey","Asia"
795,2025,"Male",NA,NA,"Turkmenistan","Asia"
800,2025,"Male",10.2419799755508,NA,"Uganda","Africa"
804,2025,"Male",NA,NA,"Ukraine","Europe"
784,2025,"Male",16.5727647416005,NA,"United Arab Emirates","Asia"
826,2025,"Male",NA,NA,"United Kingdom","Europe"
834,2025,"Male",4.6458402876247,NA,"Tanzania","Africa"
840,2025,"Male",NA,NA,"United States","Americas"
850,2025,"Male",NA,NA,"U.S. Virgin Islands","Americas"
858,2025,"Male",1.03072473179048,NA,"Uruguay","Americas"
860,2025,"Male",NA,NA,"Uzbekistan","Asia"
548,2025,"Male",NA,NA,"Vanuatu","Oceania"
862,2025,"Male",2.68097638938162,NA,"Venezuela","Americas"
704,2025,"Male",2.88785774976639,NA,"Vietnam","Asia"
732,2025,"Male",NA,NA,"Western Sahara","Africa"
887,2025,"Male",12.4975146482104,NA,"Yemen","Asia"
894,2025,"Male",6.58648458713392,NA,"Zambia","Africa"
716,2025,"Male",1.2100886158002,NA,"Zimbabwe","Africa"
4,1970,"Female",97.6680060094661,NA,"Afghanistan","Asia"
8,1970,"Female",63.3877930219465,NA,"Albania","Europe"
12,1970,"Female",88.4822199823455,NA,"Algeria","Africa"
24,1970,"Female",NA,NA,"Angola","Africa"
28,1970,"Female",NA,NA,"Antigua & Barbuda","Americas"
32,1970,"Female",7.66840706988484,NA,"Argentina","Americas"
51,1970,"Female",NA,NA,"Armenia","Asia"
533,1970,"Female",NA,NA,"Aruba","Americas"
36,1970,"Female",NA,NA,"Australia","Oceania"
40,1970,"Female",NA,NA,"Austria","Europe"
31,1970,"Female",NA,NA,"Azerbaijan","Asia"
44,1970,"Female",8.80725097342042,NA,"Bahamas","Americas"
48,1970,"Female",63.0159835597807,NA,"Bahrain","Asia"
50,1970,"Female",88.4589812336402,NA,"Bangladesh","Asia"
52,1970,"Female",NA,0.748443603515597,"Barbados","Americas"
112,1970,"Female",3.25924321911956,NA,"Belarus","Europe"
56,1970,"Female",NA,NA,"Belgium","Europe"
84,1970,"Female",28.7068340553666,NA,"Belize","Americas"
204,1970,"Female",94.288415288583,NA,"Benin","Africa"
64,1970,"Female",NA,NA,"Bhutan","Asia"
68,1970,"Female",54.1842740889279,NA,"Bolivia","Americas"
70,1970,"Female",NA,NA,"Bosnia & Herzegovina","Europe"
72,1970,"Female",52.6582028769705,NA,"Botswana","Africa"
76,1970,"Female",35.5132765615361,NA,"Brazil","Americas"
96,1970,"Female",58.8002326694948,NA,"Brunei","Asia"
100,1970,"Female",11.0417227484292,NA,"Bulgaria","Europe"
854,1970,"Female",97.7827843254225,NA,"Burkina Faso","Africa"
108,1970,"Female",90.3410706357556,NA,"Burundi","Africa"
116,1970,"Female",74.6531909782497,NA,"Cambodia","Asia"
120,1970,"Female",81.4923816470207,NA,"Cameroon","Africa"
124,1970,"Female",NA,NA,"Canada","Americas"
132,1970,"Female",75.5005163543611,NA,"Cape Verde","Africa"
140,1970,"Female",94.8934669319942,NA,"Central African Republic","Africa"
148,1970,"Female",95.9309785179005,NA,"Chad","Africa"
152,1970,"Female",12.7782945753433,NA,"Chile","Americas"
156,1970,"Female",64.3888473085815,NA,"China","Asia"
170,1970,"Female",23.4640619952096,NA,"Colombia","Americas"
174,1970,"Female",66.7111568675145,NA,"Comoros","Africa"
178,1970,"Female",80.3762213303577,NA,"Congo - Brazzaville","Africa"
178,1970,"Female",88.6119660274932,NA,"Congo - Brazzaville","Africa"
188,1970,"Female",12.2658840650186,NA,"Costa Rica","Americas"
384,1970,"Female",93.5946776553662,NA,"Côte d’Ivoire","Africa"
191,1970,"Female",14.4607930774502,NA,"Croatia","Europe"
192,1970,"Female",10.6704339915489,NA,"Cuba","Americas"
531,1970,"Female",NA,NA,"Curaçao","Americas"
196,1970,"Female",25.2909322559919,NA,"Cyprus","Asia"
203,1970,"Female",NA,NA,"Czechia","Europe"
408,1970,"Female",NA,NA,"North Korea","Asia"
180,1970,"Female",NA,NA,"Congo - Kinshasa","Africa"
208,1970,"Female",NA,NA,"Denmark","Europe"
262,1970,"Female",84.6192061777809,NA,"Djibouti","Africa"
214,1970,"Female",35.1566687566433,NA,"Dominican Republic","Americas"
218,1970,"Female",30.4993640359033,NA,"Ecuador","Americas"
818,1970,"Female",83.0832366138129,NA,"Egypt","Africa"
222,1970,"Female",47.6215983701519,NA,"El Salvador","Americas"
226,1970,"Female",72.3266933491232,NA,"Equatorial Guinea","Africa"
232,1970,"Female",81.28679951162,NA,"Eritrea","Africa"
233,1970,"Female",NA,NA,"Estonia","Europe"
231,1970,"Female",94.0489231315176,NA,"Ethiopia","Africa"
242,1970,"Female",33.7543955956936,NA,"Fiji","Oceania"
246,1970,"Female",NA,NA,"Finland","Europe"
250,1970,"Female",NA,NA,"France","Europe"
254,1970,"Female",NA,NA,"French Guiana","Americas"
258,1970,"Female",NA,NA,"French Polynesia","Oceania"
266,1970,"Female",NA,NA,"Gabon","Africa"
270,1970,"Female",93.3209992464684,NA,"Gambia","Africa"
268,1970,"Female",NA,NA,"Georgia","Asia"
276,1970,"Female",NA,NA,"Germany","Europe"
288,1970,"Female",83.440071499142,NA,"Ghana","Africa"
300,1970,"Female",20.8188138391053,NA,"Greece","Europe"
308,1970,"Female",NA,2.41021728515619,"Grenada","Americas"
