"iso","country","year","age","sex","educ","adj_factor","qamys","mys"
124,"Canada","1975",40,1,3,1.03931927234588,11.2773814824341,11.24
124,"Canada","1975",40,1,1,1.10297640573742,11.2773814824341,11.24
124,"Canada","1975",40,1,2,1.05450474483698,11.2773814824341,11.24
124,"Canada","1975",40,1,4,0.970869893581281,11.2773814824341,11.24
124,"Canada","1975",40,2,4,0.971597254971532,10.8308642846064,10.87
124,"Canada","1975",40,2,3,0.991391902577806,10.8308642846064,10.87
124,"Canada","1975",40,2,2,1.02707082766,10.8308642846064,10.87
124,"Canada","1975",40,2,1,1.03470568850035,10.8308642846064,10.87
124,"Canada","1975",45,1,1,1.0539397222407,10.7868976236978,10.69
124,"Canada","1975",45,1,3,1.05107507419018,10.7868976236978,10.69
124,"Canada","1975",45,1,4,0.974446243169098,10.7868976236978,10.69
124,"Canada","1975",45,1,2,1.05532218265658,10.7868976236978,10.69
124,"Canada","1975",45,2,3,0.98508211114714,10.4546429261413,10.45
124,"Canada","1975",45,2,1,1.05725905119359,10.4546429261413,10.45
124,"Canada","1975",45,2,2,1.0123836176661,10.4546429261413,10.45
124,"Canada","1975",45,2,4,0.975107845798091,10.4546429261413,10.45
124,"Canada","1975",50,1,1,1.06248092946584,10.2314713902942,10.06
124,"Canada","1975",50,1,3,1.03717174017725,10.2314713902942,10.06
124,"Canada","1975",50,1,4,0.978998869094097,10.2314713902942,10.06
124,"Canada","1975",50,1,2,1.04867849192745,10.2314713902942,10.06
124,"Canada","1975",50,2,3,0.986183256273064,9.88818331774439,9.87
124,"Canada","1975",50,2,2,0.988770101625943,9.88818331774439,9.87
124,"Canada","1975",50,2,1,1.04543588232158,9.88818331774439,9.87
124,"Canada","1975",50,2,4,0.980713565299572,9.88818331774439,9.87
124,"Canada","1975",55,1,2,1.03416949879163,9.61887351067723,9.4
124,"Canada","1975",55,1,3,1.02769229788133,9.61887351067723,9.4
124,"Canada","1975",55,1,4,0.986355875730297,9.61887351067723,9.4
124,"Canada","1975",55,1,1,1.06738671259949,9.61887351067723,9.4
124,"Canada","1975",55,2,1,1.0241967911678,9.17242438938117,9.14
124,"Canada","1975",55,2,4,0.973576421326985,9.17242438938117,9.14
124,"Canada","1975",55,2,2,0.980214169913621,9.17242438938117,9.14
124,"Canada","1975",55,2,3,0.994167257488209,9.17242438938117,9.14
124,"Canada","1975",60,1,4,0.98524847997623,9.0758372714152,8.89
124,"Canada","1975",60,1,3,1.02847083542372,9.0758372714152,8.89
124,"Canada","1975",60,1,2,1.02594412273675,9.0758372714152,8.89
124,"Canada","1975",60,1,1,1.03725690816435,9.0758372714152,8.89
124,"Canada","1975",60,2,4,0.97592519250333,8.53651060167729,8.48
124,"Canada","1975",60,2,3,0.976840918529484,8.53651060167729,8.48
124,"Canada","1975",60,2,1,1.02447861834049,8.53651060167729,8.48
124,"Canada","1975",60,2,2,0.959907886071104,8.53651060167729,8.48
124,"Canada","1980",15,1,2,1.05835104061357,9.28697148594383,9.66
124,"Canada","1980",15,1,3,0.973558222823751,9.28697148594383,9.66
124,"Canada","1980",15,1,1,1.03991775319672,9.28697148594383,9.66
124,"Canada","1980",15,2,2,1.03012983342414,9.35595541162375,9.81
124,"Canada","1980",15,2,3,0.970397163221315,9.35595541162375,9.81
124,"Canada","1980",15,2,1,1.1934965634343,9.35595541162375,9.81
124,"Canada","1980",20,1,1,1.36767266051776,11.7653972510397,11.66
124,"Canada","1980",20,1,4,0.99388376043676,11.7653972510397,11.66
124,"Canada","1980",20,1,3,0.961730800077464,11.7653972510397,11.66
124,"Canada","1980",20,1,2,1.18683496516907,11.7653972510397,11.66
124,"Canada","1980",20,2,1,1.38836523961997,11.7157166053091,11.75
124,"Canada","1980",20,2,4,0.981994992609497,11.7157166053091,11.75
124,"Canada","1980",20,2,2,1.13885189400129,11.7157166053091,11.75
124,"Canada","1980",20,2,3,0.980994677458738,11.7157166053091,11.75
124,"Canada","1980",25,1,2,1.15482738074314,12.7212637133722,12.62
124,"Canada","1980",25,1,4,0.96996889901204,12.7212637133722,12.62
124,"Canada","1980",25,1,1,1.15563041834844,12.7212637133722,12.62
124,"Canada","1980",25,1,3,1.03265943368356,12.7212637133722,12.62
124,"Canada","1980",25,2,4,0.965199263687075,12.4697208359464,12.62
124,"Canada","1980",25,2,3,1.00335873935832,12.4697208359464,12.62
124,"Canada","1980",25,2,2,1.11044948850248,12.4697208359464,12.62
124,"Canada","1980",25,2,1,1.11587074993122,12.4697208359464,12.62
124,"Canada","1980",30,1,1,1.1672448743779,13.0514257511909,13.07
124,"Canada","1980",30,1,2,1.12042130266458,13.0514257511909,13.07
124,"Canada","1980",30,1,3,1.05271408952002,13.0514257511909,13.07
124,"Canada","1980",30,1,4,0.977554968742418,13.0514257511909,13.07
124,"Canada","1980",30,2,2,1.06292223805277,12.5088108875185,12.76
124,"Canada","1980",30,2,4,0.971221341529563,12.5088108875185,12.76
124,"Canada","1980",30,2,3,1.00732506564632,12.5088108875185,12.76
124,"Canada","1980",30,2,1,1.08290555951289,12.5088108875185,12.76
124,"Canada","1980",35,1,4,0.964959954124448,12.3557329274289,12.63
124,"Canada","1980",35,1,3,1.04203574204783,12.3557329274289,12.63
124,"Canada","1980",35,1,2,1.1028844587428,12.3557329274289,12.63
124,"Canada","1980",35,1,1,1.06358398132498,12.3557329274289,12.63
124,"Canada","1980",35,2,3,1.00387233893662,12.0747388504083,12.19
124,"Canada","1980",35,2,4,0.9746818413625,12.0747388504083,12.19
124,"Canada","1980",35,2,1,1.04909699973869,12.0747388504083,12.19
124,"Canada","1980",35,2,2,1.06097345617981,12.0747388504083,12.19
124,"Canada","1980",40,1,1,1.10297640573742,11.8258054795349,11.94
124,"Canada","1980",40,1,2,1.05450474483698,11.8258054795349,11.94
124,"Canada","1980",40,1,3,1.03931927234588,11.8258054795349,11.94
124,"Canada","1980",40,1,4,0.970869893581281,11.8258054795349,11.94
124,"Canada","1980",40,2,1,1.03470568850035,11.3508303650231,11.48
124,"Canada","1980",40,2,2,1.02707082766,11.3508303650231,11.48
124,"Canada","1980",40,2,3,0.991391902577806,11.3508303650231,11.48
124,"Canada","1980",40,2,4,0.971597254971532,11.3508303650231,11.48
124,"Canada","1980",45,1,1,1.0539397222407,11.2353510748858,11.24
124,"Canada","1980",45,1,3,1.05107507419018,11.2353510748858,11.24
124,"Canada","1980",45,1,2,1.05532218265658,11.2353510748858,11.24
124,"Canada","1980",45,1,4,0.974446243169098,11.2353510748858,11.24
124,"Canada","1980",45,2,3,0.98508211114714,10.8124009480579,10.87
124,"Canada","1980",45,2,4,0.975107845798091,10.8124009480579,10.87
124,"Canada","1980",45,2,2,1.0123836176661,10.8124009480579,10.87
124,"Canada","1980",45,2,1,1.05725905119359,10.8124009480579,10.87
124,"Canada","1980",50,1,2,1.04867849192745,10.7744015010344,10.7
124,"Canada","1980",50,1,4,0.978998869094097,10.7744015010344,10.7
124,"Canada","1980",50,1,1,1.06248092946584,10.7744015010344,10.7
124,"Canada","1980",50,1,3,1.03717174017725,10.7744015010344,10.7
124,"Canada","1980",50,2,4,0.980713565299572,10.3958690848648,10.45
124,"Canada","1980",50,2,3,0.986183256273064,10.3958690848648,10.45
124,"Canada","1980",50,2,2,0.988770101625943,10.3958690848648,10.45
124,"Canada","1980",50,2,1,1.04543588232158,10.3958690848648,10.45
124,"Canada","1980",55,1,1,1.06738671259949,10.2345712869195,10.07
124,"Canada","1980",55,1,4,0.986355875730297,10.2345712869195,10.07
124,"Canada","1980",55,1,2,1.03416949879163,10.2345712869195,10.07
124,"Canada","1980",55,1,3,1.02769229788133,10.2345712869195,10.07
124,"Canada","1980",55,2,1,1.0241967911678,9.83384569675983,9.87
124,"Canada","1980",55,2,4,0.973576421326985,9.83384569675983,9.87
124,"Canada","1980",55,2,3,0.994167257488209,9.83384569675983,9.87
124,"Canada","1980",55,2,2,0.980214169913621,9.83384569675983,9.87
124,"Canada","1980",60,1,1,1.03725690816435,9.56958831767629,9.41
124,"Canada","1980",60,1,3,1.02847083542372,9.56958831767629,9.41
124,"Canada","1980",60,1,2,1.02594412273675,9.56958831767629,9.41
124,"Canada","1980",60,1,4,0.98524847997623,9.56958831767629,9.41
124,"Canada","1980",60,2,4,0.97592519250333,9.10338181765471,9.14
124,"Canada","1980",60,2,3,0.976840918529484,9.10338181765471,9.14
124,"Canada","1980",60,2,1,1.02447861834049,9.10338181765471,9.14
124,"Canada","1980",60,2,2,0.959907886071104,9.10338181765471,9.14
124,"Canada","1985",15,1,2,1.0187561753973,8.99637740695395,9.73
124,"Canada","1985",15,1,1,1.0090068126223,8.99637740695395,9.73
124,"Canada","1985",15,1,3,0.938772285076942,8.99637740695395,9.73
124,"Canada","1985",15,2,2,0.999599711041209,9.14202313487416,9.87
124,"Canada","1985",15,2,1,1.30975529088384,9.14202313487416,9.87
124,"Canada","1985",15,2,3,0.929251690918986,9.14202313487416,9.87
124,"Canada","1985",20,1,1,1.2698135773098,11.6775795791213,11.81
124,"Canada","1985",20,1,3,0.972869836805149,11.6775795791213,11.81
124,"Canada","1985",20,1,2,1.12750426644923,11.6775795791213,11.81
124,"Canada","1985",20,1,4,0.979734257993043,11.6775795791213,11.81
124,"Canada","1985",20,2,1,1.21995169347558,11.6518308060131,11.95
124,"Canada","1985",20,2,2,1.07725477776227,11.6518308060131,11.95
124,"Canada","1985",20,2,4,0.980576536555229,11.6518308060131,11.95
124,"Canada","1985",20,2,3,0.973428254224138,11.6518308060131,11.95
124,"Canada","1985",25,1,1,1.12970290705687,12.6880777771249,12.81
124,"Canada","1985",25,1,4,0.970894695015095,12.6880777771249,12.81
124,"Canada","1985",25,1,2,1.13608501014287,12.6880777771249,12.81
124,"Canada","1985",25,1,3,1.00275953200022,12.6880777771249,12.81
124,"Canada","1985",25,2,2,1.13061165113894,12.8162812458278,12.95
124,"Canada","1985",25,2,3,1.02568789569122,12.8162812458278,12.95
124,"Canada","1985",25,2,1,1.14142496368177,12.8162812458278,12.95
124,"Canada","1985",25,2,4,0.968022754695787,12.8162812458278,12.95
124,"Canada","1985",30,1,1,1.1672448743779,13.1593431512,13.22
124,"Canada","1985",30,1,4,0.977554968742418,13.1593431512,13.22
124,"Canada","1985",30,1,2,1.12042130266458,13.1593431512,13.22
124,"Canada","1985",30,1,3,1.05271408952002,13.1593431512,13.22
124,"Canada","1985",30,2,1,1.08290555951289,12.7522943777947,13.1
124,"Canada","1985",30,2,3,1.00732506564632,12.7522943777947,13.1
124,"Canada","1985",30,2,4,0.971221341529563,12.7522943777947,13.1
124,"Canada","1985",30,2,2,1.06292223805277,12.7522943777947,13.1
124,"Canada","1985",35,1,3,1.04203574204783,12.7200222866358,13.07
124,"Canada","1985",35,1,4,0.964959954124448,12.7200222866358,13.07
124,"Canada","1985",35,1,2,1.1028844587428,12.7200222866358,13.07
124,"Canada","1985",35,1,1,1.06358398132498,12.7200222866358,13.07
124,"Canada","1985",35,2,2,1.06097345617981,12.5301230618837,12.76
124,"Canada","1985",35,2,3,1.00387233893662,12.5301230618837,12.76
124,"Canada","1985",35,2,4,0.9746818413625,12.5301230618837,12.76
124,"Canada","1985",35,2,1,1.04909699973869,12.5301230618837,12.76
124,"Canada","1985",40,1,4,0.970869893581281,12.381732651725,12.63
124,"Canada","1985",40,1,1,1.10297640573742,12.381732651725,12.63
124,"Canada","1985",40,1,3,1.03931927234588,12.381732651725,12.63
124,"Canada","1985",40,1,2,1.05450474483698,12.381732651725,12.63
124,"Canada","1985",40,2,4,0.971597254971532,11.9368082888521,12.19
124,"Canada","1985",40,2,3,0.991391902577806,11.9368082888521,12.19
124,"Canada","1985",40,2,2,1.02707082766,11.9368082888521,12.19
124,"Canada","1985",40,2,1,1.03470568850035,11.9368082888521,12.19
124,"Canada","1985",45,1,2,1.05532218265658,11.8114955765214,11.94
124,"Canada","1985",45,1,4,0.974446243169098,11.8114955765214,11.94
124,"Canada","1985",45,1,1,1.0539397222407,11.8114955765214,11.94
124,"Canada","1985",45,1,3,1.05107507419018,11.8114955765214,11.94
124,"Canada","1985",45,2,1,1.05725905119359,11.3286116795025,11.48
124,"Canada","1985",45,2,3,0.98508211114714,11.3286116795025,11.48
124,"Canada","1985",45,2,2,1.0123836176661,11.3286116795025,11.48
124,"Canada","1985",45,2,4,0.975107845798091,11.3286116795025,11.48
124,"Canada","1985",50,1,3,1.03717174017725,11.2197418736574,11.25
124,"Canada","1985",50,1,2,1.04867849192745,11.2197418736574,11.25
124,"Canada","1985",50,1,4,0.978998869094097,11.2197418736574,11.25
124,"Canada","1985",50,1,1,1.06248092946584,11.2197418736574,11.25
124,"Canada","1985",50,2,2,0.988770101625943,10.7592858026539,10.87
124,"Canada","1985",50,2,1,1.04543588232158,10.7592858026539,10.87
124,"Canada","1985",50,2,3,0.986183256273064,10.7592858026539,10.87
124,"Canada","1985",50,2,4,0.980713565299572,10.7592858026539,10.87
124,"Canada","1985",55,1,3,1.02769229788133,10.7832566318421,10.71
124,"Canada","1985",55,1,1,1.06738671259949,10.7832566318421,10.71
124,"Canada","1985",55,1,4,0.986355875730297,10.7832566318421,10.71
124,"Canada","1985",55,1,2,1.03416949879163,10.7832566318421,10.71
124,"Canada","1985",55,2,3,0.994167257488209,10.3463137311722,10.46
124,"Canada","1985",55,2,4,0.973576421326985,10.3463137311722,10.46
124,"Canada","1985",55,2,1,1.0241967911678,10.3463137311722,10.46
124,"Canada","1985",55,2,2,0.980214169913621,10.3463137311722,10.46
124,"Canada","1985",60,1,3,1.02847083542372,10.1982347852499,10.09
124,"Canada","1985",60,1,2,1.02594412273675,10.1982347852499,10.09
124,"Canada","1985",60,1,1,1.03725690816435,10.1982347852499,10.09
124,"Canada","1985",60,1,4,0.98524847997623,10.1982347852499,10.09
124,"Canada","1985",60,2,4,0.97592519250333,9.75775301005871,9.88
124,"Canada","1985",60,2,2,0.959907886071104,9.75775301005871,9.88
124,"Canada","1985",60,2,3,0.976840918529484,9.75775301005871,9.88
124,"Canada","1985",60,2,1,1.02447861834049,9.75775301005871,9.88
124,"Canada","1990",15,1,1,1.15065381207549,9.27710100937407,9.77
124,"Canada","1990",15,1,3,0.928065514101876,9.27710100937407,9.77
124,"Canada","1990",15,1,2,1.06097213759941,9.27710100937407,9.77
124,"Canada","1990",15,2,2,1.05469750086629,9.60156228619253,9.92
124,"Canada","1990",15,2,3,0.990446585908395,9.60156228619253,9.92
124,"Canada","1990",15,2,1,1.14761128300104,9.60156228619253,9.92
124,"Canada","1990",20,1,3,0.938108495287523,11.6047595250276,11.9
124,"Canada","1990",20,1,1,1.2320691197066,11.6047595250276,11.9
124,"Canada","1990",20,1,2,1.08532225164127,11.6047595250276,11.9
124,"Canada","1990",20,1,4,1.00411352494449,11.6047595250276,11.9
124,"Canada","1990",20,2,3,0.932154261683994,11.5841892178674,12.12
124,"Canada","1990",20,2,1,1.3387874196652,11.5841892178674,12.12
124,"Canada","1990",20,2,4,0.983647755177978,11.5841892178674,12.12
124,"Canada","1990",20,2,2,1.04532800562602,11.5841892178674,12.12
124,"Canada","1990",25,1,2,1.07929133615605,12.6965963971923,13.01
124,"Canada","1990",25,1,4,0.957072478180797,12.6965963971923,13.01
124,"Canada","1990",25,1,1,1.0488709257582,12.6965963971923,13.01
124,"Canada","1990",25,1,3,1.01437377514497,12.6965963971923,13.01
124,"Canada","1990",25,2,1,1.00296613386165,12.8743990463077,13.26
124,"Canada","1990",25,2,2,1.06946022530719,12.8743990463077,13.26
124,"Canada","1990",25,2,3,1.01777675337682,12.8743990463077,13.26
124,"Canada","1990",25,2,4,0.966624481194789,12.8743990463077,13.26
124,"Canada","1990",30,1,1,1.14105678306877,13.1284846187717,13.34
124,"Canada","1990",30,1,3,1.02223351992867,13.1284846187717,13.34
124,"Canada","1990",30,1,4,0.978488005198657,13.1284846187717,13.34
124,"Canada","1990",30,1,2,1.10223732819063,13.1284846187717,13.34
124,"Canada","1990",30,2,3,1.02974249011291,13.0371052197356,13.35
124,"Canada","1990",30,2,1,1.1077048471577,13.0371052197356,13.35
124,"Canada","1990",30,2,2,1.08222146012877,13.0371052197356,13.35
124,"Canada","1990",30,2,4,0.974062448757012,13.0371052197356,13.35
124,"Canada","1990",35,1,4,0.964959954124448,12.8562094485557,13.22
124,"Canada","1990",35,1,1,1.06358398132498,12.8562094485557,13.22
124,"Canada","1990",35,1,3,1.04203574204783,12.8562094485557,13.22
124,"Canada","1990",35,1,2,1.1028844587428,12.8562094485557,13.22
124,"Canada","1990",35,2,2,1.06097345617981,12.790806732197,13.1
124,"Canada","1990",35,2,1,1.04909699973869,12.790806732197,13.1
124,"Canada","1990",35,2,4,0.9746818413625,12.790806732197,13.1
124,"Canada","1990",35,2,3,1.00387233893662,12.790806732197,13.1
124,"Canada","1990",40,1,2,1.05450474483698,12.7509727578664,13.07
124,"Canada","1990",40,1,1,1.10297640573742,12.7509727578664,13.07
124,"Canada","1990",40,1,3,1.03931927234588,12.7509727578664,13.07
124,"Canada","1990",40,1,4,0.970869893581281,12.7509727578664,13.07
124,"Canada","1990",40,2,4,0.971597254971532,12.4023628990199,12.77
124,"Canada","1990",40,2,2,1.02707082766,12.4023628990199,12.77
124,"Canada","1990",40,2,1,1.03470568850035,12.4023628990199,12.77
124,"Canada","1990",40,2,3,0.991391902577806,12.4023628990199,12.77
124,"Canada","1990",45,1,1,1.0539397222407,12.394559077686,12.63
124,"Canada","1990",45,1,3,1.05107507419018,12.394559077686,12.63
124,"Canada","1990",45,1,2,1.05532218265658,12.394559077686,12.63
124,"Canada","1990",45,1,4,0.974446243169098,12.394559077686,12.63
124,"Canada","1990",45,2,3,0.98508211114714,11.9097170833678,12.2
124,"Canada","1990",45,2,2,1.0123836176661,11.9097170833678,12.2
124,"Canada","1990",45,2,1,1.05725905119359,11.9097170833678,12.2
124,"Canada","1990",45,2,4,0.975107845798091,11.9097170833678,12.2
124,"Canada","1990",50,1,1,1.06248092946584,11.789790186499,11.95
124,"Canada","1990",50,1,2,1.04867849192745,11.789790186499,11.95
124,"Canada","1990",50,1,4,0.978998869094097,11.789790186499,11.95
124,"Canada","1990",50,1,3,1.03717174017725,11.789790186499,11.95
124,"Canada","1990",50,2,1,1.04543588232158,11.2830196022172,11.49
124,"Canada","1990",50,2,2,0.988770101625943,11.2830196022172,11.49
124,"Canada","1990",50,2,3,0.986183256273064,11.2830196022172,11.49
124,"Canada","1990",50,2,4,0.980713565299572,11.2830196022172,11.49
124,"Canada","1990",55,1,1,1.06738671259949,11.2332782297627,11.26
124,"Canada","1990",55,1,2,1.03416949879163,11.2332782297627,11.26
124,"Canada","1990",55,1,3,1.02769229788133,11.2332782297627,11.26
124,"Canada","1990",55,1,4,0.986355875730297,11.2332782297627,11.26
124,"Canada","1990",55,2,1,1.0241967911678,10.7097998656054,10.88
124,"Canada","1990",55,2,4,0.973576421326985,10.7097998656054,10.88
124,"Canada","1990",55,2,3,0.994167257488209,10.7097998656054,10.88
124,"Canada","1990",55,2,2,0.980214169913621,10.7097998656054,10.88
124,"Canada","1990",60,1,3,1.02847083542372,10.7602379265917,10.73
124,"Canada","1990",60,1,4,0.98524847997623,10.7602379265917,10.73
124,"Canada","1990",60,1,1,1.03725690816435,10.7602379265917,10.73
124,"Canada","1990",60,1,2,1.02594412273675,10.7602379265917,10.73
124,"Canada","1990",60,2,2,0.959907886071104,10.2678347116202,10.46
124,"Canada","1990",60,2,1,1.02447861834049,10.2678347116202,10.46
