"country","year","iso","cc","hlo_mean","edu_exp_","tp_","GEO","fit1","lwr1","upr1","hlo","year_1945","year_1950","year_1955","year_1960","year_1965","year_1970","year_1975","year_1980","year_1985","year_1990"
"Luxembourg",1975,442,"Luxembourg",NA,3.7621,19.54744,"Western Europe",485.42442676557,471.811770109954,499.037083421186,485.42442676557,0,0,0,0,0,0,1,0,0,0
"Luxembourg",1980,442,"Luxembourg",329.49,4.307,13.74493,"Western Europe",502.092297502577,489.005367114615,515.179227890539,502.092297502577,0,0,0,0,0,0,0,1,0,0
"Luxembourg",1985,442,"Luxembourg",439.85,3.805732,12.7652,"Western Europe",503.233481557093,489.646350682696,516.820612431489,503.233481557093,0,0,0,0,0,0,0,0,1,0
"Luxembourg",1990,442,"Luxembourg",431.45,4.374703,13.30215,"Western Europe",503.437864954087,490.355560448589,516.520169459585,503.437864954087,0,0,0,0,0,0,0,0,0,1
"Macao Special Administrative Region of China",1970,446,"Macao Special Administrative Region of China",NA,2.39059,29.10038,"Eastern Asia",541.707337735452,526.113868095446,557.300807375458,541.707337735452,0,0,0,0,0,1,0,0,0,0
"Macao Special Administrative Region of China",1975,446,"Macao Special Administrative Region of China",NA,2.272197,27.59953,"Eastern Asia",545.287208893296,529.745210849356,560.829206937236,545.287208893296,0,0,0,0,0,0,1,0,0,0
"Macao Special Administrative Region of China",1980,446,"Macao Special Administrative Region of China",NA,2.829135,33.10056,"Eastern Asia",532.512856232389,516.410061871655,548.615650593123,532.512856232389,0,0,0,0,0,0,0,1,0,0
"Macao Special Administrative Region of China",1985,446,"Macao Special Administrative Region of China",NA,2.623468,29.95156,"Eastern Asia",540.14447216722,524.575798246377,555.713146088063,540.14447216722,0,0,0,0,0,0,0,0,1,0
"Macao Special Administrative Region of China",1990,446,"Macao Special Administrative Region of China",NA,2.610227,27.04218,"Eastern Asia",547.693903035418,532.432123269541,562.955682801295,547.693903035418,0,0,0,0,0,0,0,0,0,1
"Madagascar",1970,450,"Madagascar",NA,2.867427,63.74958,"Eastern Africa",292.065357440519,270.523371550127,313.607343330911,292.065357440519,0,0,0,0,0,1,0,0,0,0
"Madagascar",1975,450,"Madagascar",NA,3.698992,54.53642,"Eastern Africa",318.435598242923,299.990308841512,336.880887644335,318.435598242923,0,0,0,0,0,0,1,0,0,0
"Madagascar",1980,450,"Madagascar",NA,3.373492,41.61394,"Eastern Africa",351.215511163346,333.870537610396,368.560484716295,351.215511163346,0,0,0,0,0,0,0,1,0,0
"Madagascar",1985,450,"Madagascar",NA,2.75618,39.49903,"Eastern Africa",354.989635481493,336.938586698116,373.04068426487,354.989635481493,0,0,0,0,0,0,0,0,1,0
"Madagascar",1990,450,"Madagascar",NA,2.14018,39.27622,"Eastern Africa",353.833442197347,335.010540143737,372.656344250957,353.833442197347,0,0,0,0,0,0,0,0,0,1
"Malawi",1970,454,"Malawi",NA,3.551692,42.55424,"Eastern Africa",349.266047649132,332.060987636257,366.471107662008,349.266047649132,0,0,0,0,0,1,0,0,0,0
"Malawi",1975,454,"Malawi",NA,2.56305,42.52135,"Eastern Africa",346.56369409796,328.623552146257,364.503836049663,346.56369409796,0,0,0,0,0,0,1,0,0,0
"Malawi",1980,454,"Malawi",NA,4.530663,41.6012,"Eastern Africa",354.512131165187,337.300144368508,371.724117961866,354.512131165187,0,0,0,0,0,0,0,1,0,0
"Malawi",1985,454,"Malawi",NA,3.267885,40.65769,"Eastern Africa",353.41129068145,335.920392437537,370.902188925362,353.41129068145,0,0,0,0,0,0,0,0,1,0
"Malawi",1990,454,"Malawi",NA,3.27054,39.37155,"Eastern Africa",356.772637626357,339.133849229081,374.411426023633,356.772637626357,0,0,0,0,0,0,0,0,0,1
"Malaysia",1970,458,"Malaysia",NA,4.55094,30.98008,"South-Eastern Asia",459.806479041157,440.805097937893,478.807860144422,459.806479041157,0,0,0,0,0,1,0,0,0,0
"Malaysia",1975,458,"Malaysia",NA,5.08761,31.30964,"South-Eastern Asia",460.460578351375,440.847284096816,480.073872605934,460.460578351375,0,0,0,0,0,0,1,0,0,0
"Malaysia",1980,458,"Malaysia",NA,6.28056,26.24843,"South-Eastern Asia",477.02296502669,456.724977986589,497.320952066791,477.02296502669,0,0,0,0,0,0,0,1,0,0
"Malaysia",1985,458,"Malaysia",NA,6.560157,22.24703,"South-Eastern Asia",488.24589743414,467.928878234097,508.562916634183,488.24589743414,0,0,0,0,0,0,0,0,1,0
"Malaysia",1990,458,"Malaysia",NA,4.82381,20.07217,"South-Eastern Asia",489.020504332987,471.156425414952,506.884583251023,489.020504332987,0,0,0,0,0,0,0,0,0,1
"Maldives",1970,462,"Maldives",NA,2.268256,35.14341,"Southern Asia",347.075812811352,321.771268557805,372.380357064899,347.075812811352,0,0,0,0,0,1,0,0,0,0
"Maldives",1975,462,"Maldives",NA,2.329819,35.53086,"Southern Asia",346.239078817795,320.934571488785,371.543586146805,346.239078817795,0,0,0,0,0,0,1,0,0,0
"Maldives",1980,462,"Maldives",NA,2.519711,37.87589,"Southern Asia",340.659482657385,315.171463642318,366.147501672452,340.659482657385,0,0,0,0,0,0,0,1,0,0
"Maldives",1985,462,"Maldives",NA,2.6203,37.97093,"Southern Asia",340.695323686813,315.234408202992,366.156239170633,340.695323686813,0,0,0,0,0,0,0,0,1,0
"Maldives",1990,462,"Maldives",NA,2.694158,40.30807,"Southern Asia",334.809068727049,308.991301894566,360.626835559532,334.809068727049,0,0,0,0,0,0,0,0,0,1
"Mali",1970,466,"Mali",NA,3.425147,41.08712,"Western Africa",282.772270176194,262.166109962148,303.378430390241,282.772270176194,0,0,0,0,0,1,0,0,0,0
"Mali",1975,466,"Mali",NA,3.55959,41.56125,"Western Africa",281.915033944438,261.337926872552,302.492141016323,281.915033944438,0,0,0,0,0,0,1,0,0,0
"Mali",1980,466,"Mali",NA,3.39915,39.45185,"Western Africa",286.963238302957,266.274545810056,307.651930795858,286.963238302957,0,0,0,0,0,0,0,1,0,0
"Mali",1985,466,"Mali",NA,2.43537,36.98351,"Western Africa",290.681907494027,269.225404945965,312.138410042089,290.681907494027,0,0,0,0,0,0,0,0,1,0
"Mali",1990,466,"Mali",NA,3.799333,54.19791,"Western Africa",249.638604330996,227.548963167022,271.72824549497,249.638604330996,0,0,0,0,0,0,0,0,0,1
"Malta",1970,470,"Malta",NA,5.36619,23.43059,"Southern Europe",451.229839320292,436.777467470791,465.682211169793,451.229839320292,0,0,0,0,0,1,0,0,0,0
"Malta",1975,470,"Malta",NA,3.730836,20.59008,"Southern Europe",454.025073268101,440.940493466795,467.109653069407,454.025073268101,0,0,0,0,0,0,1,0,0,0
"Malta",1980,470,"Malta",NA,3.028205,21.64269,"Southern Europe",449.298662442706,435.518886100445,463.078438784966,449.298662442706,0,0,0,0,0,0,0,1,0,0
"Malta",1985,470,"Malta",NA,3.289272,23.15963,"Southern Europe",446.079195840498,432.201662795062,459.956728885935,446.079195840498,0,0,0,0,0,0,0,0,1,0
"Malta",1990,470,"Malta",NA,4.02194,22.96946,"Southern Europe",448.641336034965,435.092471655002,462.190200414929,448.641336034965,0,0,0,0,0,0,0,0,0,1
"Martinique",1970,474,"Martinique",NA,5.809939,25.32785,"Caribbean",393.159889039881,360.032940011234,426.286838068527,393.159889039881,0,0,0,0,0,1,0,0,0,0
"Martinique",1975,474,"Martinique",NA,6.181745,25.1863,"Caribbean",394.577557505643,361.300138132748,427.854976878537,394.577557505643,0,0,0,0,0,0,1,0,0,0
"Martinique",1980,474,"Martinique",NA,4.281818,19.94024,"Caribbean",402.8995934859,370.234093923343,435.565093048457,402.8995934859,0,0,0,0,0,0,0,1,0,0
"Martinique",1985,474,"Martinique",NA,3.532633,15.94857,"Caribbean",411.195831531037,378.165763476614,444.225899585459,411.195831531037,0,0,0,0,0,0,0,0,1,0
"Martinique",1990,474,"Martinique",NA,4.105412,12.29869,"Caribbean",422.328925147373,389.388443954934,455.269406339812,422.328925147373,0,0,0,0,0,0,0,0,0,1
"Mauritania",1970,478,"Mauritania",NA,3.425147,23.01867,"Western Africa",329.889257151442,305.575790152466,354.202724150419,329.889257151442,0,0,0,0,0,1,0,0,0,0
"Mauritania",1975,478,"Mauritania",NA,4.469747,38.5283,"Western Africa",292.390820162667,271.546225056933,313.235415268401,292.390820162667,0,0,0,0,0,0,1,0,0,0
"Mauritania",1980,478,"Mauritania",NA,3.979005,44.18202,"Western Africa",276.263681988094,255.616183793908,296.911180182281,276.263681988094,0,0,0,0,0,0,0,1,0,0
"Mauritania",1985,478,"Mauritania",NA,3.123109,49.04712,"Western Africa",261.163233639667,240.082084019866,282.244383259468,261.163233639667,0,0,0,0,0,0,0,0,1,0
"Mauritania",1990,478,"Mauritania",NA,3.799333,47.99172,"Western Africa",265.822448180132,244.881747922184,286.763148438079,265.822448180132,0,0,0,0,0,0,0,0,0,1
"Mauritius",1970,480,"Mauritius",NA,3.576668,30.31254,"Eastern Africa",381.259090264922,361.730131710481,400.788048819363,381.259090264922,0,0,0,0,0,1,0,0,0,0
"Mauritius",1975,480,"Mauritius",NA,5.003435,23.08498,"Eastern Africa",404.130054090039,382.251372084403,426.008736095674,404.130054090039,0,0,0,0,0,0,1,0,0,0
"Mauritius",1980,480,"Mauritius",NA,4.549575,20.66767,"Eastern Africa",409.153704512235,386.260017245323,432.047391779146,409.153704512235,0,0,0,0,0,0,0,1,0,0
"Mauritius",1985,480,"Mauritius",NA,3.430228,22.07619,"Eastern Africa",402.323986933826,379.555377000569,425.092596867082,402.323986933826,0,0,0,0,0,0,0,0,1,0
"Mauritius",1990,480,"Mauritius",NA,3.340115,21.33573,"Eastern Africa",404.00074761709,380.837280110801,427.164215123378,404.00074761709,0,0,0,0,0,0,0,0,0,1
"Mayotte",1970,175,"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
"Mayotte",1975,175,"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
"Mayotte",1980,175,"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
"Mayotte",1985,175,"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
"Mayotte",1990,175,"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
"Mexico",1970,484,"Mexico",NA,2.648185,45.56581,"Central America",330.304596243812,305.55773372709,355.051458760533,330.304596243812,0,0,0,0,0,1,0,0,0,0
"Mexico",1975,484,"Mexico",NA,2.273989,44.58572,"Central America",331.805081408964,307.116374174476,356.493788643452,331.805081408964,0,0,0,0,0,0,1,0,0,0
"Mexico",1980,484,"Mexico",NA,3.873037,37.26701,"Central America",355.399595121287,333.416465007844,377.38272523473,355.399595121287,0,0,0,0,0,0,0,1,0,0
"Mexico",1985,484,"Mexico",NA,2.28201,32.88813,"Central America",362.3314360177,340.137980217568,384.524891817832,362.3314360177,0,0,0,0,0,0,0,0,1,0
"Mexico",1990,484,"Mexico",NA,2.881273,30.08121,"Central America",371.341036880757,349.968907192184,392.713166569329,371.341036880757,0,0,0,0,0,0,0,0,0,1
"Micronesia (Federated States of)",1970,583,"Micronesia (Federated States of)",NA,5.643403,17.85478,"Oceania",472.298647204477,451.705221368242,492.892073040711,472.298647204477,0,0,0,0,0,1,0,0,0,0
"Micronesia (Federated States of)",1975,583,"Micronesia (Federated States of)",NA,6.29366,26.47177,"Oceania",451.66199839101,429.826394484429,473.497602297592,451.66199839101,0,0,0,0,0,0,1,0,0,0
"Micronesia (Federated States of)",1980,583,"Micronesia (Federated States of)",NA,8.249955,24.9099,"Oceania",461.251926313206,437.345544999895,485.158307626516,461.251926313206,0,0,0,0,0,0,0,1,0,0
"Micronesia (Federated States of)",1985,583,"Micronesia (Federated States of)",NA,5.863735,23.11068,"Oceania",459.214238504285,438.177486165448,480.250990843122,459.214238504285,0,0,0,0,0,0,0,0,1,0
"Micronesia (Federated States of)",1990,583,"Micronesia (Federated States of)",NA,5.162165,29.72063,"Oceania",439.998978202513,417.911040397898,462.086916007128,439.998978202513,0,0,0,0,0,0,0,0,0,1
"Mongolia",1970,496,"Mongolia",NA,2.39059,30.81688,"Eastern Asia",537.231231143962,521.395714924285,553.066747363638,537.231231143962,0,0,0,0,0,1,0,0,0,0
"Mongolia",1975,496,"Mongolia",NA,2.272197,30.88465,"Eastern Asia",536.720621485293,520.792645911041,552.648597059545,536.720621485293,0,0,0,0,0,0,1,0,0,0
"Mongolia",1980,496,"Mongolia",NA,2.829135,31.91966,"Eastern Asia",535.592281967251,519.750515710218,551.434048224284,535.592281967251,0,0,0,0,0,0,0,1,0,0
"Mongolia",1985,496,"Mongolia",NA,2.623468,30.48001,"Eastern Asia",538.766436322028,523.115571761272,554.417300882783,538.766436322028,0,0,0,0,0,0,0,0,1,0
"Mongolia",1990,496,"Mongolia",NA,2.610227,25.54961,"Eastern Asia",551.586068730298,536.39153247961,566.780604980985,551.586068730298,0,0,0,0,0,0,0,0,0,1
"Montenegro",1970,499,"Montenegro",NA,2.733934,24.05337,"Southern Europe",442.182457978296,427.57422392516,456.790692031433,442.182457978296,0,0,0,0,0,1,0,0,0,0
"Montenegro",1975,499,"Montenegro",NA,2.847354,19.13892,"Southern Europe",455.317700927152,441.689504638542,468.945897215762,455.317700927152,0,0,0,0,0,0,1,0,0,0
"Montenegro",1980,499,"Montenegro",NA,3.146412,17.94964,"Southern Europe",459.262368120556,446.084579964375,472.440156276737,459.262368120556,0,0,0,0,0,0,0,1,0,0
"Montenegro",1985,499,"Montenegro",NA,3.289963,17.73649,"Southern Europe",460.223033700656,447.203513587516,473.242553813796,460.223033700656,0,0,0,0,0,0,0,0,1,0
"Montenegro",1990,499,"Montenegro",NA,4.003836,15.68515,"Southern Europe",467.585530809397,455.116591870481,480.054469748313,467.585530809397,0,0,0,0,0,0,0,0,0,1
"Morocco",1970,504,"Morocco",NA,4.47359,35.05228,"Northern Africa",350.795422994165,324.217604863143,377.373241125187,350.795422994165,0,0,0,0,0,1,0,0,0,0
"Morocco",1975,504,"Morocco",NA,5.968278,36.74045,"Northern Africa",350.608439557624,323.126968898374,378.089910216873,350.608439557624,0,0,0,0,0,0,1,0,0,0
"Morocco",1980,504,"Morocco",NA,5.65632,36.55552,"Northern Africa",350.210911448892,322.975288012013,377.44653488577,350.210911448892,0,0,0,0,0,0,0,1,0,0
"Morocco",1985,504,"Morocco",NA,4.971748,26.67138,"Northern Africa",374.055126084636,348.456200831945,399.654051337327,374.055126084636,0,0,0,0,0,0,0,0,1,0
"Morocco",1990,504,"Morocco",NA,4.546206,26.96731,"Northern Africa",372.083338151597,346.473979253069,397.692697050124,372.083338151597,0,0,0,0,0,0,0,0,0,1
"Mozambique",1970,508,"Mozambique",NA,3.576668,66.03444,"Eastern Africa",288.107309285862,265.683645381706,310.530973190018,288.107309285862,0,0,0,0,0,1,0,0,0,0
"Mozambique",1975,508,"Mozambique",NA,3.702188,85.66572,"Eastern Africa",237.268925506922,204.803485553569,269.734365460275,237.268925506922,0,0,0,0,0,0,1,0,0,0
"Mozambique",1980,508,"Mozambique",NA,4.530663,65.64223,"Eastern Africa",291.820483714435,269.164141750265,314.476825678605,291.820483714435,0,0,0,0,0,0,0,1,0,0
"Mozambique",1985,508,"Mozambique",NA,4.647418,59.50207,"Eastern Africa",308.161408368679,287.854235598984,328.468581138373,308.161408368679,0,0,0,0,0,0,0,0,1,0
"Mozambique",1990,508,"Mozambique",219.3,6.073288,55.04113,"Eastern Africa",323.815344400365,303.346957971015,344.283730829715,323.815344400365,0,0,0,0,0,0,0,0,0,1
"Myanmar",1970,104,"Myanmar",NA,3.069455,45.99407,"South-Eastern Asia",416.476576076135,392.729359224549,440.22379292772,416.476576076135,0,0,0,0,0,1,0,0,0,0
"Myanmar",1975,104,"Myanmar",NA,1.748765,50.50785,"South-Eastern Asia",400.981473074076,374.926353631355,427.036592516797,400.981473074076,0,0,0,0,0,0,1,0,0,0
"Myanmar",1980,104,"Myanmar",NA,3.164941,52.52309,"South-Eastern Asia",399.720175426245,372.822284929134,426.618065923356,399.720175426245,0,0,0,0,0,0,0,1,0,0
"Myanmar",1985,104,"Myanmar",NA,3.450064,54.07864,"South-Eastern Asia",396.467867336126,368.678058952574,424.257675719677,396.467867336126,0,0,0,0,0,0,0,0,1,0
"Myanmar",1990,104,"Myanmar",NA,3.050866,48.61192,"South-Eastern Asia",409.597600778041,384.642720350355,434.552481205726,409.597600778041,0,0,0,0,0,0,0,0,0,1
"Namibia",1970,516,"Namibia",NA,4.18744,39.90764,"Southern Africa",315.812586945155,291.213541213476,340.411632676834,315.812586945155,0,0,0,0,0,1,0,0,0,0
"Namibia",1975,516,"Namibia",NA,5.398189,37.09628,"Southern Africa",326.558249367114,303.456345030366,349.660153703862,326.558249367114,0,0,0,0,0,0,1,0,0,0
"Namibia",1980,516,"Namibia",NA,6.666216,38.56178,"Southern Africa",326.312702685564,303.578201685218,349.04720368591,326.312702685564,0,0,0,0,0,0,0,1,0,0
"Namibia",1985,516,"Namibia",NA,5.843262,40.30844,"Southern Africa",319.437092768233,296.264898810426,342.60928672604,319.437092768233,0,0,0,0,0,0,0,0,1,0
"Namibia",1990,516,"Namibia",NA,6.260648,31.99844,"Southern Africa",342.284121052321,319.841846895558,364.726395209083,342.284121052321,0,0,0,0,0,0,0,0,0,1
"Nepal",1970,524,"Nepal",NA,2.268256,22.13615,"Southern Asia",380.994765461063,355.370495264456,406.619035657669,380.994765461063,0,0,0,0,0,1,0,0,0,0
"Nepal",1975,524,"Nepal",NA,2.329819,33.29971,"Southern Asia",352.05723507856,326.92596442159,377.188505735531,352.05723507856,0,0,0,0,0,0,1,0,0,0
"Nepal",1980,524,"Nepal",NA,2.519711,42.40373,"Southern Asia",328.852261877185,302.564347336838,355.140176417532,328.852261877185,0,0,0,0,0,0,0,1,0,0
"Nepal",1985,524,"Nepal",NA,2.6203,36.37336,"Southern Asia",344.861297241935,319.608375262403,370.114219221466,344.861297241935,0,0,0,0,0,0,0,0,1,0
"Nepal",1990,524,"Nepal",NA,2.694158,38.95886,"Southern Asia",338.327395423411,312.741789974064,363.913000872758,338.327395423411,0,0,0,0,0,0,0,0,0,1
"Netherlands",1970,528,"Netherlands",469.3,6.209336,29.14122,"Western Europe",467.308362341833,450.242257494923,484.374467188743,467.308362341833,0,0,0,0,0,1,0,0,0,0
"Netherlands",1975,528,"Netherlands",474.08,6.228242,26.97326,"Western Europe",473.015056216222,456.737253962802,489.292858469643,473.015056216222,0,0,0,0,0,0,1,0,0,0
"Netherlands",1980,528,"Netherlands",476.23,5.585616,22.00062,"Western Europe",484.169876318513,470.121563736209,498.218188900816,484.169876318513,0,0,0,0,0,0,0,1,0,0
"Netherlands",1985,528,"Netherlands",475.33,5.600953,17.50047,"Western Europe",495.948142723946,482.650421230247,509.245864217645,495.948142723946,0,0,0,0,0,0,0,0,1,0
"Netherlands",1990,528,"Netherlands",474.52,4.952575,17.10885,"Western Europe",495.140843370393,482.188950778932,508.092735961854,495.140843370393,0,0,0,0,0,0,0,0,0,1
"New Caledonia",1970,540,"New Caledonia",NA,5.643403,22.01754,"Oceania",461.443443315871,440.607185154353,482.279701477388,461.443443315871,0,0,0,0,0,1,0,0,0,0
"New Caledonia",1975,540,"New Caledonia",NA,6.29366,20.22838,"Oceania",467.942848453489,446.980803164361,488.904893742618,467.942848453489,0,0,0,0,0,0,1,0,0,0
"New Caledonia",1980,540,"New Caledonia",NA,8.249955,20.45299,"Oceania",472.874183364577,449.633507484597,496.114859244557,472.874183364577,0,0,0,0,0,0,0,1,0,0
"New Caledonia",1985,540,"New Caledonia",NA,5.863735,19.79002,"Oceania",467.873503353745,447.150330330874,488.596676376616,467.873503353745,0,0,0,0,0,0,0,0,1,0
"New Caledonia",1990,540,"New Caledonia",NA,5.162165,20.19261,"Oceania",464.84513790298,444.197262600585,485.493013205374,464.84513790298,0,0,0,0,0,0,0,0,0,1
"New Zealand",1970,554,"New Zealand",428.42,4.750015,20.00842,"Oceania",464.163123442701,443.441003751051,484.88524313435,464.163123442701,0,0,0,0,0,1,0,0,0,0
"New Zealand",1975,554,"New Zealand",476.4,4.815026,18.73079,"Oceania",467.678132303645,447.013791906992,488.342472700298,467.678132303645,0,0,0,0,0,0,1,0,0,0
"New Zealand",1980,554,"New Zealand",462.46,4.312895,19.15552,"Oceania",465.154480782354,444.250235571182,486.058725993525,465.154480782354,0,0,0,0,0,0,0,1,0,0
"New Zealand",1985,554,"New Zealand",459.92,4.02762,19.49646,"Oceania",463.460894791562,442.354137612087,484.567651971036,463.460894791562,0,0,0,0,0,0,0,0,1,0
"New Zealand",1990,554,"New Zealand",418.02,5.92605,16.97539,"Oceania",475.388934620368,454.729564215445,496.048305025291,475.388934620368,0,0,0,0,0,0,0,0,0,1
"Nicaragua",1970,558,"Nicaragua",NA,2.26531,38.16628,"Central America",348.520539885539,325.478745358636,371.562334412442,348.520539885539,0,0,0,0,0,1,0,0,0,0
"Nicaragua",1975,558,"Nicaragua",NA,2.82278,37.25207,"Central America",352.476669805846,330.083304678785,374.870034932907,352.476669805846,0,0,0,0,0,0,1,0,0,0
"Nicaragua",1980,558,"Nicaragua",NA,4.344663,35.24065,"Central America",362.013778701592,340.451846713983,383.5757106892,362.013778701592,0,0,0,0,0,0,0,1,0,0
"Nicaragua",1985,558,"Nicaragua",NA,5.35175,32.66898,"Central America",371.560045196961,350.047155630727,393.072934763194,371.560045196961,0,0,0,0,0,0,0,0,1,0
"Nicaragua",1990,558,"Nicaragua",NA,2.98497,36.16615,"Central America",355.76581720828,333.691712170147,377.839922246413,355.76581720828,0,0,0,0,0,0,0,0,0,1
"Niger",1970,562,"Niger",NA,1.05227,39.2088,"Western Africa",280.978480241977,258.134410159341,303.822550324613,280.978480241977,0,0,0,0,0,1,0,0,0,0
"Niger",1975,562,"Niger",NA,4.469747,40.34454,"Western Africa",287.654622180885,266.888465696529,308.420778665242,287.654622180885,0,0,0,0,0,0,1,0,0,0
"Niger",1980,562,"Niger",NA,3.979005,40.50952,"Western Africa",285.840437861819,265.225618298982,306.455257424656,285.840437861819,0,0,0,0,0,0,0,1,0,0
"Niger",1985,562,"Niger",NA,3.123109,37.92226,"Western Africa",290.173463278704,269.266065934367,311.08086062304,290.173463278704,0,0,0,0,0,0,0,0,1,0
"Niger",1990,562,"Niger",NA,3.016316,40.71378,"Western Africa",282.592861102558,261.845622832531,303.340099372584,282.592861102558,0,0,0,0,0,0,0,0,0,1
"Nigeria",1970,566,"Nigeria",NA,3.21017,33.8465,"Western Africa",301.047323040997,279.596666060649,322.497980021344,301.047323040997,0,0,0,0,0,1,0,0,0,0
"Nigeria",1975,566,"Nigeria",NA,3.06369,33.687,"Western Africa",301.050154370484,279.498520250707,322.601788490262,301.050154370484,0,0,0,0,0,0,1,0,0,0
"Nigeria",1980,566,"Nigeria",485.35,3.979005,36.69682,"Western Africa",295.782792421315,274.897122949253,316.668461893377,295.782792421315,0,0,0,0,0,0,0,1,0,0
"Nigeria",1985,566,"Nigeria",NA,3.123109,40.90162,"Western Africa",282.404204359728,261.708207734869,303.100200984587,282.404204359728,0,0,0,0,0,0,0,0,1,0
"Nigeria",1990,566,"Nigeria",NA,3.799333,38.5536,"Western Africa",290.434176198353,269.728492878568,311.139859518137,290.434176198353,0,0,0,0,0,0,0,0,0,1
"Norway",1970,578,"Norway",NA,5.823146,18.12065,"Northern Europe",490.32054340089,478.128968518437,502.512118283343,490.32054340089,0,0,0,0,0,1,0,0,0,0
"Norway",1975,578,"Norway",NA,6.032745,21.04069,"Northern Europe",483.297073900249,470.542737336151,496.051410464348,483.297073900249,0,0,0,0,0,0,1,0,0,0
"Norway",1980,578,"Norway",NA,5.615662,21.2932,"Northern Europe",481.462367701484,468.717872454434,494.206862948534,481.462367701484,0,0,0,0,0,0,0,1,0,0
"Norway",1985,578,"Norway",NA,5.74988,19.93317,"Northern Europe",485.387424792148,472.919619260359,497.855230323938,485.387424792148,0,0,0,0,0,0,0,0,1,0
"Norway",1990,578,"Norway",NA,6.965362,16.61851,"Northern Europe",497.458887336427,484.73164131208,510.186133360774,497.458887336427,0,0,0,0,0,0,0,0,0,1
"Occupied Palestinian Territory",1970,275,"Occupied Palestinian Territory",NA,3.685292,27.5038,"Western Asia",392.909071402339,378.140159684063,407.677983120615,392.909071402339,0,0,0,0,0,1,0,0,0,0
"Occupied Palestinian Territory",1975,275,"Occupied Palestinian Territory",NA,3.981776,23.22307,"Western Asia",404.9080348538,391.451452402899,418.364617304701,404.9080348538,0,0,0,0,0,0,1,0,0,0
"Occupied Palestinian Territory",1980,275,"Occupied Palestinian Territory",NA,4.347406,21.61777,"Western Asia",410.125298017974,396.964926619696,423.285669416251,410.125298017974,0,0,0,0,0,0,0,1,0,0
"Occupied Palestinian Territory",1985,275,"Occupied Palestinian Territory",NA,4.264387,22.12853,"Western Asia",408.55926608833,395.312922200013,421.805609976647,408.55926608833,0,0,0,0,0,0,0,0,1,0
"Occupied Palestinian Territory",1990,275,"Occupied Palestinian Territory",NA,5.658722,20.40946,"Western Asia",416.974310937213,402.797729739822,431.150892134605,416.974310937213,0,0,0,0,0,0,0,0,0,1
"Oman",1970,512,"Oman",NA,3.685292,29.08174,"Western Asia",388.794286878613,373.441507689149,404.147066068077,388.794286878613,0,0,0,0,0,1,0,0,0,0
"Oman",1975,512,"Oman",NA,3.981776,24.46262,"Western Asia",401.675667871288,387.880080148147,415.471255594429,401.675667871288,0,0,0,0,0,0,1,0,0,0
"Oman",1980,512,"Oman",NA,4.347406,24.61912,"Western Asia",402.298695909981,388.35012622356,416.247265596402,402.298695909981,0,0,0,0,0,0,0,1,0,0
"Oman",1985,512,"Oman",NA,3.454305,26.80381,"Western Asia",394.083012635982,379.515023509142,408.651001762823,394.083012635982,0,0,0,0,0,0,0,0,1,0
"Oman",1990,512,"Oman",NA,3.18043,27.13977,"Western Asia",392.434562692381,377.648594752581,407.220530632182,392.434562692381,0,0,0,0,0,0,0,0,0,1
"Pakistan",1970,586,"Pakistan",NA,1.745465,40.83449,"Southern Asia",330.760868144523,304.354187319389,357.167548969657,330.760868144523,0,0,0,0,0,1,0,0,0,0
"Pakistan",1975,586,"Pakistan",NA,2.149694,39.38288,"Southern Asia",335.686209874879,309.786748278903,361.585671470856,335.686209874879,0,0,0,0,0,0,1,0,0,0
"Pakistan",1980,586,"Pakistan",NA,2.035528,36.14148,"Southern Asia",343.816823444713,318.26530982286,369.368337066566,343.816823444713,0,0,0,0,0,0,0,1,0,0
"Pakistan",1985,586,"Pakistan",NA,2.61371,39.79547,"Southern Asia",335.918897044654,310.166468178107,361.671325911201,335.918897044654,0,0,0,0,0,0,0,0,1,0
"Pakistan",1990,586,"Pakistan",NA,2.52953,41.07124,"Southern Asia",332.354679002818,306.339426382021,358.369931623615,332.354679002818,0,0,0,0,0,0,0,0,0,1
"Panama",1970,591,"Panama",NA,3.737114,26.65257,"Central America",382.695482131077,361.985574453562,403.405389808591,382.695482131077,0,0,0,0,0,1,0,0,0,0
"Panama",1975,591,"Panama",NA,3.999346,26.72002,"Central America",383.259127247183,362.631143828697,403.887110665668,383.259127247183,0,0,0,0,0,0,1,0,0,0
"Panama",1980,591,"Panama",NA,3.48112,26.33867,"Central America",382.792095285852,361.961691142284,403.62249942942,382.792095285852,0,0,0,0,0,0,0,1,0,0
"Panama",1985,591,"Panama",NA,3.579107,23.30317,"Central America",390.984088363912,370.113559947015,411.854616780809,390.984088363912,0,0,0,0,0,0,0,0,1,0
"Panama",1990,591,"Panama",NA,3.47054,23.01928,"Central America",391.418211157065,370.464415538598,412.372006775532,391.418211157065,0,0,0,0,0,0,0,0,0,1
