iso,year,tp_,GEO
643,1995,18.71216,"Eastern Europe"
643,2000,16.53985,"Eastern Europe"
643,2005,15.38707,"Eastern Europe"
643,2010,15.62199,"Eastern Europe"
643,2015,15.72747,"Eastern Europe"
646,1970,54.99578,"Eastern Africa"
646,1975,54.0202,"Eastern Africa"
646,1980,50.27295,"Eastern Africa"
646,1985,48.9423,"Eastern Africa"
646,1990,51.6489,"Eastern Africa"
646,1995,56.00748,"Eastern Africa"
646,2000,57.26893,"Eastern Africa"
646,2005,68.04019,"Eastern Africa"
646,2010,60.01132,"Eastern Africa"
646,2015,58.542,"Eastern Africa"
654,1970,18.57452,"Western Africa"
654,1975,19.09329,"Western Africa"
654,1980,18.22731,"Western Africa"
654,1985,18.29688,"Western Africa"
654,1990,43.12032,"Western Africa"
654,1995,8.87719,"Western Africa"
654,2000,42.1903,"Western Africa"
654,2005,40.86063,"Western Africa"
654,2010,38.58224,"Western Africa"
654,2015,36.12054,"Western Africa"
659,1970,31.97295,"Caribbean"
659,1975,28.13298,"Caribbean"
659,1980,23.87049,"Caribbean"
659,1985,25.08628,"Caribbean"
659,1990,20.38977,"Caribbean"
659,1995,19.40788,"Caribbean"
659,2000,17.97305,"Caribbean"
659,2005,16.16822,"Caribbean"
659,2010,14.11745,"Caribbean"
659,2015,14.48611,"Caribbean"
660,1970,31.97295,"Caribbean"
660,1975,28.13298,"Caribbean"
660,1980,24.72464,"Caribbean"
660,1985,24.19762,"Caribbean"
660,1990,20.1,"Caribbean"
660,1995,19.76843,"Caribbean"
660,2000,17.21086,"Caribbean"
660,2005,15.40857,"Caribbean"
660,2010,14.64656,"Caribbean"
660,2015,15.33458,"Caribbean"
662,1970,31.12626,"Caribbean"
662,1975,31.94213,"Caribbean"
662,1980,31.23143,"Caribbean"
662,1985,30.24722,"Caribbean"
662,1990,28.0579,"Caribbean"
662,1995,25.58475,"Caribbean"
662,2000,23.05838,"Caribbean"
662,2005,21.92134,"Caribbean"
662,2010,16.86006,"Caribbean"
662,2015,15.14019,"Caribbean"
666,1970,23.09016,"Northern America"
666,1975,20.49881,"Northern America"
666,1980,17.90402,"Northern America"
666,1985,15.13452,"Northern America"
666,1990,15.63352,"Northern America"
666,1995,14.7852,"Northern America"
666,2000,13.17102,"Northern America"
666,2005,8.293344,"Northern America"
666,2010,11.27313,"Northern America"
666,2015,12.37375,"Northern America"
670,1970,19.55864,"Caribbean"
670,1975,18.06116,"Caribbean"
670,1980,18.15625,"Caribbean"
670,1985,17.74563,"Caribbean"
670,1990,19.99841,"Caribbean"
670,1995,19.877,"Caribbean"
670,2000,17.92626,"Caribbean"
670,2005,16.99649,"Caribbean"
670,2010,15.74968,"Caribbean"
670,2015,14.54915,"Caribbean"
674,1970,17.38955,"Southern Europe"
674,1975,13.79896,"Southern Europe"
674,1980,9.852718,"Southern Europe"
674,1985,7.80412,"Southern Europe"
674,1990,5.641232,"Southern Europe"
674,1995,5.259965,"Southern Europe"
674,2000,5.84912,"Southern Europe"
674,2005,6.28248,"Southern Europe"
674,2010,6.379923,"Southern Europe"
674,2015,6.93061,"Southern Europe"
678,1970,33.71146,"Middle Africa"
678,1975,30.36771,"Middle Africa"
678,1980,27.63178,"Middle Africa"
678,1985,29.99402,"Middle Africa"
678,1990,35.45975,"Middle Africa"
678,1995,34.47704,"Middle Africa"
678,2000,32.36385,"Middle Africa"
678,2005,28.47425,"Middle Africa"
678,2010,30.63719,"Middle Africa"
678,2015,34.02835,"Middle Africa"
682,1970,27.5038,"Western Asia"
682,1975,18.74671,"Western Asia"
682,1980,21.61777,"Western Asia"
682,1985,22.12853,"Western Asia"
682,1990,20.40946,"Western Asia"
682,1995,20.21234,"Western Asia"
682,2000,18.63958,"Western Asia"
682,2005,11.18666,"Western Asia"
682,2010,10.87089,"Western Asia"
682,2015,12.15959,"Western Asia"
686,1970,44.01871,"Western Africa"
686,1975,42.25605,"Western Africa"
686,1980,43.22386,"Western Africa"
686,1985,49.64191,"Western Africa"
686,1990,57.07144,"Western Africa"
686,1995,56.00882,"Western Africa"
686,2000,47.97966,"Western Africa"
686,2005,37.10071,"Western Africa"
686,2010,32.82676,"Western Africa"
686,2015,33.24098,"Western Africa"
688,1970,24.05337,"Southern Europe"
688,1975,19.13892,"Southern Europe"
688,1980,17.94964,"Southern Europe"
688,1985,17.73649,"Southern Europe"
688,1990,15.68515,"Southern Europe"
688,1995,16.87588,"Southern Europe"
688,2000,15.19178,"Southern Europe"
688,2005,14.11068,"Southern Europe"
688,2010,13.34018,"Southern Europe"
688,2015,13.18522,"Southern Europe"
690,1970,24.58755,"Eastern Africa"
690,1975,23.7811,"Eastern Africa"
690,1980,41.6012,"Eastern Africa"
690,1985,40.65769,"Eastern Africa"
690,1990,17.43593,"Eastern Africa"
690,1995,15.7728,"Eastern Africa"
690,2000,13.96712,"Eastern Africa"
690,2005,13.1954,"Eastern Africa"
690,2010,12.9606,"Eastern Africa"
690,2015,14.05715,"Eastern Africa"
694,1970,31.92784,"Western Africa"
694,1975,32.14952,"Western Africa"
694,1980,33.71664,"Western Africa"
694,1985,33.51515,"Western Africa"
694,1990,34.27038,"Western Africa"
694,1995,42.72578,"Western Africa"
694,2000,37.2644,"Western Africa"
694,2005,40.86063,"Western Africa"
694,2010,33.0522,"Western Africa"
694,2015,34.51073,"Western Africa"
702,1970,30.80027,"South-Eastern Asia"
702,1975,29.27324,"South-Eastern Asia"
702,1980,29.02116,"South-Eastern Asia"
702,1985,26.09736,"South-Eastern Asia"
702,1990,25.24161,"South-Eastern Asia"
702,1995,25.3313,"South-Eastern Asia"
702,2000,30.19286,"South-Eastern Asia"
702,2005,19.84726,"South-Eastern Asia"
702,2010,23.92807,"South-Eastern Asia"
702,2015,14.87679,"South-Eastern Asia"
703,1970,27.02714,"Eastern Europe"
703,1975,27.981,"Eastern Europe"
703,1980,28.02464,"Eastern Europe"
703,1985,26.39354,"Eastern Europe"
703,1990,22.25038,"Eastern Europe"
703,1995,20.01675,"Eastern Europe"
703,2000,18.49243,"Eastern Europe"
703,2005,16.47758,"Eastern Europe"
703,2010,15.1084,"Eastern Europe"
703,2015,15.33577,"Eastern Europe"
704,1970,30.66918,"South-Eastern Asia"
704,1975,35.1135,"South-Eastern Asia"
704,1980,37.53762,"South-Eastern Asia"
704,1985,34.8448,"South-Eastern Asia"
704,1990,35.03286,"South-Eastern Asia"
704,1995,33.03388,"South-Eastern Asia"
704,2000,26.31323,"South-Eastern Asia"
704,2005,20.42715,"South-Eastern Asia"
704,2010,19.40595,"South-Eastern Asia"
704,2015,19.69439,"South-Eastern Asia"
705,1970,24.05337,"Southern Europe"
705,1975,19.13892,"Southern Europe"
705,1980,17.94964,"Southern Europe"
705,1985,17.73649,"Southern Europe"
705,1990,16.63844,"Southern Europe"
705,1995,14.23363,"Southern Europe"
705,2000,13.31021,"Southern Europe"
705,2005,16.5132,"Southern Europe"
705,2010,16.82795,"Southern Europe"
705,2015,15.35309,"Southern Europe"
706,1970,45.01752,"Eastern Africa"
706,1975,37.86176,"Eastern Africa"
706,1980,31.1905,"Eastern Africa"
706,1985,40.65769,"Eastern Africa"
706,1990,39.37155,"Eastern Africa"
706,1995,42.22547,"Eastern Africa"
706,2000,45.18078,"Eastern Africa"
706,2005,35.51919,"Eastern Africa"
706,2010,43.33098,"Eastern Africa"
706,2015,39.47898,"Eastern Africa"
710,1970,39.90764,"Southern Africa"
710,1975,28.57705,"Southern Africa"
710,1980,38.56178,"Southern Africa"
710,1985,40.30844,"Southern Africa"
710,1990,31.96907,"Southern Africa"
710,1995,38.91873,"Southern Africa"
710,2000,35.99921,"Southern Africa"
710,2005,32.78432,"Southern Africa"
710,2010,31.96841,"Southern Africa"
710,2015,30.3322,"Southern Africa"
716,1970,40.76829,"Eastern Africa"
716,1975,40.58699,"Eastern Africa"
716,1980,41.90759,"Eastern Africa"
716,1985,38.83361,"Eastern Africa"
716,1990,38.07519,"Eastern Africa"
716,1995,39.16894,"Eastern Africa"
716,2000,38.27728,"Eastern Africa"
716,2005,47.12539,"Eastern Africa"
716,2010,36.13464,"Eastern Africa"
716,2015,39.47898,"Eastern Africa"
724,1970,28.39958,"Southern Europe"
724,1975,19.13892,"Southern Europe"
724,1980,27.55184,"Southern Europe"
724,1985,25.16455,"Southern Europe"
724,1990,21.17828,"Southern Europe"
724,1995,16.11898,"Southern Europe"
724,2000,14.13305,"Southern Europe"
724,2005,13.04119,"Southern Europe"
724,2010,12.76349,"Southern Europe"
724,2015,13.10299,"Southern Europe"
728,1970,36.89583,"Northern Africa"
728,1975,34.83784,"Northern Africa"
728,1980,32.10548,"Northern Africa"
728,1985,29.85613,"Northern Africa"
728,1990,28.26744,"Northern Africa"
728,1995,26.13731,"Northern Africa"
728,2000,25.54409,"Northern Africa"
728,2005,26.14481,"Northern Africa"
728,2010,49.89984,"Northern Africa"
728,2015,46.75029,"Northern Africa"
729,1970,42.20787,"Northern Africa"
729,1975,36.89889,"Northern Africa"
729,1980,33.55545,"Northern Africa"
729,1985,34.67095,"Northern Africa"
729,1990,34.55108,"Northern Africa"
729,1995,26.13731,"Northern Africa"
729,2000,27.6133,"Northern Africa"
729,2005,35.00085,"Northern Africa"
729,2010,28.82333,"Northern Africa"
729,2015,27.51974,"Northern Africa"
732,1970,30.7618,"Northern Africa"
732,1975,34.83784,"Northern Africa"
732,1980,32.10548,"Northern Africa"
732,1985,29.85613,"Northern Africa"
732,1990,28.26744,"Northern Africa"
732,1995,26.13731,"Northern Africa"
732,2000,25.54409,"Northern Africa"
732,2005,26.14481,"Northern Africa"
732,2010,28.82333,"Northern Africa"
732,2015,27.51974,"Northern Africa"
740,1970,33.45017,"South America"
740,1975,29.24329,"South America"
740,1980,25.37902,"South America"
740,1985,23.51937,"South America"
740,1990,22.72236,"South America"
740,1995,24.64203,"South America"
740,2000,19.69501,"South America"
740,2005,15.84136,"South America"
740,2010,14.07568,"South America"
740,2015,13.24969,"South America"
748,1970,38.70827,"Southern Africa"
748,1975,36.26727,"Southern Africa"
748,1980,33.45041,"Southern Africa"
748,1985,33.02802,"Southern Africa"
748,1990,32.65158,"Southern Africa"
748,1995,33.70757,"Southern Africa"
748,2000,31.74738,"Southern Africa"
748,2005,32.55536,"Southern Africa"
748,2010,29.60092,"Southern Africa"
748,2015,27.15093,"Southern Africa"
752,1970,18.37046,"Northern Europe"
752,1975,18.23627,"Northern Europe"
752,1980,21.2932,"Northern Europe"
752,1985,19.93317,"Northern Europe"
752,1990,9.854445,"Northern Europe"
752,1995,11.66897,"Northern Europe"
752,2000,11.2005,"Northern Europe"
752,2005,9.74251,"Northern Europe"
752,2010,10.43802,"Northern Europe"
752,2015,12.22816,"Northern Europe"
756,1970,22.16482,"Western Europe"
756,1975,21.17837,"Western Europe"
756,1980,17.85808,"Western Europe"
756,1985,15.73365,"Western Europe"
756,1990,14.81125,"Western Europe"
756,1995,17.05465,"Western Europe"
756,2000,14.87674,"Western Europe"
756,2005,12.39727,"Western Europe"
756,2010,10.4349,"Western Europe"
756,2015,10.03218,"Western Europe"
760,1970,36.47437,"Western Asia"
760,1975,32.74291,"Western Asia"
760,1980,27.96165,"Western Asia"
760,1985,26.31733,"Western Asia"
760,1990,24.78127,"Western Asia"
760,1995,23.64675,"Western Asia"
760,2000,24.74266,"Western Asia"
760,2005,14.87639,"Western Asia"
760,2010,15.14557,"Western Asia"
760,2015,15.16553,"Western Asia"
762,1970,27.5038,"Central Asia"
762,1975,23.22307,"Central Asia"
762,1980,25.96281,"Central Asia"
762,1985,22.46879,"Central Asia"
762,1990,21.52781,"Central Asia"
762,1995,22.56427,"Central Asia"
762,2000,21.85901,"Central Asia"
762,2005,22.20693,"Central Asia"
762,2010,23.3027,"Central Asia"
762,2015,22.26065,"Central Asia"
764,1970,32.38848,"South-Eastern Asia"
764,1975,29.30272,"South-Eastern Asia"
764,1980,20.23298,"South-Eastern Asia"
764,1985,20.01505,"South-Eastern Asia"
764,1990,20.56815,"South-Eastern Asia"
764,1995,19.3766,"South-Eastern Asia"
764,2000,19.48157,"South-Eastern Asia"
764,2005,17.32511,"South-Eastern Asia"
764,2010,15.92902,"South-Eastern Asia"
764,2015,16.76672,"South-Eastern Asia"
768,1970,59.45592,"Western Africa"
768,1975,58.47105,"Western Africa"
768,1980,50.8989,"Western Africa"
768,1985,49.40293,"Western Africa"
768,1990,57.69756,"Western Africa"
768,1995,47.77582,"Western Africa"
768,2000,36.30711,"Western Africa"
768,2005,39.02618,"Western Africa"
768,2010,41.08438,"Western Africa"
768,2015,41.46941,"Western Africa"
776,1970,25.93383,"Oceania"
776,1975,25.86184,"Oceania"
776,1980,22.18083,"Oceania"
776,1985,22.2793,"Oceania"
776,1990,22.90422,"Oceania"
776,1995,21.20302,"Oceania"
776,2000,21.39627,"Oceania"
776,2005,23.52851,"Oceania"
776,2010,23.54471,"Oceania"
776,2015,21.63312,"Oceania"
780,1970,33.09222,"Caribbean"
780,1975,29.52369,"Caribbean"
780,1980,23.60612,"Caribbean"
780,1985,23.14512,"Caribbean"
780,1990,26.22705,"Caribbean"
780,1995,23.86098,"Caribbean"
780,2000,19.22702,"Caribbean"
780,2005,16.80567,"Caribbean"
780,2010,14.78248,"Caribbean"
780,2015,15.33458,"Caribbean"
784,1970,21.95229,"Western Asia"
784,1975,15.81273,"Western Asia"
784,1980,19.9741,"Western Asia"
784,1985,23.34273,"Western Asia"
784,1990,17.62489,"Western Asia"
784,1995,16.2959,"Western Asia"
784,2000,15.518,"Western Asia"
784,2005,15.87451,"Western Asia"
784,2010,17.41046,"Western Asia"
784,2015,24.07036,"Western Asia"
788,1970,45.73484,"Northern Africa"
788,1975,40.00494,"Northern Africa"
788,1980,37.83086,"Northern Africa"
788,1985,31.77851,"Northern Africa"
788,1990,27.27039,"Northern Africa"
788,1995,24.36799,"Northern Africa"
788,2000,21.98812,"Northern Africa"
788,2005,18.30814,"Northern Africa"
788,2010,17.11849,"Northern Africa"
788,2015,16.35597,"Northern Africa"
792,1970,35.26748,"Western Asia"
792,1975,31.01484,"Western Asia"
792,1980,28.45489,"Western Asia"
792,1985,31.00474,"Western Asia"
792,1990,29.20462,"Western Asia"
792,1995,27.74516,"Western Asia"
792,2000,18.63958,"Western Asia"
792,2005,14.87639,"Western Asia"
792,2010,19.76438,"Western Asia"
792,2015,17.69147,"Western Asia"
795,1970,27.5038,"Central Asia"
795,1975,23.22307,"Central Asia"
795,1980,25.96281,"Central Asia"
795,1985,22.46879,"Central Asia"
795,1990,21.0162,"Central Asia"
795,1995,21.9538,"Central Asia"
795,2000,21.44275,"Central Asia"
795,2005,20.38656,"Central Asia"
795,2010,20.1863,"Central Asia"
795,2015,21.63582,"Central Asia"
796,1970,17.56792,"Caribbean"
796,1975,20.34691,"Caribbean"
796,1980,24.72464,"Caribbean"
796,1985,24.19762,"Caribbean"
796,1990,21.63677,"Caribbean"
796,1995,17.94091,"Caribbean"
796,2000,16.95304,"Caribbean"
796,2005,16.20758,"Caribbean"
796,2010,9.28772,"Caribbean"
796,2015,17.69231,"Caribbean"
798,1970,22.2597,"Oceania"
798,1975,21.46104,"Oceania"
798,1980,17.66598,"Oceania"
798,1985,17.32876,"Oceania"
798,1990,20.75362,"Oceania"
798,1995,18.88889,"Oceania"
798,2000,18.36228,"Oceania"
798,2005,23.91441,"Oceania"
798,2010,20.76926,"Oceania"
798,2015,15.16308,"Oceania"
800,1970,33.33924,"Eastern Africa"
800,1975,34.54041,"Eastern Africa"
800,1980,34.80533,"Eastern Africa"
800,1985,31.45903,"Eastern Africa"
800,1990,30.45225,"Eastern Africa"
800,1995,49.61227,"Eastern Africa"
800,2000,53.79028,"Eastern Africa"
800,2005,49.91002,"Eastern Africa"
800,2010,47.68699,"Eastern Africa"
800,2015,42.76551,"Eastern Africa"
804,1970,27.02714,"Eastern Europe"
804,1975,27.981,"Eastern Europe"
804,1980,28.02464,"Eastern Europe"
804,1985,26.39354,"Eastern Europe"
804,1990,20.99915,"Eastern Europe"
804,1995,20.76001,"Eastern Europe"
804,2000,19.32918,"Eastern Europe"
804,2005,16.71314,"Eastern Europe"
804,2010,16.01644,"Eastern Europe"
804,2015,12.77937,"Eastern Europe"
807,1970,24.05337,"Southern Europe"
807,1975,19.13892,"Southern Europe"
807,1980,17.94964,"Southern Europe"
807,1985,17.73649,"Southern Europe"
807,1990,15.68515,"Southern Europe"
807,1995,22.28121,"Southern Europe"
807,2000,20.89301,"Southern Europe"
807,2005,18.09308,"Southern Europe"
807,2010,15.45748,"Southern Europe"
807,2015,14.65994,"Southern Europe"
810,1970,27.02714,"Eastern Europe"
810,1975,27.981,"Eastern Europe"
810,1980,27.94884,"Eastern Europe"
810,1985,24.96971,"Eastern Europe"
810,1990,21.25121,"Eastern Europe"
810,1995,18.37728,"Eastern Europe"
810,2000,17.04308,"Eastern Europe"
810,2005,17.30463,"Eastern Europe"
810,2010,19.74242,"Eastern Europe"
810,2015,20.67376,"Eastern Europe"
818,1970,37.98025,"Northern Africa"
818,1975,34.42506,"Northern Africa"
818,1980,32.79634,"Northern Africa"
818,1985,28.18192,"Northern Africa"
818,1990,24.86083,"Northern Africa"
818,1995,24.65284,"Northern Africa"
818,2000,22.35742,"Northern Africa"
818,2005,26.48175,"Northern Africa"
818,2010,27.73437,"Northern Africa"
818,2015,23.51135,"Northern Africa"
826,1970,22.1948,"Northern Europe"
826,1975,20.00078,"Northern Europe"
826,1980,18.48623,"Northern Europe"
826,1985,19.43981,"Northern Europe"
826,1990,19.75682,"Northern Europe"
826,1995,18.69099,"Northern Europe"
826,2000,17.72481,"Northern Europe"
826,2005,17.80606,"Northern Europe"
826,2010,17.61821,"Northern Europe"
826,2015,15.09333,"Northern Europe"
834,1970,46.7639,"Eastern Africa"
834,1975,48.24096,"Eastern Africa"
834,1980,40.24242,"Eastern Africa"
834,1985,33.33787,"Eastern Africa"
834,1990,35.89601,"Eastern Africa"
834,1995,37.65255,"Eastern Africa"
834,2000,53.54053,"Eastern Africa"
834,2005,53.48904,"Eastern Africa"
834,2010,45.77449,"Eastern Africa"
834,2015,46.51754,"Eastern Africa"
840,1970,22.34926,"Northern America"
840,1975,20.49881,"Northern America"
840,1980,17.61274,"Northern America"
840,1985,16.33645,"Northern America"
840,1990,15.63352,"Northern America"
840,1995,14.7852,"Northern America"
840,2000,13.17102,"Northern America"
840,2005,8.293344,"Northern America"
840,2010,14.53749,"Northern America"
840,2015,14.3279,"Northern America"
850,1970,23.64214,"Caribbean"
850,1975,15.66046,"Caribbean"
850,1980,14.2,"Caribbean"
850,1985,14.16872,"Caribbean"
850,1990,14.18325,"Caribbean"
850,1995,20.41527,"Caribbean"
850,2000,18.90634,"Caribbean"
850,2005,16.20758,"Caribbean"
850,2010,14.78248,"Caribbean"
850,2015,15.33458,"Caribbean"
854,1970,45.95648,"Western Africa"
854,1975,48.92563,"Western Africa"
854,1980,57.05622,"Western Africa"
854,1985,60.78575,"Western Africa"
854,1990,57.53978,"Western Africa"
854,1995,49.10587,"Western Africa"
854,2000,47.00505,"Western Africa"
854,2005,47.69741,"Western Africa"
854,2010,48.78411,"Western Africa"
854,2015,41.03235,"Western Africa"
858,1970,26.43254,"South America"
858,1975,23.6578,"South America"
858,1980,21.87815,"South America"
858,1985,23.07214,"South America"
858,1990,21.09352,"South America"
858,1995,20.64262,"South America"
858,2000,20.8122,"South America"
858,2005,16.86049,"South America"
858,2010,12.40859,"South America"
858,2015,11.30371,"South America"
860,1970,27.5038,"Central Asia"
860,1975,23.22307,"Central Asia"
860,1980,24.10745,"Central Asia"
860,1985,24.11801,"Central Asia"
860,1990,21.67706,"Central Asia"
860,1995,21.54386,"Central Asia"
860,2000,21.1393,"Central Asia"
860,2005,18.45905,"Central Asia"
860,2010,16.42451,"Central Asia"
860,2015,20.52828,"Central Asia"
862,1970,33.8359,"South America"
862,1975,29.81992,"South America"
862,1980,26.84317,"South America"
862,1985,25.78056,"South America"
862,1990,25.02137,"South America"
862,1995,24.64203,"South America"
862,2000,24.33929,"South America"
862,2005,21.88145,"South America"
862,2010,20.11731,"South America"
862,2015,18.36141,"South America"
882,1970,24.92426,"Oceania"
882,1975,21.28518,"Oceania"
882,1980,19.40955,"Oceania"
882,1985,17.81668,"Oceania"
882,1990,18.87613,"Oceania"
882,1995,20.2363,"Oceania"
882,2000,25.43183,"Oceania"
882,2005,32.25486,"Oceania"
882,2010,30.23604,"Oceania"
882,2015,17.60879,"Oceania"
887,1970,27.5038,"Western Asia"
887,1975,23.22307,"Western Asia"
887,1980,21.61777,"Western Asia"
887,1985,22.12853,"Western Asia"
887,1990,20.40946,"Western Asia"
887,1995,22.36997,"Western Asia"
887,2000,18.63958,"Western Asia"
887,2005,14.87639,"Western Asia"
887,2010,30.43879,"Western Asia"
887,2015,26.93016,"Western Asia"
890,1970,24.05337,"Southern Europe"
890,1975,19.13892,"Southern Europe"
890,1980,17.94964,"Southern Europe"
890,1985,17.73649,"Southern Europe"
890,1990,15.68515,"Southern Europe"
890,1995,16.87588,"Southern Europe"
890,2000,15.19178,"Southern Europe"
890,2005,16.60433,"Southern Europe"
890,2010,15.66726,"Southern Europe"
890,2015,14.58446,"Southern Europe"
894,1970,47.88849,"Eastern Africa"
894,1975,47.37059,"Eastern Africa"
894,1980,47.58731,"Eastern Africa"
894,1985,46.16634,"Eastern Africa"
894,1990,42.54812,"Eastern Africa"
894,1995,43.13157,"Eastern Africa"
894,2000,49.88463,"Eastern Africa"
894,2005,55.75379,"Eastern Africa"
894,2010,49.77956,"Eastern Africa"
894,2015,42.70613,"Eastern Africa"
